# Data for different parent isotopes separated by empty lines
# Column values are:
# [1] - neutrino energy (MeV)
# [2] - capture luminosity (1/MeV/s)
# [3] - decay luminosity (1/MeV/s)


#	h1-->neut	tau_cc (hr) = 4.6403
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	1.66791121e+46	0.00000000e+00
0.20	5.80254709e+46	0.00000000e+00
0.30	1.11269956e+47	0.00000000e+00
0.40	1.65811597e+47	0.00000000e+00
0.50	2.14238353e+47	0.00000000e+00
0.60	2.52287272e+47	0.00000000e+00
0.70	2.78261481e+47	0.00000000e+00
0.80	2.92285176e+47	0.00000000e+00
0.90	2.95611401e+47	0.00000000e+00
1.00	2.90072240e+47	0.00000000e+00
1.10	2.77686995e+47	0.00000000e+00
1.20	2.60409086e+47	0.00000000e+00
1.30	2.39980799e+47	0.00000000e+00
1.40	2.17865067e+47	0.00000000e+00
1.50	1.95228472e+47	0.00000000e+00
1.60	1.72955620e+47	0.00000000e+00
1.70	1.51680682e+47	0.00000000e+00
1.80	1.31826458e+47	0.00000000e+00
1.90	1.13644723e+47	0.00000000e+00
2.00	9.72541887e+46	0.00000000e+00
2.10	8.26741216e+46	0.00000000e+00
2.20	6.98527945e+46	0.00000000e+00
2.30	5.86907043e+46	0.00000000e+00
2.40	4.90588987e+46	0.00000000e+00
2.50	4.08129813e+46	0.00000000e+00
2.60	3.38034472e+46	0.00000000e+00
2.70	2.78830152e+46	0.00000000e+00
2.80	2.29115562e+46	0.00000000e+00
2.90	1.87591697e+46	0.00000000e+00
3.00	1.53078599e+46	0.00000000e+00
3.10	1.24521917e+46	0.00000000e+00
3.20	1.00992289e+46	0.00000000e+00
3.30	8.16799325e+45	0.00000000e+00
3.40	6.58862345e+45	0.00000000e+00
3.50	5.30136972e+45	0.00000000e+00
3.60	4.25551965e+45	0.00000000e+00
3.70	3.40832343e+45	0.00000000e+00
3.80	2.72396387e+45	0.00000000e+00
3.90	2.17259771e+45	0.00000000e+00
4.00	1.72948419e+45	0.00000000e+00
4.10	1.37420693e+45	0.00000000e+00
4.20	1.08998929e+45	0.00000000e+00
4.30	8.63099343e+44	0.00000000e+00
4.40	6.82337915e+44	0.00000000e+00
4.50	5.38602122e+44	0.00000000e+00
4.60	4.24516237e+44	0.00000000e+00
4.70	3.34121462e+44	0.00000000e+00
4.80	2.62617015e+44	0.00000000e+00
4.90	2.06145055e+44	0.00000000e+00
5.00	1.61613031e+44	0.00000000e+00
5.10	1.26547576e+44	0.00000000e+00
5.20	9.89748270e+43	0.00000000e+00
5.30	7.73227963e+43	0.00000000e+00
5.40	6.03419938e+43	0.00000000e+00
5.50	4.70411121e+43	0.00000000e+00
5.60	3.66350702e+43	0.00000000e+00
5.70	2.85031498e+43	0.00000000e+00
5.80	2.21553813e+43	0.00000000e+00
5.90	1.72055910e+43	0.00000000e+00
6.00	1.33498613e+43	0.00000000e+00
6.10	1.03493464e+43	0.00000000e+00
6.20	8.01659121e+42	0.00000000e+00
6.30	6.20466429e+42	0.00000000e+00
6.40	4.79854078e+42	0.00000000e+00
6.50	3.70828035e+42	0.00000000e+00
6.60	2.86363788e+42	0.00000000e+00
6.70	2.20981063e+42	0.00000000e+00
6.80	1.70408919e+42	0.00000000e+00
6.90	1.31322270e+42	0.00000000e+00
7.00	1.01134981e+42	0.00000000e+00
7.10	7.78375526e+41	0.00000000e+00
7.20	5.98699923e+41	0.00000000e+00
7.30	4.60223404e+41	0.00000000e+00
7.40	3.53569325e+41	0.00000000e+00
7.50	2.71477278e+41	0.00000000e+00
7.60	2.08330001e+41	0.00000000e+00
7.70	1.59784895e+41	0.00000000e+00
7.80	1.22487317e+41	0.00000000e+00
7.90	9.38477209e+40	0.00000000e+00
8.00	7.18685738e+40	0.00000000e+00
8.10	5.50100867e+40	0.00000000e+00
8.20	4.20861041e+40	0.00000000e+00
8.30	3.21834916e+40	0.00000000e+00
8.40	2.45997322e+40	0.00000000e+00
8.50	1.87946820e+40	0.00000000e+00
8.60	1.43532882e+40	0.00000000e+00
8.70	1.09568050e+40	0.00000000e+00
8.80	8.36058596e+39	0.00000000e+00
8.90	6.37696088e+39	0.00000000e+00
9.00	4.86204452e+39	0.00000000e+00
9.10	3.70557829e+39	0.00000000e+00
9.20	2.82311501e+39	0.00000000e+00
9.30	2.15000856e+39	0.00000000e+00
9.40	1.63679487e+39	0.00000000e+00
9.50	1.24564435e+39	0.00000000e+00
9.60	9.47638760e+38	0.00000000e+00
9.70	7.20681909e+38	0.00000000e+00
9.80	5.47897724e+38	0.00000000e+00
9.90	4.16402514e+38	0.00000000e+00
10.00	3.16364686e+38	0.00000000e+00
10.10	2.40284762e+38	0.00000000e+00
10.20	1.82444465e+38	0.00000000e+00
10.30	1.38485401e+38	0.00000000e+00
10.40	1.05086916e+38	0.00000000e+00
10.50	7.97199673e+37	0.00000000e+00
10.60	6.04591114e+37	0.00000000e+00
10.70	4.58389770e+37	0.00000000e+00
10.80	3.47447213e+37	0.00000000e+00
10.90	2.63284744e+37	0.00000000e+00
11.00	1.99456247e+37	0.00000000e+00
11.10	1.51062529e+37	0.00000000e+00
11.20	1.14381302e+37	0.00000000e+00
11.30	8.65853609e+36	0.00000000e+00
