# Data for different parent isotopes separated by empty lines
# Column values are:
# [1] - neutrino energy (MeV)
# [2] - capture luminosity (1/MeV/s)
# [3] - decay luminosity (1/MeV/s)


#	h1-->neut	tau_cc (hr) = 0.02112
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	1.76631320e+49	0.00000000e+00
0.20	6.70328694e+49	0.00000000e+00
0.30	1.42769966e+50	0.00000000e+00
0.40	2.39643097e+50	0.00000000e+00
0.50	3.52527750e+50	0.00000000e+00
0.60	4.76434463e+50	0.00000000e+00
0.70	6.06565650e+50	0.00000000e+00
0.80	7.38390695e+50	0.00000000e+00
0.90	8.67726982e+50	0.00000000e+00
1.00	9.90817073e+50	0.00000000e+00
1.10	1.10439586e+51	0.00000000e+00
1.20	1.20574451e+51	0.00000000e+00
1.30	1.29272904e+51	0.00000000e+00
1.40	1.36382174e+51	0.00000000e+00
1.50	1.41810364e+51	0.00000000e+00
1.60	1.45524629e+51	0.00000000e+00
1.70	1.47547260e+51	0.00000000e+00
1.80	1.47949760e+51	0.00000000e+00
1.90	1.46845224e+51	0.00000000e+00
2.00	1.44379484e+51	0.00000000e+00
2.10	1.40721608e+51	0.00000000e+00
2.20	1.36054389e+51	0.00000000e+00
2.30	1.30565435e+51	0.00000000e+00
2.40	1.24439348e+51	0.00000000e+00
2.50	1.17851348e+51	0.00000000e+00
2.60	1.10962480e+51	0.00000000e+00
2.70	1.03916435e+51	0.00000000e+00
2.80	9.68378169e+50	0.00000000e+00
2.90	8.98316571e+50	0.00000000e+00
3.00	8.29838948e+50	0.00000000e+00
3.10	7.63625577e+50	0.00000000e+00
3.20	7.00194038e+50	0.00000000e+00
3.30	6.39918008e+50	0.00000000e+00
3.40	5.83047003e+50	0.00000000e+00
3.50	5.29725702e+50	0.00000000e+00
3.60	4.80012219e+50	0.00000000e+00
3.70	4.33894708e+50	0.00000000e+00
3.80	3.91306172e+50	0.00000000e+00
3.90	3.52137281e+50	0.00000000e+00
4.00	3.16247393e+50	0.00000000e+00
4.10	2.83473755e+50	0.00000000e+00
4.20	2.53639152e+50	0.00000000e+00
4.30	2.26558127e+50	0.00000000e+00
4.40	2.02041958e+50	0.00000000e+00
4.50	1.79902586e+50	0.00000000e+00
4.60	1.59955648e+50	0.00000000e+00
4.70	1.42022741e+50	0.00000000e+00
4.80	1.25933078e+50	0.00000000e+00
4.90	1.11524624e+50	0.00000000e+00
5.00	9.86448173e+49	0.00000000e+00
5.10	8.71509683e+49	0.00000000e+00
5.20	7.69103829e+49	0.00000000e+00
5.30	6.78002906e+49	0.00000000e+00
5.40	5.97076202e+49	0.00000000e+00
5.50	5.25286546e+49	0.00000000e+00
5.60	4.61686078e+49	0.00000000e+00
5.70	4.05411453e+49	0.00000000e+00
5.80	3.55678735e+49	0.00000000e+00
5.90	3.11778074e+49	0.00000000e+00
6.00	2.73068409e+49	0.00000000e+00
6.10	2.38972178e+49	0.00000000e+00
6.20	2.08970214e+49	0.00000000e+00
6.30	1.82596821e+49	0.00000000e+00
6.40	1.59435087e+49	0.00000000e+00
6.50	1.39112475e+49	0.00000000e+00
6.60	1.21296675e+49	0.00000000e+00
6.70	1.05691753e+49	0.00000000e+00
6.80	9.20345829e+48	0.00000000e+00
6.90	8.00915535e+48	0.00000000e+00
7.00	6.96555541e+48	0.00000000e+00
7.10	6.05432126e+48	0.00000000e+00
7.20	5.25923854e+48	0.00000000e+00
7.30	4.56598718e+48	0.00000000e+00
7.40	3.96193535e+48	0.00000000e+00
7.50	3.43595256e+48	0.00000000e+00
7.60	2.97824186e+48	0.00000000e+00
7.70	2.58018907e+48	0.00000000e+00
7.80	2.23422743e+48	0.00000000e+00
7.90	1.93371654e+48	0.00000000e+00
8.00	1.67283438e+48	0.00000000e+00
8.10	1.44648092e+48	0.00000000e+00
8.20	1.25019239e+48	0.00000000e+00
8.30	1.08006517e+48	0.00000000e+00
8.40	9.32688155e+47	0.00000000e+00
8.50	8.05082946e+47	0.00000000e+00
8.60	6.94650872e+47	0.00000000e+00
8.70	5.99126223e+47	0.00000000e+00
8.80	5.16534949e+47	0.00000000e+00
8.90	4.45158292e+47	0.00000000e+00
9.00	3.83500733e+47	0.00000000e+00
9.10	3.30261850e+47	0.00000000e+00
9.20	2.84311536e+47	0.00000000e+00
9.30	2.44668296e+47	0.00000000e+00
9.40	2.10480186e+47	0.00000000e+00
9.50	1.81008152e+47	0.00000000e+00
9.60	1.55611411e+47	0.00000000e+00
9.70	1.33734671e+47	0.00000000e+00
9.80	1.14896996e+47	0.00000000e+00
9.90	9.86820462e+46	0.00000000e+00
10.00	8.47295854e+46	0.00000000e+00
10.10	7.27280677e+46	0.00000000e+00
10.20	6.24081841e+46	0.00000000e+00
10.30	5.35372430e+46	0.00000000e+00
10.40	4.59142798e+46	0.00000000e+00
10.50	3.93658068e+46	0.00000000e+00
10.60	3.37421215e+46	0.00000000e+00
10.70	2.89140960e+46	0.00000000e+00
10.80	2.47703977e+46	0.00000000e+00
10.90	2.12150722e+46	0.00000000e+00
11.00	1.81654529e+46	0.00000000e+00
11.10	1.55503465e+46	0.00000000e+00
11.20	1.33084639e+46	0.00000000e+00
11.30	1.13870615e+46	0.00000000e+00
11.40	9.74076504e+45	0.00000000e+00
11.50	8.33055421e+45	0.00000000e+00
11.60	7.12288377e+45	0.00000000e+00
11.70	6.08892501e+45	0.00000000e+00
11.80	5.20391056e+45	0.00000000e+00
11.90	4.44656901e+45	0.00000000e+00
12.00	3.79863714e+45	0.00000000e+00
12.10	3.24443934e+45	0.00000000e+00
12.20	2.77052490e+45	0.00000000e+00
12.30	2.36535560e+45	0.00000000e+00
12.40	2.01903672e+45	0.00000000e+00
12.50	1.72308521e+45	0.00000000e+00
12.60	1.47023040e+45	0.00000000e+00
12.70	1.25424231e+45	0.00000000e+00
12.80	1.06978423e+45	0.00000000e+00
12.90	9.12285716e+44	0.00000000e+00
13.00	7.77833633e+44	0.00000000e+00
13.10	6.63078461e+44	0.00000000e+00
13.20	5.65153792e+44	0.00000000e+00
13.30	4.81607273e+44	0.00000000e+00
13.40	4.10341285e+44	0.00000000e+00
13.50	3.49562038e+44	0.00000000e+00
13.60	2.97735929e+44	0.00000000e+00
13.70	2.53552110e+44	0.00000000e+00
13.80	2.15890343e+44	0.00000000e+00
13.90	1.83793534e+44	0.00000000e+00
14.00	1.56444112e+44	0.00000000e+00
14.10	1.33143871e+44	0.00000000e+00
14.20	1.13296641e+44	0.00000000e+00
14.30	9.63934882e+43	0.00000000e+00
14.40	8.20000426e+43	0.00000000e+00
14.50	6.97456397e+43	0.00000000e+00
14.60	5.93140410e+43	0.00000000e+00
14.70	5.04354940e+43	0.00000000e+00
14.80	4.28799418e+43	0.00000000e+00
14.90	3.64512192e+43	0.00000000e+00
15.00	3.09820888e+43	0.00000000e+00
15.10	2.63300006e+43	0.00000000e+00
15.20	2.23734703e+43	0.00000000e+00
15.30	1.90089839e+43	0.00000000e+00
15.40	1.61483537e+43	0.00000000e+00
15.50	1.37164629e+43	0.00000000e+00
15.60	1.16493381e+43	0.00000000e+00
15.70	9.89250547e+42	0.00000000e+00
15.80	8.39958769e+42	0.00000000e+00
15.90	7.13110658e+42	0.00000000e+00
16.00	6.05346219e+42	0.00000000e+00
16.10	5.13806198e+42	0.00000000e+00
16.20	4.36057814e+42	0.00000000e+00
16.30	3.70031475e+42	0.00000000e+00
16.40	3.13966797e+42	0.00000000e+00
16.50	2.66366650e+42	0.00000000e+00
16.60	2.25957951e+42	0.00000000e+00
16.70	1.91658307e+42	0.00000000e+00
16.80	1.62547569e+42	0.00000000e+00
16.90	1.37843620e+42	0.00000000e+00
17.00	1.16881771e+42	0.00000000e+00
17.10	9.90971924e+41	0.00000000e+00
17.20	8.40099847e+41	0.00000000e+00
17.30	7.12124568e+41	0.00000000e+00
17.40	6.03583086e+41	0.00000000e+00
17.50	5.11534201e+41	0.00000000e+00
17.60	4.33480243e+41	0.00000000e+00
17.70	3.67300447e+41	0.00000000e+00
17.80	3.11194270e+41	0.00000000e+00
17.90	2.63633251e+41	0.00000000e+00
18.00	2.23320043e+41	0.00000000e+00
18.10	1.89153592e+41	0.00000000e+00
18.20	1.60199558e+41	0.00000000e+00
18.30	1.35665154e+41	0.00000000e+00
18.40	1.14877770e+41	0.00000000e+00
18.50	9.72668428e+40	0.00000000e+00
18.60	8.23484031e+40	0.00000000e+00
18.70	6.97119949e+40	0.00000000e+00
18.80	5.90095374e+40	0.00000000e+00
18.90	4.99458803e+40	0.00000000e+00
19.00	4.22707837e+40	0.00000000e+00
19.10	3.57721032e+40	0.00000000e+00
19.20	3.02700111e+40	0.00000000e+00
19.30	2.56120888e+40	0.00000000e+00
19.40	2.16691608e+40	0.00000000e+00
19.50	1.83317625e+40	0.00000000e+00
19.60	1.55071418e+40	0.00000000e+00
19.70	1.31167138e+40	0.00000000e+00
19.80	1.10939049e+40	0.00000000e+00
19.90	9.38232064e+39	0.00000000e+00


#	f17-->o17	tau_cc (hr) = 2.11200000e-02
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	0.00000000e+00	1.89631479e+41
0.20	0.00000000e+00	6.83514820e+41
0.30	0.00000000e+00	1.37757605e+42
0.40	0.00000000e+00	2.17899054e+42
0.50	0.00000000e+00	3.00617006e+42
0.60	0.00000000e+00	3.78874523e+42
0.70	0.00000000e+00	4.46754255e+42
0.80	0.00000000e+00	4.99455016e+42
0.90	0.00000000e+00	5.33286016e+42
1.00	0.00000000e+00	5.45655270e+42
1.10	0.00000000e+00	5.35043164e+42
1.20	0.00000000e+00	5.00938636e+42
1.30	0.00000000e+00	4.43671617e+42
1.40	0.00000000e+00	3.63914290e+42
1.50	0.00000000e+00	2.60723810e+42
1.60	0.00000000e+00	1.15892297e+42
1.70	0.00000000e+00	2.68102652e+40
1.80	0.00000000e+00	2.43456472e+39
1.90	0.00000000e+00	3.65922484e+38
2.00	0.00000000e+00	3.94882164e+38
2.10	0.00000000e+00	4.23855457e+38
2.20	0.00000000e+00	4.52728717e+38
2.30	0.00000000e+00	4.81392471e+38
2.40	0.00000000e+00	5.09741452e+38
2.50	0.00000000e+00	5.37674543e+38
2.60	5.39927141e+36	5.65094823e+38
2.70	3.26666880e+40	5.91909553e+38
2.80	1.29110942e+41	6.18030163e+38
2.90	2.50070146e+41	6.43372276e+38
3.00	3.43893451e+41	6.67855683e+38
3.10	4.17673641e+41	6.91404365e+38
3.20	4.72292493e+41	7.13946475e+38
3.30	5.08816674e+41	7.35414329e+38
3.40	5.29325114e+41	7.55744500e+38
3.50	5.36527737e+41	7.74877674e+38
3.60	5.33269680e+41	7.92758694e+38
3.70	5.22169501e+41	8.09336565e+38
3.80	5.05430592e+41	8.24564666e+38
3.90	4.84791201e+41	8.38400251e+38
4.00	4.61561049e+41	8.50805091e+38
4.10	4.36698923e+41	8.61744829e+38
4.20	4.10899588e+41	8.71189485e+38
4.30	3.84671814e+41	8.79113167e+38
4.40	3.58399606e+41	8.85494215e+38
4.50	3.32385362e+41	8.90315056e+38
4.60	3.06877302e+41	8.93562492e+38
4.70	2.82084908e+41	8.95227273e+38
4.80	2.58186238e+41	8.95304447e+38
4.90	2.35330428e+41	8.93793299e+38
5.00	2.13637914e+41	8.90697128e+38
5.10	1.93200043e+41	8.86023536e+38
5.20	1.74079145e+41	8.79784286e+38
5.30	1.56309508e+41	8.71995301e+38
5.40	1.39899365e+41	8.62676664e+38
5.50	1.24833755e+41	8.51852760e+38
5.60	1.11077981e+41	8.39551920e+38
5.70	9.85813698e+40	8.25806778e+38
5.80	8.72810618e+40	8.10654274e+38
5.90	7.71055881e+40	7.94135359e+38
6.00	6.79780920e+40	7.76295150e+38
6.10	5.98190986e+40	7.57182920e+38
6.20	5.25487976e+40	7.36852390e+38
6.30	4.60888445e+40	7.15361054e+38
6.40	4.03637183e+40	6.92770846e+38
6.50	3.53016885e+40	6.69147772e+38
6.60	3.08354515e+40	6.44562022e+38
6.70	2.69024959e+40	6.19087931e+38
6.80	2.34452576e+40	5.92803999e+38
6.90	2.04111113e+40	5.65792889e+38
7.00	1.77522440e+40	5.38141378e+38
7.10	1.54254456e+40	5.09940392e+38
7.20	1.33918452e+40	4.81284979e+38
7.30	1.16166145e+40	4.52274275e+38
7.40	1.00686563e+40	4.23011497e+38
7.50	8.72029023e+39	3.93603903e+38
7.60	7.54694443e+39	3.64162727e+38
7.70	6.52685932e+39	3.34803137e+38
7.80	5.64080768e+39	3.05644122e+38
7.90	4.87183340e+39	2.76808331e+38
8.00	4.20501007e+39	2.48421831e+38
8.10	3.62721951e+39	2.20613748e+38
8.20	3.12695012e+39	1.93515637e+38
8.30	2.69411423e+39	1.67260416e+38
8.40	2.31988348e+39	1.41980409e+38
8.50	1.99654103e+39	1.17803549e+38
8.60	1.71734937e+39	9.48453259e+37
8.70	1.47643236e+39	7.31893194e+37
8.80	1.26867040e+39	5.28313409e+37
8.90	1.08960736e+39	3.34601385e+37
9.00	9.35368224e+38	1.25513358e+37
9.10	8.02586333e+38	0.00000000e+00
9.20	6.88339167e+38	0.00000000e+00
9.30	5.90091838e+38	0.00000000e+00
9.40	5.05647447e+38	0.00000000e+00
9.50	4.33103452e+38	0.00000000e+00
9.60	3.70813447e+38	0.00000000e+00
9.70	3.17353698e+38	0.00000000e+00
9.80	2.71493882e+38	0.00000000e+00
9.90	2.32171515e+38	0.00000000e+00
10.00	1.98469661e+38	0.00000000e+00
10.10	1.69725568e+38	0.00000000e+00
10.20	1.44873360e+38	0.00000000e+00
10.30	1.23710031e+38	0.00000000e+00
10.40	1.05602012e+38	0.00000000e+00
10.50	9.01143015e+37	0.00000000e+00
10.60	7.68728157e+37	0.00000000e+00
10.70	6.55560256e+37	0.00000000e+00
10.80	5.58877123e+37	0.00000000e+00
10.90	4.76307014e+37	0.00000000e+00
11.00	4.05814461e+37	0.00000000e+00
11.10	3.45653403e+37	0.00000000e+00
11.20	2.94326756e+37	0.00000000e+00
11.30	2.50551483e+37	0.00000000e+00
11.40	2.13228473e+37	0.00000000e+00
11.50	1.81416587e+37	0.00000000e+00
11.60	1.54310294e+37	0.00000000e+00
11.70	1.31220401e+37	0.00000000e+00
11.80	1.11557503e+37	0.00000000e+00
11.90	9.48177167e+36	0.00000000e+00
12.00	8.05704439e+36	0.00000000e+00
12.10	6.84478467e+36	0.00000000e+00
12.20	5.81358126e+36	0.00000000e+00
12.30	4.93662021e+36	0.00000000e+00
12.40	4.19102020e+36	0.00000000e+00
12.50	3.55726187e+36	0.00000000e+00
12.60	3.01869967e+36	0.00000000e+00
12.70	2.56114313e+36	0.00000000e+00
12.80	2.17249863e+36	0.00000000e+00
12.90	1.84246257e+36	0.00000000e+00
13.00	1.56225919e+36	0.00000000e+00
13.10	1.32441611e+36	0.00000000e+00
13.20	1.12257258e+36	0.00000000e+00
13.30	9.51315614e+35	0.00000000e+00
13.40	8.06040054e+35	0.00000000e+00
13.50	6.82828993e+35	0.00000000e+00
13.60	5.78351829e+35	0.00000000e+00
13.70	4.89777184e+35	0.00000000e+00
13.80	4.14698730e+35	0.00000000e+00
13.90	3.51071800e+35	0.00000000e+00
