trigger,fluence_ch1,err_ch1,fluence_ch2,err_ch2,fluence_ch3,err_ch3,fluence_ch4,err_ch4,peak_flux_64ms,err_flux_64ms,time_flux_64ms,peak_flux_256ms,err_flux_256ms,time_flux_256ms,peak_flux_1024ms,err_flux_1024ms,time_flux_1024ms
408.0,9.7329e-07,3.2542e-08,1.8275e-06,4.1373e-08,3.0124e-06,1.0178e-07,6.2688e-07,6.3294e-07,1.575,0.269,0.64,1.435,0.131,23.104,1.208,0.063,23.168
414.0,1.5298e-07,1.6944e-08,1.1744e-07,1.3366e-08,2.59e-07,2.9751e-08,6.6292e-08,2.819e-07,1.051,0.228,-0.896,1.013,0.112,-0.768,0.641,0.052,-0.576
432.0,5.037e-09,9.3162e-10,9.6922e-09,1.4265e-09,7.2313e-08,4.0178e-09,6.2209e-07,1.0159e-07,4.976,0.401,0.0,1.336,0.145,0.064,0.374,0.064,0.896
444.0,1.8878e-07,6.9883e-09,2.5921e-07,7.4834e-09,5.823e-07,1.6244e-08,4.7278e-07,1.0593e-07,28.559,0.768,0.064,16.597,0.3,0.128,4.368,0.092,0.32
451.0,3.0934e-06,3.1095e-08,4.2095e-06,3.6739e-08,7.0203e-06,8.0691e-08,6.935e-06,5.0757e-07,17.457,0.947,5.632,16.923,0.467,5.696,15.386,0.225,5.952
465.0,8.7162e-08,1.8716e-08,6.1648e-08,1.4299e-08,2.3565e-07,4.3579e-08,0.0,2.791e-07,0.315,0.216,0.768,0.309,0.105,0.768,0.244,0.052,-0.192
467.0,2.5973e-07,1.0524e-08,4.7777e-07,1.4907e-08,2.0835e-06,3.5647e-08,3.9194e-06,2.4044e-07,8.998,0.514,0.32,7.729,0.242,0.448,4.376,0.097,1.024
469.0,4.371e-07,1.5368e-08,6.2964e-07,1.8639e-08,2.673e-06,3.7598e-08,6.9479e-06,3.8578e-07,4.424,0.4,2.688,4.222,0.198,2.688,3.82,0.095,3.264
472.0,9.1455e-07,9.4273e-08,1.0918e-06,7.7908e-08,1.98e-06,2.3103e-07,0.0,1.863e-06,1.395,0.434,-1.6,0.852,0.207,-1.536,0.681,0.102,-0.832
473.0,2.774e-07,2.09e-08,3.3431e-07,2.1285e-08,4.4e-07,5.9148e-08,2.2791e-08,3.3101e-07,0.608,0.252,0.064,0.554,0.122,-0.32,0.443,0.06,0.256
474.0,1.2804e-08,1.7907e-09,3.3208e-08,3.1043e-09,3.8937e-07,1.0227e-08,4.8366e-06,1.7087e-07,10.641,0.586,0.064,5.782,0.234,0.128,1.552,0.082,0.192
480.0,1.1837e-08,1.7601e-09,1.6031e-08,1.9099e-09,1.145e-07,7.2916e-09,1.0105e-06,1.1838e-07,6.625,0.465,0.0,1.945,0.161,0.128,0.514,0.066,0.896
486.0,9.6414e-09,3.3339e-09,1.3888e-08,2.7498e-09,6.5324e-08,7.3057e-09,0.0,4.6022e-08,1.554,0.25,-0.256,1.088,0.117,-0.128,0.372,0.052,0.576
491.0,1.2483e-09,1.4025e-09,3.3176e-09,1.673e-09,2.689e-08,4.7219e-09,1.1517e-06,1.6608e-07,0.612,0.271,0.0,0.386,0.122,0.128,0.114,0.054,0.192
493.0,1.7028e-07,1.2693e-08,1.8204e-07,1.3574e-08,3.2496e-07,2.5336e-08,0.0,3.1244e-07,1.283,0.249,0.576,1.096,0.121,0.704,0.952,0.06,1.152
501.0,1.3824e-07,7.4931e-09,1.5032e-07,8.0585e-09,3.6058e-07,2.5701e-08,0.0,1.0169e-07,1.147,0.238,0.256,1.099,0.118,0.256,0.923,0.057,0.768
503.0,6.5872e-08,6.6339e-09,1.4035e-07,7.5318e-09,6.3985e-07,1.8881e-08,4.9223e-06,2.3699e-07,5.209,0.449,0.128,5.055,0.217,0.192,3.048,0.089,0.896
508.0,1.1313e-08,5.8214e-09,0.0,7.447e-09,7.4761e-08,1.3279e-08,4.2405e-07,1.9342e-07,0.728,0.216,-0.576,0.549,0.105,-0.384,0.308,0.05,-0.256
512.0,0.0,1.4613e-09,1.0195e-08,1.9366e-09,6.1854e-08,6.9235e-09,3.5508e-07,9.0183e-08,3.331,0.375,0.0,1.095,0.147,0.192,0.302,0.066,0.256
516.0,3.5412e-07,1.5128e-08,3.1985e-07,1.6734e-08,3.0207e-07,3.1988e-08,1.7449e-07,4.1221e-07,0.935,0.221,0.0,0.775,0.111,0.384,0.696,0.054,0.896
526.0,1.4714e-07,2.4118e-08,5.7313e-08,1.3864e-08,5.1129e-08,3.8962e-08,3.509e-07,3.4085e-07,0.647,0.249,-0.064,0.494,0.121,0.064,0.265,0.058,0.512
537.0,4.5857e-08,1.0465e-08,7.1154e-08,1.0978e-08,5.5177e-07,2.6698e-08,1.3917e-06,2.7711e-07,1.827,0.324,0.0,1.455,0.157,0.192,1.282,0.077,0.96
540.0,1.2572e-07,8.205e-09,1.0476e-07,8.8934e-09,1.003e-07,1.4135e-08,0.0,7.3742e-08,0.88,0.22,0.064,0.759,0.108,0.064,0.619,0.053,0.64
543.0,6.0751e-07,1.0401e-08,1.3739e-06,1.4362e-08,3.0237e-06,3.2612e-08,2.7225e-06,1.9647e-07,11.158,0.507,1.152,10.556,0.249,1.216,9.145,0.118,1.28
547.0,8.1305e-09,2.4365e-09,3.2055e-08,3.2273e-09,1.8662e-07,1.0367e-08,3.2394e-07,6.7299e-08,2.936,0.327,0.064,2.692,0.156,0.128,0.889,0.061,0.256
548.0,7.9023e-07,1.8742e-08,1.3811e-06,2.5636e-08,3.2488e-06,5.2366e-08,7.2472e-07,3.2598e-07,2.202,0.283,5.504,1.996,0.139,5.504,1.825,0.068,5.76
549.0,7.1425e-08,1.7272e-08,1.1292e-07,2.2066e-08,2.2612e-07,3.7854e-08,9.4081e-07,4.5933e-07,0.53,0.238,-0.384,0.334,0.117,0.128,0.265,0.057,0.448
550.0,5.1232e-08,1.0241e-08,1.1463e-07,1.4015e-08,1.4963e-07,3.5216e-08,0.0,2.2543e-07,0.676,0.258,-0.704,0.496,0.127,-0.512,0.438,0.062,-0.32
551.0,1.6367e-08,4.2097e-09,4.0115e-08,4.4448e-09,2.1869e-07,1.0505e-08,7.3939e-07,7.5909e-08,5.573,0.426,0.128,3.669,0.188,0.192,1.073,0.074,0.704
555.0,1.1592e-08,5.3293e-09,1.1859e-08,5.5764e-09,8.3777e-08,1.2206e-08,5.2441e-07,1.8644e-07,1.623,0.293,0.0,1.306,0.141,0.192,0.372,0.057,0.896
559.0,7.6018e-08,3.6277e-08,2.2902e-07,4.0535e-08,4.4758e-07,1.162e-07,9.9871e-06,2.4488e-06,0.475,0.234,-0.128,0.404,0.113,-0.128,0.227,0.054,0.128
563.0,8.0567e-07,2.7167e-08,1.2353e-06,2.8785e-08,3.033e-06,7.9039e-08,1.5831e-06,4.5933e-07,2.131,0.29,2.048,1.886,0.143,1.28,1.819,0.07,2.048
568.0,6.3392e-09,2.1779e-09,8.6291e-09,2.0734e-09,9.5281e-08,8.1475e-09,7.6674e-07,1.3584e-07,2.647,0.406,0.0,1.43,0.176,0.128,0.375,0.078,0.832
575.0,1.1033e-08,3.2848e-09,4.3898e-08,5.4633e-09,2.0245e-07,1.2936e-08,1.6743e-07,6.0689e-08,3.708,0.465,0.32,2.75,0.215,0.448,1.065,0.089,0.576
577.0,4.5556e-07,2.4642e-08,5.6499e-07,2.4385e-08,1.231e-06,5.5249e-08,7.2564e-07,3.7796e-07,0.931,0.245,3.136,0.793,0.121,3.968,0.692,0.059,3.968
591.0,4.5971e-07,2.3007e-08,5.2002e-07,2.4807e-08,1.2207e-06,7.4876e-08,9.6535e-07,7.4587e-07,0.935,0.262,1.664,0.838,0.127,1.344,0.711,0.063,1.984
593.0,3.863e-07,2.1039e-08,3.0695e-07,1.6547e-08,4.3715e-07,4.496e-08,2.1898e-07,2.3845e-07,0.953,0.251,-0.128,0.88,0.125,-0.128,0.586,0.059,0.448
594.0,2.4101e-07,1.7144e-08,5.0578e-07,1.632e-08,1.9638e-06,4.4519e-08,2.2161e-06,4.1234e-07,1.052,0.216,25.28,0.872,0.104,25.408,0.737,0.051,12.224
603.0,3.6717e-08,6.1806e-09,1.0627e-07,9.8247e-09,3.4185e-07,2.6187e-08,4.0807e-07,1.6485e-07,7.5,0.566,0.0,3.491,0.221,0.128,1.723,0.097,0.96
606.0,3.6091e-07,1.8349e-08,4.9968e-07,1.88e-08,1.3476e-06,4.4713e-08,9.2233e-07,4.0824e-07,1.204,0.247,1.344,1.052,0.121,1.344,0.987,0.059,2.048
612.0,6.6031e-07,2.4653e-08,9.7429e-07,1.8194e-08,2.5012e-06,4.3928e-08,2.9613e-06,5.0763e-07,2.907,0.304,8.0,2.745,0.149,8.0,2.48,0.072,8.256
630.0,2.1018e-07,2.1263e-08,3.5068e-07,2.3899e-08,6.2958e-07,7.2226e-08,0.0,3.4578e-07,0.581,0.312,0.064,0.601,0.151,-0.384,0.447,0.075,0.064
640.0,1.0365e-08,7.1403e-09,6.1822e-09,5.6824e-09,1.5274e-08,1.493e-08,2.1298e-07,1.777e-07,1.073,0.242,0.0,0.426,0.107,0.0,0.115,0.049,0.192
647.0,1.6534e-06,2.4392e-08,4.0873e-06,3.5369e-08,1.0965e-05,7.5707e-08,4.1372e-06,3.1641e-07,7.154,0.529,3.2,7.07,0.261,3.328,6.557,0.127,3.712
658.0,3.7951e-07,1.5537e-08,5.6758e-07,2.3401e-08,9.765e-07,5.3729e-08,1.0797e-06,5.402e-07,1.209,0.304,0.256,1.281,0.149,0.64,1.084,0.073,1.216
659.0,2.5676e-06,3.1221e-08,2.269e-06,2.5388e-08,2.2171e-06,6.5224e-08,5.509e-07,3.3286e-07,1.196,0.236,1.984,1.029,0.116,2.176,0.98,0.057,2.624
660.0,3.6088e-07,1.0371e-08,6.1663e-07,1.5263e-08,2.0218e-06,3.5691e-08,4.3502e-06,3.3361e-07,4.746,0.393,3.584,4.551,0.194,3.712,3.231,0.085,4.16
666.0,6.5927e-08,1.0677e-08,8.8103e-08,7.649e-09,1.9672e-07,1.8826e-08,7.8907e-08,1.8976e-07,1.78,0.269,3.008,1.663,0.131,3.136,0.812,0.058,3.392
673.0,1.2895e-07,2.0523e-08,3.8222e-07,2.2887e-08,5.4242e-07,4.4739e-08,8.6787e-09,4.8664e-07,0.41,0.216,19.392,0.299,0.105,6.528,0.275,0.051,5.888
676.0,1.7075e-06,2.8096e-08,2.39e-06,3.1478e-08,1.2682e-05,7.7205e-08,2.5087e-05,6.1144e-07,4.408,0.384,60.032,4.199,0.188,60.096,4.077,0.091,51.52
677.0,3.9611e-09,1.31e-09,1.139e-08,1.3542e-09,9.8344e-08,4.9536e-09,1.5001e-06,1.4576e-07,6.21,0.44,0.064,1.873,0.151,0.128,0.487,0.06,0.96
678.0,2.4411e-06,2.5991e-08,3.3157e-06,2.7649e-08,1.7347e-05,7.5388e-08,0.00022764,1.5568e-06,6.738,0.533,1.6,6.176,0.255,1.664,5.825,0.12,2.368
680.0,2.0266e-07,1.8096e-08,2.4638e-07,1.1847e-08,3.095e-07,2.2909e-08,4.4951e-08,1.1801e-07,0.876,0.213,1.28,0.814,0.106,1.28,0.793,0.052,1.984
685.0,3.5222e-07,3.1927e-08,3.1021e-07,2.5267e-08,1.2106e-07,4.5884e-08,4.2096e-07,3.2525e-07,1.143,0.258,0.0,0.956,0.126,0.0,0.673,0.06,0.576
686.0,2.1518e-07,2.6413e-08,1.7556e-07,2.1345e-08,5.7561e-07,6.636e-08,1.2817e-06,5.6466e-07,1.11,0.285,0.256,0.93,0.138,0.0,0.818,0.068,0.64
690.0,3.4259e-08,1.5408e-08,5.2255e-08,1.8655e-08,9.4795e-08,3.3401e-08,3.6663e-08,1.8909e-07,0.661,0.214,2.432,0.41,0.103,2.496,0.221,0.05,2.496
692.0,7.1579e-07,4.3124e-08,1.2891e-06,5.568e-08,1.6319e-06,1.208e-07,7.0183e-07,7.4721e-07,1.531,0.277,0.896,1.31,0.135,0.896,1.195,0.066,1.216
704.0,3.0997e-07,2.0926e-08,5.3795e-07,2.659e-08,1.9194e-06,6.9376e-08,1.7792e-06,7.0572e-07,1.415,0.289,0.128,1.369,0.143,0.256,1.177,0.069,0.96
711.0,1.9762e-07,2.2384e-08,8.868e-08,1.6926e-08,0.0,2.9607e-08,0.0,4.5168e-07,1.201,0.298,-0.064,1.048,0.147,0.128,0.676,0.07,0.704
717.0,8.7034e-08,1.6947e-08,2.2051e-07,2.2665e-08,2.2629e-07,4.9211e-08,1.0244e-08,3.8057e-07,0.53,0.236,-1.728,0.38,0.116,-0.448,0.286,0.056,0.256
727.0,1.4577e-07,1.9225e-08,2.0594e-07,1.4299e-08,5.1253e-07,3.118e-08,5.233e-07,2.7568e-07,1.026,0.237,0.64,0.874,0.116,0.64,0.778,0.057,1.216
729.0,2.999e-09,1.4686e-09,3.6999e-09,2.1466e-09,4.3709e-08,5.6884e-09,5.2321e-07,9.8589e-08,1.616,0.328,0.0,0.607,0.146,0.192,0.174,0.065,0.512
734.0,2.9184e-09,1.1964e-08,1.1927e-08,1.5382e-08,1.324e-07,4.1701e-08,7.3552e-07,3.7769e-07,1.008,0.23,0.064,0.894,0.116,0.192,0.476,0.053,0.64
741.0,9.5357e-08,2.3009e-08,6.8739e-08,2.4098e-08,3.4182e-07,6.0689e-08,8.8697e-07,7.5795e-07,0.391,0.224,-1.92,0.326,0.108,2.176,0.216,0.053,-0.064
752.0,1.0298e-07,1.305e-08,1.3524e-07,1.5599e-08,2.9301e-07,2.947e-08,1.9343e-07,2.6241e-07,1.114,0.24,1.024,0.826,0.117,1.216,0.815,0.057,1.472
753.0,1.5387e-07,1.7736e-08,1.9311e-07,1.6936e-08,4.4327e-07,5.1794e-08,0.0,2.2646e-07,0.674,0.22,-0.896,0.562,0.109,-0.704,0.458,0.054,-0.192
755.0,4.775e-08,9.5251e-09,6.9535e-08,1.145e-08,1.8988e-07,2.3492e-08,4.2704e-07,3.2295e-07,1.186,0.268,0.0,0.931,0.125,0.128,0.519,0.058,0.768
761.0,2.1954e-06,3.6868e-08,4.1183e-06,5.3324e-08,1.1683e-05,1.2254e-07,1.5457e-05,1.0155e-06,3.588,0.377,2.944,3.208,0.183,3.008,2.821,0.088,3.584
764.0,4.0468e-07,3.298e-08,7.0873e-07,2.6635e-08,1.2186e-06,5.8504e-08,0.0,3.25e-07,1.107,0.251,1.408,0.97,0.123,0.192,0.94,0.061,0.896
773.0,5.9837e-07,1.7319e-08,6.4521e-07,1.7485e-08,1.3298e-06,5.6708e-08,3.063e-08,2.6741e-07,0.966,0.235,0.256,0.899,0.117,0.32,0.699,0.056,17.216
788.0,1.7202e-08,4.1214e-09,2.6698e-08,3.3537e-09,4.0281e-08,7.2842e-09,5.8796e-08,4.8138e-08,2.331,0.289,0.064,1.365,0.131,0.192,0.381,0.057,0.896
795.0,5.4184e-07,1.8549e-08,6.4367e-07,2.4264e-08,1.2623e-06,5.4741e-08,1.176e-06,3.4683e-07,1.353,0.266,2.432,1.115,0.129,2.432,0.982,0.064,3.136
799.0,1.1022e-08,2.4062e-09,1.5064e-08,1.7885e-09,3.7172e-08,3.9724e-09,0.0,7.865e-08,2.391,0.273,0.0,0.993,0.112,0.192,0.258,0.048,0.448
803.0,1.2867e-07,1.8061e-08,2.7363e-07,2.0753e-08,7.96e-07,4.9419e-08,5.3411e-07,3.2665e-07,1.327,0.275,1.152,1.18,0.136,1.152,1.059,0.066,1.856
809.0,3.1359e-08,3.4508e-09,4.8678e-08,3.1092e-09,1.7601e-07,9.1991e-09,2.7345e-07,5.9206e-08,4.128,0.353,0.064,3.137,0.157,0.256,1.045,0.059,0.768
815.0,6.9655e-07,3.3865e-08,6.4012e-07,3.9138e-08,7.7324e-07,9.2333e-08,1.75e-07,5.8674e-07,0.836,0.269,3.264,0.654,0.13,2.752,0.564,0.065,3.52
816.0,1.7816e-06,5.5415e-08,6.7937e-07,5.0132e-08,6.429e-07,1.5826e-07,0.0,1.0334e-06,0.434,0.246,13.952,0.329,0.117,11.968,0.284,0.058,12.096
820.0,1.5737e-07,2.9828e-08,2.1112e-07,2.7921e-08,1.7333e-06,8.1287e-08,2.6145e-06,6.3439e-07,0.793,0.221,-1.92,0.555,0.107,0.192,0.455,0.053,0.64
824.0,7.0474e-07,2.9803e-08,9.0683e-07,2.707e-08,9.6577e-07,8.033e-08,0.0,3.8356e-07,0.712,0.243,1.408,0.69,0.119,5.12,0.572,0.059,5.312
825.0,4.0404e-07,2.8802e-08,3.7567e-07,2.3764e-08,9.6466e-07,6.782e-08,1.7372e-06,5.6685e-07,0.529,0.222,22.144,0.411,0.109,-1.28,0.321,0.054,-0.064
829.0,1.3045e-06,1.5458e-08,3.5076e-06,2.2518e-08,5.0443e-06,4.155e-08,1.7285e-07,1.293e-07,6.931,0.397,3.712,6.489,0.195,3.84,6.153,0.096,3.968
830.0,1.0464e-08,2.3029e-09,1.7146e-08,1.8681e-09,1.2907e-07,6.1046e-09,4.9699e-07,8.8101e-08,5.055,0.358,0.064,2.217,0.139,0.192,0.56,0.056,0.192
834.0,2.0732e-08,1.5289e-08,3.2218e-09,1.2399e-08,5.2752e-08,2.8096e-08,0.0,2.6375e-07,0.408,0.204,-0.896,0.359,0.102,-0.768,0.202,0.049,-0.064
836.0,1.5944e-09,2.6437e-09,8.5562e-09,3.5287e-09,2.902e-08,7.5106e-09,4.6737e-08,6.4882e-08,0.925,0.273,0.0,0.574,0.127,0.192,0.181,0.058,0.64
840.0,6.2531e-08,2.0372e-08,1.5791e-07,1.5957e-08,9.0918e-07,3.7107e-08,3.0573e-06,3.7119e-07,1.612,0.265,0.128,1.303,0.128,0.192,0.934,0.061,0.96
841.0,7.4195e-07,1.5196e-08,1.0608e-06,2.0485e-08,1.8087e-06,4.5565e-08,2.3398e-06,3.3861e-07,6.531,0.432,12.224,6.078,0.21,12.416,4.029,0.091,12.992
845.0,2.6358e-08,1.2413e-08,3.1637e-08,1.3922e-08,1.862e-07,2.8414e-08,1.1039e-06,5.5485e-07,0.881,0.258,0.576,0.686,0.125,0.576,0.548,0.059,1.088
856.0,9.9393e-09,2.6332e-09,1.6165e-08,3.416e-09,2.0607e-08,7.2118e-09,2.7367e-08,4.2736e-08,1.621,0.297,0.0,0.767,0.129,0.064,0.206,0.058,0.384
867.0,8.9898e-08,9.9334e-09,1.2715e-07,7.6372e-09,6.458e-07,1.9012e-08,3.3392e-06,2.364e-07,2.357,0.299,0.32,2.356,0.146,1.92,1.713,0.068,0.96
869.0,7.5737e-07,2.6854e-08,1.8642e-06,4.3098e-08,5.5431e-06,1.1044e-07,1.0594e-05,1.1039e-06,3.545,0.428,109.504,3.517,0.207,109.632,2.919,0.098,110.336
871.0,6.8553e-07,3.4429e-08,6.9164e-07,3.0386e-08,1.9374e-06,1.0648e-07,1.6224e-06,9.879e-07,1.457,0.256,1.28,1.235,0.124,0.896,1.131,0.06,1.536
878.0,2.5293e-09,4.1402e-09,7.5625e-09,3.5753e-09,9.5374e-08,9.4977e-09,3.8885e-07,1.3062e-07,1.394,0.302,0.064,1.095,0.145,0.192,0.381,0.064,0.768
906.0,1.4178e-08,4.1981e-09,2.9693e-08,3.7883e-09,2.2335e-07,1.2984e-08,3.1483e-07,6.8593e-08,2.796,0.367,0.256,2.401,0.175,0.32,1.028,0.077,0.832
907.0,2.6049e-06,4.3087e-08,3.4927e-06,4.0015e-08,8.2448e-06,1.1346e-07,1.9172e-06,6.1636e-07,3.744,0.343,1.344,3.569,0.169,1.536,3.447,0.083,2.112
909.0,4.872e-08,1.1211e-08,1.5794e-08,1.1547e-08,1.0692e-07,3.2873e-08,5.682e-08,1.8668e-07,0.486,0.242,-0.192,0.405,0.119,0.0,0.191,0.056,0.384
914.0,3.3225e-07,1.5048e-08,3.5257e-07,1.3539e-08,7.9622e-07,4.1118e-08,4.9907e-07,2.2878e-07,2.638,0.327,0.576,2.533,0.163,0.576,2.28,0.08,1.152
927.0,1.8968e-07,1.836e-08,2.413e-07,2.0217e-08,1.5584e-07,4.1459e-08,4.3749e-08,1.9651e-07,0.699,0.239,0.256,0.592,0.118,0.384,0.507,0.058,0.384
929.0,2.5935e-08,9.7068e-09,1.7617e-08,1.2096e-08,0.0,3.3622e-08,1.7107e-06,1.8436e-06,1.153,0.223,0.0,0.53,0.098,0.128,0.142,0.044,0.448
936.0,4.9321e-08,7.3518e-09,6.7313e-08,6.8361e-09,2.9985e-07,2.3411e-08,1.0529e-06,2.5387e-07,5.854,0.438,1.28,3.809,0.179,1.408,1.09,0.062,1.472
938.0,4.8055e-07,2.1749e-08,6.3679e-07,1.9764e-08,9.7069e-07,4.8695e-08,0.0,4.6056e-07,1.127,0.23,19.584,1.052,0.112,19.584,0.943,0.055,20.224
942.0,2.5918e-08,8.9198e-09,2.1429e-08,8.6975e-09,2.5028e-07,2.9582e-08,5.4228e-07,2.3369e-07,0.637,0.211,0.0,0.288,0.1,0.448,0.288,0.049,0.96
946.0,1.1992e-07,2.2601e-08,1.1006e-07,1.9177e-08,6.6929e-07,5.7111e-08,7.5042e-07,5.9251e-07,0.877,0.242,-1.6,0.607,0.117,-1.408,0.308,0.055,-0.64
973.0,3.0828e-06,2.3936e-08,3.396e-06,2.8366e-08,1.3226e-05,1.0117e-07,2.4951e-05,7.8892e-07,5.707,0.405,2.24,5.288,0.198,3.008,5.173,0.098,3.2
974.0,2.0571e-08,1.1856e-08,4.4395e-08,1.2384e-08,1.1999e-07,3.3106e-08,9.2301e-07,4.7648e-07,0.551,0.239,-0.896,0.337,0.12,-0.32,0.266,0.059,0.064
981.0,6.5427e-08,1.8605e-08,1.1122e-07,1.4418e-08,1.3672e-07,3.1142e-08,0.0,2.1603e-07,0.708,0.229,-0.384,0.463,0.112,-0.384,0.322,0.055,0.0
999.0,4.8808e-07,1.8188e-08,7.1297e-07,1.8981e-08,2.6165e-06,4.3362e-08,7.4995e-06,3.9662e-07,12.429,0.652,3.968,11.549,0.314,4.096,7.4,0.129,4.672
1008.0,9.199e-07,1.091e-08,2.3461e-06,1.7989e-08,7.3747e-06,4.6685e-08,6.6121e-06,2.5321e-07,4.985,0.364,4.544,4.816,0.18,4.288,4.638,0.089,5.056
1009.0,1.3514e-06,4.7318e-08,1.6645e-06,4.8726e-08,3.1892e-06,1.1398e-07,4.3552e-06,9.9742e-07,0.805,0.229,93.312,0.695,0.113,94.592,0.602,0.055,95.04
1025.0,8.4582e-07,2.0594e-08,1.4241e-06,2.3488e-08,2.9873e-06,4.9722e-08,2.0757e-06,2.7466e-07,17.599,0.736,2.112,16.273,0.357,2.176,11.153,0.152,2.496
1036.0,9.7194e-07,5.0034e-08,1.2863e-06,4.9765e-08,3.2165e-06,9.7668e-08,0.0,4.5136e-07,1.038,0.254,31.808,0.936,0.125,31.872,0.656,0.059,32.448
1039.0,6.6509e-07,1.9228e-08,6.8497e-07,1.7251e-08,1.0969e-06,4.2803e-08,0.0,3.3196e-07,1.621,0.241,3.904,1.383,0.117,4.096,1.292,0.058,4.864
1042.0,5.8903e-07,2.4028e-08,7.2869e-07,3.3484e-08,7.2291e-07,7.5863e-08,0.0,4.5445e-07,1.481,0.266,0.0,1.244,0.129,0.192,1.001,0.062,0.64
1046.0,1.5368e-06,7.3801e-08,1.524e-06,5.4778e-08,2.3126e-06,1.0728e-07,2.0377e-06,8.6505e-07,1.102,0.26,0.384,0.943,0.126,0.384,0.813,0.062,0.96
1051.0,6.6279e-09,1.2422e-09,9.3993e-09,1.7686e-09,2.2061e-08,4.0571e-09,3.775e-08,7.6575e-08,1.461,0.264,0.0,0.586,0.114,0.128,0.205,0.052,0.128
1071.0,8.4277e-07,4.429e-08,1.1036e-06,4.1635e-08,2.2782e-06,1.1739e-07,2.0497e-06,7.2265e-07,2.248,0.314,0.576,1.673,0.154,1.472,1.541,0.075,1.536
1073.0,1.4245e-08,2.6031e-09,3.3047e-08,3.7421e-09,1.0893e-07,8.8992e-09,1.3323e-07,6.1486e-08,2.706,0.333,0.0,2.115,0.155,0.192,0.667,0.063,0.704
1076.0,9.9122e-09,1.7112e-09,2.061e-08,1.9768e-09,1.5769e-07,7.7817e-09,9.2861e-07,1.3799e-07,6.185,0.435,0.064,2.707,0.165,0.192,0.693,0.063,0.576
1085.0,5.3917e-06,2.4911e-08,1.264e-05,3.7535e-08,2.7852e-05,8.2227e-08,1.3062e-05,3.0529e-07,30.623,0.801,6.08,30.354,0.398,6.208,29.585,0.197,6.336
1086.0,2.0965e-07,2.4578e-08,1.8878e-07,3.353e-08,4.0625e-07,7.5933e-08,0.0,6.6512e-07,0.591,0.243,-0.128,0.323,0.116,0.0,0.229,0.057,0.256
1087.0,1.7844e-07,5.4973e-08,2.3146e-07,4.3811e-08,4.5152e-07,1.3057e-07,5.3509e-07,6.4972e-07,0.971,0.342,-0.128,0.849,0.167,0.0,0.514,0.08,0.448
1088.0,1.9668e-08,3.1354e-09,3.6021e-08,2.6773e-09,3.3484e-07,8.2869e-09,2.6574e-06,1.5658e-07,11.922,0.555,0.0,5.359,0.2,0.192,1.368,0.072,0.704
1096.0,4.7787e-09,2.8954e-09,1.4931e-08,3.3424e-09,3.2435e-08,6.0107e-09,0.0,4.016e-08,1.558,0.259,0.064,0.895,0.117,0.128,0.255,0.052,0.896
1097.0,5.2164e-09,3.3252e-09,1.6448e-08,3.0222e-09,4.6415e-08,8.3885e-09,9.2896e-08,4.497e-08,2.597,0.307,0.0,1.033,0.123,0.128,0.3,0.054,0.64
1102.0,8.756e-09,1.7591e-09,2.0563e-08,1.8209e-09,7.2377e-08,5.6947e-09,2.0393e-07,8.3916e-08,3.026,0.315,0.0,1.632,0.133,0.128,0.472,0.054,0.896
1110.0,4.8257e-08,1.3131e-08,2.5664e-07,1.732e-08,7.9485e-07,4.5728e-08,0.0,1.8171e-07,0.713,0.22,1.6,0.507,0.105,3.968,0.461,0.052,3.904
1112.0,1.4849e-08,4.4968e-09,3.1691e-08,3.4405e-09,1.4168e-07,8.191e-09,1.3467e-06,1.0205e-07,1.537,0.291,0.128,1.437,0.138,0.192,0.707,0.059,0.832
1114.0,3.0775e-07,7.691e-09,4.3681e-07,9.9508e-09,6.2914e-07,1.6941e-08,7.1338e-08,1.1853e-07,2.783,0.313,0.64,2.535,0.152,2.24,1.878,0.07,2.816
1118.0,3.5476e-07,2.6668e-08,4.1939e-07,2.4576e-08,1.5814e-06,7.7614e-08,1.4654e-06,4.3147e-07,0.696,0.233,-1.792,0.78,0.112,13.184,0.567,0.054,13.184
1120.0,3.9826e-08,1.6158e-08,1.0816e-07,2.3428e-08,2.0391e-07,5.3157e-08,4.8247e-08,3.963e-07,0.44,0.24,-0.896,0.297,0.117,-0.448,0.254,0.058,0.064
1121.0,4.2305e-06,3.4142e-08,6.0669e-06,4.3856e-08,1.6675e-05,1.0711e-07,3.5797e-05,9.387e-07,11.782,0.618,21.632,11.059,0.306,21.632,10.542,0.149,22.08
1122.0,2.6293e-06,2.7476e-08,3.4139e-06,2.3501e-08,1.0883e-05,6.4875e-08,8.1309e-06,3.2286e-07,13.787,0.551,10.688,11.602,0.255,10.752,8.196,0.11,10.048
1123.0,1.1407e-07,1.2138e-08,1.4116e-07,1.3942e-08,5.8053e-07,5.7343e-08,3.8276e-07,5.169e-07,0.58,0.235,0.192,0.48,0.115,0.256,0.414,0.056,0.64
1125.0,1.0788e-07,2.5222e-08,2.5097e-07,2.2968e-08,3.6249e-07,4.7727e-08,0.0,3.5297e-07,0.655,0.224,1.984,0.472,0.107,2.112,0.329,0.052,1.088
1126.0,1.5189e-07,1.5479e-08,2.2679e-07,1.6708e-08,8.8983e-07,6.3953e-08,9.5273e-07,4.9984e-07,1.08,0.268,0.064,0.801,0.131,1.536,0.703,0.065,1.536
