trigger,fluence_ch1,err_ch1,fluence_ch2,err_ch2,fluence_ch3,err_ch3,fluence_ch4,err_ch4,peak_flux_64ms,err_flux_64ms,time_flux_64ms,peak_flux_256ms,err_flux_256ms,time_flux_256ms,peak_flux_1024ms,err_flux_1024ms,time_flux_1024ms,name,burst_id,tjd,time_sec,ra_deg,dec_deg,gal_lon,gal_lat,error_radius,geocenter_angle,overwrite_flag,overwritten_flag,jd,datetime
2380.0,3.7078e-07,2.5722e-08,6.5001e-07,2.6705e-08,2.9055e-06,6.6638e-08,2.0131e-06,7.1955e-07,1.198,0.226,6.336,0.962,0.109,6.912,0.855,0.053,7.232,4B,930607,9145.0,76089.73,163.44,35.64,186.8,63.6,2.61,149.31,N,N,2449145.5,1993-06-07 21:08:09.730
2381.0,8.0325e-08,2.3696e-08,2.1494e-07,2.3172e-08,2.0048e-07,5.1432e-08,0.0,4.9384e-07,0.705,0.216,-1.6,0.534,0.106,0.064,0.372,0.051,0.192,4B,930608B,9146.0,41350.786,323.25,-10.22,42.98,-40.42,8.08,172.84,N,N,2449146.5,1993-06-08 11:29:10.786
2382.0,7.0833e-08,1.6412e-08,5.3604e-08,1.4926e-08,2.8549e-08,4.2424e-08,1.5324e-06,2.2167e-06,0.588,0.218,-0.32,0.366,0.105,-0.32,0.239,0.051,0.0,4B,930608,9146.0,70894.21,105.05,40.79,176.02,18.88,10.29,166.61,N,N,2449146.5,1993-06-08 19:41:34.210
2383.0,5.9499e-07,2.4946e-08,1.0247e-06,2.8176e-08,5.634e-06,7.5647e-08,2.5937e-05,1.2656e-06,3.22,0.302,3.968,3.063,0.147,5.12,2.493,0.069,5.504,4B,930609,9147.0,36444.162,208.73,-16.38,324.27,43.85,1.62,118.77,N,N,2449147.5,1993-06-09 10:07:24.162
2384.0,5.3283e-09,1.3356e-09,9.8302e-09,1.5388e-09,1.7269e-08,4.1121e-09,8.4657e-08,1.197e-07,1.124,0.229,0.0,0.545,0.103,0.192,0.159,0.047,0.192,4B,930609B,9147.0,69988.61,203.8,-18.21,317.3,43.44,17.81,72.88,N,N,2449147.5,1993-06-09 19:26:28.610
2385.0,6.7466e-08,1.8202e-08,2.3766e-07,1.8797e-08,8.3237e-07,4.743e-08,0.0,4.4459e-07,0.638,0.229,-0.576,0.562,0.113,-0.576,0.398,0.055,-0.576,4B,930610,9148.0,64332.418,211.88,-1.91,338.2,55.67,7.94,159.7,N,N,2449148.5,1993-06-10 17:52:12.418
2387.0,1.6181e-06,1.718e-08,3.408e-06,2.3623e-08,9.68e-06,6.5789e-08,7.4606e-06,6.264e-07,4.107,0.329,5.76,3.861,0.161,6.4,3.718,0.08,6.464,4B,930612,9150.0,2657.666,103.07,-69.76,280.45,-25.26,0.4,82.91,N,N,2449150.5,1993-06-12 00:44:17.666
2389.0,2.9489e-06,2.3694e-08,5.8157e-06,3.1832e-08,1.5275e-05,8.2844e-08,2.7132e-06,5.6565e-07,3.914,0.329,13.248,3.601,0.161,13.248,3.453,0.079,13.312,4B,930612B,9150.0,32037.89,347.1,-1.08,75.13,-54.1,0.26,83.43,N,N,2449150.5,1993-06-12 08:53:57.890
2391.0,1.0142e-07,2.3764e-08,2.1062e-07,2.0536e-08,5.4388e-07,5.8377e-08,3.2163e-06,9.9205e-07,0.525,0.192,2.24,0.348,0.092,0.064,0.298,0.045,0.448,4B,930612D,9150.0,60320.386,37.1,30.74,146.42,-27.68,6.36,82.11,N,N,2449150.5,1993-06-12 16:45:20.386
2392.0,3.168e-07,1.5887e-08,2.6228e-07,1.7238e-08,4.3766e-07,4.5856e-08,3.0799e-07,5.8383e-07,0.648,0.24,0.64,0.591,0.117,0.704,0.504,0.058,0.704,4B,930613,9151.0,80163.458,316.23,-31.41,13.62,-40.95,3.13,143.75,N,N,2449151.5,1993-06-13 22:16:03.458
2393.0,1.3564e-06,1.4577e-08,1.1048e-06,1.5859e-08,1.326e-06,3.5157e-08,1.2175e-06,4.3039e-07,4.388,0.315,2.368,4.212,0.156,2.56,3.75,0.075,3.136,4B,930614,9152.0,13230.594,168.14,23.95,215.51,67.51,1.15,128.62,N,N,2449152.5,1993-06-14 03:40:30.594
2394.0,8.7989e-07,2.489e-08,1.0817e-06,3.0888e-08,2.8193e-06,8.7003e-08,2.0823e-06,1.0506e-06,1.182,0.233,10.944,1.116,0.115,11.584,0.982,0.056,11.712,4B,930614B,9152.0,59677.058,33.3,-41.04,257.78,-68.19,1.66,86.7,N,N,2449152.5,1993-06-14 16:34:37.058
2395.0,4.183e-10,2.1537e-09,9.0176e-09,2.1433e-09,3.1302e-08,5.5693e-09,2.1624e-08,8.8974e-08,1.662,0.312,0.0,0.676,0.138,0.064,0.181,0.063,0.704,4B,930614C,9152.0,78654.274,33.65,-80.54,298.8,-35.92,16.21,75.52,N,N,2449152.5,1993-06-14 21:50:54.274
2401.0,5.0419e-08,1.4847e-08,4.6893e-08,1.6209e-08,1.7277e-07,4.5256e-08,6.6052e-07,7.9981e-07,0.704,0.233,-0.832,0.671,0.115,-0.64,0.49,0.055,-0.064,4B,930619,9157.0,69057.154,244.96,-68.14,320.46,-12.69,9.29,58.54,N,N,2449157.5,1993-06-19 19:10:57.154
2405.0,1.2933e-07,2.3089e-08,1.9809e-07,2.3728e-08,8.3646e-07,6.4476e-08,8.0867e-07,8.1964e-07,1.213,0.221,0.064,0.9,0.104,0.192,0.45,0.047,0.896,4B,930621B,9159.0,6418.05,201.2,-44.61,309.16,17.85,7.95,85.11,N,N,2449159.5,1993-06-21 01:46:58.050
2408.0,2.5484e-07,1.8732e-08,1.0829e-07,1.6367e-08,1.3044e-07,4.4054e-08,1.3523e-06,1.1263e-06,0.709,0.223,-0.832,0.56,0.108,-0.768,0.42,0.052,-0.32,4B,930622B,9160.0,12495.49,132.37,7.44,220.03,29.59,10.14,98.07,N,N,2449160.5,1993-06-22 03:28:15.490
2412.0,4.6694e-08,1.1235e-08,5.3954e-08,1.0379e-08,0.0,2.2566e-08,1.7528e-05,2.3753e-06,0.707,0.21,-1.216,0.549,0.103,-1.088,0.358,0.049,-0.512,4B,930623,9161.0,11374.21,261.55,46.23,72.26,33.57,9.76,123.12,N,N,2449161.5,1993-06-23 03:09:34.210
2419.0,7.4022e-08,3.3128e-08,2.8983e-07,3.1372e-08,1.2306e-06,7.6541e-08,1.4638e-06,7.3424e-07,0.729,0.208,2.624,0.55,0.101,2.688,0.441,0.05,1.984,4B,930627,9165.0,5384.834,152.0,-55.94,281.44,-0.05,2.85,127.04,N,N,2449165.5,1993-06-27 01:29:44.834
2423.0,1.6614e-07,1.8032e-08,2.4405e-07,1.9673e-08,4.3324e-07,4.3196e-08,2.4242e-08,3.0314e-07,0.708,0.222,1.472,0.519,0.107,1.536,0.438,0.053,1.792,4B,930701,9169.0,1911.45,298.72,6.33,46.01,-11.03,3.57,153.52,N,N,2449169.5,1993-07-01 00:31:51.450
2424.0,3.1482e-08,1.7001e-08,3.9888e-08,2.0464e-08,6.3437e-08,5.5635e-08,1.4241e-06,1.4865e-06,0.619,0.207,-0.256,0.435,0.1,-0.064,0.265,0.048,0.384,4B,930701B,9169.0,79953.562,314.87,78.94,112.9,20.92,14.85,80.5,N,N,2449169.5,1993-07-01 22:12:33.562
2428.0,5.2646e-07,3.0327e-08,1.1892e-06,3.6483e-08,4.4603e-06,9.7334e-08,7.9692e-06,1.2063e-06,2.342,0.28,3.968,2.052,0.137,4.032,1.706,0.065,4.288,4B,930704,9172.0,60545.69,100.9,60.8,154.79,22.53,0.59,85.99,N,N,2449172.5,1993-07-04 16:49:05.690
2429.0,1.5222e-06,3.7739e-08,3.0961e-06,4.4342e-08,7.9039e-06,1.0653e-07,4.8033e-06,9.1508e-07,1.467,0.239,13.888,1.389,0.118,13.888,1.325,0.059,14.528,4B,930705,9173.0,45548.186,283.08,-39.24,356.99,-16.92,0.99,117.88,N,N,2449173.5,1993-07-05 12:39:08.186
2430.0,5.3969e-07,2.2133e-08,4.9371e-07,2.0155e-08,1.1703e-06,5.9035e-08,1.0699e-06,8.6127e-07,0.809,0.225,0.64,0.694,0.11,0.64,0.648,0.055,1.024,4B,930705B,9173.0,85921.434,78.27,-56.17,264.31,-35.8,3.34,148.86,N,N,2449173.5,1993-07-05 23:52:01.434
2431.0,1.2551e-06,1.8884e-08,2.3998e-06,2.4198e-08,6.7841e-06,6.4104e-08,8.0028e-06,6.3691e-07,43.833,0.894,0.832,35.989,0.409,0.896,20.996,0.161,1.216,4B,930706,9174.0,18810.586,278.55,-18.96,14.11,-4.87,0.35,123.13,N,N,2449174.5,1993-07-06 05:13:30.586
2432.0,4.262e-07,2.7188e-08,4.3713e-07,2.3412e-08,1.1899e-06,5.0373e-08,2.0356e-06,5.2334e-07,1.427,0.284,2.048,1.259,0.139,2.24,1.168,0.069,2.24,4B,930706B,9174.0,29350.81,210.09,-1.36,335.9,57.03,1.31,153.81,N,N,2449174.5,1993-07-06 08:09:10.810
2434.0,4.7085e-08,1.2263e-08,1.7754e-08,1.2872e-08,7.6343e-08,3.1465e-08,0.0,3.1884e-07,0.678,0.206,0.0,0.553,0.1,0.064,0.212,0.046,0.704,4B,930708C,9176.0,44283.802,239.5,-43.34,335.17,7.55,18.33,103.17,N,N,2449176.5,1993-07-08 12:18:03.802
2435.0,1.5438e-06,3.7825e-08,2.2958e-06,4.8328e-08,5.1118e-06,1.2567e-07,7.4318e-07,1.0261e-06,1.533,0.274,172.672,1.386,0.135,172.736,1.156,0.065,174.656,4B,930708,9176.0,70195.866,80.79,26.94,179.0,-5.25,2.39,84.05,N,N,2449176.5,1993-07-08 19:29:55.866
2436.0,9.0835e-07,2.484e-08,1.435e-06,2.7326e-08,6.84e-06,7.3077e-08,1.0259e-05,8.7371e-07,6.714,0.42,2.304,6.076,0.203,2.432,4.59,0.092,2.752,4B,930709,9177.0,22462.106,194.41,-46.73,304.04,16.13,0.67,104.14,N,N,2449177.5,1993-07-09 06:14:22.106
2437.0,9.2955e-08,2.1788e-08,1.1791e-07,2.3325e-08,5.2536e-07,5.5521e-08,1.9367e-07,5.0678e-07,0.648,0.245,1.536,0.485,0.12,-0.64,0.385,0.059,0.896,4B,930709B,9177.0,62811.802,351.81,-8.39,72.26,-62.65,4.22,164.97,N,N,2449177.5,1993-07-09 17:26:51.802
2438.0,5.5571e-07,2.0749e-08,7.0678e-07,2.4621e-08,1.0169e-06,5.9111e-08,0.0,5.9145e-07,3.041,0.304,7.232,2.847,0.149,7.36,1.883,0.066,7.744,4B,930710,9178.0,11670.17,26.35,40.19,133.98,-21.52,1.87,78.65,N,N,2449178.5,1993-07-10 03:14:30.170
2440.0,4.2378e-07,2.7413e-08,7.5483e-07,3.134e-08,1.4636e-06,8.0085e-08,0.0,5.8644e-07,1.057,0.258,30.464,0.837,0.124,29.056,0.742,0.061,26.88,4B,930711B,9179.0,3088.026,265.5,-10.99,15.0,10.01,3.22,105.71,N,N,2449179.5,1993-07-11 00:51:28.026
2441.0,3.7171e-07,2.8059e-08,3.1317e-07,2.9793e-08,8.511e-07,7.4201e-08,3.8316e-06,1.3663e-06,0.53,0.195,0.256,0.384,0.094,0.704,0.355,0.047,0.704,4B,930711C,9179.0,12721.818,13.75,-9.09,125.77,-71.94,4.54,81.54,N,N,2449179.5,1993-07-11 03:32:01.818
2442.0,7.579e-08,1.5948e-08,9.7395e-08,1.7032e-08,1.6948e-07,4.2782e-08,0.0,6.2641e-07,0.594,0.205,0.448,0.479,0.101,0.64,0.374,0.05,0.768,4B,930711D,9179.0,54635.162,211.62,-37.39,319.07,23.12,7.88,75.3,N,N,2449179.5,1993-07-11 15:10:35.162
2443.0,7.0575e-07,3.348e-08,1.414e-06,3.8524e-08,4.1455e-06,9.9885e-08,8.1114e-06,1.341e-06,2.223,0.262,5.952,2.095,0.129,6.528,1.928,0.063,6.848,4B,930711,9179.0,86035.098,251.05,-50.56,335.66,-3.1,1.41,107.05,N,N,2449179.5,1993-07-11 23:53:55.098
2446.0,4.4816e-07,1.7386e-08,1.0595e-06,2.0936e-08,4.0623e-06,5.5213e-08,3.4544e-06,5.6293e-07,4.378,0.331,3.456,3.83,0.158,4.096,3.471,0.077,4.288,4B,930714,9182.0,58373.786,257.7,23.7,45.21,31.99,0.97,111.22,N,N,2449182.5,1993-07-14 16:12:53.786
2447.0,5.1141e-07,3.3458e-08,7.583e-07,3.3874e-08,7.0027e-07,8.5322e-08,1.4742e-06,1.1309e-06,0.815,0.245,20.096,0.552,0.118,-0.384,0.468,0.058,21.056,4B,930715,9183.0,54079.13,223.03,3.39,358.74,52.66,2.15,100.62,N,N,2449183.5,1993-07-15 15:01:19.130
2448.0,1.3438e-09,3.5817e-09,1.629e-08,3.5261e-09,1.7054e-07,1.0178e-08,5.7825e-07,9.4834e-08,0.845,0.25,0.384,0.755,0.122,0.384,0.647,0.059,0.64,4B,930719,9187.0,32174.234,287.65,-55.32,341.54,-24.66,5.1,147.71,N,N,2449187.5,1993-07-19 08:56:14.234
2449.0,4.2555e-09,1.6259e-09,3.7993e-09,1.5842e-09,3.6945e-08,4.8256e-09,2.6869e-07,1.3268e-07,1.251,0.253,0.0,0.591,0.113,0.064,0.167,0.051,0.64,4B,930719B,9187.0,40667.226,212.18,1.36,341.9,58.26,7.32,111.21,N,N,2449187.5,1993-07-19 11:17:47.226
2450.0,2.1851e-06,3.0287e-08,4.0553e-06,3.9897e-08,1.1969e-05,1.0857e-07,9.1136e-06,1.2496e-06,8.277,0.426,66.88,7.569,0.205,66.944,6.567,0.097,67.008,4B,930720,9188.0,52509.85,20.82,25.34,131.95,-36.98,0.5,98.56,N,N,2449188.5,1993-07-20 14:35:09.850
2451.0,1.3711e-06,7.9792e-08,2.1845e-06,7.5592e-08,4.642e-06,1.4726e-07,0.0,6.9238e-07,3.38,0.679,4.288,2.821,0.328,4.416,2.615,0.162,5.056,4B,930720B,9188.0,73348.25,95.51,47.17,167.17,14.89,2.82,110.77,N,N,2449188.5,1993-07-20 20:22:28.250
2452.0,9.8297e-07,2.5911e-08,1.1155e-06,2.3387e-08,1.7447e-06,5.6889e-08,3.234e-07,4.9173e-07,1.178,0.227,3.2,0.993,0.11,5.952,0.88,0.054,6.528,4B,930721B,9189.0,4642.458,78.66,-33.15,236.32,-33.7,1.52,107.66,N,N,2449189.5,1993-07-21 01:17:22.458
2453.0,3.25e-07,1.7534e-08,4.0163e-07,1.8633e-08,4.3274e-07,4.3302e-08,0.0,4.4603e-07,1.79,0.258,4.224,1.531,0.125,5.824,1.069,0.059,4.8,4B,930721,9189.0,45935.258,298.58,-40.79,359.13,-28.71,1.79,163.02,N,N,2449189.5,1993-07-21 12:45:35.258
2454.0,3.9104e-08,1.8248e-08,9.6225e-08,1.5794e-08,1.9201e-07,4.2845e-08,7.8353e-07,6.8144e-07,1.158,0.24,0.0,0.897,0.115,0.192,0.698,0.056,0.832,4B,930721C,9189.0,53692.058,109.84,-16.0,230.31,-1.25,4.74,139.1,N,N,2449189.5,1993-07-21 14:54:52.058
2458.0,3.8612e-07,1.3362e-08,2.7262e-07,1.5571e-08,4.8729e-07,3.9274e-08,4.0145e-07,5.2955e-07,3.036,0.292,0.448,2.681,0.141,0.576,1.862,0.064,1.216,4B,930724,9192.0,8510.362,289.6,58.31,89.34,19.46,3.77,86.49,N,N,2449192.5,1993-07-24 02:21:50.362
2460.0,1.5813e-07,1.6845e-08,1.7188e-07,1.4788e-08,2.3214e-07,3.5314e-08,0.0,2.6899e-07,1.288,0.234,0.32,1.044,0.112,0.192,0.825,0.054,0.896,4B,930724C,9192.0,56549.146,75.92,0.23,199.67,-23.66,4.01,127.69,N,N,2449192.5,1993-07-24 15:42:29.146
2463.0,1.4276e-08,1.3535e-08,2.7214e-08,1.4567e-08,4.3394e-08,3.5043e-08,7.3567e-08,4.2173e-07,2.392,0.287,0.0,0.588,0.113,0.064,0.178,0.052,0.96,4B,930725,9193.0,63921.434,59.24,14.29,176.15,-28.84,18.13,173.97,N,N,2449193.5,1993-07-25 17:45:21.434
2464.0,6.2208e-09,8.4186e-10,1.3216e-08,1.1088e-09,9.9952e-09,2.434e-09,0.0,7.0326e-08,2.232,0.266,0.064,0.87,0.11,0.064,0.256,0.049,0.064,4B,930725B,9193.0,84756.954,59.39,46.28,153.18,-5.38,15.29,94.57,N,N,2449193.5,1993-07-25 23:32:36.954
2472.0,1.2099e-07,1.6908e-08,2.4134e-07,1.8899e-08,8.1463e-07,4.6975e-08,5.5813e-07,5.1253e-07,0.642,0.212,5.76,0.386,0.101,0.0,0.29,0.049,3.072,4B,930730,9198.0,18822.81,304.55,27.95,67.52,-4.41,5.3,109.24,N,N,2449198.5,1993-07-30 05:13:42.810
2476.0,2.43e-06,3.1801e-08,2.6561e-06,2.7525e-08,3.7981e-06,6.2868e-08,5.243e-07,4.5029e-07,2.066,0.271,28.16,1.754,0.131,24.064,1.652,0.065,28.48,4B,930731,9199.0,23036.57,102.31,37.38,178.55,15.67,0.65,165.31,N,N,2449199.5,1993-07-31 06:23:56.570
2477.0,1.7567e-07,1.9348e-08,6.6509e-07,2.117e-08,1.5949e-06,5.2908e-08,0.0,3.2243e-07,1.528,0.236,2.112,1.306,0.114,2.304,1.278,0.057,2.88,4B,930801,9200.0,7933.85,292.78,46.02,78.39,12.8,1.58,72.51,N,N,2449200.5,1993-08-01 02:12:13.850
2482.0,7.4783e-07,2.1475e-08,1.2281e-06,2.5241e-08,2.0628e-06,6.8495e-08,1.4784e-07,5.1066e-07,1.405,0.268,3.52,1.32,0.132,4.096,1.18,0.065,2.112,4B,930805,9204.0,45568.666,334.55,-15.6,42.93,-52.68,0.83,90.86,N,N,2449204.5,1993-08-05 12:39:28.666
2484.0,3.023e-07,1.8561e-08,4.9721e-07,2.0639e-08,1.7565e-06,5.2859e-08,0.0,3.9635e-07,1.748,0.265,2.24,1.551,0.129,2.368,1.406,0.063,2.368,4B,930807,9206.0,79369.37,275.1,-56.84,337.77,-18.42,1.33,111.0,N,N,2449206.5,1993-08-07 22:02:49.370
2485.0,5.3081e-09,2.5386e-09,1.2826e-08,1.9651e-09,3.475e-08,5.3375e-09,0.0,1.0546e-07,1.293,0.282,0.0,0.864,0.133,0.064,0.268,0.06,0.576,4B,930809B,9208.0,8717.018,163.39,-65.83,291.25,-5.67,9.93,141.84,N,N,2449208.5,1993-08-09 02:25:17.018
2487.0,1.1125e-08,3.8661e-09,1.0229e-08,3.2249e-09,1.123e-07,9.0902e-09,4.5648e-07,1.4902e-07,2.174,0.306,0.064,1.449,0.14,0.128,0.473,0.059,0.512,4B,930811,9210.0,50501.53,273.46,42.63,69.98,24.57,7.27,106.66,N,N,2449210.5,1993-08-11 14:01:41.530
2495.0,1.2599e-07,2.3644e-08,2.9273e-07,2.2952e-08,1.5099e-06,5.6074e-08,2.4805e-06,5.787e-07,0.776,0.208,2.304,0.695,0.102,4.096,0.634,0.05,4.8,4B,930819,9218.0,58141.338,105.77,-49.28,259.56,-18.43,2.89,113.77,N,N,2449218.5,1993-08-19 16:09:01.338
2496.0,4.3327e-08,2.4101e-08,4.378e-08,2.4493e-08,2.6184e-07,5.735e-08,0.0,3.8578e-07,0.675,0.297,-0.384,0.48,0.143,-0.192,0.338,0.069,0.128,4B,930820,9219.0,1113.754,153.05,-51.88,279.6,3.63,5.7,135.2,N,N,2449219.5,1993-08-20 00:18:33.754
2500.0,9.5517e-07,3.2352e-08,1.3453e-06,3.386e-08,3.1261e-06,8.2247e-08,4.8832e-06,1.0032e-06,1.467,0.245,1.216,1.24,0.119,1.792,1.166,0.059,1.728,4B,930822,9221.0,53091.994,213.09,-0.68,341.2,56.06,2.28,141.78,N,N,2449221.5,1993-08-22 14:44:51.994
2502.0,4.6575e-09,2.4588e-09,1.4367e-08,2.6153e-09,1.1607e-07,7.8269e-09,5.1495e-07,1.0998e-07,1.967,0.25,0.0,1.439,0.115,0.192,0.497,0.047,0.896,4B,930824,9223.0,22549.978,255.25,6.03,25.4,27.26,6.19,85.4,N,N,2449223.5,1993-08-24 06:15:49.978
2504.0,0.0,2.3323e-08,3.0492e-08,1.6624e-08,1.355e-07,4.0407e-08,2.5616e-07,3.9633e-07,3.497,0.286,0.0,1.391,0.112,0.128,0.341,0.047,0.512,4B,930826,9225.0,68288.73,175.07,29.59,199.83,74.17,4.73,113.66,N,N,2449225.5,1993-08-26 18:58:08.730
2505.0,3.4567e-07,4.648e-08,4.9748e-07,3.7509e-08,1.4256e-06,8.5532e-08,0.0,4.6703e-07,0.79,0.203,0.128,0.686,0.1,0.256,0.528,0.049,9.6,4B,930828,9227.0,5243.546,177.11,37.24,171.72,73.31,2.65,120.87,N,N,2449227.5,1993-08-28 01:27:23.546
2508.0,7.0995e-08,2.5055e-08,6.1001e-08,2.5295e-08,6.0676e-07,6.9862e-08,4.571e-06,1.478e-06,0.695,0.238,-0.32,0.519,0.114,-0.128,0.348,0.055,0.576,4B,930901,9231.0,5292.698,158.28,-38.36,275.2,16.95,8.84,118.01,N,N,2449231.5,1993-09-01 01:28:12.698
2509.0,3.1659e-07,2.3386e-08,3.052e-07,2.0612e-08,1.5786e-06,5.6683e-08,5.9266e-06,1.0122e-06,2.248,0.255,1.664,1.852,0.121,1.664,1.606,0.059,1.728,4B,930902,9232.0,25044.826,233.42,49.0,79.1,51.97,1.32,100.74,N,N,2449232.5,1993-09-02 06:57:24.826
2510.0,4.5596e-07,3.9488e-08,7.4936e-07,4.3438e-08,1.8517e-06,1.0374e-07,1.0956e-06,1.0147e-06,0.924,0.224,2.56,0.802,0.11,2.56,0.699,0.054,3.392,4B,930902B,9232.0,77278.874,103.12,16.15,198.6,7.51,2.56,159.44,N,N,2449232.5,1993-09-02 21:27:58.874
2511.0,3.3434e-07,2.1371e-08,3.537e-07,2.408e-08,5.6486e-07,5.4047e-08,0.0,3.5494e-07,2.138,0.262,1.664,1.792,0.124,2.88,1.2,0.057,3.2,4B,930903B,9233.0,1169.05,88.67,-10.42,215.99,-17.28,4.2,170.8,N,Y,2449233.5,1993-09-03 00:19:29.050
2512.0,2.0116e-08,2.504e-09,2.7283e-08,2.6902e-09,1.2308e-07,7.5576e-09,1.4808e-07,8.8124e-08,3.519,0.3,0.0,2.141,0.128,0.064,0.664,0.049,0.32,4B,930903,9233.0,9397.274,242.84,-69.47,318.94,-13.08,4.12,107.72,Y,N,2449233.5,1993-09-03 02:36:37.274
2513.0,2.0677e-08,1.4748e-08,5.187e-08,1.6449e-08,5.8383e-08,4.2296e-08,1.2361e-06,8.8548e-07,0.946,0.244,-0.128,0.78,0.118,0.0,0.398,0.055,0.384,4B,930903C,9233.0,46357.402,201.33,10.63,330.34,71.68,5.97,148.99,N,N,2449233.5,1993-09-03 12:52:37.402
2514.0,1.0405e-07,3.2764e-09,2.0922e-07,4.4473e-09,8.9344e-07,1.2431e-08,2.1639e-06,1.525e-07,28.405,0.742,0.128,18.152,0.303,0.192,4.732,0.091,0.512,4B,930905,9235.0,12390.234,310.95,-1.22,45.44,-25.39,0.63,155.34,N,N,2449235.5,1993-09-05 03:26:30.234
2515.0,6.0911e-08,1.2085e-08,9.8845e-08,1.312e-08,3.1722e-07,3.4586e-08,0.0,2.3023e-07,1.01,0.269,-0.128,0.861,0.132,-0.128,0.713,0.065,0.0,4B,930905B,9235.0,78851.738,330.05,-67.9,323.02,-41.92,3.89,138.9,N,Y,2449235.5,1993-09-05 21:54:11.738
2519.0,9.295e-07,3.2526e-08,1.3508e-06,3.6325e-08,2.6402e-06,9.6663e-08,1.2138e-06,9.5763e-07,1.68,0.275,0.256,1.529,0.136,0.448,1.293,0.066,1.024,4B,930909,9239.0,58453.402,15.83,36.84,125.57,-25.98,1.72,98.1,N,N,2449239.5,1993-09-09 16:14:13.402
2522.0,1.8944e-06,3.6598e-08,2.7495e-06,4.1745e-08,1.0785e-05,1.1088e-07,6.2172e-06,1.136e-06,3.861,0.328,75.52,3.228,0.156,75.648,2.367,0.07,76.416,4B,930910,9240.0,43928.218,167.59,-66.69,293.16,-5.76,0.54,92.79,N,N,2449240.5,1993-09-10 12:12:08.218
2523.0,1.8079e-08,3.5367e-09,2.5495e-08,3.0127e-09,1.7712e-07,8.6928e-09,7.4964e-07,1.2367e-07,1.557,0.253,0.384,1.373,0.123,0.448,0.821,0.055,0.96,4B,930911,9241.0,83761.434,178.31,52.87,141.82,62.07,4.9,138.05,N,N,2449241.5,1993-09-11 23:16:01.434
2528.0,2.7317e-07,4.1017e-08,1.9847e-07,4.3556e-08,3.1555e-07,1.0019e-07,0.0,1.5837e-06,0.71,0.231,1.536,0.507,0.11,1.664,0.387,0.054,2.432,4B,930913B,9243.0,61512.346,294.27,44.27,77.27,11.08,3.58,104.01,N,N,2449243.5,1993-09-13 17:05:12.346
2529.0,4.6333e-08,1.9157e-08,1.2818e-08,1.5515e-08,4.4078e-08,4.13e-08,6.048e-08,5.4789e-07,1.068,0.244,0.0,0.69,0.115,0.0,0.198,0.052,0.576,4B,930913,9243.0,63314.714,154.33,15.92,222.3,52.62,9.63,141.99,N,N,2449243.5,1993-09-13 17:35:14.714
2530.0,3.9893e-06,3.8761e-08,5.0056e-06,4.7114e-08,9.9589e-06,1.0847e-07,6.3575e-07,7.6171e-07,2.033,0.265,114.624,1.86,0.13,114.624,1.732,0.064,115.2,4B,930914,9244.0,10151.578,34.26,34.29,142.41,-25.32,1.53,88.78,N,N,2449244.5,1993-09-14 02:49:11.578
2533.0,4.5802e-06,3.4029e-08,1.0178e-05,4.8803e-08,4.9174e-05,1.4312e-07,0.00013834,1.5538e-06,10.27,0.502,27.52,8.918,0.237,27.648,7.898,0.112,35.392,4B,930916,9246.0,73163.418,280.71,65.39,95.5,25.37,0.22,81.28,N,N,2449246.5,1993-09-16 20:19:23.418
2536.0,4.9436e-09,1.449e-09,5.7893e-09,1.6288e-09,1.4777e-08,4.5501e-09,2.1729e-07,1.3533e-07,1.143,0.259,0.0,0.38,0.112,0.192,0.146,0.053,0.256,4B,930922B,9252.0,19016.666,164.64,-32.08,276.7,24.98,7.79,88.7,N,N,2449252.5,1993-09-22 05:16:56.666
2537.0,3.9229e-06,2.2376e-08,4.4378e-06,2.3938e-08,1.0097e-05,6.1106e-08,1.2217e-06,3.9399e-07,27.283,0.704,1.152,25.572,0.341,0.512,19.506,0.15,1.28,4B,930922,9252.0,23086.81,271.2,55.89,84.21,28.58,0.45,113.7,N,N,2449252.5,1993-09-22 06:24:46.810
2541.0,5.8775e-07,3.6773e-08,6.5548e-07,4.1158e-08,1.0891e-06,1.009e-07,3.3714e-06,1.7081e-06,1.27,0.234,0.512,1.201,0.116,0.64,0.881,0.055,1.024,4B,930926,9256.0,60830.362,66.44,30.51,168.27,-12.92,3.63,119.78,N,N,2449256.5,1993-09-26 16:53:50.362
2551.0,0.0,2.9037e-08,1.2198e-07,3.0758e-08,5.5028e-07,8.0682e-08,2.6517e-07,6.297e-07,0.76,0.209,0.0,0.575,0.101,0.128,0.472,0.049,0.576,4B,931001,9261.0,4991.386,256.26,45.26,70.75,37.18,6.59,140.75,N,Y,2449261.5,1993-10-01 01:23:11.386
2560.0,2.1731e-07,3.1704e-08,3.0707e-07,3.1762e-08,1.773e-06,8.0139e-08,4.1375e-06,1.1207e-06,1.08,0.275,2.688,0.935,0.135,2.88,0.794,0.066,3.264,4B,931003,9263.0,76829.082,100.46,-45.96,254.98,-20.71,1.62,137.12,N,N,2449263.5,1993-10-03 21:20:29.082
2564.0,3.8731e-08,1.4337e-08,1.7322e-08,1.1974e-08,1.0745e-07,3.1838e-08,7.0079e-07,7.3515e-07,1.933,0.261,0.064,1.147,0.116,0.192,0.359,0.05,0.512,4B,931005,9265.0,57026.01,124.12,-25.66,245.4,5.36,9.63,177.23,N,N,2449265.5,1993-10-05 15:50:26.010
