time_relative_to_merger_sec,ligo_strain,bruno_flash_strain
-0.021213025763934468,-2.8001622831041606e-20,7.018596465723112e-26
-0.020968883276275108,-3.6136288215707866e-20,7.387842737007786e-26
-0.020724740788615748,-7.679791902563672e-20,7.771880030573635e-26
-0.020480598300956387,-6.640209098239499e-20,8.171007536483033e-26
-0.020236455813297027,-1.8563959834067823e-20,8.585512229545305e-26
-0.019992313325637667,-5.52321808056209e-20,9.015667540648665e-26
-0.019748170837978307,-8.885394862025117e-20,9.461732001664447e-26
-0.019504028350318947,-6.441981913094538e-20,9.923947867549399e-26
-0.019259885862659587,-5.2089095053801646e-20,1.0402539719552174e-25
-0.019015743375000227,-5.656517763969357e-20,1.0897713053705148e-25
-0.018771600887340867,-9.080804904480868e-20,1.1409652859051123e-25
-0.018527458399681507,-9.982186602329944e-20,1.193852219031421e-25
-0.018283315912022147,-5.3268283184164245e-20,1.248446073997346e-25
-0.018039173424362787,-6.548572982817689e-20,1.3047583414934698e-25
-0.017795030936703427,-1.1206681783984895e-19,1.3627978923218864e-25
-0.017550888449044066,-9.835320028702172e-20,1.422570837629176e-25
-0.017306745961384706,-7.53767142128181e-20,1.4840803912848723e-25
-0.017062603473725346,-8.117417918880307e-20,1.5473267350036732e-25
-0.016818460986065986,-1.0476674239874231e-19,1.6123068868243594e-25
-0.016574318498406626,-1.2600608403650634e-19,1.6790145735707668e-25
-0.016330176010747266,-9.285187633564927e-20,1.7474401079300532e-25
-0.016086033523087906,-7.597264158787787e-20,1.8175702707906722e-25
-0.015841891035428546,-1.2835430618392119e-19,1.889388199486882e-25
-0.015597748547769186,-1.318581777170179e-19,1.9628732825980127e-25
-0.015353606060109826,-1.0036577368486174e-19,2.038001061949046e-25
-0.015109463572450466,-1.0512462292555202e-19,2.114743142454174e-25
-0.014865321084791105,-1.2385767559529396e-19,2.193067110436812e-25
-0.014621178597131745,-1.4837604301411914e-19,2.2729364610479365e-25
-0.014377036109472385,-1.2917339676057585e-19,2.3543105353895708e-25
-0.014132893621813025,-9.86366694258883e-20,2.4371444679316667e-25
-0.013888751134153665,-1.391266238272436e-19,2.5213891447885316e-25
-0.013644608646494305,-1.6348718259953484e-19,2.6069911733952613e-25
-0.013400466158834945,-1.307430928531804e-19,2.6938928640954694e-25
-0.013156323671175585,-1.223270919905806e-19,2.7820322241188605e-25
-0.012912181183516225,-1.4424929380371692e-19,2.8713429643910676e-25
-0.012668038695856865,-1.6898107891313e-19,2.961754519578615e-25
-0.012423896208197505,-1.608624779700604e-19,3.053192081729092e-25
-0.012179753720538145,-1.2708765256790404e-19,3.1455766478206646e-25
-0.011935611232878784,-1.50037230482312e-19,3.2388250814861222e-25
-0.011691468745219424,-1.8749292822642275e-19,3.332850189124889e-25
-0.011447326257560064,-1.6537844936633013e-19,3.427560810562051e-25
-0.011203183769900704,-1.4403463651808854e-19,3.52286192435662e-25
-0.010959041282241344,-1.6145748940010668e-19,3.6186547678022954e-25
-0.010714898794581984,-1.8899878993673622e-19,3.7148369716030664e-25
