,SN_Name,SN_Time,SN_RA,SN_Dec,GRB_Time,GRB_RA,GRB_Dec,Angular_Sep_deg,GRB_Fluence_J_per_m2,Trigger_ID,Fluence_Total_J_per_m2,Bruno_Class,Time_Delay_s,Entropy_Candidate,mapped_burst_id,trigger,fluence_ch1,err_ch1,fluence_ch2,err_ch2,fluence_ch3,err_ch3,fluence_ch4,err_ch4,peak_flux_64ms,err_flux_64ms,time_flux_64ms,peak_flux_256ms,err_flux_256ms,time_flux_256ms,peak_flux_1024ms,err_flux_1024ms,time_flux_1024ms,name,burst_id,tjd,time_sec,ra_deg,dec_deg,gal_lon,gal_lat,error_radius,geocenter_angle,overwrite_flag,overwritten_flag,jd,datetime,icecube_energy,icecube_matched
383,GRB 931008B,1993-10-08,42.98,21.37,1993-10-08 07:18:14.554,42.98,21.37,0.0,,2570.0,1.0004380000000002e-06,Below Threshold,26294.554,False,931008B,2570.0,4.1369e-07,2.528e-08,9.3189e-07,2.7828e-08,3.7559e-06,6.8975e-08,4.9029e-06,7.5305e-07,2.787,0.302,5.184,2.556,0.147,5.376,2.229,0.071,1.472,4B,931008B,9268.0,26294.554,42.98,21.37,156.97,-33.42,0.85,136.45,N,N,2449268.5,1993-10-08 07:18:14.554,44729.695,True
384,GRB 931013A,1993-10-13,169.23,19.110000000000003,1993-10-13 14:57:59.066,169.23,19.11,0.0,,2581.0,8.195780000000001e-07,Below Threshold,53879.066,False,931013B,2581.0,7.6353e-07,4.0462e-08,7.9585e-07,3.484e-08,2.234e-06,8.9284e-08,4.4024e-06,1.2591e-06,1.947,0.272,4.224,1.659,0.131,4.416,1.129,0.06,4.928,4B,931013B,9273.0,53879.066,169.23,19.11,228.19,66.88,2.12,141.96,N,N,2449273.5,1993-10-13 14:57:59.066,44729.695,True
385,GRB 931014B,1993-10-14,272.5,9.34,1993-10-14 17:01:01.722,272.5,9.34,0.0,,2586.0,1.451396e-06,Below Threshold,61261.722,False,931014,2586.0,7.7926e-07,2.4249e-08,1.6979e-06,2.5852e-08,7.1913e-06,7.2256e-08,4.8455e-06,6.9006e-07,10.193,0.451,0.768,8.642,0.21,6.592,5.951,0.092,10.368,4B,931014,9274.0,61261.722,272.5,9.34,36.67,13.41,0.5,121.01,N,N,2449274.5,1993-10-14 17:01:01.722,44729.695,True
386,GRB 931016B,1993-10-16,76.21999999999998,41.34,1993-10-16 12:32:47.258,76.22,41.34,0.0,,2589.0,1.68082e-07,Below Threshold,45167.258,False,931016B,2589.0,2.2379e-07,2.3652e-08,1.8427e-07,2.4835e-08,3.1342e-07,6.209e-08,9.5934e-07,9.1215e-07,0.881,0.246,0.0,0.725,0.12,0.192,0.622,0.059,0.448,4B,931016B,9276.0,45167.258,76.22,41.34,165.08,0.09,6.1,76.95,N,N,2449276.5,1993-10-16 12:32:47.258,44729.695,True
387,GRB 931019B,1993-10-19,242.92,-18.7,1993-10-19 18:22:34.906,242.92,-18.7,0.0,,2593.0,4.309200000000001e-07,Below Threshold,66154.906,False,931019,2593.0,7.4088e-07,2.1278e-08,7.1792e-07,2.5261e-08,1.2064e-06,7.1337e-08,1.644e-06,1.123e-06,1.723,0.268,0.832,1.562,0.132,1.024,1.446,0.065,1.664,4B,931019,9279.0,66154.906,242.92,-18.7,355.16,23.26,1.66,113.03,N,N,2449279.5,1993-10-19 18:22:34.906,44729.695,True
388,GRB 931023,1993-10-23,4.191666666666666,74.17,1993-10-23 04:13:50.362,4.19,74.17,0.0,,2600.0,4.23381e-07,Below Threshold,15230.362,False,931023,2600.0,6.7581e-07,2.1114e-08,1.3113e-06,2.4987e-08,2.2467e-06,6.2767e-08,0.0,4.9668e-07,1.453,0.246,11.392,1.38,0.12,11.52,1.212,0.058,12.224,4B,931023,9283.0,15230.362,4.19,74.17,120.53,11.46,1.07,88.51,N,N,2449283.5,1993-10-23 04:13:50.362,44729.695,True
389,GRB 931024,1993-10-24,137.62999999999997,-8.489999999999998,1993-10-24 13:29:09.018,137.63,-8.49,0.0,,2603.0,9.389e-07,Below Threshold,48549.018,False,931024,2603.0,1.9472e-06,2.5191e-08,2.5951e-06,3.2544e-08,3.5815e-06,8.0722e-08,1.2652e-06,7.4604e-07,3.396,0.356,7.104,3.192,0.175,7.296,3.064,0.087,7.488,4B,931024,9284.0,48549.018,137.63,-8.49,238.49,25.76,0.53,142.01,N,N,2449284.5,1993-10-24 13:29:09.018,44729.695,True
390,GRB 931026,1993-10-26,51.35999999999999,-10.56,1993-10-26 11:35:57.338,51.36,-10.56,0.0,,2606.0,8.54521e-06,Below Threshold,41757.338,False,931026,2606.0,3.1856e-06,4.6963e-08,5.3925e-06,5.9616e-08,1.9188e-05,1.5412e-07,5.7686e-05,1.9427e-06,2.562,0.298,69.952,2.378,0.146,70.08,2.117,0.071,65.344,4B,931026,9286.0,41757.338,51.36,-10.56,195.88,-50.2,0.48,125.52,N,N,2449286.5,1993-10-26 11:35:57.338,44729.695,True
391,GRB 931030C,1993-10-30,258.58,33.47,1993-10-30 18:59:05.754,258.58,33.47,0.0,,2610.0,6.302560000000001e-07,Below Threshold,68345.754,False,931030B,2610.0,1.3817e-07,1.9828e-08,1.6606e-07,1.6888e-08,6.9813e-07,4.9285e-08,5.3002e-06,1.0412e-06,1.353,0.246,1.024,1.314,0.12,1.088,0.871,0.056,1.28,4B,931030B,9290.0,68345.754,258.58,33.47,56.67,33.83,5.89,97.35,N,N,2449290.5,1993-10-30 18:59:05.754,44729.695,True
392,GRB 931031,1993-10-31,325.1,62.73,1993-10-31 04:06:35.354,325.1,62.73,0.0,,2611.0,2.754576e-06,Below Threshold,14795.354,False,931031,2611.0,9.8156e-07,1.8619e-08,1.3698e-06,2.1139e-08,6.4384e-06,5.8176e-08,1.8756e-05,7.4151e-07,35.05,0.893,0.64,32.29,0.429,0.704,19.534,0.17,1.088,4B,931031,9291.0,14795.354,325.1,62.73,102.92,7.54,0.32,89.93,N,N,2449291.5,1993-10-31 04:06:35.354,44729.695,True
393,GRB 931106,1993-11-06,196.75,-3.13,1993-11-06 20:32:04.250,196.75,-3.13,0.0,,2619.0,2.03596e-06,Below Threshold,73924.25,False,931106,2619.0,1.4816e-06,4.4313e-08,1.9959e-06,4.4452e-08,3.8791e-06,1.0591e-07,1.3003e-05,1.4257e-06,0.946,0.231,100.608,0.736,0.112,91.84,0.665,0.055,91.904,4B,931106,9297.0,73924.25,196.75,-3.13,310.61,59.51,1.11,146.6,N,N,2449297.5,1993-11-06 20:32:04.250,44729.695,True
394,GRB 931108,1993-11-08,59.63999999999999,-6.35,1993-11-08 22:51:37.498,59.64,-6.35,0.0,,2620.0,2.0717400000000005e-07,Below Threshold,82297.498,False,931108,2620.0,4.6149e-07,4.2962e-08,5.4495e-07,3.8082e-08,1.0653e-06,7.4832e-08,0.0,5.1385e-07,1.487,0.371,0.256,1.358,0.183,0.256,1.187,0.09,0.512,4B,931108,9299.0,82297.498,59.64,-6.35,196.62,-41.01,2.66,117.89,N,N,2449299.5,1993-11-08 22:51:37.498,44729.695,True
395,GRB 931110,1993-11-10,217.59,-21.81,1993-11-10 17:14:03.674,217.59,-21.81,0.0,,2623.0,1.330874e-07,Below Threshold,62043.674,False,931110,2623.0,6.5984e-08,1.4025e-08,1.7376e-07,1.6475e-08,9.6195e-07,4.6962e-08,1.2918e-07,3.8855e-07,3.057,0.303,1.792,2.189,0.137,1.92,1.452,0.062,0.832,4B,931110,9301.0,62043.674,217.59,-21.81,331.43,35.53,3.85,88.61,N,N,2449301.5,1993-11-10 17:14:03.674,44729.695,True
396,GRB 931112,1993-11-12,311.50999999999993,55.95,1993-11-12 18:45:53.306,311.51,55.95,0.0,,2628.0,4.31761e-07,Below Threshold,67553.306,False,931112,2628.0,4.0094e-07,1.4207e-08,8.3671e-07,1.4521e-08,2.6431e-06,3.4841e-08,4.3686e-07,2.1524e-07,7.57,0.397,4.736,7.107,0.193,4.8,6.045,0.091,5.056,4B,931112,9303.0,67553.306,311.51,55.95,93.19,7.99,0.53,126.26,Y,N,2449303.5,1993-11-12 18:45:53.306,44729.695,True
397,GRB 931114,1993-11-14,29.04,-39.97,1993-11-14 05:13:15.162,29.04,-39.97,0.0,,2634.0,8.77615e-07,Below Threshold,18795.162,False,931114,2634.0,9.1205e-07,3.597e-08,1.1228e-06,4.0593e-08,2.1778e-06,1.0919e-07,4.5635e-06,1.7153e-06,1.467,0.264,11.52,1.374,0.129,11.584,1.12,0.063,11.904,4B,931114,9305.0,18795.162,29.04,-39.97,260.81,-71.43,2.54,79.43,N,N,2449305.5,1993-11-14 05:13:15.162,44729.695,True
398,GRB 931115,1993-11-15,64.28999999999999,25.32,1993-11-15 16:33:27.194,64.29,25.32,0.0,,2636.0,1.3832300000000001e-07,Below Threshold,59607.194,False,931115,2636.0,2.5555e-07,2.3562e-08,4.5871e-07,2.6141e-08,6.6897e-07,6.597e-08,0.0,4.4521e-07,0.863,0.233,0.768,0.764,0.114,0.832,0.579,0.055,0.96,4B,931115,9306.0,59607.194,64.29,25.32,170.88,-17.85,2.74,88.47,N,N,2449306.5,1993-11-15 16:33:27.194,44729.695,True
399,GRB 931117,1993-11-17,348.98999999999995,-44.14,1993-11-17 21:55:49.018,348.99,-44.14,0.0,,2640.0,3.52458e-07,Below Threshold,78949.018,False,931117,2640.0,2.8934e-07,2.3178e-08,2.7702e-07,2.0639e-08,5.5322e-07,5.6775e-08,2.405e-06,1.0596e-06,1.294,0.219,14.528,1.105,0.107,12.864,0.89,0.051,14.592,4B,931117,9308.0,78949.018,348.99,-44.14,345.11,-64.37,3.87,100.8,N,N,2449308.5,1993-11-17 21:55:49.018,44729.695,True
400,GRB 931118,1993-11-18,20.05,-6.16,1993-11-18 11:31:47.482,20.05,-6.16,0.0,,2641.0,2.89515e-07,Below Threshold,41507.482,False,931118,2641.0,2.5918e-07,3.2161e-08,2.9153e-07,3.1321e-08,3.8984e-07,7.9571e-08,1.9546e-06,1.3779e-06,0.678,0.224,0.32,0.422,0.107,0.064,0.379,0.053,0.064,4B,931118,9309.0,41507.482,20.05,-6.16,142.29,-67.94,5.96,126.97,N,N,2449309.5,1993-11-18 11:31:47.482,44729.695,True
401,GRB 931126A,1993-11-26,157.27999999999997,70.08,1993-11-26 04:46:46.682,157.28,70.08,0.0,,2660.0,1.908000000000001e-07,Below Threshold,17206.682,False,931126B,2660.0,4.8701e-07,1.6262e-08,6.2648e-07,1.9487e-08,7.9451e-07,4.8546e-08,0.0,3.4112e-07,1.041,0.235,3.392,0.93,0.115,3.52,0.814,0.057,3.776,4B,931126B,9317.0,17206.682,157.28,70.08,138.52,42.48,3.02,103.68,N,N,2449317.5,1993-11-26 04:46:46.682,44729.695,True
402,GRB 931127,1993-11-27,250.81,-23.07,1993-11-27 00:50:09.690,250.81,-23.07,0.0,,2662.0,4.070370000000001e-07,Below Threshold,3009.69,False,931127,2662.0,3.9692e-07,2.3329e-08,5.8325e-07,2.7259e-08,1.9524e-06,7.1408e-08,1.1378e-06,7.0305e-07,1.823,0.294,1.728,1.512,0.143,1.216,1.46,0.07,1.792,4B,931127,9318.0,3009.69,250.81,-23.07,356.7,14.82,1.59,127.71,N,N,2449318.5,1993-11-27 00:50:09.690,44729.695,True
403,GRB 931128A,1993-11-28,110.14,-50.66,1993-11-28 05:07:51.578,110.14,-50.66,0.0,,2663.0,1.66396e-07,Below Threshold,18471.578,False,931128B,2663.0,2.9014e-07,3.2085e-08,4.5938e-07,2.759e-08,9.1444e-07,7.2465e-08,0.0,4.7921e-07,0.863,0.23,0.896,0.651,0.112,1.088,0.471,0.054,1.792,4B,931128B,9319.0,18471.578,110.14,-50.66,262.0,-16.33,2.28,73.59,N,N,2449319.5,1993-11-28 05:07:51.578,44729.695,True
404,GRB 931128B,1993-11-28,293.33,80.88,1993-11-28 07:52:40.346,293.33,80.88,0.0,,2664.0,4.539440000000001e-07,Below Threshold,28360.346,False,931128C,2664.0,4.0229e-07,2.979e-08,5.3455e-07,3.3518e-08,1.2832e-06,8.9371e-08,2.3194e-06,1.3961e-06,0.702,0.216,2.176,0.542,0.104,2.816,0.447,0.052,3.136,4B,931128C,9319.0,28360.346,293.33,80.88,113.01,25.12,3.44,127.07,N,N,2449319.5,1993-11-28 07:52:40.346,44729.695,True
405,GRB 931128C,1993-11-28,142.64,18.21,1993-11-28 17:04:12.890,142.64,18.21,0.0,,2665.0,6.19607e-07,Below Threshold,61452.89,False,931128,2665.0,7.476e-07,2.1295e-08,8.6557e-07,2.6117e-08,1.3567e-06,7.3693e-08,3.2262e-06,1.2014e-06,2.102,0.31,1.6,1.986,0.154,1.664,1.852,0.076,1.792,4B,931128,9319.0,61452.89,142.64,18.21,212.86,43.11,1.57,85.61,N,N,2449319.5,1993-11-28 17:04:12.890,44729.695,True
406,GRB 931203,1993-12-03,6.52,24.53,1993-12-03 01:02:03.930,6.52,24.53,0.0,,2671.0,8.339000000000002e-08,Below Threshold,3723.93,False,931203,2671.0,2.3713e-07,2.1256e-08,3.4986e-07,2.4172e-08,2.4691e-07,5.9473e-08,0.0,5.0698e-07,0.522,0.203,0.128,0.379,0.1,1.408,0.291,0.049,1.408,4B,931203,9324.0,3723.93,6.52,24.53,115.61,-37.98,6.39,96.07,N,N,2449324.5,1993-12-03 01:02:03.930,44729.695,True
407,GRB 931204B,1993-12-04,221.18,-72.72,1993-12-04 14:35:14.970,221.18,-72.72,0.0,,2677.0,1.631383e-07,Below Threshold,52514.97,False,931204B,2677.0,9.9363e-08,1.8272e-08,1.389e-07,1.9015e-08,2.6272e-07,4.719e-08,1.1304e-06,7.5559e-07,0.907,0.239,-0.192,0.621,0.115,-0.192,0.518,0.056,0.192,4B,931204B,9325.0,52514.97,221.18,-72.72,311.21,-11.69,10.32,92.08,N,N,2449325.5,1993-12-04 14:35:14.970,44729.695,True
408,GRB 931206A,1993-12-06,104.59,3.56,1993-12-06 08:41:29.754,104.59,3.56,0.0,,2680.0,2.575337000000001e-07,Below Threshold,31289.754,False,931206B,2680.0,5.7695e-08,1.754e-08,1.3914e-07,1.9309e-08,5.9502e-08,4.9819e-08,2.319e-06,1.4498e-06,0.967,0.255,0.256,0.906,0.127,0.448,0.788,0.062,0.704,4B,931206B,9327.0,31289.754,104.59,3.56,210.55,3.16,4.54,115.09,N,N,2449327.5,1993-12-06 08:41:29.754,44729.695,True
409,GRB 931206B,1993-12-06,266.6,-5.62,1993-12-06 17:36:30.106,266.6,-5.62,0.0,,2681.0,7.29617e-07,Below Threshold,63390.106,False,931206,2681.0,6.8167e-07,4.2014e-08,1.2202e-06,4.1317e-08,5.3943e-06,9.7094e-08,0.0,5.6355e-07,1.856,0.258,22.272,1.639,0.127,22.336,1.438,0.062,24.064,4B,931206,9327.0,63390.106,266.6,-5.62,20.29,11.74,0.93,132.48,N,N,2449327.5,1993-12-06 17:36:30.106,44729.695,True
410,GRB 931209B,1993-12-09,259.56,20.83,1993-12-09 23:11:51.450,259.56,20.83,0.0,,2688.0,3.15779e-07,Below Threshold,83511.45,False,931209,2688.0,3.3195e-07,2.3172e-08,5.4955e-07,2.0639e-08,1.705e-06,5.7065e-08,5.7129e-07,5.2923e-07,1.226,0.245,1.792,1.083,0.12,1.024,0.995,0.059,1.792,4B,931209,9330.0,83511.45,259.56,20.83,42.71,29.42,2.26,101.94,N,N,2449330.5,1993-12-09 23:11:51.450,44729.695,True
411,GRB 931212,1993-12-12,247.61,28.44,1993-12-12 05:29:07.482,247.61,28.44,0.0,,2691.0,1.11834e-06,Below Threshold,19747.482,False,931212,2691.0,5.516e-08,2.0204e-08,1.0979e-07,1.7782e-08,9.4245e-07,5.629e-08,1.0076e-05,1.1871e-06,0.845,0.235,-0.448,0.592,0.112,-0.32,0.403,0.054,0.448,4B,931212,9333.0,19747.482,247.61,28.44,47.93,41.98,5.8,80.64,N,N,2449333.5,1993-12-12 05:29:07.482,44729.695,True
412,GRB 931217,1993-12-17,0.7583333333333332,75.3,1993-12-17 12:10:39.130,0.76,75.3,0.0,,2695.0,6.14435e-07,Below Threshold,43839.13,False,931217,2695.0,5.5994e-07,4.4098e-08,8.9061e-07,4.8676e-08,2.011e-06,1.2273e-07,2.6828e-06,1.5563e-06,0.885,0.234,0.0,0.582,0.111,0.128,0.43,0.053,2.24,4B,931217,9338.0,43839.13,0.76,75.3,119.81,12.72,3.75,87.33,N,N,2449338.5,1993-12-17 12:10:39.130,44729.695,True
413,GRB 931218,1993-12-18,244.98,41.53,1993-12-18 19:24:02.586,244.98,41.53,0.0,,2696.0,7.577500000000001e-07,Below Threshold,69842.586,False,931218,2696.0,1.4865e-06,3.0238e-08,1.9289e-06,3.3006e-08,3.7026e-06,8.8092e-08,4.595e-07,7.4904e-07,1.262,0.252,16.064,1.151,0.123,12.544,1.097,0.061,12.864,4B,931218,9339.0,69842.586,244.98,41.53,65.71,45.35,1.41,133.06,N,N,2449339.5,1993-12-18 19:24:02.586,44729.695,True
414,GRB 931219A,1993-12-19,20.49,-74.72,1993-12-19 00:46:06.490,20.49,-74.72,0.0,,2697.0,4.08472e-07,Below Threshold,2766.49,False,931219,2697.0,4.85e-07,1.8394e-08,4.3722e-07,1.832e-08,1.0489e-06,4.5437e-08,2.1136e-06,6.5823e-07,1.331,0.249,1.664,1.251,0.122,1.792,1.08,0.059,2.368,4B,931219,9340.0,2766.49,20.49,-74.72,300.22,-42.25,3.18,110.39,N,N,2449340.5,1993-12-19 00:46:06.490,44729.695,True
415,GRB 931221A,1993-12-21,91.01999999999998,-43.17,1993-12-21 02:09:50.234,91.02,-43.17,0.0,,2700.0,2.2887e-06,Below Threshold,7790.234,False,931221,2700.0,1.6011e-06,3.6537e-08,2.3296e-06,3.6556e-08,7.3493e-06,9.4653e-08,1.1607e-05,1.099e-06,4.172,0.353,53.504,4.057,0.175,53.632,3.844,0.086,54.208,4B,931221,9342.0,7790.234,91.02,-43.17,250.07,-26.43,0.5,72.26,N,N,2449342.5,1993-12-21 02:09:50.234,44729.695,True
416,GRB 931222,1993-12-22,192.52,28.65,1993-12-22 21:21:33.978,192.52,28.65,0.0,,2703.0,2.38067e-06,Below Threshold,76893.978,False,931222,2703.0,1.3908e-06,3.2127e-08,1.9401e-06,3.362e-08,7.4278e-06,8.4509e-08,1.3048e-05,8.5919e-07,3.9,0.314,0.064,2.889,0.144,0.192,1.517,0.063,28.096,4B,931222,9343.0,76893.978,192.52,28.65,134.03,88.44,0.66,153.52,N,N,2449343.5,1993-12-22 21:21:33.978,44729.695,True
417,GRB 931223,1993-12-23,256.79,41.24,1993-12-23 23:34:20.570,256.79,41.24,0.0,,2706.0,6.351550000000001e-07,Below Threshold,84860.57,False,931223,2706.0,4.8077e-07,1.8763e-08,8.5958e-07,1.9991e-08,2.7548e-06,5.461e-08,2.2564e-06,5.7392e-07,2.183,0.28,2.048,1.93,0.136,2.24,1.837,0.067,1.856,4B,931223,9344.0,84860.57,256.79,41.24,65.77,36.49,0.73,82.99,N,N,2449344.5,1993-12-23 23:34:20.570,44729.695,True
418,GRB 931225B,1993-12-25,4.849999999999999,9.87,1993-12-25 23:20:12.186,4.85,9.87,0.0,,2709.0,7.47714e-07,Below Threshold,84012.186,False,931225,2709.0,5.7344e-07,2.929e-08,1.1408e-06,2.9998e-08,4.2369e-06,7.1069e-08,1.526e-06,5.5825e-07,2.128,0.273,2.112,1.988,0.135,1.792,1.964,0.067,2.496,4B,931225,9346.0,84012.186,4.85,9.87,109.98,-52.2,0.79,176.62,N,N,2449346.5,1993-12-25 23:20:12.186,44729.695,True
419,GRB 931226,1993-12-26,205.95,21.63,1993-12-26 20:11:09.338,205.95,21.63,0.0,,2711.0,5.4122e-07,Below Threshold,72669.338,False,931226,2711.0,1.8952e-06,3.0218e-08,1.2951e-06,3.2939e-08,1.0878e-06,8.4301e-08,1.1341e-06,1.208e-06,1.082,0.225,1.472,0.906,0.108,1.6,0.801,0.053,2.368,4B,931226,9347.0,72669.338,205.95,21.63,10.98,76.88,2.82,124.5,N,N,2449347.5,1993-12-26 20:11:09.338,44729.695,True
420,GRB 931230,1993-12-30,239.79999999999995,63.59,1993-12-30 20:26:49.882,239.8,63.59,0.0,,2719.0,6.35301e-08,Below Threshold,73609.882,False,931230,2719.0,8.8815e-08,1.3378e-08,1.2043e-07,1.4141e-08,4.0303e-07,3.852e-08,2.3026e-08,3.1274e-07,1.876,0.264,0.128,1.243,0.12,0.128,0.552,0.052,0.512,4B,931230,9351.0,73609.882,239.8,63.59,96.67,42.74,8.14,90.2,N,N,2449351.5,1993-12-30 20:26:49.882,44729.695,True
421,GRB 940101A,1994-01-01,94.03,-6.52,1994-01-01 08:21:48.314,94.03,-6.52,0.0,,2725.0,2.1375540000000002e-07,Below Threshold,30108.314,False,940101C,2725.0,2.118e-08,1.6965e-08,9.5644e-08,1.744e-08,3.0113e-07,4.5624e-08,1.7196e-06,6.7666e-07,0.651,0.213,-0.832,0.514,0.103,-0.704,0.358,0.05,-0.384,4B,940101C,9353.0,30108.314,94.03,-6.52,214.77,-10.8,10.12,157.88,N,N,2449353.5,1994-01-01 08:21:48.314,44729.695,True
422,GRB 940101B,1994-01-01,307.39,-14.54,1994-01-01 15:49:45.242,307.39,-14.54,0.0,,2727.0,6.47956e-07,Below Threshold,56985.242,False,940101D,2727.0,2.5874e-07,3.0301e-08,1.8976e-07,2.5841e-08,6.0326e-07,7.2571e-08,5.4278e-06,1.6707e-06,0.546,0.214,-0.768,0.451,0.104,-0.704,0.354,0.051,41.664,4B,940101D,9353.0,56985.242,307.39,-14.54,30.32,-28.17,6.18,94.6,N,N,2449353.5,1994-01-01 15:49:45.242,44729.695,True
423,GRB 940103,1994-01-03,267.90000000000003,7.140000000000001,1994-01-03 22:12:56.346,267.9,7.14,0.0,,2736.0,7.198620000000001e-07,Below Threshold,79976.346,False,940103,2736.0,6.5338e-07,2.7083e-08,7.6384e-07,2.2197e-08,1.945e-06,6.4126e-08,3.8364e-06,9.2979e-07,5.384,0.413,1.216,4.863,0.201,1.408,3.961,0.094,1.856,4B,940103,9355.0,79976.346,267.9,7.14,32.56,16.54,0.65,99.18,N,N,2449355.5,1994-01-03 22:12:56.346,44729.695,True
424,GRB 940110A,1994-01-10,337.6,-10.8,1994-01-10 01:52:23.642,337.6,-10.8,0.0,,2749.0,2.2401e-07,Below Threshold,6743.642,False,940110,2749.0,2.9103e-07,2.3252e-08,2.4138e-07,2.0297e-08,4.0099e-07,5.0714e-08,1.3067e-06,8.6292e-07,1.361,0.241,0.128,1.241,0.117,0.512,1.108,0.057,0.96,4B,940110,9362.0,6743.642,337.6,-10.8,52.27,-53.06,3.06,117.93,N,N,2449362.5,1994-01-10 01:52:23.642,44729.695,True
425,GRB 940110B,1994-01-10,171.34999999999997,60.67,1994-01-10 09:25:37.050,171.35,60.67,0.0,,2750.0,7.8322e-08,Below Threshold,33937.05,False,940110B,2750.0,1.1411e-07,1.9804e-08,2.2896e-07,2.1428e-08,4.4015e-07,6.0975e-08,0.0,5.2172e-07,0.576,0.217,1.088,0.548,0.107,1.088,0.451,0.053,1.472,4B,940110B,9362.0,33937.05,171.35,60.67,140.47,53.43,6.76,96.78,N,N,2449362.5,1994-01-10 09:25:37.050,44729.695,True
426,GRB 940111,1994-01-11,153.16999999999996,-56.330000000000005,1994-01-11 08:53:37.050,153.17,-56.33,0.0,,2751.0,1.6332e-07,Below Threshold,32017.05,False,940111,2751.0,1.6653e-07,1.9397e-08,2.4752e-07,2.2636e-08,7.0146e-07,7.0498e-08,5.1769e-07,9.2672e-07,0.49,0.224,2.304,0.416,0.109,6.592,0.298,0.053,0.064,4B,940111,9363.0,32017.05,153.17,-56.33,282.19,0.02,4.54,78.95,N,N,2449363.5,1994-01-11 08:53:37.050,44729.695,True
427,GRB 940112A,1994-01-12,226.38,25.31,1994-01-12 12:46:23.386,226.38,25.31,0.0,,2753.0,3.019280000000001e-07,Below Threshold,45983.386,False,940112B,2753.0,3.0693e-07,2.8789e-08,4.0638e-07,2.3988e-08,1.4606e-06,6.4951e-08,8.4537e-07,7.2505e-07,1.132,0.229,4.032,0.999,0.111,4.032,0.858,0.054,4.736,4B,940112B,9364.0,45983.386,226.38,25.31,37.15,59.96,3.02,148.08,N,N,2449364.5,1994-01-12 12:46:23.386,44729.695,True
428,GRB 940115,1994-01-15,216.0,54.01,1994-01-15 03:43:30.202,216.0,54.01,0.0,,2760.0,3.422520000000001e-07,Below Threshold,13410.202,False,940115,2760.0,1.9804e-07,2.2085e-08,2.0287e-07,2.3276e-08,2.4531e-07,6.1818e-08,2.7763e-06,1.4624e-06,1.036,0.241,0.512,0.865,0.118,1.152,0.815,0.058,1.28,4B,940115,9367.0,13410.202,216.0,54.01,96.95,58.19,3.07,67.5,N,N,2449367.5,1994-01-15 03:43:30.202,44729.695,True
429,GRB 940118,1994-01-18,287.7,-63.94,1994-01-18 10:56:41.114,287.7,-63.94,0.0,,2767.0,1.5493436e-08,Below Threshold,39401.114,False,940118,2767.0,4.537e-08,2.8392e-08,0.0,2.6704e-08,1.0929e-07,7.252e-08,2.7436e-10,4.1536e-07,0.519,0.229,-0.896,0.467,0.113,-0.768,0.336,0.055,-0.192,4B,940118,9370.0,39401.114,287.7,-63.94,332.15,-26.27,7.56,90.09,N,N,2449370.5,1994-01-18 10:56:41.114,44729.695,True
430,GRB 940119A,1994-01-19,326.55999999999995,-71.63,1994-01-19 02:42:10.714,326.56,-71.63,0.0,,2770.0,6.103574e-06,Below Threshold,9730.714,False,940119B,2770.0,8.7004e-07,5.1916e-08,2.3632e-06,6.1555e-08,8.5855e-06,1.7931e-07,4.9217e-05,2.9944e-06,0.786,0.229,19.136,0.675,0.111,19.328,0.592,0.055,20.096,4B,940119B,9371.0,9730.714,326.56,-71.63,319.93,-38.8,1.87,103.82,N,N,2449371.5,1994-01-19 02:42:10.714,44729.695,True
431,GRB 940120A,1994-01-20,101.5,-35.5,1994-01-20 10:43:31.610,101.5,-35.5,0.0,,2774.0,5.88916e-07,Below Threshold,38611.61,False,940120,2774.0,3.1983e-07,2.1413e-08,4.5733e-07,2.524e-08,1.259e-06,7.1077e-08,3.853e-06,1.1512e-06,0.801,0.231,2.816,0.546,0.112,2.88,0.436,0.055,6.08,4B,940120,9372.0,38611.61,101.5,-35.5,244.9,-16.37,3.57,71.22,N,N,2449372.5,1994-01-20 10:43:31.610,44729.695,True
432,GRB 940120B,1994-01-20,146.74999999999997,85.06,1994-01-20 12:31:57.082,146.75,85.06,0.0,,2775.0,4.08414e-07,Below Threshold,45117.082,False,940120B,2775.0,1.3846e-07,2.2854e-08,1.6487e-07,2.5029e-08,2.5671e-07,6.6715e-08,3.5241e-06,1.6892e-06,0.823,0.227,-0.384,0.45,0.107,-0.192,0.348,0.052,0.064,4B,940120B,9372.0,45117.082,146.75,85.06,127.06,30.49,10.08,115.97,N,N,2449372.5,1994-01-20 12:31:57.082,44729.695,True
433,GRB 940124,1994-01-24,89.61,0.5388888888888889,1994-01-24 13:58:00.858,89.61,0.54,0.001,,2776.0,2.1119300000000002e-08,Below Threshold,50280.858,False,940124,2776.0,0.0,2.3436e-08,2.8243e-08,2.2328e-08,1.8295e-07,5.8443e-08,0.0,5.4421e-07,0.704,0.222,-0.064,0.538,0.108,-1.6,0.264,0.05,-0.832,4B,940124,9376.0,50280.858,89.61,0.54,206.32,-11.52,14.99,151.18,N,N,2449376.5,1994-01-24 13:58:00.858,44729.695,True
