,SN_Name,SN_Time,SN_RA,SN_Dec,GRB_Time,GRB_RA,GRB_Dec,Angular_Sep_deg,GRB_Fluence_J_per_m2,Trigger_ID,Fluence_Total_J_per_m2,Bruno_Class,Time_Delay_s,Entropy_Candidate,mapped_burst_id,trigger,fluence_ch1,err_ch1,fluence_ch2,err_ch2,fluence_ch3,err_ch3,fluence_ch4,err_ch4,peak_flux_64ms,err_flux_64ms,time_flux_64ms,peak_flux_256ms,err_flux_256ms,time_flux_256ms,peak_flux_1024ms,err_flux_1024ms,time_flux_1024ms,name,burst_id,tjd,time_sec,ra_deg,dec_deg,gal_lon,gal_lat,error_radius,geocenter_angle,overwrite_flag,overwritten_flag,jd,datetime,icecube_energy,icecube_matched
151,GRB 920307,1992-03-07,355.56999999999994,-45.15,1992-03-07 00:18:04.011,355.57,-45.15,0.0,,1467.0,9.92199e-07,Below Threshold,1084.011,False,920307,1467.0,8.4093e-07,1.6134e-08,9.7816e-07,1.5038e-08,2.8801e-06,4.0311e-08,5.2228e-06,5.0256e-07,2.592,0.27,4.544,2.261,0.13,4.352,2.153,0.064,5.056,4B,920307,8688.0,1084.011,355.57,-45.15,335.83,-67.31,1.16,153.02,N,N,2448688.5,1992-03-07 00:18:04.011,44729.695,True
152,GRB 920308A,1992-03-08,84.44,65.25,1992-03-08 04:55:45.259,84.44,65.25,0.0,,1468.0,3.297987e-06,Below Threshold,17745.259,False,920308,1468.0,3.0367e-07,1.2964e-08,4.924e-07,1.4548e-08,3.6708e-06,4.5172e-08,2.8513e-05,8.3889e-07,3.902,0.319,10.624,3.34,0.15,10.688,2.886,0.072,11.328,4B,920308,8689.0,17745.259,84.44,65.25,147.51,17.24,2.23,89.68,N,N,2448689.5,1992-03-08 04:55:45.259,44729.695,True
153,GRB 920310,1992-03-10,105.84999999999998,-5.91,1992-03-10 14:03:14.411,105.85,-5.91,0.0,,1472.0,5.08417e-07,Below Threshold,50594.411,False,920310,1472.0,4.637e-07,1.3169e-08,7.7537e-07,1.5409e-08,1.8402e-06,3.8219e-08,2.0049e-06,4.2974e-07,1.776,0.248,1.28,1.461,0.119,1.28,1.336,0.058,2.048,4B,920310,8691.0,50594.411,105.85,-5.91,219.55,-0.04,1.04,89.35,N,N,2448691.5,1992-03-10 14:03:14.411,44729.695,True
154,GRB 920318A,1992-03-18,254.5,-26.31,1992-03-18 10:57:13.835,254.5,-26.31,0.0,,1492.0,1.0152550000000004e-07,Below Threshold,39433.835,False,920318,1492.0,2.2235e-07,1.3745e-08,1.3512e-07,1.2815e-08,8.8315e-08,2.8955e-08,5.6947e-07,6.38e-07,0.678,0.238,0.448,0.531,0.116,0.64,0.463,0.057,0.64,4B,920318,8699.0,39433.835,254.5,-26.31,356.2,10.19,5.31,112.86,N,N,2448699.5,1992-03-18 10:57:13.835,44729.695,True
155,GRB 920323,1992-03-23,337.89,-34.66,1992-03-23 17:38:55.723,337.89,-34.66,0.0,,1515.0,5.651030000000001e-07,Below Threshold,63535.723,False,920323,1515.0,4.0132e-07,1.4172e-08,3.8231e-07,1.6183e-08,1.7237e-06,4.3776e-08,3.1437e-06,5.9426e-07,0.973,0.23,3.648,0.833,0.113,3.712,0.751,0.056,3.904,4B,920323,8704.0,63535.723,337.89,-34.66,10.06,-59.23,1.84,121.79,N,N,2448704.5,1992-03-23 17:38:55.723,44729.695,True
156,GRB 920331B,1992-03-31,264.3,30.55,1992-03-31 18:15:48.203,264.3,30.55,0.0,,1533.0,1.124367e-06,Below Threshold,65748.203,False,920331,1533.0,1.1531e-06,2.481e-08,2.5834e-06,3.0571e-08,7.1555e-06,7.3082e-08,3.5167e-07,4.8985e-07,4.859,0.345,33.6,3.998,0.16,33.792,2.97,0.072,47.68,4B,920331,8712.0,65748.203,264.3,30.55,54.78,28.41,1.2,157.65,Y,N,2448712.5,1992-03-31 18:15:48.203,44729.695,True
157,GRB 920405,1992-04-05,356.99999999999994,34.13,1992-04-05 21:41:30.859,357.0,34.13,0.0,,1540.0,2.1107400000000005e-07,Below Threshold,78090.859,False,920405,1540.0,2.9701e-07,1.6435e-08,5.4623e-07,1.8873e-08,1.2675e-06,4.6703e-08,0.0,3.1484e-07,1.041,0.222,29.12,0.884,0.109,29.12,0.659,0.052,29.888,4B,920405,8717.0,78090.859,357.0,34.13,108.23,-26.93,4.3,124.12,N,N,2448717.5,1992-04-05 21:41:30.859,44729.695,True
158,GRB 920406,1992-04-06,289.91,-57.69,1992-04-06 02:44:13.547,289.91,-57.69,0.0,,1541.0,1.384477e-05,Above Threshold,9853.547,True,920406,1541.0,5.2637e-06,2.4246e-08,1.0673e-05,3.5702e-08,4.2438e-05,1.0498e-07,8.0073e-05,9.0959e-07,38.315,0.89,75.008,35.584,0.432,75.136,31.737,0.205,75.136,4B,920406,8718.0,9853.547,289.91,-57.69,339.23,-26.34,0.44,89.77,N,N,2448718.5,1992-04-06 02:44:13.547,44729.695,True
159,GRB 920408C,1992-04-08,306.69,33.88,1992-04-08 17:33:45.195,306.69,33.88,0.0,,1546.0,2.804249e-07,Below Threshold,63225.195,False,920408,1546.0,1.9212e-08,1.08e-08,2.1677e-08,9.6533e-09,2.4596e-07,2.5075e-08,2.5174e-06,4.7287e-07,2.683,0.3,0.384,1.99,0.14,0.384,0.857,0.061,0.768,4B,920408,8720.0,63225.195,306.69,33.88,73.45,-2.54,3.81,165.69,N,N,2448720.5,1992-04-08 17:33:45.195,44729.695,True
160,GRB 920413,1992-04-13,109.73,-48.89,1992-04-13 22:55:31.946,109.73,-48.89,0.0,,1551.0,5.145291e-07,Below Threshold,82531.946,False,920413,1551.0,6.3241e-08,1.7888e-08,1.4195e-07,1.6763e-08,1.1184e-06,4.3547e-08,3.8217e-06,5.9457e-07,0.666,0.224,1.664,0.582,0.109,0.448,0.501,0.054,1.216,4B,920413,8725.0,82531.946,109.73,-48.89,260.19,-15.87,3.06,116.9,N,N,2448725.5,1992-04-13 22:55:31.946,44729.695,True
161,GRB 920414A,1992-04-14,299.99999999999994,-65.15,1992-04-14 18:37:56.714,300.0,-65.15,0.0,,1552.0,1.51552e-07,Below Threshold,67076.714,False,920414B,1552.0,2.7978e-07,1.7432e-08,3.2528e-07,1.5064e-08,4.4818e-07,3.8486e-08,4.6228e-07,5.0326e-07,0.433,0.185,2.944,0.361,0.091,3.52,0.272,0.044,3.84,4B,920414B,8726.0,67076.714,300.0,-65.15,331.06,-31.6,5.36,112.45,N,N,2448726.5,1992-04-14 18:37:56.714,44729.695,True
162,GRB 920419A,1992-04-19,149.72,-18.25,1992-04-19 10:54:40.234,149.72,-18.25,0.0,,1558.0,1.3729600000000001e-07,Below Threshold,39280.234,False,920419B,1558.0,1.4425e-07,1.2411e-08,1.7048e-07,1.4427e-08,4.496e-07,3.7789e-08,6.0863e-07,5.1519e-07,0.527,0.205,2.24,0.388,0.099,2.24,0.317,0.049,-0.256,4B,920419B,8731.0,39280.234,149.72,-18.25,255.41,28.29,6.24,73.7,N,N,2448731.5,1992-04-19 10:54:40.234,44729.695,True
163,GRB 920419B,1992-04-19,85.52,63.29,1992-04-19 20:06:46.634,85.52,63.29,0.0,,1559.0,5.50046e-07,Below Threshold,72406.634,False,920419,1559.0,2.5683e-07,1.6628e-08,6.4793e-07,1.8864e-08,2.4411e-06,4.7273e-08,2.1546e-06,4.4835e-07,1.082,0.237,4.672,0.961,0.117,1.984,0.852,0.057,2.688,4B,920419,8731.0,72406.634,85.52,63.29,149.55,16.75,1.5,84.96,N,N,2448731.5,1992-04-19 20:06:46.634,44729.695,True
164,GRB 920420,1992-04-20,320.51,13.45,1992-04-20 06:52:22.506,320.51,13.45,0.0,,1561.0,1.7133300000000004e-07,Below Threshold,24742.506,False,920420,1561.0,3.9445e-07,1.8107e-08,3.7783e-07,1.6019e-08,9.4105e-07,4.7007e-08,0.0,4.9995e-07,0.891,0.23,1.728,0.809,0.113,2.368,0.714,0.056,2.432,4B,920420,8732.0,24742.506,320.51,13.45,64.76,-25.0,3.46,97.35,N,N,2448732.5,1992-04-20 06:52:22.506,44729.695,True
165,GRB 920423B,1992-04-23,153.89999999999998,22.16,1992-04-23 22:06:41.258,153.9,22.16,0.0,,1567.0,2.2896600000000001e-07,Below Threshold,79601.258,False,920423B,1567.0,2.2565e-07,1.2442e-08,3.1365e-07,1.4283e-08,5.9416e-07,3.5999e-08,1.1562e-06,5.2672e-07,0.702,0.206,5.12,0.536,0.098,5.888,0.497,0.049,5.824,4B,920423B,8735.0,79601.258,153.9,22.16,212.22,54.38,5.42,108.13,N,N,2448735.5,1992-04-23 22:06:41.258,44729.695,True
166,GRB 920430B,1992-04-30,37.61,-8.22,1992-04-30 16:02:50.602,37.61,-8.22,0.0,,1574.0,8.51345e-07,Below Threshold,57770.602,False,920430,1574.0,6.2272e-07,3.2739e-08,7.4263e-07,2.8869e-08,1.5801e-06,7.6776e-08,5.568e-06,1.2158e-06,0.79,0.227,18.496,0.673,0.112,9.408,0.554,0.054,10.112,4B,920430,8742.0,57770.602,37.61,-8.22,178.64,-59.9,2.06,103.47,N,N,2448742.5,1992-04-30 16:02:50.602,44729.695,True
167,GRB 920502B,1992-05-02,154.82,45.42,1992-05-02 17:26:40.490,154.82,45.42,0.0,,1578.0,1.25839e-06,Below Threshold,62800.49,False,920502,1578.0,8.613e-07,1.6016e-08,1.8918e-06,2.0171e-08,5.6783e-06,5.0394e-08,4.1525e-06,4.2406e-07,4.007,0.326,5.504,3.747,0.161,5.376,3.591,0.079,5.888,4B,920502,8744.0,62800.49,154.82,45.42,171.5,54.76,0.63,152.25,N,N,2448744.5,1992-05-02 17:26:40.490,44729.695,True
168,GRB 920502C,1992-05-02,131.98999999999998,-84.96000000000001,1992-05-02 19:05:03.850,131.99,-84.96,0.0,,1579.0,1.8398960000000005e-06,Below Threshold,68703.85,False,920502C,1579.0,2.2775e-07,1.4515e-08,4.6581e-07,1.682e-08,3.1774e-06,4.866e-08,1.4528e-05,7.4977e-07,3.426,0.31,4.608,3.248,0.152,4.8,2.643,0.071,4.864,4B,920502C,8744.0,68703.85,131.99,-84.96,298.1,-24.59,3.78,77.72,N,N,2448744.5,1992-05-02 19:05:03.850,44729.695,True
169,GRB 920503A,1992-05-03,146.76,41.98,1992-05-03 02:50:29.098,146.76,41.98,0.0,,1580.0,4.7608100000000004e-07,Below Threshold,10229.098,False,920503,1580.0,2.075e-07,1.4707e-08,4.1081e-07,1.6791e-08,1.4045e-06,4.1967e-08,2.738e-06,5.3555e-07,1.364,0.236,1.344,1.209,0.115,1.472,1.124,0.057,1.728,4B,920503,8745.0,10229.098,146.76,41.98,179.01,49.79,3.12,144.46,N,N,2448745.5,1992-05-03 02:50:29.098,44729.695,True
170,GRB 920505,1992-05-05,45.36999999999999,69.94,1992-05-05 21:54:49.578,45.37,69.94,0.0,,1586.0,4.727600000000001e-07,Below Threshold,78889.578,False,920505,1586.0,5.289e-07,2.2117e-08,1.0186e-06,2.4864e-08,1.5995e-06,5.8091e-08,1.5806e-06,6.1779e-07,1.041,0.224,7.488,0.906,0.109,7.68,0.824,0.054,8.448,4B,920505,8747.0,78889.578,45.37,69.94,133.71,9.84,1.8,105.52,N,N,2448747.5,1992-05-05 21:54:49.578,44729.695,True
171,GRB 920509,1992-05-09,341.22,-82.43,1992-05-09 11:19:14.794,341.22,-82.43,0.0,,1590.0,3.097520000000001e-07,Below Threshold,40754.794,False,920509,1590.0,1.0578e-06,2.4715e-08,8.2632e-07,2.2245e-08,1.2134e-06,5.3795e-08,0.0,3.5502e-07,0.662,0.197,14.4,0.577,0.096,14.464,0.493,0.047,15.232,4B,920509,8751.0,40754.794,341.22,-82.43,307.68,-33.49,3.7,86.71,N,N,2448751.5,1992-05-09 11:19:14.794,44729.695,True
172,GRB 920511A,1992-05-11,125.04,-48.96,1992-05-11 06:27:25.034,125.04,-48.96,0.0,,1601.0,2.0769190000000003e-06,Below Threshold,23245.034,False,920511,1601.0,2.8466e-07,1.9584e-08,3.6273e-07,2.0486e-08,3.4398e-06,5.5875e-08,1.6682e-05,8.8124e-07,2.273,0.295,3.52,2.139,0.145,3.584,1.957,0.07,4.096,4B,920511,8753.0,23245.034,125.04,-48.96,265.15,-7.09,3.16,136.56,N,N,2448753.5,1992-05-11 06:27:25.034,44729.695,True
173,GRB 920511C,1992-05-11,24.33,-37.01,1992-05-11 22:28:31.978,24.33,-37.01,0.0,,1604.0,2.5481600000000005e-07,Below Threshold,80911.978,False,920511B,1604.0,1.6904e-07,1.2524e-08,2.1476e-07,1.5156e-08,4.5736e-07,4.0533e-08,1.707e-06,6.4177e-07,0.631,0.225,2.048,0.533,0.11,2.24,0.446,0.054,2.368,4B,920511B,8753.0,80911.978,24.33,-37.01,261.34,-76.16,4.44,93.46,N,N,2448753.5,1992-05-11 22:28:31.978,44729.695,True
174,GRB 920513,1992-05-13,211.16,-44.77,1992-05-13 16:52:59.114,211.16,-44.77,0.0,,1606.0,6.20296e-06,Below Threshold,60779.114,False,920513,1606.0,5.0824e-06,2.4365e-08,8.8182e-06,3.622e-08,2.6409e-05,9.5069e-08,2.172e-05,9.0667e-07,8.539,0.422,96.192,7.821,0.204,96.256,5.645,0.089,37.824,4B,920513,8755.0,60779.114,211.16,-44.77,316.36,16.19,0.65,96.24,N,N,2448755.5,1992-05-13 16:52:59.114,44729.695,True
175,GRB 920517B,1992-05-17,204.1,-16.47,1992-05-17 03:17:54.922,204.1,-16.47,0.0,,1609.0,4.6940400000000005e-06,Below Threshold,11874.922,False,920517,1609.0,2.8398e-06,1.9319e-08,5.4686e-06,2.8259e-08,1.688e-05,7.7054e-08,2.1752e-05,6.6837e-07,67.589,1.207,9.28,58.282,0.561,9.408,38.757,0.233,8.768,4B,920517,8759.0,11874.922,204.1,-16.47,318.27,45.06,0.48,77.53,N,N,2448759.5,1992-05-17 03:17:54.922,44729.695,True
176,GRB 920518,1992-05-18,247.3,33.9,1992-05-18 05:16:00.746,247.3,33.9,0.0,,1611.0,3.57311e-08,Below Threshold,18960.746,False,920518,1611.0,4.1028e-08,1.574e-08,7.0163e-08,1.3614e-08,2.4612e-07,3.0548e-08,0.0,2.546e-07,1.226,0.238,0.0,0.994,0.114,0.128,0.535,0.053,0.192,4B,920518,8760.0,18960.746,247.3,33.9,55.18,43.15,4.75,143.06,N,N,2448760.5,1992-05-18 05:16:00.746,44729.695,True
177,GRB 920520A,1992-05-20,190.03,-51.94,1992-05-20 07:40:58.090,190.03,-51.94,0.0,,1614.0,4.555470000000001e-07,Below Threshold,27658.09,False,920520,1614.0,3.955e-07,2.9013e-08,9.1477e-07,3.1083e-08,2.1809e-06,7.8009e-08,1.0643e-06,7.8848e-07,1.18,0.257,2.752,1.014,0.126,2.816,0.704,0.06,9.28,4B,920520,8762.0,27658.09,190.03,-51.94,301.16,10.89,3.01,147.11,N,N,2448762.5,1992-05-20 07:40:58.090,44729.695,True
178,GRB 920524,1992-05-24,157.51999999999998,29.22,1992-05-24 03:51:42.122,157.52,29.22,0.0,,1623.0,3.28383e-06,Below Threshold,13902.122,False,920524,1623.0,1.0699e-06,2.8436e-08,1.5485e-06,2.5605e-08,7.3989e-06,7.4773e-08,2.2821e-05,1.1218e-06,3.555,0.336,0.704,2.979,0.158,0.832,2.558,0.076,1.024,4B,920524,8766.0,13902.122,157.52,29.22,200.66,58.89,1.94,103.95,N,N,2448766.5,1992-05-24 03:51:42.122,44729.695,True
179,GRB 920525B,1992-05-25,299.62999999999994,-42.05,1992-05-25 03:27:01.738,299.63,-42.05,0.0,,1625.0,1.160778e-05,Above Threshold,12421.738,True,920525,1625.0,2.2555e-06,1.611e-08,5.8483e-06,2.5821e-08,2.7205e-05,8.1007e-08,8.0769e-05,8.4367e-07,28.061,0.744,5.056,27.293,0.367,5.12,22.638,0.168,5.504,4B,920525,8767.0,12421.738,299.63,-42.05,357.9,-29.75,0.4,94.3,N,N,2448767.5,1992-05-25 03:27:01.738,44729.695,True
180,GRB 920525C,1992-05-25,14.65,-67.13,1992-05-25 07:15:51.722,14.65,-67.13,0.0,,1626.0,1.338815e-07,Below Threshold,26151.722,False,920525C,1626.0,7.5371e-08,9.6855e-09,9.4414e-08,1.0737e-08,3.0977e-07,2.659e-08,8.5926e-07,3.5126e-07,3.229,0.302,0.192,2.629,0.142,0.256,1.24,0.059,0.768,4B,920525C,8767.0,26151.722,14.65,-67.13,301.85,-49.99,3.32,113.09,N,N,2448767.5,1992-05-25 07:15:51.722,44729.695,True
181,GRB 920526,1992-05-26,104.49,39.31,1992-05-26 02:22:16.426,104.49,39.31,0.0,,1628.0,6.07232e-07,Below Threshold,8536.426,False,920526,1628.0,9.4712e-07,2.2156e-08,1.077e-06,2.0156e-08,2.3789e-06,5.0319e-08,1.6693e-06,5.4092e-07,1.711,0.248,5.056,1.406,0.119,5.184,1.194,0.058,5.632,4B,920526,8768.0,8536.426,104.49,39.31,177.33,17.97,1.75,92.56,N,N,2448768.5,1992-05-26 02:22:16.426,44729.695,True
182,GRB 920608,1992-06-08,21.79,5.72,1992-06-08 14:26:08.874,21.79,5.72,0.0,,1637.0,3.585501e-08,Below Threshold,51968.874,False,920608,1637.0,1.6831e-08,1.4952e-08,3.5391e-09,1.1858e-08,1.6397e-07,3.3936e-08,1.7421e-07,4.1884e-07,0.725,0.213,0.064,0.568,0.104,0.064,0.403,0.05,0.512,4B,920608,8781.0,51968.874,21.79,5.72,138.99,-56.03,19.44,132.01,N,N,2448781.5,1992-06-08 14:26:08.874,44729.695,True
183,GRB 920609B,1992-06-09,260.12999999999994,-72.08,1992-06-09 18:11:52.042,260.13,-72.08,0.0,,1642.0,2.3378100000000002e-07,Below Threshold,65512.042,False,920609,1642.0,1.4961e-07,1.6303e-08,4.2678e-07,1.8249e-08,1.3659e-06,4.7724e-08,3.9552e-07,4.5056e-07,0.649,0.224,1.024,0.503,0.108,5.504,0.428,0.053,2.176,4B,920609,8782.0,65512.042,260.13,-72.08,320.41,-19.15,3.06,114.38,N,N,2448782.5,1992-06-09 18:11:52.042,44729.695,True
184,GRB 920613A,1992-06-13,312.91,-55.64,1992-06-13 14:31:43.466,312.91,-55.64,0.0,,1646.0,1.8660100000000002e-07,Below Threshold,52303.466,False,920613,1646.0,3.9819e-07,3.3549e-08,4.5802e-07,3.2628e-08,1.0098e-06,7.3317e-08,0.0,4.6255e-07,1.023,0.245,0.0,0.928,0.12,0.064,0.494,0.055,18.56,4B,920613,8786.0,52303.466,312.91,-55.64,341.81,-38.9,4.6,136.7,N,N,2448786.5,1992-06-13 14:31:43.466,44729.695,True
185,GRB 920617A,1992-06-17,100.69,-64.52,1992-06-17 03:44:28.266,100.69,-64.52,0.0,,1651.0,5.35712e-07,Below Threshold,13468.266,False,920617B,1651.0,4.7573e-07,1.4214e-08,3.7489e-07,1.3044e-08,1.1002e-06,3.6532e-08,3.4063e-06,6.2325e-07,3.028,0.289,0.32,2.792,0.14,0.384,2.398,0.067,1.088,4B,920617B,8790.0,13468.266,100.69,-64.52,274.56,-25.22,1.7,87.93,N,N,2448790.5,1992-06-17 03:44:28.266,44729.695,True
186,GRB 920617B,1992-06-17,37.66,77.51,1992-06-17 05:26:51.242,37.66,77.51,0.0,,1652.0,2.48048e-06,Below Threshold,19611.242,False,920617,1652.0,2.7367e-06,2.2465e-08,4.8683e-06,3.0883e-08,1.0916e-05,7.8689e-08,6.2838e-06,7.5178e-07,4.232,0.328,51.648,4.084,0.162,51.84,3.931,0.08,51.904,4B,920617,8790.0,19611.242,37.66,77.51,128.34,15.69,0.51,108.33,N,N,2448790.5,1992-06-17 05:26:51.242,44729.695,True
187,GRB 920617C,1992-06-17,19.04,21.47,1992-06-17 18:43:52.810,19.04,21.47,0.0,,1653.0,2.39773e-07,Below Threshold,67432.81,False,920617C,1653.0,5.1385e-07,2.0383e-08,4.4843e-07,2.3658e-08,3.9115e-07,5.6016e-08,1.0443e-06,9.1042e-07,0.8,0.215,4.416,0.705,0.106,4.416,0.488,0.051,4.864,4B,920617C,8790.0,67432.81,19.04,21.47,130.56,-41.03,6.61,149.17,N,N,2448790.5,1992-06-17 18:43:52.810,44729.695,True
188,GRB 920618,1992-06-18,315.99999999999994,-46.07,1992-06-18 21:50:07.978,316.0,-46.07,0.0,,1655.0,3.05602e-07,Below Threshold,78607.978,False,920618,1655.0,4.3823e-07,1.8005e-08,4.9303e-07,1.9247e-08,5.9326e-07,4.7774e-08,1.5315e-06,8.0096e-07,0.618,0.209,11.2,0.448,0.1,-0.064,0.3,0.049,12.16,4B,920618,8791.0,78607.978,316.0,-46.07,354.08,-41.76,4.53,108.69,N,N,2448791.5,1992-06-18 21:50:07.978,44729.695,True
189,GRB 920619A,1992-06-19,140.17,-64.71000000000001,1992-06-19 08:33:01.546,140.17,-64.71,0.0,,1656.0,4.16178e-07,Below Threshold,30781.546,False,920619,1656.0,8.6728e-07,4.2076e-08,1.1407e-06,3.6711e-08,2.1538e-06,9.5329e-08,0.0,8.9551e-07,1.711,0.25,150.016,1.438,0.122,150.08,0.923,0.056,150.4,4B,920619,8792.0,30781.546,140.17,-64.71,282.71,-10.47,2.26,99.19,N,N,2448792.5,1992-06-19 08:33:01.546,44729.695,True
190,GRB 920619B,1992-06-19,155.27999999999997,22.47,1992-06-19 13:03:57.034,155.28,22.47,0.0,,1657.0,1.033468e-07,Below Threshold,47037.034,False,920619B,1657.0,9.2498e-08,1.2321e-08,1.6273e-07,1.2903e-08,5.5984e-07,3.3095e-08,2.184e-07,3.1717e-07,0.533,0.189,1.6,0.374,0.09,1.664,0.302,0.044,1.792,4B,920619B,8792.0,47037.034,155.28,22.47,212.3,55.69,5.36,127.08,N,N,2448792.5,1992-06-19 13:03:57.034,44729.695,True
191,GRB 920620B,1992-06-20,4.849999999999999,-0.36,1992-06-20 18:57:01.674,4.85,-0.36,0.0,,1660.0,4.412860000000001e-07,Below Threshold,68221.674,False,920620,1660.0,8.22e-07,3.7009e-08,9.956e-07,2.9561e-08,1.7824e-06,6.5797e-08,8.1286e-07,5.7055e-07,1.919,0.309,0.32,1.669,0.15,0.32,1.529,0.073,0.896,4B,920620,8793.0,68221.674,4.85,-0.36,105.57,-62.15,1.29,166.4,Y,N,2448793.5,1992-06-20 18:57:01.674,44729.695,True
192,GRB 920620C,1992-06-20,162.13,10.03,1992-06-20 22:53:23.946,162.13,10.03,0.0,,1661.0,5.22535e-07,Below Threshold,82403.946,False,920620C,1661.0,1.7553e-07,1.3275e-08,2.0605e-07,1.3703e-08,6.4137e-07,3.5096e-08,4.2024e-06,6.3726e-07,0.53,0.207,2.368,0.403,0.101,2.56,0.298,0.05,1.472,4B,920620C,8793.0,82403.946,162.13,10.03,237.58,56.38,3.54,144.56,N,N,2448793.5,1992-06-20 22:53:23.946,44729.695,True
193,GRB 920622B,1992-06-22,162.1,47.17,1992-06-22 07:05:04.490,162.1,47.17,0.0,,1663.0,1.697663e-05,Above Threshold,25504.49,True,920622,1663.0,3.3729e-06,1.7681e-08,7.2944e-06,3.008e-08,3.9589e-05,9.3718e-08,0.00011951,8.3846e-07,20.238,0.644,16.064,19.004,0.312,16.192,16.729,0.147,16.576,4B,920622,8795.0,25504.49,162.1,47.17,164.92,58.68,0.31,143.29,Y,N,2448795.5,1992-06-22 07:05:04.490,44729.695,True
194,GRB 920622C,1992-06-22,346.81,10.01,1992-06-22 12:54:21.290,346.81,10.01,0.0,,1664.0,4.16059e-07,Below Threshold,46461.29,False,920622B,1664.0,5.9619e-07,1.3261e-08,1.3082e-06,1.6344e-08,2.2562e-06,3.7013e-08,0.0,1.9019e-07,10.475,0.492,2.432,8.683,0.228,2.56,7.334,0.107,2.56,4B,920622B,8795.0,46461.29,346.81,10.01,85.16,-45.08,0.55,85.59,N,N,2448795.5,1992-06-22 12:54:21.290,44729.695,True
195,GRB 920624,1992-06-24,67.54999999999998,3.05,1992-06-24 04:31:36.554,67.55,3.05,0.0,,1667.0,1.11625e-07,Below Threshold,16296.554,False,920624,1667.0,2.5249e-07,1.8444e-08,3.9073e-07,2.2433e-08,4.7303e-07,5.9814e-08,0.0,4.5292e-07,0.595,0.206,0.448,0.409,0.099,4.032,0.295,0.048,0.512,4B,920624,8797.0,16296.554,67.55,3.05,192.07,-29.31,5.59,108.13,N,N,2448797.5,1992-06-24 04:31:36.554,44729.695,True
196,GRB 920627B,1992-06-27,166.01999999999998,-2.58,1992-06-27 13:02:36.138,166.02,-2.58,0.0,,1676.0,3.5383300000000005e-06,Below Threshold,46956.138,False,920627,1676.0,2.8746e-06,2.0614e-08,5.0837e-06,2.8671e-08,1.5221e-05,7.5749e-08,1.2204e-05,6.9683e-07,11.723,0.507,25.408,10.491,0.243,25.472,6.527,0.098,28.096,4B,920627,8800.0,46956.138,166.02,-2.58,257.64,50.6,0.65,123.68,N,N,2448800.5,1992-06-27 13:02:36.138,44729.695,True
197,GRB 920628B,1992-06-28,317.79,-27.32,1992-06-28 20:57:42.762,317.79,-27.32,0.0,,1679.0,1.636588e-07,Below Threshold,75462.762,False,920628,1679.0,9.4177e-08,1.0926e-08,7.9391e-08,1.2301e-08,1.4112e-07,2.9863e-08,1.3219e-06,6.8013e-07,0.528,0.202,-0.064,0.477,0.1,0.0,0.396,0.049,0.576,4B,920628,8801.0,75462.762,317.79,-27.32,19.3,-41.46,7.77,107.92,N,N,2448801.5,1992-06-28 20:57:42.762,44729.695,True
198,GRB 920701,1992-07-01,314.64,33.44,1992-07-01 19:38:19.586,314.64,33.44,0.0,,1683.0,9.38e-07,Below Threshold,70699.586,False,920701,1683.0,4.9805e-07,1.0528e-08,8.4865e-07,1.2966e-08,2.9251e-06,3.3224e-08,5.1082e-06,3.1529e-07,7.712,0.424,2.432,7.252,0.208,2.176,5.9,0.096,2.432,4B,920701,8804.0,70699.586,314.64,33.44,77.18,-8.04,0.63,149.64,N,N,2448804.5,1992-07-01 19:38:19.586,44729.695,True
199,GRB 920707,1992-07-07,276.64,-22.06,1992-07-07 01:08:19.714,276.64,-22.06,0.0,,1687.0,7.1838e-08,Below Threshold,4099.714,False,920707,1687.0,1.0755e-07,1.6029e-08,2.4412e-07,1.8082e-08,3.6671e-07,4.4283e-08,0.0,4.9738e-07,0.656,0.229,-0.064,0.464,0.111,-0.064,0.341,0.054,0.0,4B,920707,8810.0,4099.714,276.64,-22.06,10.52,-4.7,5.23,103.2,N,N,2448810.5,1992-07-07 01:08:19.714,44729.695,True
200,GRB 920710B,1992-07-10,53.85,17.34,1992-07-10 22:13:25.250,53.85,17.34,0.0,,1693.0,5.9931e-08,Below Threshold,80005.25,False,920710,1693.0,2.0674e-07,2.5846e-08,1.3281e-07,2.0132e-08,2.5976e-07,4.8885e-08,0.0,5.6477e-07,0.915,0.284,-0.064,0.699,0.138,0.128,0.498,0.067,0.704,4B,920710,8813.0,80005.25,53.85,17.34,169.45,-30.36,3.51,139.88,N,N,2448813.5,1992-07-10 22:13:25.250,44729.695,True
201,GRB 920714C,1992-07-14,140.36,-44.64,1992-07-14 20:23:26.850,140.36,-44.64,0.0,,1700.0,1.97094e-07,Below Threshold,73406.85,False,920714B,1700.0,1.4526e-07,1.091e-08,2.0397e-07,1.1543e-08,6.6575e-07,3.1498e-08,9.5596e-07,4.3243e-07,1.125,0.224,0.96,1.014,0.109,1.152,0.925,0.054,1.472,4B,920714B,8817.0,73406.85,140.36,-44.64,268.48,3.74,3.28,124.2,N,N,2448817.5,1992-07-14 20:23:26.850,44729.695,True
