# Data for different parent isotopes separated by empty lines
# Column values are:
# [1] - neutrino energy (MeV)
# [2] - capture luminosity (1/MeV/s)
# [3] - decay luminosity (1/MeV/s)


#	h1-->neut	tau_cc (hr) = 1.0862075
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	1.13540273e+46	0.00000000e+00
0.20	3.94150499e+46	0.00000000e+00
0.30	7.60544685e+46	0.00000000e+00
0.40	1.14920143e+47	0.00000000e+00
0.50	1.51598543e+47	0.00000000e+00
0.60	1.83360654e+47	0.00000000e+00
0.70	2.08762979e+47	0.00000000e+00
0.80	2.27261312e+47	0.00000000e+00
0.90	2.38904565e+47	0.00000000e+00
1.00	2.44119547e+47	0.00000000e+00
1.10	2.43569899e+47	0.00000000e+00
1.20	2.38064109e+47	0.00000000e+00
1.30	2.28490743e+47	0.00000000e+00
1.40	2.15766077e+47	0.00000000e+00
1.50	2.00787573e+47	0.00000000e+00
1.60	1.84392475e+47	0.00000000e+00
1.70	1.67323994e+47	0.00000000e+00
1.80	1.50208150e+47	0.00000000e+00
1.90	1.33542865e+47	0.00000000e+00
2.00	1.17698765e+47	0.00000000e+00
2.10	1.02929269e+47	0.00000000e+00
2.20	8.93866870e+46	0.00000000e+00
2.30	7.71410415e+46	0.00000000e+00
2.40	6.61989904e+46	0.00000000e+00
2.50	5.65211321e+46	0.00000000e+00
2.60	4.80367794e+46	0.00000000e+00
2.70	4.06558982e+46	0.00000000e+00
2.80	3.42783327e+46	0.00000000e+00
2.90	2.88006368e+46	0.00000000e+00
3.00	2.41208956e+46	0.00000000e+00
3.10	2.01419616e+46	0.00000000e+00
3.20	1.67734598e+46	0.00000000e+00
3.30	1.39328836e+46	0.00000000e+00
3.40	1.15460280e+46	0.00000000e+00
3.50	9.54696588e+45	0.00000000e+00
3.60	7.87771824e+45	0.00000000e+00
3.70	6.48773486e+45	0.00000000e+00
3.80	5.33326869e+45	0.00000000e+00
3.90	4.37670438e+45	0.00000000e+00
4.00	3.58588240e+45	0.00000000e+00
4.10	2.93344655e+45	0.00000000e+00
4.20	2.39623120e+45	0.00000000e+00
4.30	1.95469955e+45	0.00000000e+00
4.40	1.59243573e+45	0.00000000e+00
4.50	1.29569280e+45	0.00000000e+00
4.60	1.05299428e+45	0.00000000e+00
4.70	8.54786373e+44	0.00000000e+00
4.80	6.93136712e+44	0.00000000e+00
4.90	5.61475155e+44	0.00000000e+00
5.00	4.54372185e+44	0.00000000e+00
5.10	3.67350338e+44	0.00000000e+00
5.20	2.96724526e+44	0.00000000e+00
5.30	2.39467438e+44	0.00000000e+00
5.40	1.93096433e+44	0.00000000e+00
5.50	1.55578874e+44	0.00000000e+00
5.60	1.25253131e+44	0.00000000e+00
5.70	1.00762831e+44	0.00000000e+00
5.80	8.10023165e+43	0.00000000e+00
5.90	6.50714772e+43	0.00000000e+00
6.00	5.22384465e+43	0.00000000e+00
6.10	4.19088607e+43	0.00000000e+00
6.20	3.36005651e+43	0.00000000e+00
6.30	2.69228511e+43	0.00000000e+00
6.40	2.15594372e+43	0.00000000e+00
6.50	1.72545409e+43	0.00000000e+00
6.60	1.38015021e+43	0.00000000e+00
6.70	1.10334977e+43	0.00000000e+00
6.80	8.81597944e+42	0.00000000e+00
6.90	7.04051973e+42	0.00000000e+00
7.00	5.61980991e+42	0.00000000e+00
7.10	4.48360129e+42	0.00000000e+00
7.20	3.57541306e+42	0.00000000e+00
7.30	2.84986635e+42	0.00000000e+00
7.40	2.27052743e+42	0.00000000e+00
7.50	1.80816356e+42	0.00000000e+00
7.60	1.43933504e+42	0.00000000e+00
7.70	1.14525874e+42	0.00000000e+00
7.80	9.10892252e+41	0.00000000e+00
7.90	7.24195887e+41	0.00000000e+00
8.00	5.75538735e+41	0.00000000e+00
8.10	4.57221010e+41	0.00000000e+00
8.20	3.63090125e+41	0.00000000e+00
8.30	2.88232343e+41	0.00000000e+00
8.40	2.28725331e+41	0.00000000e+00
8.50	1.81439665e+41	0.00000000e+00
8.60	1.43879739e+41	0.00000000e+00
8.70	1.14056337e+41	0.00000000e+00
8.80	9.03845873e+40	0.00000000e+00
8.90	7.16023457e+40	0.00000000e+00
9.00	5.67049093e+40	0.00000000e+00
9.10	4.48928493e+40	0.00000000e+00
9.20	3.55303303e+40	0.00000000e+00
9.30	2.81118403e+40	0.00000000e+00
9.40	2.22356376e+40	0.00000000e+00
9.50	1.75825732e+40	0.00000000e+00
9.60	1.38992058e+40	0.00000000e+00
9.70	1.09843506e+40	0.00000000e+00
9.80	8.67836033e+39	0.00000000e+00
9.90	6.85459627e+39	0.00000000e+00
10.00	5.41263748e+39	0.00000000e+00
10.10	4.27288063e+39	0.00000000e+00
10.20	3.37224549e+39	0.00000000e+00
10.30	2.66076190e+39	0.00000000e+00
10.40	2.09885776e+39	0.00000000e+00
10.50	1.65520535e+39	0.00000000e+00
10.60	1.30501140e+39	0.00000000e+00
10.70	1.02866013e+39	0.00000000e+00
10.80	8.10636726e+38	0.00000000e+00
10.90	6.38673614e+38	0.00000000e+00
11.00	5.03073587e+38	0.00000000e+00
11.10	3.96173468e+38	0.00000000e+00
11.20	3.11919148e+38	0.00000000e+00
11.30	2.45529051e+38	0.00000000e+00
11.40	1.93227671e+38	0.00000000e+00
11.50	1.52034695e+38	0.00000000e+00
11.60	1.19598125e+38	0.00000000e+00
11.70	9.40623037e+37	0.00000000e+00
11.80	7.39635418e+37	0.00000000e+00
11.90	5.81476132e+37	0.00000000e+00
12.00	4.57045477e+37	0.00000000e+00
12.10	3.59171159e+37	0.00000000e+00
12.20	2.82201422e+37	0.00000000e+00
12.30	2.21683715e+37	0.00000000e+00
12.40	1.74111062e+37	0.00000000e+00
12.50	1.36721883e+37	0.00000000e+00
12.60	1.07342046e+37	0.00000000e+00
12.70	8.42602910e+36	0.00000000e+00
12.80	6.61299699e+36	0.00000000e+00
12.90	5.18915942e+36	0.00000000e+00
13.00	4.07117734e+36	0.00000000e+00
13.10	3.19351044e+36	0.00000000e+00
13.20	2.50462633e+36	0.00000000e+00
13.30	1.96401491e+36	0.00000000e+00
13.40	1.53983714e+36	0.00000000e+00
13.50	1.20707399e+36	0.00000000e+00
13.60	9.46069399e+35	0.00000000e+00
13.70	7.41383615e+35	0.00000000e+00
13.80	5.80891103e+35	0.00000000e+00
13.90	4.55070912e+35	0.00000000e+00
14.00	3.56448582e+35	0.00000000e+00
14.10	2.79157297e+35	0.00000000e+00
14.20	2.18592961e+35	0.00000000e+00
14.30	1.71143046e+35	0.00000000e+00
14.40	1.33973539e+35	0.00000000e+00
14.50	1.04861545e+35	0.00000000e+00
14.60	8.20638133e+34	0.00000000e+00
14.70	6.42134636e+34	0.00000000e+00
14.80	5.02389086e+34	0.00000000e+00
14.90	3.93001961e+34	0.00000000e+00
15.00	3.07390450e+34	0.00000000e+00
15.10	2.40396341e+34	0.00000000e+00
15.20	1.87978361e+34	0.00000000e+00
15.30	1.46970800e+34	0.00000000e+00
15.40	1.14894203e+34	0.00000000e+00
15.50	8.98068959e+33	0.00000000e+00
15.60	7.01885752e+33	0.00000000e+00
15.70	5.48490310e+33	0.00000000e+00
15.80	4.28566195e+33	0.00000000e+00
15.90	3.34821931e+33	0.00000000e+00
16.00	2.61551685e+33	0.00000000e+00
16.10	2.04291069e+33	0.00000000e+00
16.20	1.59547521e+33	0.00000000e+00
16.30	1.24589123e+33	0.00000000e+00
16.40	9.72792388e+32	0.00000000e+00
16.50	7.59470178e+32	0.00000000e+00
16.60	5.92860290e+32	0.00000000e+00
16.70	4.62749132e+32	0.00000000e+00
16.80	3.61152819e+32	0.00000000e+00
16.90	2.81831205e+32	0.00000000e+00
17.00	2.19907653e+32	0.00000000e+00
17.10	1.71571563e+32	0.00000000e+00
17.20	1.33845715e+32	0.00000000e+00
17.30	1.04404288e+32	0.00000000e+00
17.40	8.14305543e+31	0.00000000e+00
17.50	6.35056115e+31	0.00000000e+00
17.60	4.95214041e+31	0.00000000e+00
17.70	3.86127205e+31	0.00000000e+00
17.80	3.01040489e+31	0.00000000e+00
17.90	2.34680462e+31	0.00000000e+00
18.00	1.82930834e+31	0.00000000e+00
18.10	1.42578909e+31	0.00000000e+00
18.20	1.11117508e+31	0.00000000e+00
18.30	8.65902407e+30	0.00000000e+00
18.40	6.74706787e+30	0.00000000e+00
18.50	5.25679807e+30	0.00000000e+00
18.60	4.09532158e+30	0.00000000e+00
18.70	3.19018316e+30	0.00000000e+00
18.80	2.48487485e+30	0.00000000e+00
18.90	1.93533037e+30	0.00000000e+00
19.00	1.50718917e+30	0.00000000e+00
19.10	1.17366152e+30	0.00000000e+00
19.20	9.13862357e+29	0.00000000e+00
19.30	7.11511467e+29	0.00000000e+00
