# Data for different parent isotopes separated by empty lines
# Column values are:
# [1] - neutrino energy (MeV)
# [2] - capture luminosity (1/MeV/s)
# [3] - decay luminosity (1/MeV/s)


#	h1-->neut	tau_cc (hr) = 0.023414567
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	3.76886650e+48	0.00000000e+00
0.20	1.44088065e+49	0.00000000e+00
0.30	3.07135438e+49	0.00000000e+00
0.40	5.13361123e+49	0.00000000e+00
0.50	7.49326422e+49	0.00000000e+00
0.60	1.00267494e+50	0.00000000e+00
0.70	1.26275021e+50	0.00000000e+00
0.80	1.52081476e+50	0.00000000e+00
0.90	1.76996640e+50	0.00000000e+00
1.00	2.00487510e+50	0.00000000e+00
1.10	2.22145525e+50	0.00000000e+00
1.20	2.41655990e+50	0.00000000e+00
1.30	2.58774687e+50	0.00000000e+00
1.40	2.73313265e+50	0.00000000e+00
1.50	2.85132606e+50	0.00000000e+00
1.60	2.94141925e+50	0.00000000e+00
1.70	3.00300951e+50	0.00000000e+00
1.80	3.03622715e+50	0.00000000e+00
1.90	3.04175098e+50	0.00000000e+00
2.00	3.02080010e+50	0.00000000e+00
2.10	2.97509771e+50	0.00000000e+00
2.20	2.90680920e+50	0.00000000e+00
2.30	2.81845952e+50	0.00000000e+00
2.40	2.71283720e+50	0.00000000e+00
2.50	2.59289251e+50	0.00000000e+00
2.60	2.46163688e+50	0.00000000e+00
2.70	2.32204825e+50	0.00000000e+00
2.80	2.17698674e+50	0.00000000e+00
2.90	2.02912327e+50	0.00000000e+00
3.00	1.88088242e+50	0.00000000e+00
3.10	1.73440083e+50	0.00000000e+00
3.20	1.59150098e+50	0.00000000e+00
3.30	1.45368031e+50	0.00000000e+00
3.40	1.32211421e+50	0.00000000e+00
3.50	1.19767128e+50	0.00000000e+00
3.60	1.08093825e+50	0.00000000e+00
3.70	9.72251883e+49	0.00000000e+00
3.80	8.71734822e+49	0.00000000e+00
3.90	7.79332707e+49	0.00000000e+00
4.00	6.94850339e+49	0.00000000e+00
4.10	6.17985249e+49	0.00000000e+00
4.20	5.48357541e+49	0.00000000e+00
4.30	4.85535497e+49	0.00000000e+00
4.40	4.29056879e+49	0.00000000e+00
4.50	3.78446091e+49	0.00000000e+00
4.60	3.33227554e+49	0.00000000e+00
4.70	2.92935834e+49	0.00000000e+00
4.80	2.57123014e+49	0.00000000e+00
4.90	2.25363765e+49	0.00000000e+00
5.00	1.97258618e+49	0.00000000e+00
5.10	1.72435782e+49	0.00000000e+00
5.20	1.50551863e+49	0.00000000e+00
5.30	1.31291775e+49	0.00000000e+00
5.40	1.14368022e+49	0.00000000e+00
5.50	9.95195765e+48	0.00000000e+00
5.60	8.65104639e+48	0.00000000e+00
5.70	7.51281766e+48	0.00000000e+00
5.80	6.51819999e+48	0.00000000e+00
5.90	5.65013065e+48	0.00000000e+00
6.00	4.89338712e+48	0.00000000e+00
6.10	4.23442343e+48	0.00000000e+00
6.20	3.66121412e+48	0.00000000e+00
6.30	3.16310681e+48	0.00000000e+00
6.40	2.73068456e+48	0.00000000e+00
6.50	2.35563821e+48	0.00000000e+00
6.60	2.03064921e+48	0.00000000e+00
6.70	1.74928199e+48	0.00000000e+00
6.80	1.50588645e+48	0.00000000e+00
6.90	1.29550938e+48	0.00000000e+00
7.00	1.11381447e+48	0.00000000e+00
7.10	9.57010674e+47	0.00000000e+00
7.20	8.21787727e+47	0.00000000e+00
7.30	7.05258716e+47	0.00000000e+00
7.40	6.04908806e+47	0.00000000e+00
