NIMG ZLENS SIGMA ZSRC MAGH APMAG_H IMSEP EPSILON PHI KAPPA THETA XSRC YSRC TYP LENSID DELAY MAG XIMG YIMG
2 0.67 125.0259 1.675135 25.75 25.69204 0.42754 0.2961438 166.8541 0.05584215 17.37683 -0.08012879 0.06631856 2 1332603 6.874146,0.0 -0.057962358014319836,-0.8863601310345348 0.06328491,-0.2987103 -0.09115699,0.136329
2 0.94 281.1901 1.675135 25.92 25.439 1.328854 0.2750836 105.0738 0.05234059 127.933 0.08265051 0.1610284 2 1334231 83.44096,0.0 -0.4809976373101113,-1.212564286280853 -0.3871027,-0.003270276 -0.3352513,0.9369612
2 0.831 70.14553 1.675135 25.92 25.76988 0.1239777 0.5521728 106.9336 0.1519873 79.28522 -0.002782511 -0.02899234 2 1333649 0.0,0.8708453 -0.45742109605343856,-0.15011950157425982 -0.00264768,0.01835238 -0.101122,0.02106419
2 1.418 148.2518 1.675135 25.97 25.82608 0.128976 0.2215837 72.36259 0.09846917 -157.5289 -0.01062832 -0.03145082 2 1335293 0.0,5.353737 -0.8697704227985935,-0.14391994314772186 -0.05156948,0.006475996 -0.08532278,0.02985329
2 0.926 209.894 1.675135 26.12 26.19932 0.7248244 0.3197104 -21.19084 0.04332001 -38.56613 -0.07154122 -0.1048374 2 1334156 0.0,27.52714 -1.733662876155885,0.07932243368199302 -0.4762216,0.1217956 -0.1883332,0.2212347
2 0.378 183.2314 1.675135 26.46 26.10918 1.383834 0.1095225 114.5696 0.09892944 110.9912 -0.04724026 -0.2810157 2 1330436 0.0,26.0275 -0.9160732703815117,-0.35082063605648295 0.08608313,0.1459436 -1.028163,0.3543755
4 0.5 307.6097 1.675135 26.58 25.43579 3.319041 0.399664 -172.949 0.02753572 -39.95255 -0.2052396 0.1006781 2 1331320 93.12447,0.0,65.53268,62.96995 -0.7485944496761108,-1.1442124550547925,-1.8983040766815638,-2.2046500222750387 0.4357745,-1.927449,0.6036041,1.36579 -1.248102,0.2717213,1.380497,0.6847738
2 0.585 105.4387 1.675135 27.2 26.18943 0.3732398 0.2018312 -83.67411 0.057237 82.73868 0.002889469 -0.05034985 2 1332002 0.0,2.211489 -1.0105661922247626,-2.5218878190889136 0.004957466,-0.02288093 -0.2407238,0.1314764
4 0.678 111.9438 1.675135 27.71 26.08565 0.3662231 0.2466607 27.74638 0.05502244 -114.9762 -0.01993241 -0.01127095 2 1332664 0.0,1.397965,1.246819,1.219567 -1.3146774878969958,-1.6243513250948984,-2.306168627298079,-2.6738132038741975 -0.1622953,0.1383104,-0.006118064,0.08921811 -0.1294046,-0.05058922,0.1602645,0.1367915
4 0.265 153.4617 1.675135 26.28 25.29883 1.173406 0.2951766 81.38515 0.07441239 60.85233 -0.0140231 -0.01880532 3 1329815 0.0,2.66054,2.349211,1.045001 -1.2337350499088364,-0.8352402880963243,-0.98116859360347,-1.4507976216009242 -0.2086351,0.4460395,-0.4290829,0.1424412 -0.5752934,-0.07078529,0.1770445,0.5443618
2 1.104 221.3095 1.675135 26.63 26.04077 0.6617441 0.2816606 25.57692 0.0483171 109.9873 0.04622534 -0.0740948 3 1334843 24.82478,0.0 -0.5892319780494235,-2.4609068632881876 -0.1208034,0.2290908 0.2070169,-0.3546585
2 0.323 146.8926 1.675135 26.74 25.91773 0.886283 0.1811503 70.50624 0.03663794 153.0946 0.114885 0.08837821 3 1330108 6.647195,0.0 -0.8222689301436182,-1.4821116984321354 -0.2630396,0.4394477 -0.1520703,0.3883085
2 0.431 119.9499 1.675135 26.22 25.72392 0.5687204 0.621969 163.4499 0.03780281 -139.1071 -0.1682754 0.02858743 4 1330803 7.298818,0.0 -0.8123515050372543,-0.49607633763829406 0.1155562,-0.4489631 0.004118798,0.07311809
2 0.587 212.3244 1.675135 26.31 25.898 1.504118 0.3521146 83.38692 0.06783882 48.8412 -0.1988963 -0.3107243 4 1332027 0.0,67.08629 -0.7009513139248218,-0.41199704923363806 -0.5503814,0.2715448 -1.021218,0.2384681
2 0.75 224.9055 1.675135 26.6 26.01704 1.260676 0.3303479 -159.0571 0.08520183 107.3555 -0.02698916 0.1748513 4 1333183 40.23813,0.0 -0.5829619290761133,-1.8566573192821445 0.1098573,-0.03343065 -0.4279024,0.8246039
2 1.097 249.4595 1.675135 25.4 25.87275 0.8027312 0.1774878 -2.95441 0.05006893 152.4324 0.07481683 0.2043803 5 1334818 73.86194,0.0 0.4727527232793124,-1.7561625072346283 -0.05765828,0.2535656 -0.1855569,0.554387
2 0.16 152.7566 1.675135 25.72 26.05292 1.111012 0.3231078 172.5301 0.03535033 -148.6554 -0.2188229 0.2191324 5 1329484 8.078181,0.0 0.33292186249667677,-0.9344337004003165 0.1321016,-0.7543757 -0.2176931,0.452013
2 0.857 197.2423 1.675135 25.92 25.48563 0.8859572 0.3058671 -106.1003 0.03620687 39.74718 0.1040375 0.2089818 5 1333802 47.78405,0.0 -0.43436966180073,-0.7471239614518481 -0.1043087,0.3081459 -0.1750842,0.6090085
2 0.903 108.6426 1.675135 26.05 25.31993 0.2225909 0.3637523 21.2596 0.03313045 -81.34643 0.01638546 0.02852728 5 1334044 2.127114,0.0 -0.7300655832900818,-1.1648903208260641 -0.007798297,0.1033134 -0.08220385,0.1106715
2 0.693 267.9168 1.675135 26.21 25.73744 1.908003 0.3119999 -27.04824 0.06896516 63.922 -0.05209016 -0.2887479 5 1332781 0.0,87.74483 -1.8000652483479305,-0.4725573050022472 -0.0916633,0.1856145 -1.265518,0.6222301
4 0.324 41.39997 1.675135 26.74 25.66841 0.07932569 0.2369209 49.71534 0.1000497 76.13673 0.0007080861 0.005606906 5 1330112 0.02825431,0.02278698,0.0,0.02224482 -0.9300763965514645,-2.003138723634136,-1.0715929574859722,-2.2730228761560722 0.01850863,-0.03163921,0.01538179,-0.02394347 -0.02280117,-0.005129355,0.04431894,-0.02457292
4 1.271 175.7924 1.675135 27.15 25.83836 0.2723704 0.5078968 114.0872 0.0598507 19.28135 -0.01769564 0.000571945 5 1335157 1.604417,2.059822,4.887493,0.0 -1.7915952967638413,-1.4292997319683587,-0.3956483372634911,-1.3116441467464228 -0.01075726,-0.1183546,0.1060837,-0.1140502 -0.1426103,-0.08393877,0.03776703,0.1094139
2 0.453 235.5049 1.680491 24.37 25.67319 2.05648 0.4872448 -43.95483 0.06239719 173.8465 -0.7206498 -0.006379877 1 1336925 0.0,125.2435 -0.5835475601571959,1.303185610515588 -1.802933,0.2311096 0.3750543,0.07210231
2 0.588 218.7762 1.680491 24.4 23.68606 1.683662 0.2037535 53.4946 0.113392 84.70098 -0.146651 -0.3666009 1 1337937 0.0,78.17628 -0.7139405263311204,-0.7300871984459022 -0.3890188,0.1477109 -1.221904,0.3739158
2 0.986 192.7525 1.680491 24.53 24.23005 0.6658231 0.1689959 127.5633 0.06630154 -158.6545 0.1268673 0.05253487 1 1340397 28.97656,0.0 -0.2999516209579597,-1.2101499640366717 -0.1662856,0.4562439 -0.08352838,0.152644
2 1.036 172.9816 1.680491 24.61 25.97071 0.5374408 0.4607422 -161.3509 0.0669705 -148.4566 -0.2105846 -0.05660059 1 1340575 0.0,41.9166 -0.4346010585721113,1.3607143639623143 -0.4742486,0.03585671 -0.1613635,0.007855942
2 1.076 97.27472 1.680491 24.7 24.70378 0.1398134 0.3081089 34.75817 0.04314894 -48.56667 0.03841932 0.01315071 1 1340707 2.256506,0.0 0.0037764533515575625,-0.8781869080172131 -0.0298098,0.1029817 -0.006815107,0.03693638
2 0.529 82.22426 1.680491 24.95 25.2122 0.2194043 0.2554905 -43.23369 0.02974953 155.3425 -0.05461881 -0.009993396 1 1337486 0.0,1.272927 -1.0308505968906319,0.2621983871429016 -0.1696282,0.04964959 0.0119058,0.01935418
2 1.402 135.2073 1.680491 25.0 25.76446 0.1243437 0.3126867 -154.1563 0.05438179 -170.9768 -0.04291833 -0.01326019 1 1341313 0.0,6.309785 -0.5700096780592755,0.7644553846709512 -0.1046135,0.01432294 -0.03265258,0.003617091
2 0.173 152.7566 1.680491 25.03 24.99715 1.038053 0.3716664 49.37234 0.03554877 11.21135 -0.160488 0.04990569 1 1335500 5.026588,0.0 -0.03284965109399085,-1.1877034189509246 0.3038056,-0.7333585 -0.1892992,-0.1463486
2 0.715 311.1716 1.680491 25.15 26.04064 2.518695 0.3175711 109.1227 0.05583446 38.86529 -0.593083 -0.5164138 1 1338903 0.0,327.413 -1.0297572875035592,0.8906393829623344 -1.389222,0.3521057 -1.579729,0.2400514
2 0.477 181.5516 1.680491 25.42 26.00333 1.168317 0.4352249 38.05758 0.08465742 117.0629 -0.1373525 -0.3707594 1 1337093 0.0,40.27735 -0.7576762610028449,0.5833320575469934 -0.3502828,0.02400283 -0.9163663,0.1903747
2 0.931 210.3778 1.680491 24.75 25.67352 0.9070476 0.2384669 -2.451282 0.07336439 -50.05139 0.2895272 -0.1496912 2 1340167 0.0,81.39775 -0.6658832758681252,0.9235238095773346 0.6972647,-0.09240338 -0.3885932,0.05767986
2 0.47 178.2379 1.680491 24.82 25.60708 1.125831 0.1350782 44.01913 0.0316968 137.3324 -0.3783649 -0.0803443 2 1337035 0.0,36.7389 -0.9474288845702193,0.7870777545818644 -0.9274986,0.1776664 -0.1863125,0.02840939
2 0.649 223.8721 1.680491 24.93 25.1117 1.585423 0.2229207 -119.5148 0.08005037 32.16984 0.3133841 0.3695786 2 1338386 0.0,105.8797 -0.6637715101825535,0.1816973035016154 0.9004231,-0.1808132 0.9560397,-0.2034836
2 0.429 240.4363 1.680491 25.09 26.12351 1.921721 0.4408934 -39.30306 0.02967489 -29.21627 0.4870405 0.2798994 2 1336756 0.0,86.51549 -1.0305442786409655,1.0335061422506602 1.581259,-0.3027146 0.1266783,-0.2523373
2 0.348 106.6596 1.680491 25.24 25.7153 0.4590213 0.3622926 -66.29582 0.03326918 41.14026 -0.04818422 -0.1260938 2 1336216 0.0,3.606705 -0.8792922448325258,0.475299920644964 -0.08176421,0.05200756 -0.3621939,0.07690246
2 0.283 285.1018 1.680491 25.52 25.82686 3.402388 0.3980897 37.1025 0.06856357 119.1241 0.4967135 -0.5400589 2 1335892 0.0,108.466 -2.161740228597432,0.30686182774392995 1.623339,-0.6021209 -1.880008,0.6936225
2 0.886 203.7042 1.680491 25.52 26.08734 0.8846289 0.08692375 93.68394 0.06143847 -175.1221 0.2618524 0.06841144 2 1339912 59.08713,0.0 0.5673425773781797,-0.9226024771048085 -0.1499764,0.711489 -0.03818763,0.1629234
2 0.306 217.2701 1.680491 25.56 25.0983 2.035466 0.2407627 104.0139 0.05008836 -53.99168 -0.05436717 -0.4244057 2 1335996 0.0,43.83567 -0.933436436494572,-0.46169877211163995 0.1333795,0.2238345 -1.490007,0.5434482
2 1.028 181.5516 1.680491 25.87 25.48234 0.5376223 0.3786489 49.13303 0.03347893 153.5413 -0.1200849 -0.06124586 2 1340540 0.0,25.91227 -0.838553475836399,-0.3876649051042977 -0.3474106,0.133696 -0.2089146,0.03103174
4 0.746 295.1209 1.680491 25.87 23.87823 1.862361 0.3192545 -36.66173 0.1356513 -11.05371 -0.210371 -0.4863769 2 1339117 0.0,172.0306,3.367514,3.305531 -1.991773121991205,0.9296125971510083,-3.6718258627557527,-3.5328590618924514 -1.257706,0.1914653,-0.3505303,-0.098122 -0.7800175,0.3897224,-1.324552,-1.368559
2 0.713 159.5879 1.680491 25.88 25.27787 0.6290812 0.2483095 -6.531286 0.02696092 118.1607 0.003464947 -0.07763923 2 1338883 0.0,8.436664 -1.9443923730002033,-0.602131623068135 0.1755747,0.01689705 -0.3679196,0.2408206
2 0.636 188.7991 1.680491 25.91 26.17345 1.143025 0.3801593 -105.9791 0.1335707 -167.0451 0.2610325 0.2330563 2 1338285 0.0,53.31395 -0.6638728368822027,0.26344566535949154 0.7538862,-0.1622939 0.5845861,-0.09887587
2 1.003 162.9296 1.680491 25.99 25.4341 0.412532 0.2145635 -72.3633 0.03950315 -45.96895 0.02873917 0.05279831 2 1340467 9.107492,0.0 -0.5559020705757363,-1.4188063001776687 -0.1060723,0.02816548 -0.1101384,0.2799422
2 0.533 200.9093 1.680491 26.16 25.61022 1.342562 0.2244288 -81.87432 0.04879164 -157.2073 0.04387924 0.2929228 2 1337516 40.23182,0.0 -0.5497828375482532,-1.0972541496900217 -0.07712934,0.1776978 -0.3731255,0.9450307
2 0.215 167.4943 1.680491 26.26 24.82706 1.295567 0.1301104 -36.78922 0.04620169 117.9842 -0.09538463 0.05893746 2 1335614 5.038456,0.0 -1.9155043663616431,-1.4329370143574711 0.5497785,-0.6044662 -0.05026148,0.5381371
2 0.212 299.2265 1.680491 26.3 26.13131 4.361094 0.2999171 -117.0021 0.06423784 113.6115 -0.5696111 -1.06155 2 1335605 0.0,163.0092 -0.7997946445025493,-0.16869448287985 -1.179547,0.5358638 -3.192628,0.8169239
2 0.421 191.4256 1.680491 26.67 25.30514 1.204136 0.1297757 151.7025 0.03972533 -15.19447 -0.05228098 -0.03841354 2 1336707 0.0,7.908297 -1.8694074650382526,-1.3648624352394487 -0.7744389,0.3335582 0.01674793,0.4882213
2 0.312 240.9905 1.680491 26.36 25.84879 2.640802 0.570375 145.5321 0.06712014 165.5137 -0.4845456 0.3841715 4 1336031 85.75311,0.0 -1.0232283670542328,-0.5112068460989099 0.2479571,-1.730908 -0.6450341,1.10366
2 0.747 283.7919 1.680491 26.41 25.63306 2.186401 0.2752541 158.4831 0.1028433 -81.78744 0.2487346 -0.3827823 4 1339127 0.0,176.1185 -0.8990736887341,-0.7769360742559 0.8163057,-0.2424618 -1.359044,0.5539021
2 0.49 74.30191 1.680491 26.49 25.78029 0.1962938 0.2523012 137.5596 0.01381773 -145.6219 -0.03700443 0.02114994 4 1337184 0.7522771,0.0 -0.7097082267764063,-0.9900696571311449 0.05136393,-0.1193738 -0.0224566,0.07439312
2 0.881 288.4032 1.680491 27.19 25.6054 1.696032 0.2141799 -83.02111 0.03556934 24.74956 -0.0895267 -0.1418346 4 1339885 0.0,72.98227 -1.5845999297634006,-1.5991815456838199 -0.4324068,0.5362699 -0.9438876,0.4483008
2 0.796 186.638 1.680491 24.32 25.10715 0.7871316 0.4549329 -132.621 0.08782367 154.1847 0.1920165 -0.09186017 5 1339433 0.0,34.62945 -1.1018375367185924,0.7871537470094663 0.6211932,-0.1330037 -0.1349523,0.09035483
2 0.863 148.5936 1.680491 25.69 25.1694 0.5010635 0.006311014 -118.9615 0.07545269 -121.7342 0.07447838 0.07756379 5 1339785 12.61723,0.0 -0.5205966855634777,-0.9749765947424867 -0.09797224,0.2344827 -0.09235793,0.2825265
2 0.946 201.8366 1.680491 25.72 25.94225 0.7292237 0.03719105 -147.2537 0.05859346 152.7397 -0.0021725 -0.1924959 5 1340239 0.0,40.15063 -1.3269232199726546,0.22224613375875069 0.07043107,0.005299155 -0.5496568,0.1766523
2 0.678 243.2204 1.680491 26.58 25.97548 1.64409 0.3670477 150.1723 0.04555257 130.5148 0.3256993 -0.06860716 5 1338603 0.0,88.6563 -0.7945171461618956,-0.6045246651453672 1.117419,-0.4818393 -0.4864598,-0.105139
2 1.276 337.2873 1.685857 24.46 25.69277 1.079718 0.1741302 173.4199 0.0197937 -117.1627 0.4256905 -0.01630467 1 1347150 0.0,321.3473 -0.7741009649984315,1.2327721855927822 0.960561,-0.1189657 -0.01678936,0.003556244
2 0.818 180.3018 1.685857 24.47 24.4416 0.7362266 0.4884881 101.9344 0.03793458 -165.9415 -0.1170991 0.1834347 1 1345486 34.58309,0.0 -0.02840267278849698,-0.7021427813041341 0.122628,-0.2614533 -0.1020301,0.5260712
2 0.994 166.3413 1.685857 24.47 25.28219 0.4847682 0.2637769 -169.2352 0.07212614 120.1167 -0.07089969 0.131795 1 1346402 0.0,23.40263 -0.9952633913262794,0.8121874138390559 -0.2257058,0.032222 0.3362483,-0.07420688
2 0.8 179.0606 1.685857 24.49 23.79394 0.719408 0.2590843 119.2515 0.04577435 8.852835 0.008303758 -0.1292196 1 1345392 0.0,19.27169 -1.2937834611619548,-0.6960636760072729 0.1129704,0.0379333 -0.4784167,0.2370673
2 0.476 151.008 1.685857 24.67 26.17975 0.8548525 0.186952 -176.5793 0.05001591 -5.234309 -0.3093185 0.1355993 1 1343096 0.0,24.85862 -0.6590759710128752,1.5097475859076595 -0.7451293,0.06460304 0.2394346,-0.03462071
2 0.662 101.6249 1.685857 24.81 24.83501 0.2909658 0.06179587 63.69759 0.03151867 -5.084181 -0.05234405 -0.05430421 1 1344445 0.0,3.123305 -1.1213801210447556,0.02500668946056214 -0.1631693,0.04850663 -0.148727,0.05090875
2 0.483 195.8845 1.685857 24.81 24.20633 1.386009 0.4625023 117.6145 0.03931645 50.35538 0.2009485 -0.3143688 1 1343157 0.0,45.71728 -0.7059428607646685,-0.6036744375673004 0.4965147,-0.2194672 -0.9382025,0.2485538
2 0.446 179.0606 1.685857 24.85 25.94919 1.034131 0.4785854 -161.7019 0.05071072 -170.2863 0.05434437 0.2998195 1 1342879 27.61693,0.0 1.0991933637631353,-0.8613721664566197 0.01347251,0.5448137 -0.2092878,0.6779012
2 0.71 136.1445 1.685857 24.91 24.94794 0.5455826 0.5176166 -91.07507 0.03948703 -84.02691 -0.01396522 -0.1839273 1 1344792 0.0,16.17925 -0.472138481137682,0.03794198040504536 -0.01769126,0.0121624 -0.4646151,0.08015006
2 0.352 106.9055 1.685857 25.03 25.87092 0.4920612 0.3701359 115.6319 0.05827542 118.5342 0.1378711 -0.09756955 1 1342282 0.0,4.883184 -0.5958655999306546,0.8409217479950222 0.29825,-0.06209017 -0.3095141,0.02556681
4 0.562 277.9713 1.685857 25.04 24.03898 2.827594 0.2311464 18.6795 0.1011221 -164.853 0.03944946 -0.04261739 1 1343705 29.56061,7.940676,0.0,41.71375 -1.0010237379960354,-1.3457357326182795,-1.2430976909166005,-0.691226890434121 0.2562348,-1.280089,1.425801,-0.3470457 -1.080036,-0.5487039,0.2719332,0.9546094
2 0.965 265.4606 1.685857 25.05 25.81187 1.332361 0.5111134 -123.2915 0.03188546 112.3893 -0.1091631 -0.4831994 1 1346273 0.0,200.0912 -0.5338501720005361,0.7618712262969893 -0.3310611,-0.003366434 -1.126549,0.1648851
2 0.485 179.4734 1.685857 25.18 26.16782 1.248111 0.4152389 -105.6395 0.06116197 -73.33903 -0.05301066 -0.4789296 1 1343169 0.0,52.96672 -0.5050499640917225,0.987820158207196 -0.09027429,0.004726112 -1.124898,0.1195927
4 0.407 274.7894 1.685857 25.3 24.51586 3.051645 0.5559548 -154.5845 0.03714708 -9.129242 0.1935585 0.2692016 1 1342604 86.88983,58.64077,61.2294,0.0 -0.005823444066380135,-1.6327463016055719,-1.1593473595804706,-0.7841355934084038 0.1410165,-1.346749,-0.9324376,1.596237 -0.9521849,0.1636096,0.9212471,0.970685
2 0.741 113.5011 1.685857 25.46 25.58186 0.3061117 0.3510263 105.9538 0.07338756 154.9263 0.01899824 0.07630353 1 1345004 4.455124,0.0 0.12185515142711004,-0.9682289124911231 -0.03991523,-0.01357656 -0.06878298,0.2361935
4 0.701 222.331 1.685857 25.46 24.19347 1.212733 0.4273898 -39.5397 0.09153304 -60.10042 0.1942018 0.1446049 1 1344728 46.32893,0.0,5.732842,4.644093 0.6968365350328292,-1.2665263727147078,-1.7501786345602373,-1.7059343013141282 -0.2354056,0.8200553,0.4442648,0.04601552 -0.2171126,-0.1182796,0.6292337,0.8153062
2 0.321 269.7739 1.685857 25.48 25.12121 2.875099 0.3197272 177.8929 0.03839126 67.17095 0.009586941 0.3929584 1 1342124 58.8951,0.0 -0.35879307203010047,-2.42330525051548 0.004213673,0.6936634 -1.047297,1.743913
2 0.232 172.5838 1.685857 25.6 24.95638 1.281922 0.3771278 21.0524 0.04018096 78.56469 0.06563814 0.1453946 1 1341711 8.613173,0.0 -0.6436180236251874,-1.1373262284749617 0.03863371,0.5846412 -0.5070337,0.652794
2 0.567 284.4461 1.685857 24.45 22.82218 2.350814 0.1817207 95.26981 0.06978838 26.86419 -0.05985875 0.1613301 2 1343743 50.03028,0.0 -1.6278202944007845,-2.072133060208377 0.6361743,0.03810991 -0.8505797,1.422886
2 0.606 264.2409 1.685857 24.73 24.02914 2.387511 0.3297635 83.55946 0.08652568 110.8289 0.04790442 -0.4889111 2 1344052 0.0,144.5975 -0.7008573747964268,-1.5665511592713819 0.2117584,-0.1511877 -1.713281,0.6464814
2 0.912 223.8721 1.685857 24.95 25.48121 1.046004 0.1215951 -171.9405 0.05640098 147.4457 -0.3253897 0.08398345 2 1346039 92.02767,0.0 0.5312053572231699,-0.784271104893044 0.1635444,-0.8403139 -0.047613,0.246315
2 1.033 118.5769 1.685857 24.97 24.007 0.2316827 0.35803 48.60399 0.08867566 -71.26659 0.02172799 0.03373873 2 1346549 0.0,3.329308 -0.9629955958797081,-1.5213688345772862 0.06539996,-0.04935948 0.1438788,-0.05738508
2 0.82 162.181 1.685857 25.04 26.04895 0.5656585 0.3286744 -65.90631 0.04137745 0.5432868 -0.07318404 -0.1866413 2 1345499 0.0,24.27141 -0.9703773855646858,1.008950166708716 -0.1140855,0.04596997 -0.4668462,0.07569578
2 0.823 230.6747 1.685857 25.11 25.98421 1.193772 0.3462851 -110.8295 0.05041739 131.8595 0.274531 0.3557954 2 1345518 0.0,114.3958 -0.7400249110086564,0.8742139468327248 0.5264673,-0.1170526 0.8888482,-0.1166238
2 0.646 131.8257 1.685857 25.14 25.62157 0.4712231 0.4629043 -171.6688 0.05826559 -35.05167 -0.0682518 0.08170747 2 1344332 7.875514,0.0 0.48156686577783137,-0.8447762334496769 0.04515088,-0.3265583 -0.1135072,0.1761193
2 0.531 121.899 1.685857 25.15 25.15151 0.5357586 0.3186379 -0.1940632 0.04722215 153.1532 -0.1626415 0.01703224 2 1343491 8.805025,0.0 0.0015104406225642626,-0.6498717956614498 0.09729067,-0.4335526 -0.01261714,0.05978918
2 0.324 91.20108 1.685857 25.51 26.13834 0.3494957 0.3323246 -116.4836 0.04508836 50.54597 -0.01529258 0.1090175 2 1342134 2.057531,0.0 0.628337441059562,-0.7448201762390383 0.02276865,0.02931113 -0.05834598,0.2910885
2 0.776 179.4734 1.685857 25.85 24.44123 0.7259148 0.3611329 -94.84595 0.05705278 -173.4217 0.03194247 0.05376238 2 1345234 0.0,10.06294 -1.4087724238186063,-1.598748346542673 0.1785109,-0.3113612 0.417409,-0.118294
4 1.109 252.9298 1.685857 25.97 24.6104 0.7470771 0.4438106 -159.5638 0.03182699 176.0806 0.06050496 -0.130316 2 1346799 0.0,52.20954,6.18622,6.199686 -1.359599173754277,0.4503322463608672,-3.4666615644201744,-3.471513485177673 0.5059856,-0.08724423,-0.0785157,-0.01008386 -0.2304805,0.2236148,-0.5084087,-0.5142017
2 0.824 122.18 1.685857 25.98 25.45293 0.366844 0.5456577 132.3113 0.04772385 -43.62439 0.06707516 -0.05696793 2 1345521 0.0,7.119552 -0.5270699376228789,-1.1604553097201773 0.2043517,-0.09007026 -0.194264,0.02457434
2 0.274 215.2782 1.685857 26.04 25.91978 1.951425 0.1598217 -159.5414 0.0597871 -45.8342 0.3190247 0.3296709 2 1341890 37.68721,0.0 -0.12022429797178355,-1.366620966273815 -0.3407863,1.084811 -0.4250235,0.9075423
2 0.986 212.3244 1.685857 26.08 25.03368 0.8559373 0.1593614 -104.0938 0.09934457 108.0139 0.01629579 -0.09486629 2 1346365 0.0,26.78288 -1.0463245398801166,-2.471217127187156 0.09090527,-0.1862506 -0.5385268,0.2712962
2 0.653 176.1976 1.685857 26.11 25.99881 0.8796882 0.1364891 -54.30345 0.02275367 44.03093 -0.1382349 -0.1334975 2 1344379 0.0,23.5373 -1.4013643796242379,-0.11119064455074311 -0.4418168,0.1797698 -0.4585638,0.1639163
2 0.666 121.3389 1.685857 26.21 25.30048 0.3955711 0.3832097 140.5002 0.02619782 -76.75448 -0.02301851 0.04816955 2 1344475 3.624048,0.0 -0.9095186560267845,-0.9714478111311858 -0.03025771,-0.1594069 -0.1509498,0.2229446
4 0.293 222.331 1.685857 26.26 25.43135 2.31969 0.4700293 142.7028 0.09805985 15.91872 -0.05476334 0.07449131 2 1341978 16.27104,8.057224,0.0,12.85726 -0.6321586590676391,-1.4013894668614746,-1.1124983755065274,-0.8286517562593819 -0.2746216,1.079565,-1.116006,0.587906 -0.8258124,-0.2224897,0.5261281,0.7840308
2 1.52 317.6874 1.685857 26.28 26.10005 0.3701725 0.1320144 31.03084 0.03996776 -94.3382 0.02478547 0.08526525 2 1347309 68.14836,0.0 -0.17995066129460374,-1.030054157789386 -0.01835382,0.08671463 -0.09129523,0.2636531
2 0.849 198.1527 1.685857 26.45 26.1815 0.8273202 0.08052522 47.61556 0.02072055 26.80992 -0.039527 0.1643879 2 1345669 31.6988,0.0 -0.268502373409635,-1.4822367333103004 0.07501037,-0.06988615 -0.2364145,0.5781183
2 0.333 140.9289 1.685857 26.56 25.73063 0.8475979 0.3251056 80.89437 0.04910403 -165.6402 -0.09402312 -0.1501749 2 1342187 0.0,8.071304 -0.9515405334973864,-0.8293682024431603 -0.3089626,0.1727464 -0.5183422,0.1790663
2 1.337 139.6368 1.685857 26.59 24.88416 0.147278 0.2343147 -134.4887 0.07938054 111.1113 -0.002241168 0.008338713 2 1347203 1.335061,0.0 -1.717756877929169,-1.705839993920471 0.04806975,-0.001459741 -0.04902315,0.08967665
2 0.487 155.5966 1.685857 26.76 25.90109 0.8576143 0.1665765 -26.29051 0.06994543 105.1487 -0.1362741 0.07103097 2 1343182 11.97428,0.0 -0.8589089321021987,-1.115152459942364 0.2595471,-0.4652545 -0.08671798,0.3717194
4 0.175 112.7197 1.685857 26.88 26.0321 0.6503173 0.5518534 104.4382 0.03758863 39.60503 0.02584048 -0.06301473 2 1341558 0.0,1.26175,1.124009,1.070943 -0.8478979079149267,-0.6674873070660624,-1.1708727575976952,-1.8443607687732015 0.09342802,-0.232041,0.20975,0.02375922 -0.3811664,0.0384008,0.1591989,0.2654083
2 1.417 184.0772 1.685857 27.16 25.43912 0.1867907 0.3084102 33.22124 0.07635517 -59.03714 0.001323258 -0.00852494 2 1347268 2.259542,0.0 -1.7208842346341922,-2.3833372490063804 -0.03868339,-0.0288414 0.08307993,-0.1034513
2 0.213 175.3881 1.685857 27.31 26.00828 1.230992 0.1831578 20.21961 0.07041041 76.17055 -0.06829394 0.03724647 2 1341656 3.624413,0.0 -1.301724229499169,-2.3337206239300445 0.4760119,-0.7433969 -0.3720728,-0.2035952
4 0.752 200.9093 1.685857 26.9 25.82734 1.11827 0.3326677 113.9306 0.06174298 -66.95464 0.007372823 0.04953022 3 1345079 8.450405,15.51745,11.50332,0.0 -1.5244927595315616,-0.6210802503850398,-1.072659514160749,-1.1016781411632295 0.2947647,-0.3365578,0.4508759,-0.1802337 -0.4288783,-0.23072,0.07882758,0.5834969
4 0.622 153.8155 1.685857 27.35 25.45989 0.6296349 0.433905 172.8792 0.01782839 80.21511 -0.01177374 -0.08851801 3 1344159 0.08224375,0.0,7.542706,0.3210903 -1.989409548352346,-1.8901141114560562,0.04117998176186719,-2.260001403913679 0.215161,-0.3004564,0.02808068,-0.03951957 -0.3456618,-0.2778842,0.2221914,-0.403804
4 0.71 173.3804 1.685857 27.67 25.84482 0.7823644 0.3574939 143.8122 0.05796173 -129.186 0.02078752 -0.003012606 3 1344795 4.132294,0.0,2.384617,3.019814 -1.579345849814959,-1.8251760862138047,-2.4575547833546594,-2.028673420791743 -0.2665486,0.3720141,-0.2571514,0.1323862 -0.2591603,-0.185646,0.2793753,0.3655177
