NIMG ZLENS SIGMA ZSRC MAGH APMAG_H IMSEP EPSILON PHI KAPPA THETA XSRC YSRC TYP LENSID DELAY MAG XIMG YIMG
2 1.019 297.1666 2.004166 25.17 24.52631 1.768628 0.3334111 -159.6058 0.08446122 -64.43839 -0.3853673 -0.009562062 5 1696853 0.0,187.6167 -1.123935874814028,-0.6436888418366171 -1.250183,0.5175272 0.004363446,-0.05261198
2 0.911 447.7133 2.004166 25.56 25.29096 4.734266 0.02743273 -149.4212 0.02593824 162.028 -0.8120547 0.6581684 5 1696286 1095.038,0.0 -0.2690414775421918,-1.2031922641476969 0.9799852,-2.805084 -0.8540347,1.989647
2 0.116 161.808 2.004166 25.86 25.81434 1.456038 0.1703397 -102.88 0.03592133 64.12988 0.1485666 0.3764963 5 1692033 9.159453,0.0 -0.04565559802610661,-0.811386696943922 -0.1228145,0.4103736 -0.2829318,1.071969
2 0.748 187.4995 2.004166 26.53 25.45898 0.9628193 0.0456988 -28.92095 0.04608454 -36.74768 -0.01146081 0.1116228 5 1695292 17.9319,0.0 -1.0710230507788394,-1.6534080224262107 -0.03264142,-0.2370491 -0.3722098,0.5686613
2 0.559 289.068 2.01018 24.51 24.94548 3.014708 0.3549249 -19.77794 0.02540923 5.379331 0.8145572 -0.5893621 1 1700400 0.0,309.5355 -0.6595036783343851,0.4354780888047939 2.217765,-0.3485166 -1.234098,0.3478819
2 0.512 207.0141 2.01018 24.53 25.83833 1.471408 0.04081124 29.80561 0.05115609 164.9863 -0.1357917 -0.5595675 1 1700089 0.0,75.61687 -1.0978752346017748,1.3083273410052907 -0.3239887,0.0411556 -1.242059,0.1833216
2 0.506 69.1831 2.01018 24.63 23.70676 0.1866429 0.2791241 -153.7955 0.03248551 -130.2054 0.02723382 0.01649108 1 1700042 0.0,0.521648 -0.9232354295803963,-1.8060123820056886 0.1066123,-0.0510547 0.06719108,-0.03269219
2 0.607 118.3042 2.01018 24.67 24.98148 0.4468155 0.2678335 -64.26129 0.05484428 57.32314 -0.101102 0.08888147 1 1700759 6.943785,0.0 0.3114780212110632,-0.9619297829514302 0.08001974,-0.2260847 -0.05140761,0.2740831
2 1.338 385.4784 2.01018 24.77 24.87919 1.771366 0.1745769 -72.72312 0.03955951 -36.65462 0.3542749 0.1751275 1 1704412 374.5338,0.0 0.1091887774427377,-1.8706627685901311 -0.4475978,1.192213 -0.2175439,0.4523503
2 0.382 184.0772 2.01018 24.77 25.48629 1.441242 0.4279356 79.68165 0.08173403 33.70844 -0.3641059 -0.2263011 1 1699266 0.0,39.69167 -0.677479237235547,0.7162938031245986 -0.890776,0.2393645 -0.827814,0.06659097
2 1.043 208.4491 2.01018 24.94 25.06355 0.8220794 0.03315972 94.00675 0.07606441 40.015 -0.06045893 0.1975244 1 1703469 49.31372,0.0 0.12354975466105589,-1.3265322850910994 0.07418438,-0.04950228 -0.1979333,0.6147882
2 0.242 230.6747 2.01018 24.99 25.09993 2.555745 0.127005 13.63642 0.03997475 -12.46462 -0.5696952 0.3547184 1 1698661 60.87923,0.0 0.10992908215452167,-0.9741677379539195 0.4578,-1.807181 -0.3599283,0.824003
2 0.704 96.60509 2.01018 25.01 25.89879 0.2681738 0.2649575 -132.412 0.05674924 22.86712 0.07821241 -0.02774414 1 1701461 0.0,3.251838 -1.0008976357283759,0.888792004053444 0.2230726,-0.04308247 -0.01103651,0.02180617
2 0.702 215.2782 2.01018 25.07 23.85856 1.355633 0.3481969 20.73781 0.05748477 -69.64087 -0.2050021 -0.02568971 1 1701453 0.0,40.35916 -1.2114449587766347,-1.4912604491322223 -0.865709,0.4859799 -0.1634062,-0.06007118
2 0.231 199.5262 2.01018 25.31 24.74468 1.805198 0.437382 -38.41507 0.03126413 -89.13075 0.1051061 -0.2737852 1 1698622 0.0,20.75713 -0.8886795657980556,-0.5653218898861985 0.6950436,0.1360883 -1.090032,0.6264497
2 0.546 235.5049 2.01018 25.31 25.49477 1.811422 0.2918774 72.74784 0.05471167 103.1709 0.3128937 -0.1970573 1 1700305 0.0,70.40486 -1.2820060599467522,0.18476527213478453 0.7285445,-0.4870684 -1.129705,0.2132527
2 0.271 84.91805 2.01018 25.33 25.21424 0.3461868 0.2151844 158.8116 0.1074353 151.7926 -0.04230118 0.06391818 1 1698764 1.144668,0.0 -0.11575785664559883,-0.7785782603251633 0.02508154,-0.2023822 -0.08482327,0.1761471
2 0.833 137.0882 2.01018 25.4 25.68225 0.5288722 0.3539226 110.5537 0.0480329 127.1668 -0.09473254 0.1447758 1 1702336 0.0,17.24003 -0.5880905245455027,0.28224999519264743 -0.2305745,0.05289725 0.3828135,-0.06367242
2 0.437 198.6095 2.01018 25.76 25.39756 1.555715 0.04307665 121.3261 0.04660364 -89.0251 0.2221309 -0.2485993 1 1699614 0.0,37.78181 -1.1593003306256504,-0.36243595886296087 0.6198401,-0.3172348 -0.9381985,0.3036305
2 1.045 154.17 2.01018 25.91 24.46292 0.4930093 0.1154116 -33.58117 0.06875637 24.50466 -0.0451969 -0.01373372 1 1703479 0.0,6.845162 -1.4470760446688702,-2.1150713552379887 -0.290242,0.1724388 -0.07328994,0.0969587
2 1.415 229.0868 2.01018 25.98 26.015 0.6118099 0.3099375 -28.31656 0.02951282 -1.50135 -0.161308 0.09423724 1 1704547 73.24575,0.0 0.035002978486954606,-0.6916335074001578 0.09732937,-0.4417987 -0.06247138,0.2267557
2 0.578 174.9847 2.01018 24.03 24.82922 0.9463019 0.4132768 -165.4933 0.04423217 -151.2291 -0.04637809 -0.2483195 2 1700547 0.0,27.8006 -0.9549736757680506,0.7992212849507336 -0.4547487,-0.005867075 -0.6187826,0.2142795
2 0.547 215.2782 2.01018 24.81 25.51974 1.652726 0.07438177 106.5272 0.04458971 -35.94734 0.1252909 -0.5392441 2 1700312 0.0,89.54985 -0.8740363338948651,0.7097365228800789 0.4511143,-0.05284094 -1.314127,0.2598907
2 1.546 169.8244 2.01018 25.0 25.49097 0.2084462 0.3779716 -63.14034 0.05824659 127.6173 0.02820013 0.0376183 2 1704726 10.04053,0.0 0.49097402728126194,-1.0944588247733258 -0.04493055,0.01424234 -0.03866902,0.1612019
2 1.433 235.5049 2.01018 25.1 24.92872 0.5894175 0.2787819 57.25098 0.04785298 135.8073 0.05880981 0.1485807 2 1704583 62.96012,0.0 -0.17128096951628358,-0.9376672375564024 -0.04445003,0.1556169 -0.1327546,0.4216695
2 0.172 64.26877 2.01018 25.33 25.88902 0.1870674 0.2592667 10.74521 0.068306 51.7169 0.03973443 -0.03619629 2 1698467 0.0,0.2467244 -1.362452409597833,0.5590236735828253 0.1288205,-0.02764507 -0.06886989,0.03366182
2 0.58 170.2159 2.01018 25.49 25.69789 1.06073 0.5133009 136.7014 0.03789153 -3.393273 0.3114821 -0.1897401 2 1700565 0.0,41.37014 -0.5109518811862971,0.20789156117022214 0.7651473,-0.1471472 -0.4835076,0.05766358
2 1.02 180.3018 2.01018 25.51 26.10654 0.6549098 0.3221393 -65.47908 0.04300022 -100.4046 0.1718403 -0.1237277 2 1703355 0.0,39.26465 -0.7945244582940976,0.5965401158534694 0.3650068,-0.1081635 -0.4047116,0.04807604
2 0.85 140.2814 2.01018 25.57 24.64705 0.4674464 0.1105266 -37.39783 0.0283167 162.9252 -0.01717591 -0.04703846 2 1702420 0.0,4.627903 -2.6327066777706047,-0.9229500897947707 -0.03473501,0.07555029 -0.2831811,0.1710692
4 0.596 135.5189 2.01018 25.67 25.03503 0.6615916 0.4769556 18.46463 0.05438285 154.7276 -0.0034665 0.009479614 2 1700680 2.520443,0.0,0.1381395,1.941954 -0.41475116713326404,-1.155762472546054,-1.194816395468535,-0.6349717924169646 0.06055188,-0.3344607,0.318306,-0.05958865 -0.2438572,-0.02592128,0.08177797,0.2641398
2 0.208 129.1219 2.01018 25.77 25.31568 0.9030438 0.6115148 144.5412 0.05706415 137.8431 -0.1871546 0.1248848 2 1698546 0.0,6.114527 -0.45431606730161855,-1.81225507794048 -0.5664335,0.209978 0.4076069,-0.05355829
2 0.867 203.7042 2.01018 25.78 26.1829 0.9671154 0.3945423 69.35281 0.04610362 -29.35142 -0.1687894 0.1612706 2 1702534 47.53354,0.0 0.40289725718106373,-1.2513249434098486 0.203779,-0.4008269 -0.1358966,0.6189304
2 0.258 88.30799 2.01018 25.79 25.52407 0.3359913 0.3016398 108.0999 0.05183082 40.80818 -0.05595129 0.006317435 2 1698709 0.7330702,0.0 -0.2659269185863976,-2.0238716799212955 0.1144178,-0.21576 0.001913282,0.06414502
2 1.344 233.3458 2.01018 25.82 24.87482 0.6498564 0.2604073 133.2228 0.07136347 71.13478 -0.03760606 -0.04773754 2 1704426 0.0,24.40116 -1.7102912488605986,-0.9451835543745875 -0.09214888,0.2070097 -0.4045611,0.1723423
2 0.424 189.6706 2.01018 25.83 25.23246 1.597444 0.494459 -67.79899 0.1666309 55.26617 0.0380035 -0.4331723 2 1699537 0.0,47.65963 -0.5975369475353556,-0.6532249911931174 -0.1035653,0.007515434 -1.26392,0.3296571
2 0.484 86.29785 2.01018 25.85 25.0104 0.2719484 0.1261211 -118.4275 0.04014056 89.08009 -0.03415956 -0.02428424 2 1699902 0.0,0.987316 -1.3351173284351985,-0.8395996792222837 -0.1201637,0.08759464 -0.1378539,0.03762369
2 0.769 112.7197 2.01018 26.0 25.6717 0.329099 0.2901807 118.4683 0.07569594 45.8552 0.06050898 -0.03281654 2 1701914 0.0,3.80653 -1.3896696705878464,-0.3282958480895537 0.1859361,-0.09728942 -0.1372923,0.03030682
2 1.191 209.4112 2.01018 26.01 25.79672 0.670139 0.5579919 119.5373 0.0321145 35.40546 0.01154254 -0.1563442 2 1704046 0.0,46.03873 -0.7048860324700332,-0.21327908064776602 0.1255431,0.08794753 -0.499938,0.1691456
2 0.711 138.6756 2.01018 26.03 25.56546 0.5917708 0.3893394 112.2907 0.03628784 51.93031 -0.04888523 0.1545493 2 1701510 13.83842,0.0 -0.4645386264113565,-0.7348282394460448 0.03798747,-0.1206087 -0.1301233,0.4399994
2 0.939 140.2814 2.01018 26.05 25.59381 0.4329541 0.3088292 168.9128 0.06376294 107.6406 -0.01254284 0.06301274 2 1702899 7.095157,0.0 -0.4561864266677418,-1.329839588516442 -0.006404752,-0.1435367 -0.1513666,0.2592963
2 0.604 54.32503 2.01018 26.1 25.34999 0.09776283 0.3294743 132.1633 0.03639008 -97.80701 -0.002569673 0.01691525 2 1700734 0.2025212,0.0 -0.7500145207527111,-0.9855634211370041 -0.007395552,-0.02039469 -0.03139399,0.06550077
2 1.519 130.3167 2.01018 26.19 26.02561 0.1525732 0.07241079 -64.98717 0.03151198 -125.8455 0.0196553 0.02973767 2 1704689 4.542797,0.0 -0.16438984015309938,-1.1293901229841365 -0.02324669,0.05919512 -0.03194461,0.09643741
4 0.103 182.81 2.01018 26.25 24.64998 1.691498 0.3421679 166.5102 0.02567466 17.02027 0.02889895 0.1232052 2 1698352 3.408935,0.0,0.2380831,0.6471916 -0.49419223744440305,-1.6000228025274446,-1.7726870597966091,-1.7990500748975564 -0.1327869,0.9363979,-0.7303117,0.1111789 -0.6619446,0.3300271,0.6185489,0.9159223
2 1.293 177.8279 2.01018 26.25 26.09803 0.4436866 0.5995243 2.968755 0.03405726 153.3146 -0.1160833 0.03380234 2 1704301 28.21899,0.0 -0.15196927782411512,-0.5112868493412182 0.06787768,-0.3553274 -0.07300771,0.06024137
4 0.718 145.5459 2.01018 26.3 25.59113 0.6814049 0.4708866 114.9585 0.03409066 -47.88864 0.02188141 -0.04683795 2 1701559 0.0,6.174571,6.279157,5.157451 -0.8766960393252992,-0.7088749300067109,-0.6947286781748023,-1.5428897075058958 0.1811485,-0.2533948,0.1758762,-0.140895 -0.3497566,-0.03559435,0.1783798,0.2507436
2 0.311 172.5838 2.01018 26.41 26.12685 1.350503 0.5896168 67.35003 0.03297048 -158.1341 -0.08131515 -0.3945473 2 1698940 0.0,26.7522 -0.5255407234428611,-0.2831465799270826 -0.3619848,-0.04717354 -1.038296,0.2750018
2 0.921 115.3453 2.01018 26.44 25.70846 0.3209274 0.02902121 169.1306 0.04841495 -74.47816 -0.01803429 0.05716428 2 1702802 4.326465,0.0 -0.7315399693878871,-1.1703596835196233 0.0276591,-0.06859829 -0.09348407,0.2126677
2 0.817 200.4472 2.01018 26.65 25.69362 1.119063 0.2709081 -153.3448 0.0513855 -154.1862 -0.1253565 -0.06941482 2 1702240 0.0,30.1072 -0.9563847556343319,-2.6030463441032605 -0.6450158,0.2509857 -0.3358209,0.334615
2 0.808 213.7962 2.01018 26.78 25.76689 1.07602 0.3338057 62.53997 0.05690694 119.7608 -0.02973816 0.06671014 2 1702175 20.61867,0.0 -1.0131148242663908,-1.397691512724971 0.4299098,-0.01158954 -0.2750447,0.7062283
2 0.672 143.5489 2.01018 26.82 26.00099 0.6565158 0.4023203 70.51987 0.03750713 133.2947 -0.01092042 -0.1416435 2 1701248 0.0,12.49624 -0.8190067100056676,-1.0484013475162628 -0.04847502,-0.03204493 -0.4698294,0.1864808
2 1.128 120.5036 2.01018 26.83 26.02706 0.2555157 0.4745488 167.3343 0.03070834 62.38674 -0.05054616 -0.003095062 2 1703804 0.0,4.69845 -0.8029414110533023,-1.0594949455249545 -0.1826808,0.07006173 0.004012438,0.04155557
2 1.193 339.6253 2.01018 27.03 25.94494 1.797421 0.4093979 3.699603 0.08017665 87.81872 -0.3391905 0.01751794 2 1704051 241.4828,0.0 -1.2015061675660041,-1.0850594448723458 0.5741615,-1.219907 -0.1316984,-0.02197141
2 0.92 157.7611 2.01018 27.04 26.07285 0.565829 0.3216809 -160.073 0.07921602 -22.80367 -0.07717319 -0.03437652 2 1702796 0.0,12.02742 -0.9671495154282059,-1.1454709179693707 -0.3879912,0.1263136 -0.07583167,0.1600772
4 0.226 153.1087 2.01018 27.15 25.68539 0.9690765 0.4659593 -23.3444 0.06149357 -146.9561 -0.006185555 -0.1495364 2 1698601 0.0,5.327275,0.7933557,0.7828735 -1.4646119231751729,0.13967028230231848,-2.7520735348119354,-2.743046933653446 0.3814421,0.0762168,-0.3685771,-0.4848327 -0.5233841,0.3331276,-0.5278415,-0.431839
4 0.322 182.81 2.01018 27.41 26.0854 1.29756 0.4834376 -115.3321 0.04030289 -30.19043 -0.1275178 0.006750844 2 1698983 0.0,10.67371,3.206805,2.940776 -1.3245960113937776,-0.2143811545674531,-1.8754929510340577,-2.046282765505416 -0.6444265,0.4966784,-0.5988998,-0.2478224 -0.513378,-0.1691173,0.482392,0.7220842
2 0.248 66.52732 2.01018 26.23 26.17219 0.1921019 0.2930964 -157.4586 0.0577477 -160.9435 -0.01104608 -0.03370585 3 1698672 0.0,0.2844941 -1.0379314415483023,-0.0578100118371084 -0.09767876,-9.698529e-05 -0.1040688,0.0614031
2 0.274 226.4644 2.01018 26.53 26.1302 2.420431 0.289432 -108.0083 0.0362183 20.33887 0.196684 0.5939122 3 1698779 61.54619,0.0 -0.3997988464606679,-0.8367941642342596 -0.1571464,0.7073291 -0.5654118,1.695378
2 1.331 159.9558 2.01018 26.63 26.19269 0.347337 0.5079227 -71.83321 0.05649348 -81.66042 0.00190436 -0.08445584 3 1704385 0.0,16.71776 -0.5575853601779286,-0.43730503349360716 0.0396853,0.03952372 -0.2709214,0.0764155
2 1.479 172.9816 2.01018 27.07 25.88163 0.3072518 0.02842069 162.5984 0.08256518 -12.90714 0.03750164 -0.001250274 3 1704647 8.860411,0.0 -1.8157137991882775,-1.1883671787824648 -0.1116213,0.1955863 -0.02015881,-0.02536914
2 0.731 199.0673 2.01018 27.21 26.19301 1.051314 0.3923399 -100.5409 0.02779373 1.972604 0.03018757 -0.129559 3 1701649 0.0,25.20355 -1.1332618247526787,-1.0169855274365458 -0.000984197,-0.3185961 -0.7113798,0.2908102
2 1.069 115.08 2.01018 27.29 26.02952 0.2527733 0.075844 -14.77425 0.03332701 63.14248 0.003428753 -0.02820243 3 1703583 0.0,2.183798 -1.875825223099098,-1.260475873844475 0.005010095,-0.01393055 -0.155568,0.09649473
2 1.183 161.808 2.01018 27.35 25.57479 0.3897677 0.04427917 138.2076 0.04445282 112.2289 0.02055431 -0.005039682 3 1704016 0.0,3.82335 -2.0598758066256715,-1.7752112916140137 0.1842177,-0.1834318 -0.1510343,-0.02160214
2 0.838 321.3661 2.01018 24.85 25.74383 2.948775 0.2266308 -21.41934 0.08415009 153.5557 1.025016 -0.2382962 5 1702365 0.0,589.1684 -0.5777656301973242,0.893825591496862 2.498979,-0.3254383 -0.7894833,0.05782887
2 0.718 403.6454 2.01018 24.92 25.75272 4.615229 0.3751659 48.35534 0.04289476 143.2575 -1.486022 0.07973831 5 1701567 0.0,1034.31 -0.9363952358902033,0.832715701200269 -3.838076,0.7761655 -0.2961332,-0.2006348
4 0.478 143.8799 2.01018 25.4 23.36547 0.6735528 0.3060613 85.75037 0.06892531 -104.6924 -0.1274803 0.01628945 5 1699865 7.230939,0.1174141,0.0,0.1876625 0.2725892462094324,-2.4035342240959774,-2.034531209677884,-2.737158297311026 0.2151858,-0.35215,-0.4139923,-0.4482488 -0.02607693,0.3032383,-0.2373777,0.09023297
2 0.286 151.705 2.01018 25.71 24.72389 1.073248 0.1575343 -149.377 0.0220788 15.56035 0.1888637 0.0432346 5 1698823 8.947246,0.0 -0.986113003461004,-1.091208096135892 -0.3379858,0.7069743 -0.03370243,0.211081
2 0.794 165.9587 2.01018 25.9 26.07875 0.6787306 0.4494853 -82.42348 0.04514392 45.77585 -0.1000631 -0.07639547 5 1702073 0.0,17.50317 -0.9896180850138414,0.17874511338860877 -0.242558,0.2015181 -0.4447018,0.06859306
2 0.627 199.0673 2.01018 25.9 25.74296 1.11474 0.3753204 -85.58943 0.04448246 50.88127 0.1476295 -0.1065401 5 1700901 0.0,29.06159 -1.2214243792950954,-0.15704420030238714 0.346161,-0.3893049 -0.7213889,0.1163071
2 1.494 213.7962 2.01018 25.99 25.39979 0.4008003 0.1339398 -44.36275 0.02963881 -42.48335 -0.03853749 -0.0374327 5 1704667 0.0,16.82322 -2.811458617517202,-0.5902108535427935 -0.194671,0.1050766 -0.1613925,0.1046756
4 0.1 182.3896 2.01018 26.04 24.75184 1.961291 0.2567774 -178.1154 0.09330994 -28.42842 -0.01461425 0.05564868 5 1698347 2.657755,0.7299636,0.0,1.596616 -0.7803576716995765,-1.53383792869215,-1.3230938712013351,-1.2881611932059807 -0.08105574,0.9556489,-0.9504728,0.2503862 -0.7269716,-0.05373718,0.4081732,0.7808967
2 1.148 165.9587 2.01018 26.34 24.78777 0.4258101 0.1839849 -52.29941 0.0449123 77.00223 -0.01012046 -0.01887502 5 1703890 0.0,4.411684 -1.8669671891030972,-1.5522300679731411 -0.001554534,0.1657453 -0.2656756,0.1258918
2 0.199 185.3532 2.01018 27.06 25.95408 1.560726 0.2061913 80.99913 0.02418172 145.1373 -0.1305706 -0.03191113 5 1698529 6.268485,0.0 -1.105923445969403,-2.4635606835313073 0.668801,-0.7668281 0.07091514,-0.5413229
4 1.337 171.3957 2.01018 27.07 25.90363 0.383283 0.4001271 61.06122 0.07860965 26.81308 -0.0287808 0.01380052 5 1704406 0.0,7.827967,2.542932,1.760445 -1.1663724286397783,-0.10044827526833255,-1.4006685751611347,-1.5678739433963498 -0.1992434,0.1090737,-0.1306714,0.03904402 -0.1053801,-0.07033311,0.1339946,0.194828
2 1.044 225.4239 2.01018 27.7 26.09954 0.9445691 0.04424115 -63.29019 0.05383532 178.1516 -0.03540369 -0.04863209 5 1703474 0.0,17.96551 -2.3315676495167725,-1.60046444397951 -0.4977841,0.1891053 -0.2681988,0.3801788
2 0.714 263.6331 2.016207 24.79 26.19705 1.753314 0.4868612 -18.58303 0.04301544 174.9338 -0.2838594 -0.4831352 1 1708036 0.0,151.626 -1.0859020199243452,1.4070498552931723 -1.289874,0.1276781 -0.7476699,0.2841521
2 0.276 156.6751 2.016207 24.8 25.72953 1.068443 0.412282 46.03424 0.05234643 132.9118 0.06777357 -0.3381972 1 1705285 0.0,15.54905 -0.9646102186714252,0.9295295287011784 0.04898522,-0.07185849 -0.8932462,0.1683407
2 1.257 122.4616 2.016207 24.87 25.60682 0.2187085 0.4721472 -178.826 0.05426797 93.66907 -0.0788113 0.02480443 1 1710671 0.0,8.140467 -0.6494766905849271,0.7368175122581971 -0.1832121,0.02637541 0.04818407,-0.01431793
2 0.962 132.4342 2.016207 24.89 26.17075 0.4185437 0.1653054 -171.9452 0.05549348 4.813492 -0.1594938 -0.02031106 1 1709583 0.0,16.40239 -0.6308258752173558,1.2807516445433165 -0.3767419,0.03876308 -0.04544154,0.004901132
2 0.805 111.1732 2.016207 24.94 26.11687 0.3055125 0.3698235 163.3204 0.03855265 -30.67478 -0.01340318 0.09939057 1 1708648 0.0,5.645196 -0.9771104455295994,1.1768746725770445 -0.1189308,-0.001242707 0.2314127,-0.05052238
2 0.491 309.7419 2.016207 25.02 25.79382 3.426662 0.359801 68.93198 0.03370871 -168.9063 -1.002747 -0.1030002 1 1706461 0.0,301.9651 -1.0084847153874776,0.7738209084014191 -2.648558,0.6654084 -0.9185355,-0.04696592
2 0.474 184.5015 2.016207 25.03 25.25319 1.120757 0.1958007 89.76515 0.1243279 124.6823 0.1918891 0.161532 1 1706338 24.20097,0.0 0.22318825701691064,-1.4653738169629127 -0.2876753,0.2823073 -0.1759057,0.7890892
2 0.429 207.9697 2.016207 25.15 24.51142 1.858839 0.3984134 82.74199 0.07734304 -105.0057 -0.1368256 -0.361982 1 1706037 0.0,53.79728 -0.6385798960311044,-0.9542588816277192 -0.3696792,0.3764321 -1.342588,0.3599393
2 0.84 123.3105 2.016207 25.26 24.94267 0.3598784 0.2460797 -8.166533 0.05210073 -64.70734 0.05374737 0.04003607 1 1708877 4.789617,0.0 -0.3173300462707143,-1.529703469773982 -0.07995129,0.229857 -0.08800032,0.09511506
2 0.334 132.1296 2.016207 25.28 24.51196 0.7494749 0.1241685 66.68238 0.03037102 -109.2157 0.1045903 0.06668762 1 1705524 4.955763,0.0 -0.768042967442212,-1.2627663667502462 -0.2342137,0.3691259 -0.09147594,0.3531519
2 0.475 191.8669 2.016207 25.32 26.08782 1.274434 0.2174063 -159.2423 0.043451 -175.3946 0.1371155 -0.3563443 1 1706345 0.0,39.23216 -1.7130574046459193,0.7678159740258121 0.4774105,-0.09269792 -0.8890452,0.2507605
2 1.694 226.4644 2.016207 25.38 25.855 0.2642756 0.1890839 -49.4993 0.03122943 128.0059 -0.06533867 -0.0294038 1 1711270 0.0,27.27171 -1.4869385014426115,0.47499769457851787 -0.1975099,0.05490518 -0.04883856,0.02944424
4 1.069 177.4189 2.016207 25.43 24.03938 0.6477273 0.09658573 35.32589 0.1023031 -162.8319 0.01443971 0.02972362 1 1710034 8.394649,0.0,4.773497,5.037176 -1.045236344578026,-1.3906217329333084,-2.3237231893054107,-2.1771160065332777 0.02837586,0.3098782,-0.3126976,-0.222 -0.2445545,0.1943189,0.01557333,0.188769
2 0.97 108.3927 2.016207 25.44 25.79538 0.2633091 0.220121 117.0894 0.09874702 -144.2015 -0.06985075 -0.01054523 1 1709617 0.0,4.595024 -1.1215007086714512,0.3553781034543594 -0.2001443,0.05464746 -0.0566235,0.009805837
2 0.309 237.684 2.016207 25.5 24.5633 2.573528 0.1617743 -60.08519 0.07421121 -141.4842 -0.3325956 -0.1515618 1 1705426 0.0,44.19598 -1.5166223856389287,-0.936701806860029 -1.456251,0.8282377 -0.8486647,0.336307
4 0.87 222.331 2.016207 25.5 23.71918 1.086364 0.4591378 36.20499 0.04366614 101.1339 0.1124393 -0.1111799 1 1709079 1.282211,2.223638,0.0,36.75373 -1.967714002360241,-2.168697004401494,-1.7808231229177618,0.10013469918299206 0.03293136,0.4089951,0.6946438,-0.2515855 -0.7168545,-0.5755748,-0.07860144,0.2868753
2 1.088 67.6083 2.016207 25.57 25.71481 0.08721338 0.2450124 -159.598 0.02888853 61.06362 0.02558279 0.003145871 1 1710108 0.7122696,0.0 0.14481187051961603,-0.8304076252652262 -0.01793959,0.06771362 -0.0002490609,0.01617355
2 0.774 157.7611 2.016207 25.6 26.1653 0.7077283 0.3138621 78.99339 0.03508038 36.20356 0.16432 0.1552656 1 1708435 0.0,26.95981 -0.7431627776669119,0.5652961117667314 0.3838388,-0.100923 0.4513234,-0.06431735
2 0.851 199.9862 2.016207 25.76 25.49444 0.9681031 0.2192634 37.5241 0.08609305 -80.12233 -0.1959991 -0.1022394 1 1708948 0.0,42.50198 -1.1769076167667591,-0.26555801144593527 -0.5373532,0.2591756 -0.4580117,0.09222955
2 0.859 119.9499 2.016207 25.81 26.03423 0.3632777 0.01017687 -50.11304 0.04635017 -148.0743 -0.03611868 -0.09311219 1 1708998 0.0,7.181511 -1.0486187707945658,0.2242266322279014 -0.1315872,0.02651567 -0.2519518,0.0751173
2 0.246 218.7762 2.016207 25.87 25.66678 2.254989 0.09832483 49.51051 0.04283476 -34.67631 0.5155913 0.02393343 1 1705183 41.5657,0.0 -0.20321971334951214,-1.2037459522044873 -0.603405,1.651584 -0.01195365,-0.01242144
4 0.618 162.9296 2.016207 25.94 25.12768 0.9694721 0.4567058 107.6143 0.06580691 122.969 -0.04986763 0.04298128 1 1707382 6.64197,8.018542,10.52696,0.0 -1.3785270912705303,-0.812320163534126,-0.19741463740890242,-0.8552386371722644 0.06620112,-0.3014084,0.3192662,-0.2692451 -0.4228505,-0.2266629,0.04528727,0.4867384
2 1.072 286.4178 2.016207 25.97 25.78135 1.499585 0.2384575 66.67382 0.03061567 -5.460033 0.1679171 -0.2501129 1 1710054 0.0,140.1932 -1.512720420132485,-0.18865114708825037 0.4625717,-0.3052051 -0.948631,0.3394967
2 1.575 234.4229 2.016207 26.0 25.52276 0.3961014 0.4729558 176.9855 0.1030346 65.28164 0.08559563 -0.02846155 1 1711199 0.0,37.07697 -0.9410267224596061,-0.4772369875734192 0.2915096,-0.09181394 -0.02346433,0.07633251
2 0.724 130.3167 2.016207 26.25 25.39266 0.4720894 0.1762791 -97.82862 0.04577802 30.02628 -0.05034582 0.01055114 1 1708100 0.0,3.743559 -2.1875001312732225,-0.8573405660197643 -0.2932357,0.1788298 -0.04665793,-0.05140736
2 0.291 210.8628 2.016207 24.01 23.81505 2.027353 0.272349 -159.8417 0.03105786 -55.57797 0.5403123 0.04710493 2 1705356 47.9731,0.0 -0.19495143293238532,-0.9055189019516736 -0.4808467,1.540966 0.002152735,0.1519308
2 0.559 228.0342 2.016207 24.12 24.70578 1.994625 0.3528294 -104.9 0.05158102 83.37095 0.1174861 0.6958267 2 1706964 0.0,141.8587 -0.5478848685925103,0.5857785176820021 0.3080176,-0.03145676 1.714033,-0.2514917
2 0.577 133.9677 2.016207 24.23 25.6278 0.6086683 0.2859309 144.1206 0.08165572 -98.9206 0.1156501 0.1805199 2 1707090 0.0,13.77984 -1.0327399588499706,1.3978028269393032 0.2076256,-0.0417192 0.4943485,-0.06090299
2 0.975 170.6082 2.016207 24.27 24.03509 0.6507872 0.4132759 -20.69042 0.02206583 96.45648 0.1368029 -0.1158124 2 1709642 0.0,29.80119 -0.7209668445988371,-0.23490878663373865 0.4117387,-0.08571347 -0.2994773,0.120124
2 0.943 95.06048 2.016207 24.31 25.25978 0.2082729 0.2504214 -157.4839 0.02849127 134.226 -0.07724259 -0.0009380045 2 1709461 0.0,3.781641 -0.7541758122130814,0.9497752118915141 -0.1813314,0.02692716 -0.004435303,-0.001984381
2 0.795 140.9289 2.016207 24.35 24.36357 0.537637 0.35522 -141.7381 0.07335766 -63.41979 -0.04376454 -0.1394392 2 1708571 0.0,13.72941 -0.9156898149817998,0.013567305539010064 -0.1315576,0.01221354 -0.3953411,0.1227163
