Run_Event_ID,Revision,Date_UTC,Time_UTC,Alert_Type,RA_deg,Dec_deg,Error90_arcmin,Error50_arcmin,Energy_TeV,Signalness,FAR_per_year,Notes
136568_17854328,1,22/04/25,02:44:57.81,GOLD,268.2400,-10.7300,102.59,58.19,6.0395e02,1.6877e-01,0.5757,IceCube Bronze event. The position error is statistical only there is no systematic added.
136568_17854328,0,22/04/25,02:44:57.81,GOLD,268.3742,-12.3097,66.49,25.90,6.0395e02,1.6877e-01,0.5757,IceCube Bronze event. The position error is statistical only there is no systematic added.
136565_2186969,1,22/04/24,01:06:24.06,GOLD,346.1100,8.9100,68.39,37.80,1.8399e02,4.9659e-01,1.2053,IceCube Bronze event. The position error is statistical only there is no systematic added.
136565_2186969,0,22/04/24,01:06:24.06,GOLD,345.7573,8.8562,39.67,15.45,1.8399e02,4.9659e-01,1.2053,IceCube Bronze event. The position error is statistical only there is no systematic added.
136556_43687362,1,22/04/21,05:20:18.25,BRONZE,113.6400,5.8300,147.59,81.60,1.5506e02,3.7463e-01,2.2809,IceCube Bronze event. The position error is statistical only there is no systematic added.
136556_43687362,0,22/04/21,05:20:18.25,BRONZE,114.3655,6.0374,44.27,17.24,1.5506e02,3.7463e-01,2.2809,IceCube Bronze event. The position error is statistical only there is no systematic added.
136506_15341152,1,22/04/05,22:20:03.41,BRONZE,320.6200,29.0599,61.80,35.39,1.0632e02,3.6433e-01,2.0160,IceCube Bronze event. The position error is statistical only there is no systematic added.
136506_15341152,0,22/04/05,22:20:03.41,BRONZE,320.2731,29.2739,34.45,13.42,1.0632e02,3.6433e-01,2.0160,IceCube Bronze event. The position error is statistical only there is no systematic added.
136504_1833389,1,22/04/05,04:57:26.11,BRONZE,134.4699,-1.2700,88.79,50.39,1.2181e02,3.2315e-01,3.2832,IceCube Bronze event. The position error is statistical only there is no systematic added.
136504_1833389,0,22/04/05,04:57:26.11,BRONZE,134.6472,-1.2180,39.21,15.27,1.2181e02,3.2315e-01,3.2832,IceCube Bronze event. The position error is statistical only there is no systematic added.
136441_11435033,1,22/03/17,02:32:17.68,BRONZE,155.7400,11.1899,95.40,54.60,1.3262e02,3.6467e-01,1.8993,IceCube Bronze event. The position error is statistical only there is no systematic added.
136441_11435033,0,22/03/17,02:32:17.68,BRONZE,155.4038,11.3143,42.76,16.66,1.3262e02,3.6467e-01,1.8993,IceCube Bronze event. The position error is statistical only there is no systematic added.
136392_25495567,1,22/03/06,03:46:37.06,GOLD,314.8199,8.6099,31.20,18.59,4.1305e02,7.7357e-01,0.4539,IceCube Bronze event. The position error is statistical only there is no systematic added.
136392_25495567,0,22/03/06,03:46:37.06,GOLD,314.8986,8.8826,30.80,12.00,4.1305e02,7.7357e-01,0.4539,IceCube Bronze event. The position error is statistical only there is no systematic added.
136388_4701751,1,22/03/04,17:44:12.21,GOLD,48.7800,4.4800,372.00,226.79,2.6321e02,6.3110e-01,0.5780,IceCube Bronze event. The position error is statistical only there is no systematic added.
136388_4701751,0,22/03/04,17:44:12.21,GOLD,48.8300,4.4643,75.19,29.29,2.6321e02,6.3110e-01,0.5780,IceCube Bronze event. The position error is statistical only there is no systematic added.
136385_7450363,1,22/03/03,18:00:07.62,GOLD,267.8000,11.4199,70.79,41.99,3.9811e02,7.6419e-01,0.5408,IceCube Bronze event. The position error is statistical only there is no systematic added.
136385_7450363,0,22/03/03,18:00:07.62,GOLD,267.3978,10.9880,33.20,12.93,3.9811e02,7.6419e-01,0.5408,IceCube Bronze event. The position error is statistical only there is no systematic added.
136366_14203460,1,22/02/25,14:12:00.68,BRONZE,34.7199,0.0000,135.29,75.74,1.5357e02,3.7766e-01,2.3292,IceCube Bronze event. The position error is statistical only there is no systematic added.
136366_14203460,0,22/02/25,14:12:00.68,BRONZE,33.7618,-0.1969,121.12,47.18,1.5357e02,3.7766e-01,2.3292,IceCube Bronze event. The position error is statistical only there is no systematic added.
136348_65788242,1,22/02/21,00:42:19.11,GOLD,287.8399,20.7399,217.79,135.00,1.5743e02,6.7267e-01,0.3596,IceCube Bronze event. The position error is statistical only there is no systematic added.
136348_65788242,0,22/02/21,00:42:19.11,GOLD,289.8533,36.0981,442.24,89.35,1.5743e02,6.7267e-01,0.3596,IceCube Bronze event. The position error is statistical only there is no systematic added.
136249_27650203,1,22/02/05,00:22:39.739625,BRONZE,216.120000,15.560000,185.40,104.40,1.0958e02,3.2225e-01,2.5242,IceCube Bronze event. The position error is statistical only there is no systematic added.
136260_4895987,0,22/02/05,20:08:10.595192,GOLD,266.804401,-3.574950,30.80,12.00,2.1588e02,5.9235e-01,0.73440,IceCube Bronze event. The position error is statistical only there is no systematic added.
136249_27650203,0,22/02/05,00:22:39.739625,BRONZE,215.906053,15.264994,74.54,29.03,1.0958e02,3.2225e-01,2.5242,IceCube Bronze event. The position error is statistical only there is no systematic added.
136241_22093816,1,22/02/02,11:48:38.58,GOLD,21.3599,-3.8799,43.79,27.00,1.5094e02,2.0564e-01,1.9253,IceCube Bronze event. The position error is statistical only there is no systematic added.
136241_22093816,0,22/02/02,11:48:38.58,GOLD,22.6133,-3.7224,30.80,12.00,1.5094e02,2.0564e-01,1.9253,IceCube Bronze event. The position error is statistical only there is no systematic added.
136170_48281000,1,22/01/15,12:11:39.75,BRONZE,357.4499,25.2800,73.79,46.80,1.0995e02,3.6966e-01,2.0893,IceCube Bronze event. The position error is statistical only there is no systematic added.
136170_48281000,0,22/01/15,12:11:39.75,BRONZE,357.3270,25.1251,30.80,12.00,1.0995e02,3.6966e-01,2.0893,IceCube Bronze event. The position error is statistical only there is no systematic added.
136057_6147475,1,21/12/16,23:41:13.93,BRONZE,199.3400,17.0399,93.00,55.20,1.1254e02,3.4634e-01,2.3928,IceCube Bronze event. The position error is statistical only there is no systematic added.
136057_6147475,0,21/12/16,23:41:13.93,BRONZE,199.6358,16.9163,30.80,12.00,1.1254e02,3.4634e-01,2.3928,IceCube Bronze event. The position error is statistical only there is no systematic added.
136055_348073,1,21/12/16,07:07:38.13,BRONZE,316.0500,15.7899,111.60,68.39,1.1301e02,3.4356e-01,2.3692,IceCube Bronze event. The position error is statistical only there is no systematic added.
136055_348073,0,21/12/16,07:07:38.13,BRONZE,316.3685,15.9172,32.78,12.77,1.1301e02,3.4356e-01,2.3692,IceCube Bronze event. The position error is statistical only there is no systematic added.
136015_21306805,1,21/12/08,20:02:51.09,BRONZE,114.5199,15.5600,127.79,76.80,1.7108e02,5.0234e-01,1.1965,IceCube Bronze event. The position error is statistical only there is no systematic added.
136015_21306805,0,21/12/08,20:02:51.09,BRONZE,113.9019,15.6944,30.80,12.00,1.7108e02,5.0234e-01,1.1965,IceCube Bronze event. The position error is statistical only there is no systematic added.
135936_74588253,1,21/11/25,06:22:21.55,BRONZE,43.5900,22.5899,148.79,87.59,1.1749e02,3.8994e-01,1.9729,IceCube Bronze event. The position error is statistical only there is no systematic added.
135936_74588253,0,21/11/25,06:22:21.55,BRONZE,43.6660,21.5423,64.69,25.20,1.1749e02,3.8994e-01,1.9729,IceCube Bronze event. The position error is statistical only there is no systematic added.
135930_15193553,1,21/11/23,14:25:22.60,BRONZE,265.5199,7.3300,162.59,90.60,1.4207e02,3.5580e-01,2.5668,IceCube Bronze event. The position error is statistical only there is no systematic added.
135930_15193553,0,21/11/23,14:25:22.60,BRONZE,265.1466,7.0443,60.67,23.63,1.4207e02,3.5580e-01,2.5668,IceCube Bronze event. The position error is statistical only there is no systematic added.
135908_43512334,0,21/11/17,03:50:57.18,GOLD,225.9338,-0.2016,30.80,12.00,1.9503e02,5.2590e-01,1.1655,IceCube Bronze event. The position error is statistical only there is no systematic added.
135906_30719293,1,21/11/16,10:33:16.05,BRONZE,42.4500,0.1499,71.99,44.39,1.6132e02,4.0161e-01,1.9404,IceCube Bronze event. The position error is statistical only there is no systematic added.
135906_30719293,0,21/11/16,10:33:16.05,BRONZE,41.7230,0.2965,30.80,12.00,1.6132e02,4.0161e-01,1.9404,IceCube Bronze event. The position error is statistical only there is no systematic added.
135832_55176071,1,21/10/23,08:31:18.31,BRONZE,253.3000,-1.7199,66.00,39.00,1.2064e02,3.2606e-01,3.2048,IceCube Bronze event. The position error is statistical only there is no systematic added.
135832_55176071,0,21/10/23,08:31:18.31,BRONZE,253.5841,-1.8364,35.04,13.65,1.2064e02,3.2606e-01,3.2048,IceCube Bronze event. The position error is statistical only there is no systematic added.
135736_30987826,1,21/09/22,18:17:20.94,GOLD,60.7299,-4.1799,39.00,22.80,7.5076e02,9.2534e-01,0.1472,IceCube Bronze event. The position error is statistical only there is no systematic added.
135736_30987826,0,21/09/22,18:17:20.94,GOLD,60.2786,-4.3204,30.80,12.00,7.5076e02,9.2534e-01,0.1472,IceCube Bronze event. The position error is statistical only there is no systematic added.
135591_36044887,1,21/08/11,02:02:44.03,GOLD,270.7900,25.2800,56.16,32.22,2.1767e02,6.5826e-01,0.6939,IceCube Bronze event. The position error is statistical only there is no systematic added.
135591_36044887,0,21/08/11,02:02:44.03,GOLD,271.4236,25.3668,30.80,12.00,2.1767e02,6.5826e-01,0.6939,IceCube Bronze event. The position error is statistical only there is no systematic added.
135553_7213992,1,21/07/30,22:12:40.62,BRONZE,105.7300,14.7899,84.59,43.79,1.0942e02,3.1930e-01,2.5421,IceCube Bronze event. The position error is statistical only there is no systematic added.
135553_7213992,0,21/07/30,22:12:40.62,BRONZE,105.8360,14.8168,30.80,12.00,1.0942e02,3.1930e-01,2.5421,IceCube Bronze event. The position error is statistical only there is no systematic added.
135440_3139778,1,21/06/29,18:09:44.22,BRONZE,340.7500,12.9399,78.00,46.20,1.2095e02,3.5083e-01,2.0845,IceCube Bronze event. The position error is statistical only there is no systematic added.
135440_3139778,0,21/06/29,18:09:44.22,BRONZE,340.6350,12.6111,30.80,12.00,1.2095e02,3.5083e-01,2.0845,IceCube Bronze event. The position error is statistical only there is no systematic added.
135363_69917294,1,21/06/08,03:41:00.97,BRONZE,337.4100,18.3700,352.79,161.39,1.0517e02,3.1470e-01,3.0747,IceCube Bronze event. The position error is statistical only there is no systematic added.
135363_69917294,0,21/06/08,03:41:00.97,BRONZE,337.0182,18.6470,78.35,30.52,1.0517e02,3.1470e-01,3.0747,IceCube Bronze event. The position error is statistical only there is no systematic added.
135302_36915486,0,21/05/19,20:40:02.93,BRONZE,167.6902,-25.8725,129.06,36.18,3.2004e02,3.3167e-01,0.9669,IceCube Bronze event. The position error is statistical only there is no systematic added.
135292_56063172,1,21/05/16,14:38:20.33,BRONZE,91.7600,9.5199,46.80,25.79,1.0912e02,2.8860e-01,3.0988,IceCube Bronze event. The position error is statistical only there is no systematic added.
135292_56063172,0,21/05/16,14:38:20.33,BRONZE,91.8213,9.7002,30.80,12.00,1.0912e02,2.8860e-01,3.0988,IceCube Bronze event. The position error is statistical only there is no systematic added.
135270_69188496,0,21/05/10,04:50:10.73,BRONZE,267.9106,4.0004,30.80,12.00,1.1303e02,2.8151e-01,3.9437,IceCube Bronze event. The position error is statistical only there is no systematic added.
135113_19489408,0,21/03/22,02:34:09.17,BRONZE,85.5066,-44.7217,39.13,14.09,5.4853e01,4.5899e-01,1.3823,IceCube Bronze event. The position error is statistical only there is no systematic added.
134994_1103075,0,21/02/13,18:40:24.51,GOLD,155.2582,-35.3994,71.40,22.94,1.4504e03,6.0730e-01,0.4362,IceCube Bronze event. The position error is statistical only there is no systematic added.
134979_17138286,1,21/02/10,11:53:55.64,GOLD,206.0600,4.7800,52.80,31.80,2.8741e02,6.5464e-01,0.4645,IceCube Bronze event. The position error is statistical only there is no systematic added.
134979_17138286,0,21/02/10,11:53:55.64,GOLD,206.1922,4.7734,30.80,12.00,2.8741e02,6.5464e-01,0.4645,IceCube Bronze event. The position error is statistical only there is no systematic added.
134818_73718836,1,20/12/22,00:56:16.14,GOLD,206.3700,13.4399,39.60,22.19,1.8578e02,5.3370e-01,1.0081,IceCube Bronze event. The position error is statistical only there is no systematic added.
134818_73718836,0,20/12/22,00:56:16.14,GOLD,206.6403,13.4825,30.80,12.00,1.8578e02,5.3370e-01,1.0081,IceCube Bronze event. The position error is statistical only there is no systematic added.
134817_29175858,1,20/12/21,12:36:53.45,GOLD,261.6899,41.8100,109.20,61.20,1.7454e02,5.6429e-01,0.1472,IceCube Bronze event. The position error is statistical only there is no systematic added.
134817_29175858,0,20/12/21,12:36:53.45,GOLD,262.5451,41.4062,62.12,24.20,1.7454e02,5.6429e-01,0.1472,IceCube Bronze event. The position error is statistical only there is no systematic added.
134777_8912764,1,20/12/09,10:15:43.94,GOLD,6.8600,-9.2500,65.40,38.40,4.1860e02,1.9226e-01,0.7698,IceCube Bronze event. The position error is statistical only there is no systematic added.
134777_8912764,0,20/12/09,10:15:43.94,GOLD,6.4010,-10.0181,35.26,13.73,4.1860e02,1.9226e-01,0.7698,IceCube Bronze event. The position error is statistical only there is no systematic added.
134751_31476488,1,20/11/30,20:21:46.47,GOLD,30.5399,-12.0999,70.79,41.39,2.0347e02,1.4696e-01,1.3222,IceCube Bronze event. The position error is statistical only there is no systematic added.
134751_31476488,0,20/11/30,20:21:46.47,GOLD,30.4950,-11.6137,42.65,16.61,2.0347e02,1.4696e-01,1.3222,IceCube Bronze event. The position error is statistical only there is no systematic added.
134715_65785778,1,20/11/20,09:44:40.55,BRONZE,307.5299,40.7700,280.79,158.40,1.5396e02,5.0338e-01,0.2947,IceCube Bronze event. The position error is statistical only there is no systematic added.
134715_65785778,0,20/11/20,09:44:40.55,BRONZE,307.8471,40.1903,30.80,12.00,1.5396e02,5.0338e-01,0.2947,IceCube Bronze event. The position error is statistical only there is no systematic added.
134701_49508272,0,20/11/15,16:01:42.96,GOLD,148.7519,-21.6418,51.89,20.21,2.6182e04,4.9261e-01,0.0681,IceCube Bronze event. The position error is statistical only there is no systematic added.
134699_70289682,1,20/11/15,02:07:26.21,GOLD,195.1200,1.3799,77.40,42.59,1.7738e02,4.5973e-01,1.5226,IceCube Bronze event. The position error is statistical only there is no systematic added.
134699_70289682,0,20/11/15,02:07:26.21,GOLD,193.7576,1.2903,30.80,12.00,1.7738e02,4.5973e-01,1.5226,IceCube Bronze event. The position error is statistical only there is no systematic added.
134698_40735501,1,20/11/14,15:05:31.96,GOLD,105.2500,6.0499,64.80,34.19,2.1429e02,5.6208e-01,0.9232,IceCube Bronze event. The position error is statistical only there is no systematic added.
134698_40735501,0,20/11/14,15:05:31.96,GOLD,104.6881,5.9423,30.80,12.00,2.1429e02,5.6208e-01,0.9232,IceCube Bronze event. The position error is statistical only there is no systematic added.
134621_31008065,2,20/10/21,06:37:47.48,BRONZE,260.8199,14.5500,82.79,49.19,1.0527e02,2.9662e-01,2.9868,IceCube Bronze event. The position error is statistical only there is no systematic added.
134621_31008065,1,20/10/21,06:37:47.48,BRONZE,260.9200,14.5500,82.79,49.19,1.0527e02,2.9662e-01,2.9868,IceCube Bronze event. The position error is statistical only there is no systematic added.
134621_31008065,0,20/10/21,06:37:47.48,BRONZE,260.6890,14.6529,30.80,12.00,1.0527e02,2.9662e-01,2.9868,IceCube Bronze event. The position error is statistical only there is no systematic added.
134599_66310113,1,20/10/14,02:13:27.53,BRONZE,221.2199,14.4399,50.39,31.20,1.4693e02,4.1371e-01,1.7069,IceCube Bronze event. The position error is statistical only there is no systematic added.
134599_66310113,0,20/10/14,02:13:27.53,BRONZE,220.3816,14.4172,40.81,15.89,1.4693e02,4.1371e-01,1.7069,IceCube Bronze event. The position error is statistical only there is no systematic added.
134577_31638233,1,20/10/07,22:01:49.28,GOLD,265.1700,5.3399,24.00,13.80,6.8265e02,8.8552e-01,0.2624,IceCube Bronze event. The position error is statistical only there is no systematic added.
134577_31638233,0,20/10/07,22:01:49.28,GOLD,265.0580,5.3820,30.80,12.00,6.8265e02,8.8552e-01,0.2624,IceCube Bronze event. The position error is statistical only there is no systematic added.
134552_68615710,1,20/09/29,17:48:36.83,GOLD,29.5199,3.4700,31.80,24.00,1.8289e02,4.7479e-01,1.4109,IceCube Bronze event. The position error is statistical only there is no systematic added.
134552_68615710,0,20/09/29,17:48:36.83,GOLD,29.0479,3.0810,30.80,12.00,1.8289e02,4.7479e-01,1.4109,IceCube Bronze event. The position error is statistical only there is no systematic added.
134535_41069485,1,20/09/26,22:35:29.22,BRONZE,184.7500,32.9299,108.60,66.60,1.2142e02,4.3381e-01,1.2900,IceCube Bronze event. The position error is statistical only there is no systematic added.
134535_41069485,0,20/09/26,22:35:29.22,BRONZE,188.7990,32.0690,30.80,12.00,1.2142e02,4.3381e-01,1.2900,IceCube Bronze event. The position error is statistical only there is no systematic added.
134533_53384881,1,20/09/26,07:54:11.62,GOLD,96.4599,-4.3300,39.60,23.40,6.7050e02,4.4137e-01,0.5363,IceCube Bronze event. The position error is statistical only there is no systematic added.
134533_53384881,0,20/09/26,07:54:11.62,GOLD,96.5731,-4.2048,30.80,12.00,6.7050e02,4.4137e-01,0.5363,IceCube Bronze event. The position error is statistical only there is no systematic added.
134512_71996695,1,20/09/21,19:07:12.89,BRONZE,195.2899,26.2399,170.39,64.20,1.1717e02,4.0945e-01,1.5853,IceCube Bronze event. The position error is statistical only there is no systematic added.
134512_71996695,0,20/09/21,19:07:12.89,BRONZE,195.1971,26.4296,30.80,12.00,1.1717e02,4.0945e-01,1.5853,IceCube Bronze event. The position error is statistical only there is no systematic added.
134498_12605830,1,20/09/16,20:40:30.95,BRONZE,109.7800,14.3599,63.60,34.79,1.1048e02,3.2226e-01,2.4826,IceCube Bronze event. The position error is statistical only there is no systematic added.
134498_12605830,0,20/09/16,20:40:30.95,BRONZE,109.4019,14.3487,39.35,15.32,1.1048e02,3.2226e-01,2.4826,IceCube Bronze event. The position error is statistical only there is no systematic added.
134482_27754576,1,20/09/11,14:19:46.23,BRONZE,51.1099,38.1099,296.40,93.60,1.1079e02,4.0813e-01,0.9681,IceCube Bronze event. The position error is statistical only there is no systematic added.
134482_27754576,0,20/09/11,14:19:46.23,BRONZE,42.1700,38.1328,32.58,12.69,1.1079e02,4.0813e-01,0.9681,IceCube Bronze event. The position error is statistical only there is no systematic added.
134354_59221243,1,20/08/06,13:50:56.43,BRONZE,157.2500,47.7500,50.99,28.79,1.0735e02,3.9728e-01,0.7921,IceCube Bronze event. The position error is statistical only there is no systematic added.
134354_59221243,0,20/08/06,13:50:56.43,BRONZE,157.1184,47.7174,30.80,12.00,1.0735e02,3.9728e-01,0.7921,IceCube Bronze event. The position error is statistical only there is no systematic added.
134327_10548129,0,20/07/28,08:17:51.99,GOLD,117.5554,-24.8475,30.80,12.00,4.2024e04,3.9310e-01,0.1472,IceCube Bronze event. The position error is statistical only there is no systematic added.
134207_33533447,1,20/06/20,03:03:32.28,BRONZE,162.1100,11.9499,40.80,20.99,1.1350e02,3.2464e-01,2.3206,IceCube Bronze event. The position error is statistical only there is no systematic added.
134207_33533447,0,20/06/20,03:03:32.28,BRONZE,162.2481,11.9072,30.80,12.00,1.1350e02,3.2464e-01,2.3206,IceCube Bronze event. The position error is statistical only there is no systematic added.
134191_17593623,1,20/06/15,14:49:17.37,GOLD,142.9499,3.6600,73.19,43.19,4.9636e02,8.2832e-01,0.2894,IceCube Bronze event. The position error is statistical only there is no systematic added.
134191_17593623,0,20/06/15,14:49:17.37,GOLD,143.4519,3.7891,55.21,21.50,4.9636e02,8.2832e-01,0.2894,IceCube Bronze event. The position error is statistical only there is no systematic added.
134187_72386329,1,20/06/14,12:41:21.41,BRONZE,33.8400,31.6099,242.40,141.00,1.1505e02,4.1553e-01,1.4846,IceCube Bronze event. The position error is statistical only there is no systematic added.
134187_72386329,0,20/06/14,12:41:21.41,BRONZE,28.7043,31.1927,71.45,27.83,1.1505e02,4.1553e-01,1.4846,IceCube Bronze event. The position error is statistical only there is no systematic added.
134139_35473338,1,20/05/30,07:54:29.43,GOLD,255.3700,26.6099,160.19,65.40,8.2186e01,5.9170e-01,1.9521,IceCube Bronze event. The position error is statistical only there is no systematic added.
134139_35473338,0,20/05/30,07:54:29.43,GOLD,254.3994,27.4596,32.59,12.70,8.2186e01,5.9170e-01,1.9521,IceCube Bronze event. The position error is statistical only there is no systematic added.
134116_58596690,1,20/05/23,02:30:07.59,BRONZE,338.6399,1.7500,333.59,218.40,1.0508e02,2.4998e-01,4.9079,IceCube Bronze event. The position error is statistical only there is no systematic added.
134116_58596690,0,20/05/23,02:30:07.59,BRONZE,338.9127,2.1494,93.40,36.38,1.0508e02,2.4998e-01,4.9079,IceCube Bronze event. The position error is statistical only there is no systematic added.
134081_58268464,1,20/05/12,07:31:27.75,BRONZE,295.1800,15.7899,97.79,54.00,1.0877e02,3.2159e-01,2.6128,IceCube Bronze event. The position error is statistical only there is no systematic added.
134081_58268464,0,20/05/12,07:31:27.75,BRONZE,295.4176,15.9766,32.49,12.65,1.0877e02,3.2159e-01,2.6128,IceCube Bronze event. The position error is statistical only there is no systematic added.
134013_16038252,1,20/04/25,23:26:46.34,BRONZE,100.0999,53.5700,178.20,90.60,1.3487e02,4.8106e-01,0.5218,IceCube Bronze event. The position error is statistical only there is no systematic added.
134013_16038252,0,20/04/25,23:26:46.34,BRONZE,100.5857,52.6480,56.83,22.13,1.3487e02,4.8106e-01,0.5218,IceCube Bronze event. The position error is statistical only there is no systematic added.
133985_60770138,1,20/04/21,00:35:24.24,BRONZE,87.9300,8.2300,152.99,89.39,1.2697e02,3.3312e-01,2.7906,IceCube Bronze event. The position error is statistical only there is no systematic added.
133985_60770138,0,20/04/21,00:35:24.24,BRONZE,89.2549,7.9065,36.65,14.27,1.2697e02,3.3312e-01,2.7906,IceCube Bronze event. The position error is statistical only there is no systematic added.
133945_24635982,1,20/04/10,23:19:55.48,BRONZE,242.5800,11.6099,622.19,390.59,1.1000e02,3.0535e-01,2.5451,IceCube Bronze event. The position error is statistical only there is no systematic added.
133945_24635982,0,20/04/10,23:19:55.48,BRONZE,241.2657,11.5850,31.84,12.40,1.1000e02,3.0535e-01,2.5451,IceCube Bronze event. The position error is statistical only there is no systematic added.
133781_21701751,0,20/02/27,05:36:31.49,BRONZE,348.2598,21.3235,30.80,12.00,1.0950e02,3.5075e-01,2.3437,IceCube Bronze event. The position error is statistical only there is no systematic added.
133644_43767651,1,20/01/20,18:48:18.55,BRONZE,67.4599,-14.6300,20.40,13.20,6.0702e03,3.2893e-01,0.3565,IceCube Bronze event. The position error is statistical only there is no systematic added.
133644_43767651,0,20/01/20,18:48:18.55,BRONZE,67.7381,-14.5870,30.80,12.00,6.0702e03,3.2893e-01,0.3565,IceCube Bronze event. The position error is statistical only there is no systematic added.
133634_1410505,1,20/01/17,11:08:29.69,BRONZE,116.2399,29.1299,54.60,30.60,1.0839e02,3.7540e-01,1.9258,IceCube Bronze event. The position error is statistical only there is no systematic added.
133634_1410505,0,20/01/17,11:08:29.69,BRONZE,115.9608,29.3197,30.80,12.00,1.0839e02,3.7540e-01,1.9258,IceCube Bronze event. The position error is statistical only there is no systematic added.
133609_37927131,1,20/01/09,23:41:39.93,GOLD,164.4900,11.8699,174.60,96.60,3.7523e02,7.6931e-01,0.6409,IceCube Bronze event. The position error is statistical only there is no systematic added.
133609_37927131,0,20/01/09,23:41:39.93,GOLD,165.2663,14.9288,116.57,45.41,3.7523e02,7.6931e-01,0.6409,IceCube Bronze event. The position error is statistical only there is no systematic added.
133572_82361476,1,20/01/01,11:00:06.07,BRONZE,46.3599,20.4200,103.19,75.60,1.5538e02,4.6281e-01,1.5642,IceCube Bronze event. The position error is statistical only there is no systematic added.
133572_82361476,0,19/12/31,11:00:06.07,BRONZE,48.2727,18.7073,38.05,14.82,1.5538e02,4.6281e-01,1.5642,IceCube Bronze event. The position error is statistical only there is no systematic added.
133433_29047901,1,19/12/15,11:09:57.63,BRONZE,285.8700,58.9200,152.40,75.00,1.3265e02,4.7490e-01,0.3374,IceCube Bronze event. The position error is statistical only there is no systematic added.
133433_29047901,0,19/12/15,11:09:57.63,BRONZE,286.9935,58.3148,47.26,18.41,1.3265e02,4.7490e-01,0.3374,IceCube Bronze event. The position error is statistical only there is no systematic added.
133394_27261780,1,19/12/04,22:46:11.31,BRONZE,79.7199,2.7999,109.20,59.39,1.3020e02,3.2711e-01,3.2085,IceCube Bronze event. The position error is statistical only there is no systematic added.
133394_27261780,0,19/12/04,22:46:11.31,BRONZE,79.4003,2.8418,30.80,12.00,1.3020e02,3.2711e-01,3.2085,IceCube Bronze event. The position error is statistical only there is no systematic added.
133348_80807014,1,19/11/22,22:45:10.49,BRONZE,27.2500,-0.0400,109.20,65.40,1.2844e02,3.3128e-01,3.0981,IceCube Bronze event. The position error is statistical only there is no systematic added.
133348_80807014,0,19/11/22,22:45:10.49,BRONZE,28.2526,0.0747,30.80,12.00,1.2844e02,3.3128e-01,3.0981,IceCube Bronze event. The position error is statistical only there is no systematic added.
133331_47828126,2,19/11/19,01:01:29.38,GOLD,230.0999,3.1699,220.19,154.19,1.7648e02,4.4999e-01,1.5417,IceCube Bronze event. The position error is statistical only there is no systematic added.
133331_47828126,1,19/11/19,01:01:29.38,GOLD,230.0999,2.1699,220.19,154.19,1.7648e02,4.4999e-01,1.5417,IceCube Bronze event. The position error is statistical only there is no systematic added.
133331_47828126,0,19/11/19,01:01:29.38,GOLD,228.6680,3.3500,35.14,13.69,1.7648e02,4.4999e-01,1.5417,IceCube Bronze event. The position error is statistical only there is no systematic added.
133119_22683750,1,19/10/01,20:09:18.17,GOLD,314.0799,12.9399,177.00,81.00,2.1742e02,5.8898e-01,0.8578,IceCube Bronze event. The position error is statistical only there is no systematic added.
133119_22683750,0,19/10/01,20:09:18.17,GOLD,314.3550,12.5755,47.20,18.38,2.1742e02,5.8898e-01,0.8578,IceCube Bronze event. The position error is statistical only there is no systematic added.
133092_52499868,1,19/09/22,23:03:55.56,GOLD,5.7599,-1.5700,64.80,36.59,1.8737e02,5.0501e-01,1.3265,IceCube Bronze event. The position error is statistical only there is no systematic added.
133091_81419,1,19/09/22,09:42:45.62,GOLD,167.4300,-22.3900,177.00,101.39,3.1139e03,2.0165e-01,0.2262,IceCube Bronze event. The position error is statistical only there is no systematic added.
133092_52499868,0,19/09/22,23:03:55.56,GOLD,6.0049,-1.4881,38.02,14.81,1.8737e02,5.0501e-01,1.3265,IceCube Bronze event. The position error is statistical only there is no systematic added.
133091_81419,0,19/09/22,09:42:45.62,GOLD,166.9361,-24.5066,199.90,77.87,3.1139e03,2.0165e-01,0.2262,IceCube Bronze event. The position error is statistical only there is no systematic added.
132974_67924813,0,19/08/19,17:34:24.23,BRONZE,148.8070,0.9571,30.80,12.00,1.1316e02,2.9215e-01,3.8699,IceCube Bronze event. The position error is statistical only there is no systematic added.
132910_57145925,1,19/07/30,20:50:41.31,GOLD,225.7899,10.4700,71.10,39.74,2.9881e02,6.7158e-01,0.6770,IceCube Bronze event. The position error is statistical only there is no systematic added.
132910_57145925,0,19/07/30,20:50:41.31,GOLD,226.8302,10.5078,45.31,17.65,2.9881e02,6.7158e-01,0.6770,IceCube Bronze event. The position error is statistical only there is no systematic added.
132814_44222682,1,19/07/12,01:15:17.38,BRONZE,76.4599,13.0600,297.59,182.40,1.0867e02,3.0332e-01,2.6230,IceCube Bronze event. The position error is statistical only there is no systematic added.
132814_44222682,0,19/07/12,01:15:17.38,BRONZE,78.8869,12.4438,117.35,45.71,1.0867e02,3.0332e-01,2.6230,IceCube Bronze event. The position error is statistical only there is no systematic added.
132792_60166398,1,19/07/04,18:48:52.25,BRONZE,161.8499,27.1099,151.79,90.60,1.5499e02,4.8607e-01,0.9984,IceCube Bronze event. The position error is statistical only there is no systematic added.
132792_60166398,0,19/07/04,18:48:52.25,BRONZE,161.4080,27.4190,51.00,19.87,1.5499e02,4.8607e-01,0.9984,IceCube Bronze event. The position error is statistical only there is no systematic added.
