SN_Name,SN_Time,SN_RA,SN_Dec,GRB_Time,GRB_RA,GRB_Dec,Angular_Sep_deg,GRB_Fluence_J_per_m2,Trigger_ID,Fluence_Total_J_per_m2,Bruno_Class,Time_Delay_s,Entropy_Candidate,mapped_burst_id
GRB 940425B,1994-04-25,322.94999999999993,14.89,1994-04-25 12:14:23.386,322.95,14.89,0.0,,2948.0,1.03169e-06,Below Threshold,44063.386,False,940425C
GRB 940426,1994-04-26,22.809999999999995,0.9,1994-04-26 05:29:55.610,22.81,0.9,0.0,,2950.0,3.11501e-07,Below Threshold,19795.61,False,940426
GRB 940427,1994-04-27,56.28999999999999,24.110000000000003,1994-04-27 04:36:13.850,56.29,24.11,0.0,,2951.0,1.40554e-07,Below Threshold,16573.85,False,940427
GRB 940429A,1994-04-29,35.1,-57.52,1994-04-29 00:43:53.434,35.1,-57.52,0.0,,2953.0,4.94614e-06,Below Threshold,2633.434,False,940429
GRB 940503,1994-05-03,160.99999999999997,10.06,1994-05-03 05:07:44.602,161.0,10.06,0.0,,2958.0,1.5657900000000005e-06,Below Threshold,18464.602,False,940503
GRB 940504,1994-05-04,163.05999999999997,41.43,1994-05-04 08:44:44.570,163.06,41.43,0.0,,2961.0,1.173758e-06,Below Threshold,31484.57,False,940504
GRB 940516,1994-05-16,175.51999999999995,12.96,1994-05-16 08:12:13.850,175.52,12.96,0.0,,2980.0,3.45494e-08,Below Threshold,29533.85,False,940516
GRB 940520,1994-05-20,323.49999999999994,6.930000000000001,1994-05-20 00:21:38.714,323.5,6.93,0.0,,2984.0,3.4018040000000003e-06,Below Threshold,1298.714,False,940520
GRB 940521A,1994-05-21,129.18999999999997,-63.01,1994-05-21 11:45:18.490,129.19,-63.01,0.0,,2985.0,1.69602e-07,Below Threshold,42318.49,False,940521B
GRB 940521B,1994-05-21,295.75999999999993,50.61,1994-05-21 15:45:44.602,295.76,50.61,0.0,,2986.0,6.77242e-08,Below Threshold,56744.602,False,940521C
GRB 940524A,1994-05-24,135.45999999999998,-3.93,1994-05-24 06:23:27.578,135.46,-3.93,0.0,,2988.0,3.558601e-07,Below Threshold,23007.578,False,940524B
GRB 940524B,1994-05-24,157.67999999999998,11.56,1994-05-24 09:29:59.194,157.68,11.56,0.0,,2990.0,4.77776e-08,Below Threshold,34199.194,False,940524C
GRB 940526A,1994-05-26,313.54,53.47,1994-05-26 03:26:10.586,313.54,53.47,0.0,,2992.0,7.98028e-08,Below Threshold,12370.586,False,940526C
GRB 940526B,1994-05-26,80.40999999999998,-30.39,1994-05-26 10:55:26.810,80.41,-30.39,0.0,,2993.0,6.474592e-06,Below Threshold,39326.81,False,940526B
GRB 940526C,1994-05-26,131.84999999999997,34.2,1994-05-26 20:20:05.786,131.85,34.2,0.0,,2994.0,1.070622e-05,Above Threshold,73205.786,False,940526
GRB 940527B,1994-05-27,268.78,-54.0,1994-05-27 16:18:14.298,268.78,-54.0,0.0,,2996.0,4.986040000000001e-07,Below Threshold,58694.298,False,940527
GRB 940529A,1994-05-29,163.64,-25.33,1994-05-29 03:17:02.746,163.64,-25.33,0.0,,2998.0,2.94627e-07,Below Threshold,11822.746,False,940529D
GRB 940529B,1994-05-29,100.92999999999998,-47.55,1994-05-29 12:07:17.402,100.93,-47.55,0.0,,3001.0,6.147880000000001e-07,Below Threshold,43637.402,False,940529B
GRB 940529D,1994-05-29,214.84,58.93,1994-05-29 21:18:56.154,214.84,58.93,0.0,,3003.0,5.5685300000000005e-06,Below Threshold,76736.154,False,940529C
GRB 940530,1994-05-30,111.42,-1.57,1994-05-30 08:57:38.714,111.42,-1.57,0.0,,3005.0,4.3138000000000004e-07,Below Threshold,32258.714,False,940530
GRB 940602A,1994-06-02,18.23,58.42,1994-06-02 00:14:17.754,18.23,58.42,0.0,,3011.0,1.002144e-06,Below Threshold,857.754,False,940602B
GRB 940602B,1994-06-02,61.52999999999999,-8.889999999999999,1994-06-02 07:37:34.362,61.53,-8.89,0.0,,3012.0,1.16831e-07,Below Threshold,27454.362,False,940602
GRB 940604B,1994-06-04,126.34999999999997,-13.42,1994-06-04 14:37:07.098,126.35,-13.42,0.0,,3015.0,5.867240000000001e-07,Below Threshold,52627.098,False,940604
GRB 940605,1994-06-05,111.75,43.52,1994-06-05 14:59:34.682,111.75,43.52,0.0,,3016.0,1.4708202e-07,Below Threshold,53974.682,False,940605
GRB 940606,1994-06-06,311.72,47.19,1994-06-06 12:26:33.498,311.72,47.19,0.0,,3017.0,7.801170000000001e-07,Below Threshold,44793.498,False,940606
GRB 940611,1994-06-11,69.04999999999998,0.1611111111111111,1994-06-11 23:51:12.282,69.05,0.16,0.001,,3026.0,2.17213e-07,Below Threshold,85872.282,False,940611
GRB 940614,1994-06-14,158.91,9.88,1994-06-14 12:27:31.865,158.91,9.88,0.0,,3028.0,2.91634e-08,Below Threshold,44851.865,False,940614
GRB 940616A,1994-06-16,165.03999999999996,-58.18,1994-06-16 05:02:06.041,165.04,-58.18,0.0,,3029.0,8.881291e-07,Below Threshold,18126.041,False,940616B
GRB 940616D,1994-06-16,216.76999999999995,-9.27,1994-06-16 23:54:56.281,216.77,-9.27,0.0,,3032.0,4.71008e-07,Below Threshold,86096.281,False,940616
GRB 940619,1994-06-19,299.04999999999995,-29.89,1994-06-19 21:31:20.602,299.05,-29.89,0.0,,3035.0,6.00711e-06,Below Threshold,77480.602,False,940619
GRB 940621A,1994-06-21,214.08,5.99,1994-06-21 02:14:30.041,214.08,5.99,0.0,,3036.0,1.43014e-07,Below Threshold,8070.041,False,940621
GRB 940622,1994-06-22,299.5799999999999,-31.24,1994-06-22 13:18:16.666,299.58,-31.24,0.0,,3039.0,8.929049999999999e-07,Below Threshold,47896.666,False,940622
GRB 940623A,1994-06-23,246.86999999999995,12.25,1994-06-23 05:25:46.521,246.87,12.25,0.0,,3040.0,3.14711e-07,Below Threshold,19546.521,False,940623B
GRB 940623C,1994-06-23,108.37,75.78,1994-06-23 18:46:23.641,108.37,75.78,0.0,,3042.0,7.007570000000001e-06,Below Threshold,67583.641,False,940623
GRB 940701,1994-07-01,145.17999999999998,-6.430000000000001,1994-07-01 21:46:38.641,145.18,-6.43,0.0,,3055.0,8.394599999999999e-07,Below Threshold,78398.641,False,940701
GRB 940702,1994-07-02,29.73,-23.53,1994-07-02 09:28:11.698,29.73,-23.53,0.0,,3056.0,1.399567e-06,Below Threshold,34091.698,False,940702
GRB 940703A,1994-07-03,131.5,27.39,1994-07-03 04:40:46.514,131.5,27.39,0.0,,3057.0,7.80729e-05,Above Threshold,16846.514,True,940703
GRB 940708C,1994-07-08,301.58,24.66,1994-07-08 20:42:06.193,301.58,24.66,0.0,,3067.0,8.175110000000001e-06,Below Threshold,74526.193,False,940708
GRB 940709,1994-07-09,72.01999999999998,-34.16,1994-07-09 11:23:20.113,72.02,-34.16,0.0,,3068.0,7.3958e-08,Below Threshold,41000.113,False,940709
GRB 940710A,1994-07-10,260.12999999999994,-8.620000000000001,1994-07-10 09:01:01.489,260.13,-8.62,0.0,,3070.0,7.07559e-07,Below Threshold,32461.489,False,940710B
GRB 940710B,1994-07-10,96.42,-36.59,1994-07-10 09:55:29.073,96.42,-36.59,0.0,,3071.0,4.12682e-06,Below Threshold,35729.073,False,940710
GRB 940711,1994-07-11,110.57999999999998,-25.25,1994-07-11 18:14:06.513,110.58,-25.25,0.0,,3072.0,2.10648e-07,Below Threshold,65646.513,False,940711
GRB 940713,1994-07-13,148.92999999999998,10.9,1994-07-13 10:49:41.297,148.93,10.9,0.0,,3074.0,1.2840700000000002e-07,Below Threshold,38981.297,False,940713
GRB 940714A,1994-07-14,333.58,-42.1,1994-07-14 12:54:21.618,333.58,-42.1,0.0,,3075.0,4.83394e-07,Below Threshold,46461.618,False,940714
GRB 940714B,1994-07-14,251.35,-32.09,1994-07-14 16:48:02.225,251.35,-32.09,0.0,,3076.0,1.03071e-06,Below Threshold,60482.225,False,940714B
GRB 940715A,1994-07-15,138.08999999999995,8.4,1994-07-15 16:13:13.778,138.09,8.4,0.0,,3080.0,8.983060000000001e-07,Below Threshold,58393.778,False,940715B
GRB 940716A,1994-07-16,238.48999999999995,-64.83999999999999,1994-07-16 09:39:16.274,238.49,-64.84,0.0,,3084.0,5.12122e-07,Below Threshold,34756.274,False,940716
GRB 940716B,1994-07-16,127.18999999999998,88.1,1994-07-16 13:01:53.202,127.19,88.1,0.0,,3085.0,3.69461e-07,Below Threshold,46913.202,False,940716B
GRB 940717B,1994-07-17,102.21,-59.36,1994-07-17 08:47:41.745,102.21,-59.36,0.0,,3088.0,1.224623e-07,Below Threshold,31661.745,False,940717C
GRB 940720,1994-07-20,145.93999999999997,-62.53,1994-07-20 09:13:24.913,145.94,-62.53,0.0,,3091.0,2.0882400000000002e-07,Below Threshold,33204.913,False,940720
GRB 940722,1994-07-22,280.34,-40.91,1994-07-22 08:18:24.561,280.34,-40.91,0.0,,3093.0,5.91659e-07,Below Threshold,29904.561,False,940722
GRB 940726,1994-07-26,6.558333333333333,-49.89,1994-07-26 14:39:48.913,6.56,-49.89,0.001,,3096.0,2.773010000000001e-07,Below Threshold,52788.913,False,940726
GRB 940728B,1994-07-28,291.22,4.45,1994-07-28 14:06:40.305,291.22,4.45,0.0,,3100.0,5.515100000000001e-07,Below Threshold,50800.305,False,940728
GRB 940728C,1994-07-28,85.49,-39.87,1994-07-28 23:58:54.129,85.49,-39.87,0.0,,3101.0,1.083452e-06,Below Threshold,86334.129,False,940728B
GRB 940730,1994-07-30,348.14,-62.86,1994-07-30 18:17:23.889,348.14,-62.86,0.0,,3102.0,9.3116e-07,Below Threshold,65843.889,False,940730
GRB 940731,1994-07-31,121.34,-56.41,1994-07-31 00:41:10.577,121.34,-56.41,0.0,,3103.0,1.92475e-07,Below Threshold,2470.577,False,940731
GRB 940803B,1994-08-03,275.85,-6.930000000000001,1994-08-03 04:00:02.226,275.85,-6.93,0.0,,3105.0,1.649366e-06,Below Threshold,14402.226,False,940803B
GRB 940806C,1994-08-06,242.38,13.65,1994-08-06 09:32:56.881,242.38,13.65,0.0,,3109.0,5.11227e-07,Below Threshold,34376.881,False,940806B
GRB 940806D,1994-08-06,26.75,-49.85,1994-08-06 19:43:20.242,26.75,-49.85,0.0,,3110.0,3.859276e-06,Below Threshold,71000.242,False,940806
GRB 940810,1994-08-10,212.01,-17.47,1994-08-10 02:22:42.289,212.01,-17.47,0.0,,3115.0,2.59485e-06,Below Threshold,8562.289,False,940810
GRB 940812A,1994-08-12,340.48999999999995,-46.12,1994-08-12 00:27:42.642,340.49,-46.12,0.0,,3119.0,7.470940000000001e-07,Below Threshold,1662.642,False,940812B
GRB 940812B,1994-08-12,89.17999999999999,45.59,1994-08-12 12:05:30.673,89.18,45.59,0.0,,3120.0,1.936992e-07,Below Threshold,43530.673,False,940812
GRB 940816,1994-08-16,198.3,-29.610000000000003,1994-08-16 10:44:46.386,198.3,-29.61,0.0,,3127.0,1.8806900000000001e-07,Below Threshold,38686.386,False,940816
GRB 940817,1994-08-17,280.8399999999999,3.47,1994-08-17 08:40:15.793,280.84,3.47,0.0,,3128.0,1.074209e-05,Above Threshold,31215.793,True,940817
GRB 940819,1994-08-19,160.49999999999997,-5.51,1994-08-19 23:44:34.226,160.5,-5.51,0.0,,3129.0,1.41879e-07,Below Threshold,85474.226,False,940819
GRB 940821A,1994-08-21,334.2399999999999,-45.2,1994-08-21 04:24:18.353,334.24,-45.2,0.0,,3130.0,1.0947700000000005e-07,Below Threshold,15858.353,False,940821B
GRB 940821B,1994-08-21,294.69,43.48,1994-08-21 21:51:27.922,294.69,43.48,0.0,,3131.0,6.355300000000001e-07,Below Threshold,78687.922,False,940821
GRB 940822,1994-08-22,134.39999999999998,-8.4,1994-08-22 09:26:05.489,134.4,-8.4,0.0,,3132.0,1.77078e-07,Below Threshold,33965.489,False,940822
GRB 940823A,1994-08-23,41.66,9.15,1994-08-23 03:16:56.370,41.66,9.15,0.0,,3134.0,1.83804e-07,Below Threshold,11816.37,False,940823B
GRB 940823B,1994-08-23,101.08,12.23,1994-08-23 10:31:57.618,101.08,12.23,0.0,,3135.0,1.38325e-07,Below Threshold,37917.618,False,940823
GRB 940823C,1994-08-23,59.58999999999999,36.580000000000005,1994-08-23 16:23:48.145,59.59,36.58,0.0,,3136.0,4.3630300000000004e-08,Below Threshold,59028.145,False,940823C
GRB 940826,1994-08-26,93.59,-34.63,1994-08-26 20:55:20.242,93.59,-34.63,0.0,,3138.0,1.1136e-06,Below Threshold,75320.242,False,940826
GRB 940827A,1994-08-27,281.06,-4.52,1994-08-27 05:18:07.025,281.06,-4.52,0.0,,3139.0,5.9829e-08,Below Threshold,19087.025,False,940827B
GRB 940829,1994-08-29,129.39,-15.48,1994-08-29 09:27:17.169,129.39,-15.48,0.0,,3142.0,4.61386e-07,Below Threshold,34037.169,False,940829
GRB 940830A,1994-08-30,193.66,25.66,1994-08-30 08:59:56.722,193.66,25.66,0.0,,3143.0,6.228979999999999e-07,Below Threshold,32396.722,False,940830
GRB 940830B,1994-08-30,1.7599999999999998,-6.29,1994-08-30 11:37:19.282,1.76,-6.29,0.0,,3144.0,2.3080930000000002e-07,Below Threshold,41839.282,False,940830B
GRB 940902C,1994-09-02,215.42,-65.97,1994-09-02 17:00:05.681,215.42,-65.97,0.0,,3153.0,5.98164e-07,Below Threshold,61205.681,False,940902B
GRB 940904,1994-09-04,243.38,44.09,1994-09-04 03:59:51.986,243.38,44.09,0.0,,3155.0,5.59609e-07,Below Threshold,14391.986,False,940904
GRB 940905,1994-09-05,281.29,-0.46,1994-09-05 22:15:47.121,281.29,-0.46,0.0,,3156.0,9.749000000000002e-07,Below Threshold,80147.121,False,940905
GRB 940907,1994-09-07,94.87,73.47,1994-09-07 08:25:36.177,94.87,73.47,0.0,,3159.0,9.029900000000001e-08,Below Threshold,30336.177,False,940907
GRB 940909,1994-09-09,55.67,4.17,1994-09-09 05:02:19.570,55.67,4.17,0.0,,3160.0,6.53201e-08,Below Threshold,18139.57,False,940909
GRB 940910B,1994-09-10,224.28,8.620000000000001,1994-09-10 21:45:17.489,224.28,8.62,0.0,,3164.0,6.669830000000001e-07,Below Threshold,78317.489,False,940910B
GRB 940911,1994-09-11,35.529999999999994,-63.03,1994-09-11 16:27:40.337,35.53,-63.03,0.0,,3166.0,9.322000000000001e-08,Below Threshold,59260.337,False,940911
GRB 940913,1994-09-13,166.58999999999995,33.49,1994-09-13 14:43:20.881,166.59,33.49,0.0,,3167.0,4.9505000000000006e-08,Below Threshold,53000.881,False,940913
GRB 940915,1994-09-15,219.42,47.7,1994-09-15 06:52:19.505,219.42,47.7,0.0,,3168.0,2.46621e-07,Below Threshold,24739.505,False,940915
GRB 940917,1994-09-17,91.39,1.65,1994-09-17 17:16:03.633,91.39,1.65,0.0,,3171.0,1.740992e-06,Below Threshold,62163.633,False,940917
GRB 940919,1994-09-19,206.54,41.43,1994-09-19 00:42:22.257,206.54,41.43,0.0,,3174.0,7.746050000000001e-07,Below Threshold,2542.257,False,940919
GRB 940921A,1994-09-21,112.04999999999998,24.57,1994-09-21 03:08:48.370,112.05,24.57,0.0,,3177.0,2.36629e-07,Below Threshold,11328.37,False,940921B
GRB 940921B,1994-09-21,204.9,-17.77,1994-09-21 05:08:13.106,204.9,-17.77,0.0,,3178.0,9.93383e-06,Below Threshold,18493.106,False,940921
GRB 940925,1994-09-25,107.07,-20.39,1994-09-25 16:12:01.586,107.07,-20.39,0.0,,3193.0,4.02471e-07,Below Threshold,58321.586,False,940925
GRB 941003A,1994-10-03,186.9,35.04,1994-10-03 05:17:17.874,186.9,35.04,0.0,,3212.0,1.03971e-06,Below Threshold,19037.874,False,941003B
GRB 941005A,1994-10-05,251.48999999999995,7.01,1994-10-05 04:04:38.706,251.49,7.01,0.0,,3217.0,6.044840000000001e-07,Below Threshold,14678.706,False,941005
GRB 941006,1994-10-06,208.54,-36.37,1994-10-06 13:04:54.449,208.54,-36.37,0.0,,3220.0,1.579144e-06,Below Threshold,47094.449,False,941006
GRB 941008,1994-10-08,305.61999999999995,-52.18,1994-10-08 13:32:52.785,305.62,-52.18,0.0,,3227.0,1.0198440000000002e-05,Above Threshold,48772.785,False,941008
GRB 941009,1994-10-09,352.23,-57.25,1994-10-09 03:35:59.409,352.23,-57.25,0.0,,3229.0,9.9717e-08,Below Threshold,12959.409,False,941009
GRB 941011,1994-10-11,123.54999999999998,32.43,1994-10-11 16:40:11.185,123.55,32.43,0.0,,3237.0,4.69053e-07,Below Threshold,60011.185,False,941011
GRB 941012,1994-10-12,47.31,48.51,1994-10-12 03:00:33.073,47.31,48.51,0.0,,3238.0,1.63799e-07,Below Threshold,10833.073,False,941012
GRB 941014A,1994-10-14,31.66,7.430000000000001,1994-10-14 09:20:08.113,31.66,7.43,0.0,,3241.0,5.1362800000000006e-06,Below Threshold,33608.113,False,941014
GRB 941014B,1994-10-14,164.77999999999997,19.74,1994-10-14 23:15:16.785,164.78,19.74,0.0,,3242.0,5.224270000000001e-07,Below Threshold,83716.785,False,941014B
GRB 941017A,1994-10-17,301.55,9.81,1994-10-17 10:19:33.938,301.55,9.81,0.0,,3245.0,2.6176900000000003e-05,Above Threshold,37173.938,True,941017
GRB 941017B,1994-10-17,207.36999999999995,-0.13,1994-10-17 16:24:16.818,207.37,-0.13,0.0,,3246.0,5.199300000000001e-07,Below Threshold,59056.818,False,941017B
GRB 941018A,1994-10-18,55.74,-16.279999999999998,1994-10-18 06:02:10.994,55.74,-16.28,0.0,,3247.0,3.593990000000001e-06,Below Threshold,21730.994,False,941018
GRB 941018B,1994-10-18,329.02,-1.7300000000000002,1994-10-18 08:36:43.057,329.02,-1.73,0.0,,3248.0,1.0742055000000001e-07,Below Threshold,31003.057,False,941018B
GRB 941023A,1994-10-23,212.28,-82.35,1994-10-23 04:34:32.242,212.28,-82.35,0.0,,3255.0,1.6782900000000002e-06,Below Threshold,16472.242,False,941023
GRB 941023B,1994-10-23,354.02,56.52,1994-10-23 12:15:25.361,354.02,56.52,0.0,,3256.0,4.1468e-07,Below Threshold,44125.361,False,941023B
GRB 941026A,1994-10-26,205.96,-6.53,1994-10-26 02:52:35.633,205.96,-6.53,0.0,,3257.0,1.46056e-06,Below Threshold,10355.633,False,941026
GRB 941026B,1994-10-26,109.05999999999996,33.559999999999995,1994-10-26 22:10:50.162,109.06,33.56,0.0,,3259.0,1.392499e-06,Below Threshold,79850.162,False,941026B
GRB 941031B,1994-10-31,39.66,-57.29,1994-10-31 04:42:28.914,39.66,-57.29,0.0,,3267.0,2.32422e-07,Below Threshold,16948.914,False,941031C
GRB 941031C,1994-10-31,217.26999999999995,-24.16,1994-10-31 11:21:58.641,217.27,-24.16,0.0,,3269.0,1.72505e-06,Below Threshold,40918.641,False,941031
GRB 941109,1994-11-09,36.62,66.58999999999999,1994-11-09 00:00:36.785,36.62,66.59,0.0,,3276.0,2.7764460000000005e-07,Below Threshold,36.785,False,941109
GRB 941110A,1994-11-10,123.78999999999998,-38.14,1994-11-10 04:44:24.626,123.79,-38.14,0.0,,3278.0,1.5006587000000002e-07,Below Threshold,17064.626,False,941110B
GRB 941110B,1994-11-10,303.0799999999999,13.51,1994-11-10 14:47:50.961,303.08,13.51,0.0,,3279.0,2.98785e-07,Below Threshold,53270.961,False,941110
GRB 941111,1994-11-11,97.53999999999998,32.65,1994-11-11 02:20:00.562,97.54,32.65,0.0,,3280.0,1.49191e-08,Below Threshold,8400.562,False,941111
GRB 941114,1994-11-14,98.03999999999998,35.41,1994-11-14 02:02:38.385,98.04,35.41,0.0,,3283.0,3.2486e-07,Below Threshold,7358.385,False,941114
GRB 941115,1994-11-15,159.95999999999998,-27.89,1994-11-15 06:22:50.289,159.96,-27.89,0.0,,3284.0,3.90453e-08,Below Threshold,22970.289,False,941115
GRB 941119,1994-11-19,182.5,21.98,1994-11-19 19:30:50.162,182.5,21.98,0.0,,3287.0,2.13656e-06,Below Threshold,70250.162,False,941119
GRB 941121B,1994-11-21,35.45,-66.36999999999999,1994-11-21 17:24:57.970,35.45,-66.37,0.0,,3290.0,1.74969e-06,Below Threshold,62697.97,False,941121
GRB 941122B,1994-11-22,158.57999999999996,32.330000000000005,1994-11-22 20:32:55.474,158.58,32.33,0.0,,3292.0,8.322010000000001e-07,Below Threshold,73975.474,False,941122
GRB 941126E,1994-11-26,114.16999999999996,-32.580000000000005,1994-11-26 19:56:38.193,114.17,-32.58,0.0,,3301.0,2.964647e-06,Below Threshold,71798.193,False,941126B
GRB 941128B,1994-11-28,19.57,-33.95,1994-11-28 18:41:26.706,19.57,-33.95,0.0,,3306.0,1.6185900000000002e-06,Below Threshold,67286.706,False,941128
GRB 941202,1994-12-02,282.98,24.37,1994-12-02 03:32:16.689,282.98,24.37,0.0,,3307.0,3.7329200000000003e-07,Below Threshold,12736.689,False,941202
GRB 941214,1994-12-14,220.0,-54.77,1994-12-14 14:08:40.881,220.0,-54.77,0.0,,3319.0,1.383285e-07,Below Threshold,50920.881,False,941214
GRB 941215A,1994-12-15,134.57999999999998,23.4,1994-12-15 00:26:10.481,134.58,23.4,0.0,,3320.0,7.202110000000001e-07,Below Threshold,1570.481,False,941215
GRB 941215B,1994-12-15,157.75,-18.08,1994-12-15 08:08:50.610,157.75,-18.08,0.0,,3321.0,1.230119e-07,Below Threshold,29330.61,False,941215B
GRB 941217,1994-12-17,130.16999999999996,-80.36999999999999,1994-12-17 04:01:31.313,130.17,-80.37,0.0,,3322.0,1.1421820000000001e-07,Below Threshold,14491.313,False,941217
GRB 941222,1994-12-22,28.23,-39.16,1994-12-22 07:32:26.929,28.23,-39.16,0.0,,3324.0,5.0540700000000006e-08,Below Threshold,27146.929,False,941222
GRB 941228,1994-12-28,353.7799999999999,-49.23,1994-12-28 07:39:41.233,353.78,-49.23,0.0,,3330.0,4.68597e-06,Below Threshold,27581.233,False,941228
GRB 941230B,1994-12-30,172.71999999999997,-36.11,1994-12-30 20:53:14.033,172.72,-36.11,0.0,,3336.0,1.46004e-06,Below Threshold,75194.033,False,941230
GRB 950102A,1995-01-02,39.06999999999999,-34.94,1995-01-02 02:45:26.577,39.07,-34.94,0.0,,3339.0,7.42375e-07,Below Threshold,9926.577,False,950102B
GRB 950104,1995-01-04,303.25999999999993,-15.63,1995-01-04 07:18:39.025,303.26,-15.63,0.0,,3345.0,3.2105400000000003e-06,Below Threshold,26319.025,False,950104
GRB 950105,1995-01-05,23.31,-62.86,1995-01-05 05:28:53.169,23.31,-62.86,0.0,,3347.0,5.802590000000001e-07,Below Threshold,19733.169,False,950105
GRB 950110,1995-01-10,238.66,-34.730000000000004,1995-01-10 18:48:09.649,238.66,-34.73,0.0,,3350.0,3.395530000000001e-07,Below Threshold,67689.649,False,950110
GRB 950111A,1995-01-11,336.2399999999999,-64.78,1995-01-11 04:47:43.282,336.24,-64.78,0.0,,3351.0,1.0753899999999998e-06,Below Threshold,17263.282,False,950111
GRB 950111B,1995-01-11,19.57,-10.22,1995-01-11 12:18:30.194,19.57,-10.22,0.0,,3352.0,8.169080000000001e-06,Below Threshold,44310.194,False,950111B
GRB 950114A,1995-01-14,313.91,-24.15,1995-01-14 01:00:42.289,313.91,-24.15,0.0,,3356.0,1.60471e-07,Below Threshold,3642.289,False,950114
GRB 950115A,1995-01-15,38.94,14.62,1995-01-15 06:53:11.474,38.94,14.62,0.0,,3358.0,2.9063900000000004e-07,Below Threshold,24791.474,False,950115
GRB 950118A,1995-01-18,102.96999999999998,58.3,1995-01-18 12:23:09.745,102.97,58.3,0.0,,3364.0,1.1639190000000003e-06,Below Threshold,44589.745,False,950118
GRB 950119,1995-01-19,340.31,-0.7,1995-01-19 22:18:47.345,340.31,-0.7,0.0,,3369.0,3.404030000000001e-07,Below Threshold,80327.345,False,950119
GRB 950120,1995-01-20,197.38,36.46,1995-01-20 10:49:50.514,197.38,36.46,0.0,,3370.0,1.3308410000000002e-07,Below Threshold,38990.514,False,950120
GRB 950129A,1995-01-29,254.61999999999992,5.34,1995-01-29 18:15:58.897,254.62,5.34,0.0,,3378.0,2.9564500000000005e-07,Below Threshold,65758.897,False,950129
GRB 950206A,1995-02-06,69.58999999999999,-14.45,1995-02-06 10:43:48.017,69.59,-14.45,0.0,,3403.0,1.63277e-07,Below Threshold,38628.017,False,950206B
GRB 950206B,1995-02-06,241.65,-49.69,1995-02-06 19:45:41.809,241.65,-49.69,0.0,,3405.0,1.762879e-06,Below Threshold,71141.809,False,950206
GRB 950207B,1995-02-07,37.48,26.14,1995-02-07 07:23:45.969,37.48,26.14,0.0,,3407.0,6.7995e-07,Below Threshold,26625.969,False,950207
GRB 950208,1995-02-08,336.9599999999999,54.19,1995-02-08 02:10:24.049,336.96,54.19,0.0,,3408.0,1.069039e-05,Above Threshold,7824.049,True,950208
GRB 950211B,1995-02-11,64.35,-55.02,1995-02-11 20:07:48.850,64.35,-55.02,0.0,,3415.0,3.1738300000000004e-06,Below Threshold,72468.85,False,950211B
GRB 950211C,1995-02-11,256.81999999999994,47.28,1995-02-11 23:26:25.458,256.82,47.28,0.0,,3416.0,1.91452e-07,Below Threshold,84385.458,False,950211C
GRB 950221A,1995-02-21,294.31,-32.15,1995-02-21 20:45:05.585,294.31,-32.15,0.0,,3436.0,1.8487e-06,Below Threshold,74705.585,False,950221
GRB 950223,1995-02-23,325.55999999999995,-21.99,1995-02-23 02:23:08.721,325.56,-21.99,0.0,,3439.0,1.03645e-06,Below Threshold,8588.721,False,950223
GRB 950301,1995-03-01,307.9599999999999,12.92,1995-03-01 21:02:41.329,307.96,12.92,0.0,,3448.0,7.259970000000001e-06,Below Threshold,75761.329,False,950301
GRB 950305,1995-03-05,197.2,-11.12,1995-03-05 15:05:04.945,197.2,-11.12,0.0,,3458.0,3.70421e-06,Below Threshold,54304.945,False,950305
GRB 950311,1995-03-11,349.31,22.69,1995-03-11 11:12:10.930,349.31,22.69,0.0,,3465.0,4.668807e-07,Below Threshold,40330.93,False,950311
GRB 950317A,1995-03-17,85.0,-12.96,1995-03-17 05:15:58.001,85.0,-12.96,0.0,,3471.0,2.965650000000001e-07,Below Threshold,18958.001,False,950317C
GRB 950325A,1995-03-25,52.81,50.5,1995-03-25 07:10:44.401,52.81,50.5,0.0,,3480.0,1.648699e-06,Below Threshold,25844.401,False,950325B
GRB 950325B,1995-03-25,66.22,-11.56,1995-03-25 17:36:31.921,66.22,-11.56,0.0,,3481.0,5.6692e-06,Below Threshold,63391.921,False,950325
GRB 950327A,1995-03-27,54.12,38.01,1995-03-27 07:19:07.186,54.12,38.01,0.0,,3485.0,6.187399999999999e-07,Below Threshold,26347.186,False,950327B
GRB 950327B,1995-03-27,274.40000000000003,20.46,1995-03-27 23:47:51.601,274.4,20.46,0.0,,3486.0,2.853590000000001e-07,Below Threshold,85671.601,False,950327
GRB 950401A,1995-04-01,197.93,56.95,1995-04-01 11:50:42.354,197.93,56.95,0.0,,3488.0,9.73261e-07,Below Threshold,42642.354,False,950401
GRB 950401B,1995-04-01,86.05999999999999,43.75,1995-04-01 20:43:54.417,86.06,43.75,0.0,,3489.0,4.92739e-06,Below Threshold,74634.417,False,950401B
GRB 950403A,1995-04-03,36.38999999999999,10.71,1995-04-03 13:19:47.377,36.39,10.71,0.0,,3491.0,6.365970000000001e-06,Below Threshold,47987.377,False,950403B
GRB 950405A,1995-04-05,13.739999999999998,57.5,1995-04-05 04:14:17.777,13.74,57.5,0.0,,3493.0,4.079954e-07,Below Threshold,15257.777,False,950405
GRB 950412,1995-04-12,317.3599999999999,2.65,1995-04-12 00:48:04.274,317.36,2.65,0.0,,3503.0,1.3265230000000002e-07,Below Threshold,2884.274,False,950412
