SN_Name,SN_Time,SN_RA,SN_Dec,GRB_Time,GRB_RA,GRB_Dec,Angular_Sep_deg,GRB_Fluence_J_per_m2,Trigger_ID,Fluence_Total_J_per_m2,Bruno_Class,Time_Delay_s,Entropy_Candidate,mapped_burst_id
GRB 920405,1992-04-05,356.99999999999994,34.13,1992-04-05 21:41:30.859,357.0,34.13,0.0,,1540.0,2.1107400000000005e-07,Below Threshold,78090.859,False,920405
GRB 920406,1992-04-06,289.91,-57.69,1992-04-06 02:44:13.547,289.91,-57.69,0.0,,1541.0,1.384477e-05,Above Threshold,9853.547,True,920406
GRB 920408C,1992-04-08,306.69,33.88,1992-04-08 17:33:45.195,306.69,33.88,0.0,,1546.0,2.804249e-07,Below Threshold,63225.195,False,920408
GRB 920413,1992-04-13,109.73,-48.89,1992-04-13 22:55:31.946,109.73,-48.89,0.0,,1551.0,5.145291e-07,Below Threshold,82531.946,False,920413
GRB 920414A,1992-04-14,299.99999999999994,-65.15,1992-04-14 18:37:56.714,300.0,-65.15,0.0,,1552.0,1.51552e-07,Below Threshold,67076.714,False,920414B
GRB 920419A,1992-04-19,149.72,-18.25,1992-04-19 10:54:40.234,149.72,-18.25,0.0,,1558.0,1.3729600000000001e-07,Below Threshold,39280.234,False,920419B
GRB 920419B,1992-04-19,85.52,63.29,1992-04-19 20:06:46.634,85.52,63.29,0.0,,1559.0,5.50046e-07,Below Threshold,72406.634,False,920419
GRB 920420,1992-04-20,320.51,13.45,1992-04-20 06:52:22.506,320.51,13.45,0.0,,1561.0,1.7133300000000004e-07,Below Threshold,24742.506,False,920420
GRB 920423B,1992-04-23,153.89999999999998,22.16,1992-04-23 22:06:41.258,153.9,22.16,0.0,,1567.0,2.2896600000000001e-07,Below Threshold,79601.258,False,920423B
GRB 920430B,1992-04-30,37.61,-8.22,1992-04-30 16:02:50.602,37.61,-8.22,0.0,,1574.0,8.51345e-07,Below Threshold,57770.602,False,920430
GRB 920502B,1992-05-02,154.82,45.42,1992-05-02 17:26:40.490,154.82,45.42,0.0,,1578.0,1.25839e-06,Below Threshold,62800.49,False,920502
GRB 920502C,1992-05-02,131.98999999999998,-84.96000000000001,1992-05-02 19:05:03.850,131.99,-84.96,0.0,,1579.0,1.8398960000000005e-06,Below Threshold,68703.85,False,920502C
GRB 920503A,1992-05-03,146.76,41.98,1992-05-03 02:50:29.098,146.76,41.98,0.0,,1580.0,4.7608100000000004e-07,Below Threshold,10229.098,False,920503
GRB 920505,1992-05-05,45.36999999999999,69.94,1992-05-05 21:54:49.578,45.37,69.94,0.0,,1586.0,4.727600000000001e-07,Below Threshold,78889.578,False,920505
GRB 920509,1992-05-09,341.22,-82.43,1992-05-09 11:19:14.794,341.22,-82.43,0.0,,1590.0,3.097520000000001e-07,Below Threshold,40754.794,False,920509
GRB 920511A,1992-05-11,125.04,-48.96,1992-05-11 06:27:25.034,125.04,-48.96,0.0,,1601.0,2.0769190000000003e-06,Below Threshold,23245.034,False,920511
GRB 920511C,1992-05-11,24.33,-37.01,1992-05-11 22:28:31.978,24.33,-37.01,0.0,,1604.0,2.5481600000000005e-07,Below Threshold,80911.978,False,920511B
GRB 920513,1992-05-13,211.16,-44.77,1992-05-13 16:52:59.114,211.16,-44.77,0.0,,1606.0,6.20296e-06,Below Threshold,60779.114,False,920513
GRB 920517B,1992-05-17,204.1,-16.47,1992-05-17 03:17:54.922,204.1,-16.47,0.0,,1609.0,4.6940400000000005e-06,Below Threshold,11874.922,False,920517
GRB 920518,1992-05-18,247.3,33.9,1992-05-18 05:16:00.746,247.3,33.9,0.0,,1611.0,3.57311e-08,Below Threshold,18960.746,False,920518
GRB 920520A,1992-05-20,190.03,-51.94,1992-05-20 07:40:58.090,190.03,-51.94,0.0,,1614.0,4.555470000000001e-07,Below Threshold,27658.09,False,920520
GRB 920524,1992-05-24,157.51999999999998,29.22,1992-05-24 03:51:42.122,157.52,29.22,0.0,,1623.0,3.28383e-06,Below Threshold,13902.122,False,920524
GRB 920525B,1992-05-25,299.62999999999994,-42.05,1992-05-25 03:27:01.738,299.63,-42.05,0.0,,1625.0,1.160778e-05,Above Threshold,12421.738,True,920525
GRB 920525C,1992-05-25,14.65,-67.13,1992-05-25 07:15:51.722,14.65,-67.13,0.0,,1626.0,1.338815e-07,Below Threshold,26151.722,False,920525C
GRB 920526,1992-05-26,104.49,39.31,1992-05-26 02:22:16.426,104.49,39.31,0.0,,1628.0,6.07232e-07,Below Threshold,8536.426,False,920526
GRB 920608,1992-06-08,21.79,5.72,1992-06-08 14:26:08.874,21.79,5.72,0.0,,1637.0,3.585501e-08,Below Threshold,51968.874,False,920608
GRB 920609B,1992-06-09,260.12999999999994,-72.08,1992-06-09 18:11:52.042,260.13,-72.08,0.0,,1642.0,2.3378100000000002e-07,Below Threshold,65512.042,False,920609
GRB 920613A,1992-06-13,312.91,-55.64,1992-06-13 14:31:43.466,312.91,-55.64,0.0,,1646.0,1.8660100000000002e-07,Below Threshold,52303.466,False,920613
GRB 920617A,1992-06-17,100.69,-64.52,1992-06-17 03:44:28.266,100.69,-64.52,0.0,,1651.0,5.35712e-07,Below Threshold,13468.266,False,920617B
GRB 920617B,1992-06-17,37.66,77.51,1992-06-17 05:26:51.242,37.66,77.51,0.0,,1652.0,2.48048e-06,Below Threshold,19611.242,False,920617
GRB 920617C,1992-06-17,19.04,21.47,1992-06-17 18:43:52.810,19.04,21.47,0.0,,1653.0,2.39773e-07,Below Threshold,67432.81,False,920617C
GRB 920618,1992-06-18,315.99999999999994,-46.07,1992-06-18 21:50:07.978,316.0,-46.07,0.0,,1655.0,3.05602e-07,Below Threshold,78607.978,False,920618
GRB 920619A,1992-06-19,140.17,-64.71000000000001,1992-06-19 08:33:01.546,140.17,-64.71,0.0,,1656.0,4.16178e-07,Below Threshold,30781.546,False,920619
GRB 920619B,1992-06-19,155.27999999999997,22.47,1992-06-19 13:03:57.034,155.28,22.47,0.0,,1657.0,1.033468e-07,Below Threshold,47037.034,False,920619B
GRB 920620B,1992-06-20,4.849999999999999,-0.36,1992-06-20 18:57:01.674,4.85,-0.36,0.0,,1660.0,4.412860000000001e-07,Below Threshold,68221.674,False,920620
GRB 920620C,1992-06-20,162.13,10.03,1992-06-20 22:53:23.946,162.13,10.03,0.0,,1661.0,5.22535e-07,Below Threshold,82403.946,False,920620C
GRB 920622B,1992-06-22,162.1,47.17,1992-06-22 07:05:04.490,162.1,47.17,0.0,,1663.0,1.697663e-05,Above Threshold,25504.49,True,920622
GRB 920622C,1992-06-22,346.81,10.01,1992-06-22 12:54:21.290,346.81,10.01,0.0,,1664.0,4.16059e-07,Below Threshold,46461.29,False,920622B
GRB 920624,1992-06-24,67.54999999999998,3.05,1992-06-24 04:31:36.554,67.55,3.05,0.0,,1667.0,1.11625e-07,Below Threshold,16296.554,False,920624
GRB 920627B,1992-06-27,166.01999999999998,-2.58,1992-06-27 13:02:36.138,166.02,-2.58,0.0,,1676.0,3.5383300000000005e-06,Below Threshold,46956.138,False,920627
GRB 920628B,1992-06-28,317.79,-27.32,1992-06-28 20:57:42.762,317.79,-27.32,0.0,,1679.0,1.636588e-07,Below Threshold,75462.762,False,920628
GRB 920701,1992-07-01,314.64,33.44,1992-07-01 19:38:19.586,314.64,33.44,0.0,,1683.0,9.38e-07,Below Threshold,70699.586,False,920701
GRB 920707,1992-07-07,276.64,-22.06,1992-07-07 01:08:19.714,276.64,-22.06,0.0,,1687.0,7.1838e-08,Below Threshold,4099.714,False,920707
GRB 920710B,1992-07-10,53.85,17.34,1992-07-10 22:13:25.250,53.85,17.34,0.0,,1693.0,5.9931e-08,Below Threshold,80005.25,False,920710
GRB 920714C,1992-07-14,140.36,-44.64,1992-07-14 20:23:26.850,140.36,-44.64,0.0,,1700.0,1.97094e-07,Below Threshold,73406.85,False,920714B
GRB 920715,1992-07-15,285.77,53.74,1992-07-15 12:51:26.786,285.77,53.74,0.0,,1701.0,5.351400000000001e-08,Below Threshold,46286.786,False,920715
GRB 920717B,1992-07-17,20.75,-2.32,1992-07-17 15:47:09.570,20.75,-2.32,0.0,,1704.0,2.45573e-07,Below Threshold,56829.57,False,920717B
GRB 920718B,1992-07-18,296.39,-55.98,1992-07-18 21:32:43.266,296.39,-55.98,0.0,,1709.0,1.06465e-06,Below Threshold,77563.266,False,920718
GRB 920720A,1992-07-20,203.02,36.87,1992-07-20 03:12:04.162,203.02,36.87,0.0,,1711.0,2.3922720000000004e-06,Below Threshold,11524.162,False,920720
GRB 920720B,1992-07-20,144.73999999999998,-10.3,1992-07-20 05:52:52.866,144.74,-10.3,0.0,,1712.0,2.58507e-06,Below Threshold,21172.866,False,920720B
GRB 920721D,1992-07-21,37.55,33.49,1992-07-21 18:17:48.418,37.55,33.49,0.0,,1717.0,4.80313e-07,Below Threshold,65868.418,False,920721
GRB 920730A,1992-07-30,22.1,33.9,1992-07-30 13:01:24.482,22.1,33.9,0.0,,1730.0,1.97904e-07,Below Threshold,46884.482,False,920730B
GRB 920730B,1992-07-30,241.67,-10.7,1992-07-30 21:31:33.890,241.67,-10.7,0.0,,1731.0,1.1937500000000002e-06,Below Threshold,77493.89,False,920730
GRB 920801,1992-08-01,157.86,68.9,1992-08-01 01:16:40.450,157.86,68.9,0.0,,1733.0,3.123174e-06,Below Threshold,4600.45,False,920801
GRB 920802,1992-08-02,101.35,-48.26,1992-08-02 04:35:24.162,101.35,-48.26,0.0,,1734.0,1.3449600000000004e-07,Below Threshold,16524.162,False,920802
GRB 920803B,1992-08-03,134.70999999999998,-36.12,1992-08-03 16:53:44.642,134.71,-36.12,0.0,,1740.0,2.62368e-07,Below Threshold,60824.642,False,920803
GRB 920804B,1992-08-04,286.4,50.69,1992-08-04 19:53:21.794,286.4,50.69,0.0,,1742.0,2.99038e-07,Below Threshold,71601.794,False,920804C
GRB 920806,1992-08-06,284.7399999999999,-10.68,1992-08-06 18:09:17.506,284.74,-10.68,0.0,,1747.0,6.027759e-08,Below Threshold,65357.506,False,920806
GRB 920812B,1992-08-12,115.22,-37.91,1992-08-12 20:59:27.746,115.22,-37.91,0.0,,1806.0,1.54156e-07,Below Threshold,75567.746,False,920812B
GRB 920813,1992-08-13,206.22,-28.34,1992-08-13 03:33:48.546,206.22,-28.34,0.0,,1807.0,7.671499999999999e-07,Below Threshold,12828.546,False,920813
GRB 920814A,1992-08-14,258.68,-44.63,1992-08-14 06:09:53.794,258.68,-44.63,0.0,,1815.0,1.116219e-06,Below Threshold,22193.794,False,920814
GRB 920814B,1992-08-14,226.61999999999995,-11.65,1992-08-14 13:25:03.234,226.62,-11.65,0.0,,1819.0,3.861458000000001e-07,Below Threshold,48303.234,False,920814B
GRB 920816,1992-08-16,241.71,66.16000000000001,1992-08-16 07:15:37.218,241.71,66.16,0.0,,1830.0,1.06176e-06,Below Threshold,26137.218,False,920816
GRB 920830,1992-08-30,258.53,-73.99,1992-08-30 01:45:17.570,258.53,-73.99,0.0,,1883.0,9.16205e-07,Below Threshold,6317.57,False,920830
GRB 920901,1992-09-01,261.65,16.060000000000002,1992-09-01 06:06:15.682,261.65,16.06,0.0,,1885.0,3.39211e-07,Below Threshold,21975.682,False,920901
GRB 920902A,1992-09-02,279.15000000000003,-20.7,1992-09-02 00:28:56.322,279.15,-20.7,0.0,,1886.0,9.916450000000002e-06,Below Threshold,1736.322,False,920902
GRB 920912,1992-09-12,256.11,-13.72,1992-09-12 04:41:06.946,256.11,-13.72,0.0,,1922.0,2.29815e-07,Below Threshold,16866.946,False,920912
GRB 920913,1992-09-13,351.5799999999999,53.61,1992-09-13 03:55:01.122,351.58,53.61,0.0,,1924.0,5.594260000000001e-07,Below Threshold,14101.122,False,920913
GRB 920924,1992-09-24,126.68,-68.74,1992-09-24 18:10:58.562,126.68,-68.74,0.0,,1953.0,7.540590000000001e-08,Below Threshold,65458.562,False,920924
GRB 920925B,1992-09-25,160.26,67.38,1992-09-25 21:45:16.162,160.26,67.38,0.0,,1956.0,5.473449999999999e-07,Below Threshold,78316.162,False,920925
GRB 921001A,1992-10-01,324.42999999999995,32.28,1992-10-01 04:03:53.858,324.43,32.28,0.0,,1967.0,4.39142e-07,Below Threshold,14633.858,False,921001
GRB 921003A,1992-10-03,150.32,-14.71,1992-10-03 06:35:40.034,150.32,-14.71,0.0,,1974.0,7.528190000000001e-07,Below Threshold,23740.034,False,921003
GRB 921008,1992-10-08,257.61,87.18,1992-10-08 21:07:37.218,257.61,87.18,0.0,,1982.0,2.635681e-06,Below Threshold,76057.218,False,921008
GRB 921015,1992-10-15,123.03999999999996,41.69,1992-10-15 01:36:32.386,123.04,41.69,0.0,,1989.0,7.297259999999999e-06,Below Threshold,5792.386,False,921015
GRB 921017,1992-10-17,198.49,-17.229999999999997,1992-10-17 23:55:13.154,198.49,-17.23,0.0,,1991.0,2.54143e-08,Below Threshold,86113.154,False,921017
GRB 921021,1992-10-21,241.05,36.24,1992-10-21 18:20:43.778,241.05,36.24,0.0,,1993.0,2.478117e-07,Below Threshold,66043.778,False,921021
GRB 921022B,1992-10-22,253.78,-12.42,1992-10-22 15:20:59.458,253.78,-12.42,0.0,,1997.0,2.453e-06,Below Threshold,55259.458,False,921022
GRB 921029A,1992-10-29,34.13999999999999,-1.57,1992-10-29 12:37:56.482,34.14,-1.57,0.0,,2018.0,2.36304e-07,Below Threshold,45476.482,False,921029B
GRB 921029B,1992-10-29,128.61,63.81,1992-10-29 18:16:53.122,128.61,63.81,0.0,,2019.0,7.73103e-07,Below Threshold,65813.122,False,921029
GRB 921031B,1992-10-31,294.54,12.71,1992-10-31 18:00:05.506,294.54,12.71,0.0,,2035.0,5.544330000000001e-08,Below Threshold,64805.506,False,921031
GRB 921101,1992-11-01,324.61999999999995,47.36,1992-11-01 18:03:55.714,324.62,47.36,0.0,,2037.0,1.285968e-06,Below Threshold,65035.714,False,921101
GRB 921102C,1992-11-02,134.41999999999996,-30.76,1992-11-02 23:00:08.450,134.42,-30.76,0.0,,2041.0,5.870844e-07,Below Threshold,82808.45,False,921102
GRB 921109,1992-11-09,213.46,-33.07,1992-11-09 19:40:09.218,213.46,-33.07,0.0,,2044.0,3.534939e-07,Below Threshold,70809.218,False,921109
GRB 921110C,1992-11-10,59.88999999999999,33.809999999999995,1992-11-10 13:38:58.818,59.89,33.81,0.0,,2047.0,2.38819e-07,Below Threshold,49138.818,False,921110
GRB 921112D,1992-11-12,77.97999999999999,30.21,1992-11-12 16:28:14.466,77.98,30.21,0.0,,2053.0,1.89916e-07,Below Threshold,59294.466,False,921112
GRB 921118,1992-11-18,350.44999999999993,50.32,1992-11-18 22:11:44.386,350.45,50.32,0.0,,2061.0,5.790050000000001e-06,Below Threshold,79904.386,False,921118
GRB 921123A,1992-11-23,334.2399999999999,-53.25,1992-11-23 06:18:31.682,334.24,-53.25,0.0,,2067.0,8.99938e-06,Below Threshold,22711.682,False,921123
GRB 921127,1992-11-27,129.03,-63.15,1992-11-27 00:08:07.042,129.03,-63.15,0.0,,2069.0,3.87876e-08,Below Threshold,487.042,False,921127
GRB 921128,1992-11-28,294.51,-38.96,1992-11-28 10:24:52.098,294.51,-38.96,0.0,,2070.0,1.43691e-07,Below Threshold,37492.098,False,921128
GRB 921203,1992-12-03,233.61999999999995,21.03,1992-12-03 21:44:22.914,233.62,21.03,0.0,,2074.0,1.129368e-06,Below Threshold,78262.914,False,921203
GRB 921205,1992-12-05,339.11999999999995,5.8,1992-12-05 00:32:28.290,339.12,5.8,0.0,,2077.0,2.49337e-07,Below Threshold,1948.29,False,921205
GRB 921206B,1992-12-06,176.47999999999996,45.72,1992-12-06 18:24:19.330,176.48,45.72,0.0,,2080.0,3.2767300000000003e-06,Below Threshold,66259.33,False,921206
GRB 921207A,1992-12-07,357.69999999999993,26.91,1992-12-07 01:05:22.562,357.7,26.91,0.0,,2081.0,5.473112e-07,Below Threshold,3922.562,False,921207B
GRB 921207B,1992-12-07,306.33,-42.93,1992-12-07 16:00:47.938,306.33,-42.93,0.0,,2083.0,8.410680000000001e-06,Below Threshold,57647.938,False,921207
GRB 921208,1992-12-08,7.4416666666666655,55.75,1992-12-08 11:19:34.402,7.44,55.75,0.001,,2087.0,3.14127e-07,Below Threshold,40774.402,False,921208
GRB 921209B,1992-12-09,332.97,-52.02,1992-12-09 11:35:38.754,332.97,-52.02,0.0,,2090.0,1.58737e-06,Below Threshold,41738.754,False,921209
GRB 921211,1992-12-11,18.39,47.47,1992-12-11 14:30:32.834,18.39,47.47,0.0,,2093.0,3.385370000000001e-07,Below Threshold,52232.834,False,921211
GRB 921217,1992-12-17,88.88999999999999,21.24,1992-12-17 19:34:35.394,88.89,21.24,0.0,,2101.0,5.32253e-07,Below Threshold,70475.394,False,921217
GRB 921218,1992-12-18,355.61999999999995,-55.31,1992-12-18 02:30:02.626,355.62,-55.31,0.0,,2102.0,2.46505e-07,Below Threshold,9002.626,False,921218
GRB 921222,1992-12-22,85.67999999999999,-15.64,1992-12-22 20:32:52.866,85.68,-15.64,0.0,,2105.0,7.5989e-08,Below Threshold,73972.866,False,921222
GRB 921227,1992-12-27,206.33,-25.65,1992-12-27 12:44:08.194,206.33,-25.65,0.0,,2106.0,1.25848e-06,Below Threshold,45848.194,False,921227
GRB 921230A,1992-12-30,19.52,17.21,1992-12-30 08:57:50.978,19.52,17.21,0.0,,2110.0,4.044914e-06,Below Threshold,32270.978,False,921230
GRB 921230B,1992-12-30,150.53999999999996,28.63,1992-12-30 14:05:45.986,150.54,28.63,0.0,,2111.0,4.56875e-07,Below Threshold,50745.986,False,921230B
GRB 921230C,1992-12-30,221.86,34.16,1992-12-30 15:41:01.954,221.86,34.16,0.0,,2112.0,2.048807e-06,Below Threshold,56461.954,False,921230C
GRB 930102,1993-01-02,220.54,10.46,1993-01-02 11:15:59.234,220.54,10.46,0.0,,2114.0,7.36153e-08,Below Threshold,40559.234,False,930102
GRB 930106A,1993-01-06,199.45999999999995,-15.43,1993-01-06 09:45:45.090,199.46,-15.43,0.0,,2119.0,1.5436200000000004e-07,Below Threshold,35145.09,False,930106C
GRB 930106D,1993-01-06,124.78999999999998,-32.62,1993-01-06 19:57:15.266,124.79,-32.62,0.0,,2122.0,4.24796e-06,Below Threshold,71835.266,False,930106B
GRB 930108,1993-01-08,94.62,-30.44,1993-01-08 02:28:55.042,94.62,-30.44,0.0,,2123.0,6.359910000000001e-07,Below Threshold,8935.042,False,930108
GRB 930113A,1993-01-13,328.31999999999994,9.54,1993-01-13 00:09:02.338,328.32,9.54,0.0,,2129.0,6.492600000000002e-08,Below Threshold,542.338,False,930113
GRB 930114A,1993-01-14,283.6599999999999,60.03,1993-01-14 00:44:50.690,283.66,60.03,0.0,,2133.0,5.4061000000000003e-08,Below Threshold,2690.69,False,930114B
GRB 930120,1993-01-20,261.31,14.739999999999998,1993-01-20 23:31:40.290,261.31,14.74,0.0,,2138.0,4.05429e-06,Below Threshold,84700.29,False,930120
GRB 930121A,1993-01-21,8.479166666666666,-20.81,1993-01-21 09:17:10.146,8.48,-20.81,0.001,,2140.0,1.2818499999999998e-07,Below Threshold,33430.146,False,930121B
GRB 930123,1993-01-23,60.38999999999999,38.34,1993-01-23 18:45:21.154,60.39,38.34,0.0,,2143.0,4.305280000000001e-07,Below Threshold,67521.154,False,930123
GRB 930127A,1993-01-27,245.3,-19.96,1993-01-27 00:28:43.010,245.3,-19.96,0.0,,2148.0,1.77301e-07,Below Threshold,1723.01,False,930127B
GRB 930127B,1993-01-27,310.94999999999993,-39.63,1993-01-27 16:14:25.922,310.95,-39.63,0.0,,2149.0,1.39343e-06,Below Threshold,58465.922,False,930127
GRB 930131A,1993-01-31,182.04,-8.239999999999998,1993-01-31 18:57:11.682,182.04,-8.24,0.0,,2151.0,6.66146e-06,Below Threshold,68231.682,False,930131
GRB 930131B,1993-01-31,79.83,-2.6,1993-01-31 21:11:11.234,79.83,-2.6,0.0,,2152.0,3.66909e-08,Below Threshold,76271.234,False,930131B
GRB 930201C,1993-02-01,333.53,41.15,1993-02-01 16:41:55.586,333.53,41.15,0.0,,2156.0,1.6983409999999998e-05,Above Threshold,60115.586,False,930201
GRB 930210,1993-02-10,248.88,22.25,1993-02-10 02:10:11.714,248.88,22.25,0.0,,2181.0,2.52241e-07,Below Threshold,7811.714,False,930210
GRB 930212,1993-02-12,38.35,8.889999999999999,1993-02-12 11:29:56.866,38.35,8.89,0.0,,2187.0,8.723000000000002e-08,Below Threshold,41396.866,False,930212
GRB 930213A,1993-02-13,13.929999999999998,49.41,1993-02-13 08:52:06.914,13.93,49.41,0.0,,2188.0,4.554780000000001e-07,Below Threshold,31926.914,False,930213
GRB 930213B,1993-02-13,199.97,-67.46000000000001,1993-02-13 12:45:44.450,199.97,-67.46,0.0,,2189.0,1.81664e-07,Below Threshold,45944.45,False,930213B
GRB 930214A,1993-02-14,255.35,17.990000000000002,1993-02-14 04:08:17.794,255.35,17.99,0.0,,2190.0,1.05614e-06,Below Threshold,14897.794,False,930214
GRB 930214B,1993-02-14,282.83,-44.51,1993-02-14 07:36:55.170,282.83,-44.51,0.0,,2191.0,4.59881e-07,Below Threshold,27415.17,False,930214C
GRB 930214C,1993-02-14,194.8,26.77,1993-02-14 18:12:58.626,194.8,26.77,0.0,,2193.0,2.720602e-06,Below Threshold,65578.626,False,930214B
GRB 930217,1993-02-17,117.77999999999996,0.9805555555555556,1993-02-17 14:44:38.402,117.78,0.98,0.001,,2197.0,4.12395e-07,Below Threshold,53078.402,False,930217
GRB 930219B,1993-02-19,330.63,35.080000000000005,1993-02-19 03:59:05.858,330.63,35.08,0.0,,2202.0,6.911e-08,Below Threshold,14345.858,False,930219D
GRB 930219C,1993-02-19,242.82,57.51,1993-02-19 05:08:12.546,242.82,57.51,0.0,,2203.0,2.18795e-07,Below Threshold,18492.546,False,930219B
GRB 930219D,1993-02-19,58.28999999999999,-30.05,1993-02-19 08:29:57.762,58.29,-30.05,0.0,,2204.0,1.00814e-07,Below Threshold,30597.762,False,930219C
GRB 930221,1993-02-21,145.12999999999997,-25.85,1993-02-21 18:23:07.906,145.13,-25.85,0.0,,2207.0,3.11146e-08,Below Threshold,66187.906,False,930221
GRB 930301,1993-03-01,296.21,-40.44,1993-03-01 15:36:54.146,296.21,-40.44,0.0,,2211.0,1.493581e-06,Below Threshold,56214.146,False,930301
GRB 930302,1993-03-02,90.33,5.430000000000001,1993-03-02 21:33:17.570,90.33,5.43,0.0,,2213.0,9.29602e-07,Below Threshold,77597.57,False,930302
GRB 930305A,1993-03-05,40.92,-36.69,1993-03-05 07:11:37.346,40.92,-36.69,0.0,,2219.0,1.79702e-07,Below Threshold,25897.346,False,930305
GRB 930309A,1993-03-09,325.41,51.73,1993-03-09 03:07:49.762,325.41,51.73,0.0,,2228.0,2.8435900000000003e-06,Below Threshold,11269.762,False,930309
GRB 930309B,1993-03-09,32.56999999999999,-28.16,1993-03-09 12:27:56.418,32.57,-28.16,0.0,,2230.0,3.69679e-08,Below Threshold,44876.418,False,930309B
GRB 930310,1993-03-10,284.35,-52.39,1993-03-10 07:19:20.130,284.35,-52.39,0.0,,2232.0,1.2088000000000002e-06,Below Threshold,26360.13,False,930310
GRB 930311,1993-03-11,126.89,-32.38,1993-03-11 05:56:38.146,126.89,-32.38,0.0,,2233.0,2.387532e-07,Below Threshold,21398.146,False,930311
GRB 930313,1993-03-13,35.8,86.06,1993-03-13 10:56:34.946,35.8,86.06,0.0,,2240.0,1.925870000000001e-07,Below Threshold,39394.946,False,930313
GRB 930315,1993-03-15,0.3333333333333333,-10.89,1993-03-15 00:49:45.602,0.35,-10.89,0.016,,2244.0,3.203210000000001e-07,Below Threshold,2985.602,False,930315
GRB 930316,1993-03-16,12.82,-62.67,1993-03-16 22:44:37.634,12.82,-62.67,0.0,,2252.0,2.3289700000000002e-07,Below Threshold,81877.634,False,930316
GRB 930317,1993-03-17,2.7416666666666663,7.99,1993-03-17 15:57:53.922,2.74,7.99,0.002,,2253.0,2.551080000000001e-07,Below Threshold,57473.922,False,930317
GRB 930318A,1993-03-18,106.17999999999998,-19.14,1993-03-18 07:09:20.770,106.18,-19.14,0.0,,2254.0,1.33883e-07,Below Threshold,25760.77,False,930318B
GRB 930326A,1993-03-26,138.82999999999998,21.34,1993-03-26 05:05:42.786,138.83,21.34,0.0,,2267.0,4.01643e-07,Below Threshold,18342.786,False,930326B
GRB 930331A,1993-03-31,42.99999999999999,47.27,1993-03-31 03:11:16.610,43.0,47.27,0.0,,2276.0,2.86898e-06,Below Threshold,11476.61,False,930331
GRB 930331B,1993-03-31,50.13,-36.830000000000005,1993-03-31 08:15:30.434,50.13,-36.83,0.0,,2277.0,4.38312e-07,Below Threshold,29730.434,False,930331B
GRB 930405B,1993-04-05,200.06,13.02,1993-04-05 13:59:50.658,200.06,13.02,0.0,,2287.0,3.8081e-06,Below Threshold,50390.658,False,930405
GRB 930410,1993-04-10,25.039999999999992,-20.56,1993-04-10 02:58:33.730,25.04,-20.56,0.0,,2298.0,4.66767e-07,Below Threshold,10713.73,False,930410
GRB 930415,1993-04-15,29.03,17.529999999999998,1993-04-15 09:19:48.866,29.03,17.53,0.0,,2304.0,2.99702e-07,Below Threshold,33588.866,False,930415
GRB 930416,1993-04-16,144.54999999999998,-24.18,1993-04-16 22:27:13.410,144.55,-24.18,0.0,,2306.0,3.344829e-07,Below Threshold,80833.41,False,930416
GRB 930418B,1993-04-18,333.14,17.08,1993-04-18 22:44:07.682,333.14,17.08,0.0,,2309.0,6.29495e-07,Below Threshold,81847.682,False,930418B
GRB 930420A,1993-04-20,36.13,-29.040000000000003,1993-04-20 05:19:52.450,36.13,-29.04,0.0,,2310.0,1.52154e-07,Below Threshold,19192.45,False,930420B
GRB 930420B,1993-04-20,241.71,-7.09,1993-04-20 18:15:57.058,241.71,-7.09,0.0,,2311.0,2.9942e-07,Below Threshold,65757.058,False,930420
GRB 930424,1993-04-24,54.22,41.6,1993-04-24 19:19:00.226,54.22,41.6,0.0,,2315.0,6.846050000000001e-07,Below Threshold,69540.226,False,930424
GRB 930425A,1993-04-25,17.999999999999996,-35.19,1993-04-25 10:17:29.986,18.0,-35.19,0.0,,2316.0,5.40901e-06,Below Threshold,37049.986,False,930425B
GRB 930430A,1993-04-30,106.32999999999998,20.97,1993-04-30 15:01:18.594,106.33,20.97,0.0,,2321.0,9.5621e-07,Below Threshold,54078.594,False,930430
GRB 930503A,1993-05-03,198.33,-63.52,1993-05-03 06:32:30.594,198.33,-63.52,0.0,,2324.0,8.72371e-07,Below Threshold,23550.594,False,930503
GRB 930503B,1993-05-03,19.62,-22.26,1993-05-03 14:17:35.490,19.62,-22.26,0.0,,2325.0,5.1143700000000015e-08,Below Threshold,51455.49,False,930503B
GRB 930503D,1993-05-03,5.370833333333332,-40.22,1993-05-03 20:46:03.906,5.37,-40.22,0.001,,2327.0,4.1709200000000004e-08,Below Threshold,74763.906,False,930503C
GRB 930506A,1993-05-06,101.82999999999998,-16.66,1993-05-06 05:37:45.602,101.83,-16.66,0.0,,2328.0,8.126200000000001e-07,Below Threshold,20265.602,False,930506C
GRB 930506B,1993-05-06,64.44999999999999,-5.97,1993-05-06 14:52:51.458,64.45,-5.97,0.0,,2329.0,3.811777e-05,Above Threshold,53571.458,False,930506
GRB 930514B,1993-05-14,344.19999999999993,16.41,1993-05-14 16:57:27.042,344.2,16.41,0.0,,2340.0,4.0912900000000004e-07,Below Threshold,61047.042,False,930514B
GRB 930517A,1993-05-17,5.85,22.85,1993-05-17 09:14:01.730,5.85,22.85,0.0,,2344.0,8.30765e-07,Below Threshold,33241.73,False,930517B
GRB 930517B,1993-05-17,29.34,-5.96,1993-05-17 19:59:28.898,29.34,-5.96,0.0,,2345.0,5.539190000000001e-07,Below Threshold,71968.898,False,930517
