trigger,name,burst_id,tjd,time_sec,ra_deg,dec_deg,gal_lon,gal_lat,error_radius,geocenter_angle,overwrite_flag,overwritten_flag,jd,datetime
1310,4B,920122,8643,33782.635,61.33,47.36,153.48,-3.69,13.14,108.62,N,N,2448643.5,1992-01-22 09:23:02.635
1311,4B,920123,8644,41694.827,84.75,14.25,191.78,-8.97,8.12,142.63,N,N,2448644.5,1992-01-23 11:34:54.827
1318,4B,920127,8648,77217.387,322.37,-29.26,17.81,-45.79,8.57,130.58,N,N,2448648.5,1992-01-27 21:26:57.387
1319,4B,920128,8649,11487.851,96.73,15.71,196.19,1.83,3.61,117.4,N,N,2448649.5,1992-01-28 03:11:27.851
1321,4B,920130,8651,1777.259,7.75,-51.06,310.77,-65.76,0.85,97.85,N,Y,2448651.5,1992-01-30 00:29:37.259
1328,4B,920130B,8651,82202.091,54.59,-3.22,189.38,-43.53,3.31,149.86,Y,N,2448651.5,1992-01-30 22:50:02.091
1346,4B,920203,8655,56207.595,269.74,-15.26,13.36,4.29,4.04,109.57,Y,N,2448655.5,1992-02-03 15:36:47.595
1359,4B,920205,8657,54271.403,39.39,-15.83,193.73,-62.93,8.55,135.16,N,N,2448657.5,1992-02-05 15:04:31.403
1365,4B,920207,8659,6261.355,295.54,30.38,65.45,3.56,2.2,115.7,N,N,2448659.5,1992-02-07 01:44:21.355
1379,4B,920209,8661,58889.579,329.66,-11.83,44.98,-46.76,8.28,102.38,N,Y,2448661.5,1992-02-09 16:21:29.579
1382,4B,920209B,8661,78044.779,288.23,60.75,91.54,20.92,5.54,80.27,N,N,2448661.5,1992-02-09 21:40:44.779
1384,4B,920210C,8662,8154.987,318.78,-40.43,1.72,-43.88,4.82,78.77,N,N,2448662.5,1992-02-10 02:15:54.987
1385,4B,920210,8662,35623.787,150.97,48.36,168.2,51.35,0.49,104.02,N,N,2448662.5,1992-02-10 09:53:43.787
1388,4B,920210B,8662,82336.619,326.88,21.35,75.68,-24.21,1.76,159.64,N,N,2448662.5,1992-02-10 22:52:16.619
1390,4B,920212,8664,15226.475,38.19,14.1,156.88,-42.0,5.75,90.43,N,N,2448664.5,1992-02-12 04:13:46.475
1396,4B,920214,8666,62162.539,39.67,7.13,163.96,-47.02,4.36,99.43,N,N,2448666.5,1992-02-14 17:16:02.539
1404,4B,920216B,8668,49371.755,340.71,48.65,102.08,-8.95,10.94,114.66,N,N,2448668.5,1992-02-16 13:42:51.755
1406,4B,920216,8668,80300.331,156.92,1.17,243.81,46.86,1.1,116.55,N,N,2448668.5,1992-02-16 22:18:20.331
1413,4B,920218C,8670,24084.395,132.55,-29.58,253.02,9.11,2.87,102.39,Y,N,2448670.5,1992-02-18 06:41:24.395
1416,4B,920218B,8670,39791.915,140.42,52.96,164.26,43.69,3.29,110.91,N,N,2448670.5,1992-02-18 11:03:11.915
1419,4B,920218,8670,67342.955,39.47,27.47,150.16,-29.71,0.48,77.96,N,N,2448670.5,1992-02-18 18:42:22.955
1422,4B,920220,8672,46832.235,343.66,4.38,76.63,-47.72,2.1,93.29,N,N,2448672.5,1992-02-20 13:00:32.235
1425,4B,920221,8673,22472.363,184.14,48.48,138.22,67.6,0.65,77.68,N,N,2448673.5,1992-02-21 06:14:32.363
1430,4B,920222,8674,32719.211,257.72,-51.59,337.45,-7.03,7.2,77.91,N,N,2448674.5,1992-02-22 09:05:19.211
1432,4B,920224,8676,9818.731,169.65,-66.78,293.95,-5.54,2.73,108.16,N,N,2448676.5,1992-02-24 02:43:38.731
1435,4B,920224B,8676,77880.939,161.79,27.47,204.97,62.46,15.65,151.44,N,N,2448676.5,1992-02-24 21:38:00.939
1439,4B,920226B,8678,28449.387,100.06,50.63,164.99,18.96,6.82,102.36,N,Y,2448678.5,1992-02-26 07:54:09.387
1440,4B,920226,8678,29728.491,271.25,17.46,43.8,17.92,1.5,157.36,Y,N,2448678.5,1992-02-26 08:15:28.491
1443,4B,920227,8679,21650.603,68.36,66.84,142.35,12.77,1.33,70.68,N,N,2448679.5,1992-02-27 06:00:50.603
1446,4B,920227C,8679,63976.043,241.01,10.65,22.52,41.89,2.24,115.79,N,N,2448679.5,1992-02-27 17:46:16.043
1447,4B,920227B,8679,75000.427,202.28,50.56,108.41,65.49,1.17,142.85,N,N,2448679.5,1992-02-27 20:50:00.427
1449,4B,920228,8680,53946.987,147.94,25.06,205.42,49.82,1.62,107.01,N,N,2448680.5,1992-02-28 14:59:06.987
1452,4B,920229B,8681,54248.043,333.67,-5.25,56.2,-46.77,2.42,137.02,N,N,2448681.5,1992-02-29 15:04:08.043
1453,4B,920229,8681,69677.163,191.36,-51.06,301.97,11.8,3.33,100.94,N,N,2448681.5,1992-02-29 19:21:17.163
1456,4B,920301,8682,41662.059,344.18,16.83,87.3,-37.97,3.17,116.71,N,N,2448682.5,1992-03-01 11:34:22.059
1458,4B,920302B,8683,884.075,115.28,-58.92,271.12,-16.96,2.08,112.62,N,N,2448683.5,1992-03-02 00:14:44.075
1459,4B,920302,8683,22584.939,341.93,20.67,87.67,-33.59,3.32,89.09,N,N,2448683.5,1992-03-02 06:16:24.939
1461,4B,920303B,8684,28289.835,161.03,46.96,165.92,58.14,6.15,72.86,N,N,2448684.5,1992-03-03 07:51:29.835
1462,4B,920303,8684,84778.603,269.66,-18.71,10.32,2.64,6.35,128.2,N,N,2448684.5,1992-03-03 23:32:58.603
1463,4B,920305B,8686,3642.155,264.6,59.65,88.34,32.31,3.29,98.47,N,N,2448686.5,1992-03-05 01:00:42.155
1465,4B,920305C,8686,35275.371,247.67,-62.14,325.71,-9.4,7.87,81.81,N,Y,2448686.5,1992-03-05 09:47:55.371
1466,4B,920305,8686,36174.123,134.38,80.52,132.44,31.76,1.7,107.77,Y,N,2448686.5,1992-03-05 10:02:54.123
1467,4B,920307,8688,1084.011,355.57,-45.15,335.83,-67.31,1.16,153.02,N,N,2448688.5,1992-03-07 00:18:04.011
1468,4B,920308,8689,17745.259,84.44,65.25,147.51,17.24,2.23,89.68,N,N,2448689.5,1992-03-08 04:55:45.259
1469,4B,920308B,8689,63224.171,251.47,43.5,68.35,40.55,6.97,116.32,N,N,2448689.5,1992-03-08 17:33:44.171
1472,4B,920310,8691,50594.411,105.85,-5.91,219.55,-0.04,1.04,89.35,N,N,2448691.5,1992-03-10 14:03:14.411
1473,4B,920311,8692,8424.043,129.76,-36.57,257.11,2.96,0.55,111.82,N,N,2448692.5,1992-03-11 02:20:24.043
1479,4B,920314D,8695,19237.739,102.6,-66.75,277.14,-24.87,8.81,83.38,N,Y,2448695.5,1992-03-14 05:20:37.739
1480,4B,920314,8695,21747.691,240.75,-4.56,6.01,33.96,1.14,126.99,Y,N,2448695.5,1992-03-14 06:02:27.691
1481,4B,920314B,8695,34911.851,360.0,-60.48,314.1,-55.52,6.48,129.98,N,N,2448695.5,1992-03-14 09:41:51.851
1482,4B,920314C,8695,62489.131,264.62,29.16,53.37,27.74,1.77,112.52,N,N,2448695.5,1992-03-14 17:21:29.131
1484,4B,920315,8696,15567.211,320.58,-20.89,28.54,-42.17,0.46,150.73,N,N,2448696.5,1992-03-15 04:19:27.211
1485,4B,920315B,8696,40713.835,202.01,-29.98,312.3,32.22,9.65,139.66,N,N,2448696.5,1992-03-15 11:18:33.835
1489,4B,920317,8698,60924.523,131.44,28.73,195.86,36.34,6.84,132.13,N,N,2448698.5,1992-03-17 16:55:24.523
1492,4B,920318,8699,39433.835,254.5,-26.31,356.2,10.19,5.31,112.86,N,N,2448699.5,1992-03-18 10:57:13.835
1493,4B,920318B,8699,54417.963,194.97,27.73,51.21,88.04,1.61,126.13,N,N,2448699.5,1992-03-18 15:06:57.963
1501,4B,920320B,8701,36556.395,39.35,-45.88,261.74,-61.87,3.77,77.61,N,N,2448701.5,1992-03-20 10:09:16.395
1503,4B,920320,8701,44338.859,323.87,57.81,99.16,4.28,0.64,119.36,Y,N,2448701.5,1992-03-20 12:18:58.859
1506,4B,920321,8702,44899.691,181.61,-1.97,280.73,58.94,3.6,158.56,N,N,2448702.5,1992-03-21 12:28:19.691
1510,4B,920321B,8702,84900.331,198.84,-34.35,308.53,28.26,7.29,124.76,N,N,2448702.5,1992-03-21 23:35:00.331
1515,4B,920323,8704,63535.723,337.89,-34.66,10.06,-59.23,1.84,121.79,N,N,2448704.5,1992-03-23 17:38:55.723
1517,4B,920324,8705,75267.371,158.95,-39.66,276.38,16.12,14.67,118.44,N,N,2448705.5,1992-03-24 20:54:27.371
1518,4B,920325B,8706,46687.851,293.7,-48.68,349.6,-26.94,3.05,74.68,N,N,2448706.5,1992-03-25 12:58:07.851
1519,4B,920325,8706,62255.915,351.57,12.94,92.96,-44.92,0.58,129.95,N,N,2448706.5,1992-03-25 17:17:35.915
1524,4B,920328,8709,76788.331,315.14,-4.3,44.72,-30.54,3.84,87.69,N,N,2448709.5,1992-03-28 21:19:48.331
1525,4B,920329,8710,59906.283,18.21,-54.77,296.34,-62.09,0.85,71.18,N,N,2448710.5,1992-03-29 16:38:26.283
1526,4B,920330,8711,37984.875,347.12,-33.49,10.62,-66.95,7.37,89.64,N,N,2448711.5,1992-03-30 10:33:04.875
1530,4B,920331B,8712,52332.139,27.52,57.68,130.73,-4.3,12.64,57.84,N,Y,2448712.5,1992-03-31 14:32:12.139
1533,4B,920331,8712,65748.203,264.3,30.55,54.78,28.41,1.2,157.65,Y,N,2448712.5,1992-03-31 18:15:48.203
1538,4B,920404,8716,47503.979,323.78,23.88,75.44,-20.39,0.45,123.45,N,N,2448716.5,1992-04-04 13:11:43.979
1540,4B,920405,8717,78090.859,357.0,34.13,108.23,-26.93,4.3,124.12,N,N,2448717.5,1992-04-05 21:41:30.859
1541,4B,920406,8718,9853.547,289.91,-57.69,339.23,-26.34,0.44,89.77,N,N,2448718.5,1992-04-06 02:44:13.547
1543,4B,920407,8719,43420.267,341.44,-10.68,55.93,-56.19,2.04,76.09,N,N,2448719.5,1992-04-07 12:03:40.267
1544,4B,920408C,8720,39425.387,154.48,-55.46,282.31,1.15,6.78,116.62,N,Y,2448720.5,1992-04-08 10:57:05.387
1545,4B,920408B,8720,43555.563,138.96,40.83,181.17,44.02,0.58,99.76,Y,N,2448720.5,1992-04-08 12:05:55.563
1546,4B,920408,8720,63225.195,306.69,33.88,73.45,-2.54,3.81,165.69,N,N,2448720.5,1992-04-08 17:33:45.195
1547,4B,920409,8721,15717.739,244.97,71.0,104.03,37.52,2.99,126.77,N,N,2448721.5,1992-04-09 04:21:57.739
1548,4B,920411,8723,35794.026,278.97,68.98,99.35,26.57,4.13,107.29,N,N,2448723.5,1992-04-11 09:56:34.026
1549,4B,920411B,8723,45294.698,339.72,-28.42,22.58,-60.74,8.87,81.65,N,N,2448723.5,1992-04-11 12:34:54.698
1550,4B,920412,8724,72124.778,231.32,-6.14,356.87,40.1,4.86,145.32,N,N,2448724.5,1992-04-12 20:02:04.778
1551,4B,920413,8725,82531.946,109.73,-48.89,260.19,-15.87,3.06,116.9,N,N,2448725.5,1992-04-13 22:55:31.946
1552,4B,920414B,8726,67076.714,300.0,-65.15,331.06,-31.6,5.36,112.45,N,N,2448726.5,1992-04-14 18:37:56.714
1553,4B,920414,8726,84161.898,112.5,-73.72,285.41,-23.32,1.57,90.78,N,N,2448726.5,1992-04-14 23:22:41.898
1556,4B,920418,8730,79615.338,156.97,66.88,141.8,44.62,1.42,126.64,N,N,2448730.5,1992-04-18 22:06:55.338
1558,4B,920419B,8731,39280.234,149.72,-18.25,255.41,28.29,6.24,73.7,N,N,2448731.5,1992-04-19 10:54:40.234
1559,4B,920419,8731,72406.634,85.52,63.29,149.55,16.75,1.5,84.96,N,N,2448731.5,1992-04-19 20:06:46.634
1561,4B,920420,8732,24742.506,320.51,13.45,64.76,-25.0,3.46,97.35,N,N,2448732.5,1992-04-20 06:52:22.506
1566,4B,920423,8735,63622.57,5.96,53.16,118.74,-9.49,8.37,93.07,N,N,2448735.5,1992-04-23 17:40:22.570
1567,4B,920423B,8735,79601.258,153.9,22.16,212.22,54.38,5.42,108.13,N,N,2448735.5,1992-04-23 22:06:41.258
1568,4B,920424,8736,51608.618,346.35,32.1,98.14,-25.61,13.86,94.74,N,N,2448736.5,1992-04-24 14:20:08.618
1570,4B,920428,8740,40668.778,303.39,-35.98,5.5,-31.36,2.12,98.72,N,N,2448740.5,1992-04-28 11:17:48.778
1571,4B,920429,8741,68372.074,179.08,-14.33,283.37,46.44,2.85,102.48,N,N,2448741.5,1992-04-29 18:59:32.074
1573,4B,920430B,8742,31465.002,227.96,-73.51,312.59,-13.33,2.96,102.31,N,N,2448742.5,1992-04-30 08:44:25.002
1574,4B,920430,8742,57770.602,37.61,-8.22,178.64,-59.9,2.06,103.47,N,N,2448742.5,1992-04-30 16:02:50.602
1576,4B,920501,8743,76694.634,123.43,-35.0,252.85,-0.31,0.49,113.67,N,N,2448743.5,1992-05-01 21:18:14.634
1577,4B,920502B,8744,21779.242,33.05,-17.73,190.36,-69.14,1.04,137.5,N,N,2448744.5,1992-05-02 06:02:59.242
1578,4B,920502,8744,62800.49,154.82,45.42,171.5,54.76,0.63,152.25,N,N,2448744.5,1992-05-02 17:26:40.490
1579,4B,920502C,8744,68703.85,131.99,-84.96,298.1,-24.59,3.78,77.72,N,N,2448744.5,1992-05-02 19:05:03.850
1580,4B,920503,8745,10229.098,146.76,41.98,179.01,49.79,3.12,144.46,N,N,2448745.5,1992-05-03 02:50:29.098
1581,4B,920503B,8745,31588.958,206.0,75.9,118.74,40.8,3.68,115.6,N,Y,2448745.5,1992-05-03 08:46:28.958
1586,4B,920505,8747,78889.578,45.37,69.94,133.71,9.84,1.8,105.52,N,N,2448747.5,1992-05-05 21:54:49.578
1587,4B,920507,8749,5098.602,271.57,-11.58,17.45,4.54,7.44,147.94,N,N,2448749.5,1992-05-07 01:24:58.602
1588,4B,920508,8750,14304.81,6.19,0.97,109.0,-61.17,6.48,153.17,N,N,2448750.5,1992-05-08 03:58:24.810
1590,4B,920509,8751,40754.794,341.22,-82.43,307.68,-33.49,3.7,86.71,N,N,2448751.5,1992-05-09 11:19:14.794
1601,4B,920511,8753,23245.034,125.04,-48.96,265.15,-7.09,3.16,136.56,N,N,2448753.5,1992-05-11 06:27:25.034
1603,4B,920511C,8753,74255.978,65.03,-45.6,251.47,-45.05,2.71,76.58,N,N,2448753.5,1992-05-11 20:37:35.978
1604,4B,920511B,8753,80911.978,24.33,-37.01,261.34,-76.16,4.44,93.46,N,N,2448753.5,1992-05-11 22:28:31.978
1606,4B,920513,8755,60779.114,211.16,-44.77,316.36,16.19,0.65,96.24,N,N,2448755.5,1992-05-13 16:52:59.114
1608,4B,920517B,8759,2077.61,36.94,-82.84,299.43,-33.62,5.97,73.08,N,N,2448759.5,1992-05-17 00:34:37.610
1609,4B,920517,8759,11874.922,204.1,-16.47,318.27,45.06,0.48,77.53,N,N,2448759.5,1992-05-17 03:17:54.922
1610,4B,920517C,8759,51848.81,196.93,57.92,118.73,59.07,1.24,83.31,N,N,2448759.5,1992-05-17 14:24:08.810
1611,4B,920518,8760,18960.746,247.3,33.9,55.18,43.15,4.75,143.06,N,N,2448760.5,1992-05-18 05:16:00.746
1612,4B,920519B,8761,2121.066,355.24,-36.08,357.66,-72.57,11.4,91.59,N,N,2448761.5,1992-05-19 00:35:21.066
1613,4B,920519,8761,59513.962,319.94,44.17,87.93,-3.85,1.45,73.52,N,N,2448761.5,1992-05-19 16:31:53.962
1614,4B,920520,8762,27658.09,190.03,-51.94,301.16,10.89,3.01,147.11,N,N,2448762.5,1992-05-20 07:40:58.090
1615,4B,920520B,8762,34271.85,308.13,-8.6,36.73,-26.35,2.89,103.3,N,N,2448762.5,1992-05-20 09:31:11.850
1617,4B,920521,8763,11497.066,131.95,40.81,180.9,38.72,2.32,95.9,N,N,2448763.5,1992-05-21 03:11:37.066
1623,4B,920524,8766,13902.122,157.52,29.22,200.66,58.89,1.94,103.95,N,N,2448766.5,1992-05-24 03:51:42.122
1624,4B,920525B,8767,2504.298,229.21,37.33,60.65,57.83,3.41,124.55,N,N,2448767.5,1992-05-25 00:41:44.298
1625,4B,920525,8767,12421.738,299.63,-42.05,357.9,-29.75,0.4,94.3,N,N,2448767.5,1992-05-25 03:27:01.738
1626,4B,920525C,8767,26151.722,14.65,-67.13,301.85,-49.99,3.32,113.09,N,N,2448767.5,1992-05-25 07:15:51.722
1628,4B,920526,8768,8536.426,104.49,39.31,177.33,17.97,1.75,92.56,N,N,2448768.5,1992-05-26 02:22:16.426
1630,4B,920530,8772,82795.114,162.68,18.13,224.48,60.82,1.67,92.38,N,N,2448772.5,1992-05-30 22:59:55.114
1631,4B,920531,8773,58221.866,86.84,-23.68,228.32,-24.08,2.58,125.4,N,N,2448773.5,1992-05-31 16:10:21.866
1634,4B,920605,8778,61549.546,289.64,-41.7,356.27,-22.45,2.8,133.27,N,N,2448778.5,1992-06-05 17:05:49.546
1635,4B,920606,8779,75139.754,335.72,-73.72,315.61,-39.54,8.26,126.79,N,N,2448779.5,1992-06-06 20:52:19.754
1636,4B,920607,8780,71674.986,284.73,5.94,39.07,1.05,6.49,128.38,N,N,2448780.5,1992-06-07 19:54:34.986
1637,4B,920608,8781,51968.874,21.79,5.72,138.99,-56.03,19.44,132.01,N,N,2448781.5,1992-06-08 14:26:08.874
1641,4B,920609B,8782,30370.41,196.58,-5.58,309.76,57.09,9.99,130.69,N,N,2448782.5,1992-06-09 08:26:10.410
1642,4B,920609,8782,65512.042,260.13,-72.08,320.41,-19.15,3.06,114.38,N,N,2448782.5,1992-06-09 18:11:52.042
1643,4B,920610,8783,4313.706,147.83,-17.81,253.62,27.35,6.97,114.58,N,N,2448783.5,1992-06-10 01:11:53.706
1646,4B,920613,8786,52303.466,312.91,-55.64,341.81,-38.9,4.6,136.7,N,N,2448786.5,1992-06-13 14:31:43.466
1647,4B,920613B,8786,73638.506,352.55,-62.6,318.0,-52.09,3.08,120.86,N,N,2448786.5,1992-06-13 20:27:18.506
1648,4B,920615C,8788,22352.49,258.36,-16.5,6.48,12.96,6.45,171.89,N,N,2448788.5,1992-06-15 06:12:32.490
1649,4B,920615,8788,35588.074,353.29,-32.84,9.55,-72.15,7.11,119.61,N,N,2448788.5,1992-06-15 09:53:08.074
1650,4B,920615B,8788,51896.938,16.65,24.23,127.35,-38.52,2.97,139.66,N,N,2448788.5,1992-06-15 14:24:56.938
1651,4B,920617B,8790,13468.266,100.69,-64.52,274.56,-25.22,1.7,87.93,N,N,2448790.5,1992-06-17 03:44:28.266
1652,4B,920617,8790,19611.242,37.66,77.51,128.34,15.69,0.51,108.33,N,N,2448790.5,1992-06-17 05:26:51.242
1653,4B,920617C,8790,67432.81,19.04,21.47,130.56,-41.03,6.61,149.17,N,N,2448790.5,1992-06-17 18:43:52.810
1655,4B,920618,8791,78607.978,316.0,-46.07,354.08,-41.76,4.53,108.69,N,N,2448791.5,1992-06-18 21:50:07.978
1656,4B,920619,8792,30781.546,140.17,-64.71,282.71,-10.47,2.26,99.19,N,N,2448792.5,1992-06-19 08:33:01.546
1657,4B,920619B,8792,47037.034,155.28,22.47,212.3,55.69,5.36,127.08,N,N,2448792.5,1992-06-19 13:03:57.034
1659,4B,920620B,8793,65593.194,88.99,-43.42,249.98,-27.93,7.69,79.42,N,Y,2448793.5,1992-06-20 18:13:13.194
1660,4B,920620,8793,68221.674,4.85,-0.36,105.57,-62.15,1.29,166.4,Y,N,2448793.5,1992-06-20 18:57:01.674
1661,4B,920620C,8793,82403.946,162.13,10.03,237.58,56.38,3.54,144.56,N,N,2448793.5,1992-06-20 22:53:23.946
1662,4B,920622D,8795,23282.922,54.16,-61.82,276.35,-45.86,7.79,107.72,N,Y,2448795.5,1992-06-22 06:28:02.922
1663,4B,920622,8795,25504.49,162.1,47.17,164.92,58.68,0.31,143.29,Y,N,2448795.5,1992-06-22 07:05:04.490
1664,4B,920622B,8795,46461.29,346.81,10.01,85.16,-45.08,0.55,85.59,N,N,2448795.5,1992-06-22 12:54:21.290
1665,4B,920622C,8795,58040.938,159.53,-56.32,285.19,1.88,3.15,92.21,N,N,2448795.5,1992-06-22 16:07:20.938
1667,4B,920624,8797,16296.554,67.55,3.05,192.07,-29.31,5.59,108.13,N,N,2448797.5,1992-06-24 04:31:36.554
1675,4B,920627B,8800,37123.69,212.6,-26.28,324.18,33.32,5.19,154.72,N,N,2448800.5,1992-06-27 10:18:43.690
1676,4B,920627,8800,46956.138,166.02,-2.58,257.64,50.6,0.65,123.68,N,N,2448800.5,1992-06-27 13:02:36.138
1678,4B,920628B,8801,32501.354,296.3,66.85,98.96,19.75,9.58,85.85,N,N,2448801.5,1992-06-28 09:01:41.354
1679,4B,920628,8801,75462.762,317.79,-27.32,19.3,-41.46,7.77,107.92,N,N,2448801.5,1992-06-28 20:57:42.762
1680,4B,920629,8802,32814.122,249.63,-26.14,353.56,13.71,10.45,88.91,N,N,2448802.5,1992-06-29 09:06:54.122
1682,4B,920630,8803,19436.65,357.78,13.2,101.09,-47.1,14.1,134.82,N,N,2448803.5,1992-06-30 05:23:56.650
1683,4B,920701,8804,70699.586,314.64,33.44,77.18,-8.04,0.63,149.64,N,N,2448804.5,1992-07-01 19:38:19.586
1687,4B,920707,8810,4099.714,276.64,-22.06,10.52,-4.7,5.23,103.2,N,N,2448810.5,1992-07-07 01:08:19.714
1690,4B,920708,8811,48200.322,308.34,-49.91,349.29,-36.54,3.36,78.08,N,N,2448811.5,1992-07-08 13:23:20.322
1692,4B,920710B,8813,787.586,337.6,-8.23,55.81,-51.67,3.73,98.82,N,N,2448813.5,1992-07-10 00:13:07.586
1693,4B,920710,8813,80005.25,53.85,17.34,169.45,-30.36,3.51,139.88,N,N,2448813.5,1992-07-10 22:13:25.250
1694,4B,920711B,8814,37692.546,93.72,-7.55,215.57,-11.54,13.07,80.01,N,N,2448814.5,1992-07-11 10:28:12.546
1695,4B,920711,8814,58140.546,276.54,73.38,104.2,27.71,0.35,108.21,N,N,2448814.5,1992-07-11 16:09:00.546
1697,4B,920714C,8817,18388.61,189.07,1.01,294.38,63.63,3.56,92.57,N,N,2448817.5,1992-07-14 05:06:28.610
1698,4B,920714,8817,47069.314,215.48,-36.44,322.57,22.96,0.55,138.6,N,N,2448817.5,1992-07-14 13:04:29.314
1700,4B,920714B,8817,73406.85,140.36,-44.64,268.48,3.74,3.28,124.2,N,N,2448817.5,1992-07-14 20:23:26.850
1701,4B,920715,8818,46286.786,285.77,53.74,84.0,19.94,5.67,129.55,N,N,2448818.5,1992-07-15 12:51:26.786
1703,4B,920717,8820,24201.73,326.84,-23.33,27.59,-48.42,1.87,105.21,N,N,2448820.5,1992-07-17 06:43:21.730
1704,4B,920717B,8820,56829.57,20.75,-2.32,141.21,-64.06,8.82,170.75,N,N,2448820.5,1992-07-17 15:47:09.570
1708,4B,920718B,8821,52836.994,22.44,-3.98,146.17,-65.11,1.14,126.25,N,N,2448821.5,1992-07-18 14:40:36.994
1709,4B,920718,8821,77563.266,296.39,-55.98,341.67,-29.63,0.48,78.13,N,N,2448821.5,1992-07-18 21:32:43.266
1711,4B,920720,8823,11524.162,203.02,36.87,84.03,77.02,0.31,152.68,N,N,2448823.5,1992-07-20 03:12:04.162
1712,4B,920720B,8823,21172.866,144.74,-10.3,244.98,30.2,1.7,174.94,N,N,2448823.5,1992-07-20 05:52:52.866
1713,4B,920720C,8823,27184.77,258.4,-65.77,325.72,-15.35,5.39,90.61,N,N,2448823.5,1992-07-20 07:33:04.770
1714,4B,920721D,8824,5524.098,153.09,25.19,206.86,54.4,10.32,75.67,N,Y,2448824.5,1992-07-21 01:32:04.098
1715,4B,920721C,8824,10412.418,19.92,-13.4,150.01,-74.76,2.59,175.76,Y,N,2448824.5,1992-07-21 02:53:32.418
1716,4B,920721B,8824,22820.994,0.64,-28.18,24.54,-79.13,1.32,85.66,N,N,2448824.5,1992-07-21 06:20:20.994
1717,4B,920721,8824,65868.418,37.55,33.49,145.54,-25.01,0.73,124.72,N,N,2448824.5,1992-07-21 18:17:48.418
1719,4B,920722,8825,76887.234,321.19,36.75,83.31,-9.75,15.71,110.44,N,N,2448825.5,1992-07-22 21:21:27.234
1721,4B,920723,8826,3634.882,85.79,7.78,197.97,-11.37,0.48,99.58,Y,N,2448826.5,1992-07-23 01:00:34.882
1722,4B,920723B,8826,47052.674,268.29,-1.73,24.6,12.12,4.32,131.73,N,N,2448826.5,1992-07-23 13:04:12.674
1723,4B,920724,8827,61750.914,117.53,14.36,206.31,19.35,3.71,98.87,N,N,2448827.5,1992-07-24 17:09:10.914
1726,4B,920727,8830,43145.858,324.53,16.43,70.06,-26.01,3.19,75.85,N,N,2448830.5,1992-07-27 11:59:05.858
1729,4B,920728,8831,41714.69,320.65,28.13,76.63,-15.42,4.38,133.54,N,N,2448831.5,1992-07-28 11:35:14.690
1730,4B,920730B,8833,46884.482,22.1,33.9,131.64,-28.34,3.17,118.61,N,N,2448833.5,1992-07-30 13:01:24.482
1731,4B,920730,8833,77493.89,241.67,-10.7,1.03,29.42,1.32,135.87,N,N,2448833.5,1992-07-30 21:31:33.890
1732,4B,920731,8834,67875.458,202.41,79.08,120.65,37.88,8.98,125.47,N,N,2448834.5,1992-07-31 18:51:15.458
1733,4B,920801,8835,4600.45,157.86,68.9,139.46,43.46,1.12,112.22,N,N,2448835.5,1992-08-01 01:16:40.450
1734,4B,920802,8836,16524.162,101.35,-48.26,257.53,-20.85,1.46,100.55,N,N,2448836.5,1992-08-02 04:35:24.162
1736,4B,920803B,8837,7803.586,222.85,30.97,48.48,63.58,5.23,116.57,N,N,2448837.5,1992-08-03 02:10:03.586
1740,4B,920803,8837,60824.642,134.71,-36.12,259.27,6.35,10.13,75.75,N,N,2448837.5,1992-08-03 16:53:44.642
1741,4B,920804,8838,59933.378,68.24,5.88,189.84,-27.15,8.63,93.04,N,N,2448838.5,1992-08-04 16:38:53.378
1742,4B,920804C,8838,71601.794,286.4,50.69,81.1,18.54,1.79,107.28,N,N,2448838.5,1992-08-04 19:53:21.794
1743,4B,920804B,8838,82755.202,170.44,49.83,154.02,61.54,3.84,137.3,N,N,2448838.5,1992-08-04 22:59:15.202
1744,4B,920805,8839,40434.05,105.58,22.93,193.37,12.51,4.74,102.18,N,N,2448839.5,1992-08-05 11:13:54.050
1747,4B,920806,8840,65357.506,284.74,-10.68,24.24,-6.5,5.23,120.01,N,N,2448840.5,1992-08-06 18:09:17.506
1760,4B,920808,8842,14128.77,262.14,-5.78,17.88,15.51,2.67,127.93,Y,N,2448842.5,1992-08-08 03:55:28.770
1791,4B,920811,8845,10198.146,280.07,59.48,89.05,24.51,9.7,93.01,N,N,2448845.5,1992-08-11 02:49:58.146
1792,4B,920811B,8845,19074.114,101.33,16.83,197.22,6.28,2.35,167.41,N,N,2448845.5,1992-08-11 05:17:54.114
1800,4B,920812,8846,20006.53,118.96,-3.97,224.02,12.4,1.99,83.87,N,N,2448846.5,1992-08-12 05:33:26.530
1806,4B,920812B,8846,75567.746,115.22,-37.91,251.92,-7.46,2.7,87.29,N,N,2448846.5,1992-08-12 20:59:27.746
1807,4B,920813,8847,12828.546,206.22,-28.34,316.98,33.07,1.75,101.03,N,N,2448847.5,1992-08-13 03:33:48.546
1815,4B,920814,8848,22193.794,258.68,-44.63,343.5,-3.5,0.79,159.64,N,N,2448848.5,1992-08-14 06:09:53.794
1819,4B,920814B,8848,48303.234,226.62,-11.65,347.59,39.24,3.1,96.01,Y,N,2448848.5,1992-08-14 13:25:03.234
1830,4B,920816,8850,26137.218,241.71,66.16,99.21,40.83,4.07,86.39,N,N,2448850.5,1992-08-16 07:15:37.218
1851,4B,920818,8852,50981.57,43.86,-24.98,215.57,-62.13,7.31,100.09,Y,N,2448852.5,1992-08-18 14:09:41.570
