trigger,name,burst_id,tjd,time_sec,ra_deg,dec_deg,gal_lon,gal_lat,error_radius,geocenter_angle,overwrite_flag,overwritten_flag,jd,datetime
2321,4B,930430,9107,54078.594,106.33,20.97,195.49,12.33,0.36,96.8,N,N,2449107.5,1993-04-30 15:01:18.594
2322,4B,930430B,9107,85292.93,345.12,-7.07,65.15,-56.91,1.69,100.98,N,N,2449107.5,1993-04-30 23:41:32.930
2323,4B,930502,9109,49972.61,254.72,-46.53,340.32,-2.42,0.78,118.01,N,N,2449109.5,1993-05-02 13:52:52.610
2324,4B,930503,9110,23550.594,198.33,-63.52,305.37,-0.75,1.23,100.06,N,N,2449110.5,1993-05-03 06:32:30.594
2325,4B,930503B,9110,51455.49,19.62,-22.26,176.0,-82.17,11.35,87.84,N,N,2449110.5,1993-05-03 14:17:35.490
2326,4B,930503D,9110,61059.01,50.28,72.72,133.61,13.03,8.43,51.42,N,N,2449110.5,1993-05-03 16:57:39.010
2327,4B,930503C,9110,74763.906,5.37,-40.22,326.38,-75.51,10.2,113.17,N,N,2449110.5,1993-05-03 20:46:03.906
2328,4B,930506C,9113,20265.602,101.83,-16.66,227.41,-8.4,0.85,137.99,N,N,2449113.5,1993-05-06 05:37:45.602
2329,4B,930506,9113,53571.458,64.45,-5.97,199.28,-36.68,0.24,73.35,N,N,2449113.5,1993-05-06 14:52:51.458
2330,4B,930506B,9113,65631.81,255.35,-24.34,358.27,10.76,1.36,150.58,N,N,2449113.5,1993-05-06 18:13:51.810
2332,4B,930510,9117,8590.402,150.67,55.0,158.67,48.74,10.34,85.85,N,N,2449117.5,1993-05-10 02:23:10.402
2335,4B,930511,9118,13658.754,270.16,41.22,67.78,26.59,5.33,121.0,N,N,2449118.5,1993-05-11 03:47:38.754
2338,4B,930514,9121,1576.77,281.92,78.03,109.51,26.69,5.72,106.27,N,N,2449121.5,1993-05-14 00:26:16.770
2340,4B,930514B,9121,61047.042,344.2,16.41,87.01,-38.34,2.03,123.74,N,N,2449121.5,1993-05-14 16:57:27.042
2343,4B,930516,9123,79292.29,332.99,40.25,92.77,-13.11,4.77,81.75,N,N,2449123.5,1993-05-16 22:01:32.290
2344,4B,930517B,9124,33241.73,5.85,22.85,114.54,-39.57,5.19,146.79,N,N,2449124.5,1993-05-17 09:14:01.730
2345,4B,930517,9124,71968.898,29.34,-5.96,162.43,-63.66,1.99,149.68,N,N,2449124.5,1993-05-17 19:59:28.898
2346,4B,930518,9125,12025.73,349.17,-37.51,359.47,-67.54,1.04,143.8,N,N,2449125.5,1993-05-18 03:20:25.730
2347,4B,930519,9126,58433.154,26.84,-41.46,267.82,-71.64,4.12,151.7,N,N,2449126.5,1993-05-19 16:13:53.154
2349,4B,930521,9128,9756.29,203.15,-31.88,313.04,30.18,6.19,113.59,N,N,2449128.5,1993-05-21 02:42:36.290
2350,4B,930523,9130,70853.506,14.8,4.21,126.65,-58.6,2.64,95.19,N,N,2449130.5,1993-05-23 19:40:53.506
2351,4B,930524,9131,57548.418,125.07,61.76,154.88,34.12,7.61,113.95,N,N,2449131.5,1993-05-24 15:59:08.418
2352,4B,930524B,9131,63892.866,351.16,-6.02,74.66,-60.48,18.01,98.87,N,N,2449131.5,1993-05-24 17:44:52.866
2353,4B,930526,9133,73953.986,85.85,-44.35,250.54,-30.32,5.84,131.3,N,N,2449133.5,1993-05-26 20:32:33.986
2357,4B,930528,9135,44354.114,89.81,8.33,199.47,-7.63,6.03,149.93,N,N,2449135.5,1993-05-28 12:19:14.114
2358,4B,930529,9136,13496.962,43.91,51.91,141.61,-6.4,10.1,119.76,N,N,2449136.5,1993-05-29 03:44:56.962
2360,4B,930530B,9137,34079.554,15.83,34.38,125.72,-28.42,7.36,78.42,N,N,2449137.5,1993-05-30 09:27:59.554
2361,4B,930530,9137,37490.306,188.09,35.16,148.69,80.99,3.06,148.05,N,N,2449137.5,1993-05-30 10:24:50.306
2362,4B,930531,9138,57218.114,340.04,13.25,80.49,-38.57,2.16,106.42,N,N,2449138.5,1993-05-31 15:53:38.114
2363,4B,930601C,9139,22256.002,95.56,3.2,206.74,-5.01,7.86,136.17,N,N,2449139.5,1993-06-01 06:10:56.002
2364,4B,930601B,9139,51588.738,127.12,39.35,182.19,34.88,11.24,131.67,N,N,2449139.5,1993-06-01 14:19:48.738
2365,4B,930601,9139,72582.018,185.29,72.7,126.07,44.24,5.68,119.14,N,N,2449139.5,1993-06-01 20:09:42.018
2367,4B,930602,9140,49384.066,263.22,37.66,62.47,31.02,2.45,105.58,N,N,2449140.5,1993-06-02 13:43:04.066
2368,4B,930602B,9140,69892.738,217.98,-32.34,326.43,25.9,6.06,140.55,N,N,2449140.5,1993-06-02 19:24:52.738
2371,4B,930603,9141,49439.362,121.16,0.42,221.12,16.42,0.87,84.87,N,N,2449141.5,1993-06-03 13:43:59.362
2372,4B,930605B,9143,8088.514,161.1,-36.01,275.97,20.12,8.84,125.97,N,N,2449143.5,1993-06-05 02:14:48.514
2373,4B,930605,9143,24680.066,294.37,34.11,68.23,6.24,3.48,93.61,N,N,2449143.5,1993-06-05 06:51:20.066
2375,4B,930606B,9144,26328.706,252.64,-79.26,312.89,-21.38,2.9,116.43,N,N,2449144.5,1993-06-06 07:18:48.706
2377,4B,930606,9144,75007.106,151.65,31.2,196.36,53.99,2.86,134.05,N,N,2449144.5,1993-06-06 20:50:07.106
2380,4B,930607,9145,76089.73,163.44,35.64,186.8,63.6,2.61,149.31,N,N,2449145.5,1993-06-07 21:08:09.730
2381,4B,930608B,9146,41350.786,323.25,-10.22,42.98,-40.42,8.08,172.84,N,N,2449146.5,1993-06-08 11:29:10.786
2382,4B,930608,9146,70894.21,105.05,40.79,176.02,18.88,10.29,166.61,N,N,2449146.5,1993-06-08 19:41:34.210
2383,4B,930609,9147,36444.162,208.73,-16.38,324.27,43.85,1.62,118.77,N,N,2449147.5,1993-06-09 10:07:24.162
2384,4B,930609B,9147,69988.61,203.8,-18.21,317.3,43.44,17.81,72.88,N,N,2449147.5,1993-06-09 19:26:28.610
2385,4B,930610,9148,64332.418,211.88,-1.91,338.2,55.67,7.94,159.7,N,N,2449148.5,1993-06-10 17:52:12.418
2387,4B,930612,9150,2657.666,103.07,-69.76,280.45,-25.26,0.4,82.91,N,N,2449150.5,1993-06-12 00:44:17.666
2388,4B,930612C,9150,14276.738,88.19,36.01,174.69,4.92,1.96,91.99,N,N,2449150.5,1993-06-12 03:57:56.738
2389,4B,930612B,9150,32037.89,347.1,-1.08,75.13,-54.1,0.26,83.43,N,N,2449150.5,1993-06-12 08:53:57.890
2391,4B,930612D,9150,60320.386,37.1,30.74,146.42,-27.68,6.36,82.11,N,N,2449150.5,1993-06-12 16:45:20.386
2392,4B,930613,9151,80163.458,316.23,-31.41,13.62,-40.95,3.13,143.75,N,N,2449151.5,1993-06-13 22:16:03.458
2393,4B,930614,9152,13230.594,168.14,23.95,215.51,67.51,1.15,128.62,N,N,2449152.5,1993-06-14 03:40:30.594
2394,4B,930614B,9152,59677.058,33.3,-41.04,257.78,-68.19,1.66,86.7,N,N,2449152.5,1993-06-14 16:34:37.058
2395,4B,930614C,9152,78654.274,33.65,-80.54,298.8,-35.92,16.21,75.52,N,N,2449152.5,1993-06-14 21:50:54.274
2401,4B,930619,9157,69057.154,244.96,-68.14,320.46,-12.69,9.29,58.54,N,N,2449157.5,1993-06-19 19:10:57.154
2403,4B,930620,9158,32046.722,59.01,-37.28,239.55,-50.06,5.03,131.05,N,N,2449158.5,1993-06-20 08:54:06.722
2405,4B,930621B,9159,6418.05,201.2,-44.61,309.16,17.85,7.95,85.11,N,N,2449159.5,1993-06-21 01:46:58.050
2407,4B,930621,9159,60734.53,303.3,56.42,90.94,12.0,4.15,81.78,N,N,2449159.5,1993-06-21 16:52:14.530
2408,4B,930622B,9160,12495.49,132.37,7.44,220.03,29.59,10.14,98.07,N,N,2449160.5,1993-06-22 03:28:15.490
2409,4B,930622,9160,17549.186,249.0,80.85,113.98,31.94,4.11,109.01,N,N,2449160.5,1993-06-22 04:52:29.186
2412,4B,930623,9161,11374.21,261.55,46.23,72.26,33.57,9.76,123.12,N,N,2449161.5,1993-06-23 03:09:34.210
2419,4B,930627,9165,5384.834,152.0,-55.94,281.44,-0.05,2.85,127.04,N,N,2449165.5,1993-06-27 01:29:44.834
2423,4B,930701,9169,1911.45,298.72,6.33,46.01,-11.03,3.57,153.52,N,N,2449169.5,1993-07-01 00:31:51.450
2424,4B,930701B,9169,79953.562,314.87,78.94,112.9,20.92,14.85,80.5,N,N,2449169.5,1993-07-01 22:12:33.562
2427,4B,930704B,9172,54061.722,352.89,38.27,106.13,-21.98,8.31,74.2,N,N,2449172.5,1993-07-04 15:01:01.722
2428,4B,930704,9172,60545.69,100.9,60.8,154.79,22.53,0.59,85.99,N,N,2449172.5,1993-07-04 16:49:05.690
2429,4B,930705,9173,45548.186,283.08,-39.24,356.99,-16.92,0.99,117.88,N,N,2449173.5,1993-07-05 12:39:08.186
2430,4B,930705B,9173,85921.434,78.27,-56.17,264.31,-35.8,3.34,148.86,N,N,2449173.5,1993-07-05 23:52:01.434
2431,4B,930706,9174,18810.586,278.55,-18.96,14.11,-4.87,0.35,123.13,N,N,2449174.5,1993-07-06 05:13:30.586
2432,4B,930706B,9174,29350.81,210.09,-1.36,335.9,57.03,1.31,153.81,N,N,2449174.5,1993-07-06 08:09:10.810
2433,4B,930708B,9176,18758.298,86.55,-69.02,279.29,-31.02,6.25,136.8,N,N,2449176.5,1993-07-08 05:12:38.298
2434,4B,930708C,9176,44283.802,239.5,-43.34,335.17,7.55,18.33,103.17,N,N,2449176.5,1993-07-08 12:18:03.802
2435,4B,930708,9176,70195.866,80.79,26.94,179.0,-5.25,2.39,84.05,N,N,2449176.5,1993-07-08 19:29:55.866
2436,4B,930709,9177,22462.106,194.41,-46.73,304.04,16.13,0.67,104.14,N,N,2449177.5,1993-07-09 06:14:22.106
2437,4B,930709B,9177,62811.802,351.81,-8.39,72.26,-62.65,4.22,164.97,N,N,2449177.5,1993-07-09 17:26:51.802
2438,4B,930710,9178,11670.17,26.35,40.19,133.98,-21.52,1.87,78.65,N,N,2449178.5,1993-07-10 03:14:30.170
2440,4B,930711B,9179,3088.026,265.5,-10.99,15.0,10.01,3.22,105.71,N,N,2449179.5,1993-07-11 00:51:28.026
2441,4B,930711C,9179,12721.818,13.75,-9.09,125.77,-71.94,4.54,81.54,N,N,2449179.5,1993-07-11 03:32:01.818
2442,4B,930711D,9179,54635.162,211.62,-37.39,319.07,23.12,7.88,75.3,N,N,2449179.5,1993-07-11 15:10:35.162
2443,4B,930711,9179,86035.098,251.05,-50.56,335.66,-3.1,1.41,107.05,N,N,2449179.5,1993-07-11 23:53:55.098
2446,4B,930714,9182,58373.786,257.7,23.7,45.21,31.99,0.97,111.22,N,N,2449182.5,1993-07-14 16:12:53.786
2447,4B,930715,9183,54079.13,223.03,3.39,358.74,52.66,2.15,100.62,N,N,2449183.5,1993-07-15 15:01:19.130
2448,4B,930719,9187,32174.234,287.65,-55.32,341.54,-24.66,5.1,147.71,N,N,2449187.5,1993-07-19 08:56:14.234
2449,4B,930719B,9187,40667.226,212.18,1.36,341.9,58.26,7.32,111.21,N,N,2449187.5,1993-07-19 11:17:47.226
2450,4B,930720,9188,52509.85,20.82,25.34,131.95,-36.98,0.5,98.56,N,N,2449188.5,1993-07-20 14:35:09.850
2451,4B,930720B,9188,73348.25,95.51,47.17,167.17,14.89,2.82,110.77,N,N,2449188.5,1993-07-20 20:22:28.250
2452,4B,930721B,9189,4642.458,78.66,-33.15,236.32,-33.7,1.52,107.66,N,N,2449189.5,1993-07-21 01:17:22.458
2453,4B,930721,9189,45935.258,298.58,-40.79,359.13,-28.71,1.79,163.02,N,N,2449189.5,1993-07-21 12:45:35.258
2454,4B,930721C,9189,53692.058,109.84,-16.0,230.31,-1.25,4.74,139.1,N,N,2449189.5,1993-07-21 14:54:52.058
2458,4B,930724,9192,8510.362,289.6,58.31,89.34,19.46,3.77,86.49,N,N,2449192.5,1993-07-24 02:21:50.362
2460,4B,930724C,9192,56549.146,75.92,0.23,199.67,-23.66,4.01,127.69,N,N,2449192.5,1993-07-24 15:42:29.146
2461,4B,930724B,9192,60386.97,50.05,-49.04,260.53,-54.01,1.26,85.85,N,N,2449192.5,1993-07-24 16:46:26.970
2462,4B,930725C,9193,55670.426,267.15,13.11,37.91,19.76,11.13,134.59,N,N,2449193.5,1993-07-25 15:27:50.426
2463,4B,930725,9193,63921.434,59.24,14.29,176.15,-28.84,18.13,173.97,N,N,2449193.5,1993-07-25 17:45:21.434
2464,4B,930725B,9193,84756.954,59.39,46.28,153.18,-5.38,15.29,94.57,N,N,2449193.5,1993-07-25 23:32:36.954
2466,4B,930727,9195,29309.594,159.99,-23.89,268.01,29.92,1.28,128.85,N,N,2449195.5,1993-07-27 08:08:29.594
2468,4B,930727B,9195,48932.122,309.4,27.97,70.02,-7.9,14.47,130.25,Y,N,2449195.5,1993-07-27 13:35:32.122
2472,4B,930730,9198,18822.81,304.55,27.95,67.52,-4.41,5.3,109.24,N,N,2449198.5,1993-07-30 05:13:42.810
2475,4B,930731B,9199,11791.002,116.53,45.49,173.56,28.2,2.15,140.31,N,N,2449199.5,1993-07-31 03:16:31.002
2476,4B,930731,9199,23036.57,102.31,37.38,178.55,15.67,0.65,165.31,N,N,2449199.5,1993-07-31 06:23:56.570
2477,4B,930801,9200,7933.85,292.78,46.02,78.39,12.8,1.58,72.51,N,N,2449200.5,1993-08-01 02:12:13.850
2481,4B,930805B,9204,7153.306,284.28,58.7,88.8,22.22,7.27,94.98,N,N,2449204.5,1993-08-05 01:59:13.306
2482,4B,930805,9204,45568.666,334.55,-15.6,42.93,-52.68,0.83,90.86,N,N,2449204.5,1993-08-05 12:39:28.666
2483,4B,930807B,9206,57177.754,351.93,-1.36,81.51,-57.34,12.03,110.66,N,N,2449206.5,1993-08-07 15:52:57.754
2484,4B,930807,9206,79369.37,275.1,-56.84,337.77,-18.42,1.33,111.0,N,N,2449206.5,1993-08-07 22:02:49.370
2485,4B,930809B,9208,8717.018,163.39,-65.83,291.25,-5.67,9.93,141.84,N,N,2449208.5,1993-08-09 02:25:17.018
2486,4B,930809,9208,18664.09,37.97,-74.63,294.39,-40.79,1.79,102.69,N,N,2449208.5,1993-08-09 05:11:04.090
2487,4B,930811,9210,50501.53,273.46,42.63,69.98,24.57,7.27,106.66,N,N,2449210.5,1993-08-11 14:01:41.530
2489,4B,930812,9211,45937.37,166.51,26.39,208.69,66.5,7.75,122.74,N,N,2449211.5,1993-08-12 12:45:37.370
2490,4B,930815,9214,19602.074,283.6,-10.98,23.47,-5.63,3.04,87.37,N,N,2449214.5,1993-08-15 05:26:42.074
2491,4B,930816,9215,3144.794,69.03,62.69,145.72,10.24,5.01,91.38,N,N,2449215.5,1993-08-16 00:52:24.794
2494,4B,930817,9216,17321.306,88.97,-48.25,255.38,-28.85,11.08,127.07,N,N,2449216.5,1993-08-17 04:48:41.306
2495,4B,930819,9218,58141.338,105.77,-49.28,259.56,-18.43,2.89,113.77,N,N,2449218.5,1993-08-19 16:09:01.338
2496,4B,930820,9219,1113.754,153.05,-51.88,279.6,3.63,5.7,135.2,N,N,2449219.5,1993-08-20 00:18:33.754
2498,4B,930821,9220,35498.202,235.32,-7.94,358.63,35.97,2.78,128.09,N,N,2449220.5,1993-08-21 09:51:38.202
2499,4B,930822B,9221,22951.578,266.61,-6.87,19.19,11.11,2.54,90.37,N,N,2449221.5,1993-08-22 06:22:31.578
2500,4B,930822,9221,53091.994,213.09,-0.68,341.2,56.06,2.28,141.78,N,N,2449221.5,1993-08-22 14:44:51.994
2502,4B,930824,9223,22549.978,255.25,6.03,25.4,27.26,6.19,85.4,N,N,2449223.5,1993-08-24 06:15:49.978
2504,4B,930826,9225,68288.73,175.07,29.59,199.83,74.17,4.73,113.66,N,N,2449225.5,1993-08-26 18:58:08.730
2505,4B,930828,9227,5243.546,177.11,37.24,171.72,73.31,2.65,120.87,N,N,2449227.5,1993-08-28 01:27:23.546
2506,4B,930829,9228,85120.666,317.25,-38.21,4.7,-42.61,4.31,101.29,N,N,2449228.5,1993-08-29 23:38:40.666
2507,4B,930831,9230,33365.658,223.29,-3.63,351.33,47.48,0.47,114.82,N,N,2449230.5,1993-08-31 09:16:05.658
2508,4B,930901,9231,5292.698,158.28,-38.36,275.2,16.95,8.84,118.01,N,N,2449231.5,1993-09-01 01:28:12.698
2509,4B,930902,9232,25044.826,233.42,49.0,79.1,51.97,1.32,100.74,N,N,2449232.5,1993-09-02 06:57:24.826
2510,4B,930902B,9232,77278.874,103.12,16.15,198.6,7.51,2.56,159.44,N,N,2449232.5,1993-09-02 21:27:58.874
2511,4B,930903B,9233,1169.05,88.67,-10.42,215.99,-17.28,4.2,170.8,N,Y,2449233.5,1993-09-03 00:19:29.050
2512,4B,930903,9233,9397.274,242.84,-69.47,318.94,-13.08,4.12,107.72,Y,N,2449233.5,1993-09-03 02:36:37.274
2513,4B,930903C,9233,46357.402,201.33,10.63,330.34,71.68,5.97,148.99,N,N,2449233.5,1993-09-03 12:52:37.402
2514,4B,930905,9235,12390.234,310.95,-1.22,45.44,-25.39,0.63,155.34,N,N,2449235.5,1993-09-05 03:26:30.234
2515,4B,930905B,9235,78851.738,330.05,-67.9,323.02,-41.92,3.89,138.9,N,Y,2449235.5,1993-09-05 21:54:11.738
2519,4B,930909,9239,58453.402,15.83,36.84,125.57,-25.98,1.72,98.1,N,N,2449239.5,1993-09-09 16:14:13.402
2520,4B,930910C,9240,27579.16,160.2,3.33,244.53,50.76,14.0,159.5,N,Y,2449240.5,1993-09-10 07:39:39.160
2521,4B,930910B,9240,29042.65,157.72,-0.59,246.51,46.31,4.83,154.77,Y,N,2449240.5,1993-09-10 08:04:02.650
2522,4B,930910,9240,43928.218,167.59,-66.69,293.16,-5.76,0.54,92.79,N,N,2449240.5,1993-09-10 12:12:08.218
2523,4B,930911,9241,83761.434,178.31,52.87,141.82,62.07,4.9,138.05,N,N,2449241.5,1993-09-11 23:16:01.434
2528,4B,930913B,9243,61512.346,294.27,44.27,77.27,11.08,3.58,104.01,N,N,2449243.5,1993-09-13 17:05:12.346
2529,4B,930913,9243,63314.714,154.33,15.92,222.3,52.62,9.63,141.99,N,N,2449243.5,1993-09-13 17:35:14.714
2530,4B,930914,9244,10151.578,34.26,34.29,142.41,-25.32,1.53,88.78,N,N,2449244.5,1993-09-14 02:49:11.578
2532,4B,930916B,9246,12194.458,23.96,-25.58,206.58,-79.94,4.9,78.49,N,N,2449246.5,1993-09-16 03:23:14.458
2533,4B,930916,9246,73163.418,280.71,65.39,95.5,25.37,0.22,81.28,N,N,2449246.5,1993-09-16 20:19:23.418
2536,4B,930922B,9252,19016.666,164.64,-32.08,276.7,24.98,7.79,88.7,N,N,2449252.5,1993-09-22 05:16:56.666
2537,4B,930922,9252,23086.81,271.2,55.89,84.21,28.58,0.45,113.7,N,N,2449252.5,1993-09-22 06:24:46.810
2538,4B,930924,9254,3775.13,313.7,10.31,57.68,-21.55,5.24,132.36,N,N,2449254.5,1993-09-24 01:02:55.130
2539,4B,930925,9255,49259.674,96.98,-54.66,263.47,-25.13,11.77,84.36,N,N,2449255.5,1993-09-25 13:40:59.674
2541,4B,930926,9256,60830.362,66.44,30.51,168.27,-12.92,3.63,119.78,N,N,2449256.5,1993-09-26 16:53:50.362
2542,4B,930927,9257,15487.642,108.61,-9.52,224.01,0.72,1.62,113.84,N,N,2449257.5,1993-09-27 04:18:07.642
2551,4B,931001,9261,4991.386,256.26,45.26,70.75,37.18,6.59,140.75,N,Y,2449261.5,1993-10-01 01:23:11.386
2560,4B,931003,9263,76829.082,100.46,-45.96,254.98,-20.71,1.62,137.12,N,N,2449263.5,1993-10-03 21:20:29.082
2564,4B,931005,9265,57026.01,124.12,-25.66,245.4,5.36,9.63,177.23,N,N,2449265.5,1993-10-05 15:50:26.010
2566,4B,931006,9266,77510.298,66.31,65.28,142.95,11.1,1.7,101.25,N,N,2449266.5,1993-10-06 21:31:50.298
2567,4B,931007,9267,15859.354,237.09,-12.54,355.99,31.57,4.59,81.36,N,N,2449267.5,1993-10-07 04:24:19.354
2569,4B,931008C,9268,2699.674,280.11,-41.55,353.87,-15.69,4.47,108.08,N,N,2449268.5,1993-10-08 00:44:59.674
2570,4B,931008B,9268,26294.554,42.98,21.37,156.97,-33.42,0.85,136.45,N,N,2449268.5,1993-10-08 07:18:14.554
2571,4B,931008,9268,40150.682,165.4,33.93,190.1,65.47,0.86,139.44,N,N,2449268.5,1993-10-08 11:09:10.682
2581,4B,931013B,9273,53879.066,169.23,19.11,228.19,66.88,2.12,141.96,N,N,2449273.5,1993-10-13 14:57:59.066
2582,4B,931013C,9273,60838.938,211.55,14.39,0.49,68.42,11.65,91.4,N,Y,2449273.5,1993-10-13 16:53:58.938
2583,4B,931013,9273,62141.786,44.42,64.28,136.1,4.69,3.56,90.13,Y,N,2449273.5,1993-10-13 17:15:41.786
2585,4B,931014B,9274,42964.634,57.86,-38.89,242.14,-50.9,9.43,136.07,N,N,2449274.5,1993-10-14 11:56:04.634
2586,4B,931014,9274,61261.722,272.5,9.34,36.67,13.41,0.5,121.01,N,N,2449274.5,1993-10-14 17:01:01.722
2587,4B,931015,9275,36006.554,338.08,61.98,107.36,3.39,2.51,110.08,N,N,2449275.5,1993-10-15 10:00:06.554
2588,4B,931016,9276,33854.618,66.39,-46.92,253.17,-43.98,1.95,85.84,N,N,2449276.5,1993-10-16 09:24:14.618
2589,4B,931016B,9276,45167.258,76.22,41.34,165.08,0.09,6.1,76.95,N,N,2449276.5,1993-10-16 12:32:47.258
2590,4B,931017,9277,4669.338,181.44,-83.11,301.48,-20.37,0.65,106.57,N,N,2449277.5,1993-10-17 01:17:49.338
2591,4B,931018,9278,21274.778,241.24,-62.02,323.63,-7.2,17.27,105.12,N,N,2449278.5,1993-10-18 05:54:34.778
2592,4B,931019B,9279,35127.962,58.22,16.44,173.6,-28.08,8.58,90.31,N,N,2449279.5,1993-10-19 09:45:27.962
2593,4B,931019,9279,66154.906,242.92,-18.7,355.16,23.26,1.66,113.03,N,N,2449279.5,1993-10-19 18:22:34.906
2596,4B,931021C,9281,32194.714,211.51,-27.07,322.75,32.91,19.74,127.6,N,N,2449281.5,1993-10-21 08:56:34.714
2597,4B,931021B,9281,46821.978,85.89,30.82,178.16,0.61,10.55,143.52,N,N,2449281.5,1993-10-21 13:00:21.978
2598,4B,931021,9281,79984.986,345.94,-12.11,58.4,-60.64,1.74,87.58,N,N,2449281.5,1993-10-21 22:13:04.986
2599,4B,931022,9282,36009.946,249.06,8.36,24.52,33.79,11.72,112.85,N,N,2449282.5,1993-10-22 10:00:09.946
2600,4B,931023,9283,15230.362,4.19,74.17,120.53,11.46,1.07,88.51,N,N,2449283.5,1993-10-23 04:13:50.362
2603,4B,931024,9284,48549.018,137.63,-8.49,238.49,25.76,0.53,142.01,N,N,2449284.5,1993-10-24 13:29:09.018
2606,4B,931026,9286,41757.338,51.36,-10.56,195.88,-50.2,0.48,125.52,N,N,2449286.5,1993-10-26 11:35:57.338
2608,4B,931030C,9290,26723.994,34.14,9.27,155.4,-48.16,6.53,118.05,N,Y,2449290.5,1993-10-30 07:25:23.994
2609,4B,931030,9290,29322.202,326.41,58.24,100.46,3.72,0.55,84.06,Y,N,2449290.5,1993-10-30 08:08:42.202
2610,4B,931030B,9290,68345.754,258.58,33.47,56.67,33.83,5.89,97.35,N,N,2449290.5,1993-10-30 18:59:05.754
2611,4B,931031,9291,14795.354,325.1,62.73,102.92,7.54,0.32,89.93,N,N,2449291.5,1993-10-31 04:06:35.354
2614,4B,931101,9292,11420.57,238.32,0.78,9.59,39.08,2.72,75.12,N,N,2449292.5,1993-11-01 03:10:20.570
2615,4B,931101B,9292,83618.202,132.58,-2.05,229.47,25.12,5.64,153.17,N,N,2449292.5,1993-11-01 23:13:38.202
2616,4B,931103B,9294,22862.49,319.1,4.16,55.44,-29.45,4.58,78.63,N,N,2449294.5,1993-11-03 06:21:02.490
2617,4B,931103,9294,59142.618,87.88,65.05,148.37,18.45,0.31,134.18,N,N,2449294.5,1993-11-03 16:25:42.618
2619,4B,931106,9297,73924.25,196.75,-3.13,310.61,59.51,1.11,146.6,N,N,2449297.5,1993-11-06 20:32:04.250
2620,4B,931108,9299,82297.498,59.64,-6.35,196.62,-41.01,2.66,117.89,N,N,2449299.5,1993-11-08 22:51:37.498
2621,4B,931109,9300,56218.074,110.68,39.51,178.79,22.56,12.0,149.95,N,N,2449300.5,1993-11-09 15:36:58.074
2623,4B,931110,9301,62043.674,217.59,-21.81,331.43,35.53,3.85,88.61,N,N,2449301.5,1993-11-10 17:14:03.674
2628,4B,931112,9303,67553.306,311.51,55.95,93.19,7.99,0.53,126.26,Y,N,2449303.5,1993-11-12 18:45:53.306
2632,4B,931113,9304,63747.29,97.13,29.78,183.79,8.59,2.36,82.43,N,N,2449304.5,1993-11-13 17:42:27.290
2633,4B,931113B,9304,83241.37,107.82,-46.8,257.67,-16.24,7.24,127.05,N,N,2449304.5,1993-11-13 23:07:21.370
2634,4B,931114,9305,18795.162,29.04,-39.97,260.81,-71.43,2.54,79.43,N,N,2449305.5,1993-11-14 05:13:15.162
2636,4B,931115,9306,59607.194,64.29,25.32,170.88,-17.85,2.74,88.47,N,N,2449306.5,1993-11-15 16:33:27.194
2640,4B,931117,9308,78949.018,348.99,-44.14,345.11,-64.37,3.87,100.8,N,N,2449308.5,1993-11-17 21:55:49.018
2641,4B,931118,9309,41507.482,20.05,-6.16,142.29,-67.94,5.96,126.97,N,N,2449309.5,1993-11-18 11:31:47.482
2649,4B,931120,9311,67762.586,319.67,23.03,72.07,-18.2,4.62,168.27,N,N,2449311.5,1993-11-20 18:49:22.586
2660,4B,931126B,9317,17206.682,157.28,70.08,138.52,42.48,3.02,103.68,N,N,2449317.5,1993-11-26 04:46:46.682
2661,4B,931126,9317,70299.738,3.29,-17.4,78.7,-76.86,0.22,77.58,N,N,2449317.5,1993-11-26 19:31:39.738
2662,4B,931127,9318,3009.69,250.81,-23.07,356.7,14.82,1.59,127.71,N,N,2449318.5,1993-11-27 00:50:09.690
2663,4B,931128B,9319,18471.578,110.14,-50.66,262.0,-16.33,2.28,73.59,N,N,2449319.5,1993-11-28 05:07:51.578
2664,4B,931128C,9319,28360.346,293.33,80.88,113.01,25.12,3.44,127.07,N,N,2449319.5,1993-11-28 07:52:40.346
2665,4B,931128,9319,61452.89,142.64,18.21,212.86,43.11,1.57,85.61,N,N,2449319.5,1993-11-28 17:04:12.890
2671,4B,931203,9324,3723.93,6.52,24.53,115.61,-37.98,6.39,96.07,N,N,2449324.5,1993-12-03 01:02:03.930
2676,4B,931204,9325,35290.266,250.15,38.23,61.31,41.3,0.18,107.55,N,N,2449325.5,1993-12-04 09:48:10.266
2677,4B,931204B,9325,52514.97,221.18,-72.72,311.21,-11.69,10.32,92.08,N,N,2449325.5,1993-12-04 14:35:14.970
2678,4B,931205B,9326,38575.77,247.12,-43.95,338.76,3.31,3.28,96.06,N,N,2449326.5,1993-12-05 10:42:55.770
2679,4B,931205,9326,53991.514,15.56,66.49,124.01,3.64,2.22,102.47,N,N,2449326.5,1993-12-05 14:59:51.514
2680,4B,931206B,9327,31289.754,104.59,3.56,210.55,3.16,4.54,115.09,N,N,2449327.5,1993-12-06 08:41:29.754
2681,4B,931206,9327,63390.106,266.6,-5.62,20.29,11.74,0.93,132.48,N,N,2449327.5,1993-12-06 17:36:30.106
2682,4B,931208,9329,16639.642,198.73,-29.93,308.98,32.66,0.56,118.48,N,N,2449329.5,1993-12-08 04:37:19.642
