filename,description,schema_path,validated
fermi_swift_grb_catalog.csv,Fermi and Swift GRB combined catalog, data/registry/fermi_swift_grb_catalog_schema.yaml,True
fermi_swift_grb_catalog.csv,Fermi and Swift GRB combined catalog,data/registry/fermi_swift_grb_catalog_schema.yaml,True
