name,RA_deg,Dec_deg,redshift,datetime,maxabsmag,distance_mpc,type
GRB 990108,62.13,-12.11,,1999/01/08,,,LGRB
GRB 990111A,43.85,38.27,,1999/01/11,,,LGRB
GRB 990111B,173.64999999999998,27.82,,1999/01/11,,,LGRB
GRB 990112,277.2399999999999,-18.19,,1999/01/12,,,LGRB
GRB 990113,66.91,31.73,,1999/01/13,,,LGRB
GRB 990117A,19.66,-1.2899999999999998,,1999/01/17,,,LGRB
GRB 990117B,316.3599999999999,-22.02,,1999/01/17,,,LGRB
GRB 990120,10.199999999999998,-7.58,,1999/01/20,,,LGRB
GRB 990123A,229.08,42.31,,1999/01/23,,,LGRB
GRB 990128A,269.6599999999999,-37.1,,1999/01/28,,,LGRB
GRB 990128B,319.25,-43.18,,1999/01/28,,,LGRB
GRB 990129B,94.91999999999996,-12.28,,1999/01/29,,,LGRB
GRB 990204,31.56,1.4200000000000002,,1999/02/04,,,LGRB
GRB 990205,276.18999999999994,22.85,,1999/02/05,,,LGRB
GRB 990206A,247.41,8.75,,1999/02/06,,,LGRB
GRB 990207,215.93,5.13,,1999/02/07,,,LGRB
GRB 990208A,303.0799999999999,16.13,,1999/02/08,,,LGRB
GRB 990210A,108.11,50.11,,1999/02/10,,,LGRB
GRB 990210B,36.87,-28.47,,1999/02/10,,,LGRB
GRB 990213B,275.09,-49.06,,1999/02/13,,,LGRB
GRB 990213C,145.89,51.72,,1999/02/13,,,LGRB
GRB 990216,274.94,-40.34,,1999/02/16,,,LGRB
GRB 990220,163.04999999999998,55.6,,1999/02/20,,,LGRB
GRB 990221A,35.89999999999999,-66.11,,1999/02/21,,,LGRB
GRB 990226A,244.47,10.66,,1999/02/26,,,LGRB
GRB 990226B,146.47999999999996,-52.62,,1999/02/26,,,LGRB
GRB 990227,180.07,-29.95,,1999/02/27,,,LGRB
GRB 990228A,172.53999999999996,-40.73,,1999/02/28,,,LGRB
GRB 990304A,8.320833333333333,-58.25,,1999/03/04,,,LGRB
GRB 990306A,283.13,16.85,,1999/03/06,,,LGRB
GRB 990306B,315.01,13.45,,1999/03/06,,,LGRB
GRB 990308A,48.19,69.21000000000001,,1999/03/08,,,LGRB
GRB 990308B,189.18,3.55,,1999/03/08,,,LGRB
GRB 990308C,64.72,70.1,,1999/03/08,,,LGRB
GRB 990311,43.94999999999999,19.25,,1999/03/11,,,LGRB
GRB 990314,184.01,-12.86,,1999/03/14,,,LGRB
GRB 990316A,152.07999999999996,-4.44,,1999/03/16,,,LGRB
GRB 990316B,102.45,-6.2,,1999/03/16,,,LGRB
GRB 990318,244.9,1.65,,1999/03/18,,,LGRB
GRB 990320A,65.84,38.31,,1999/03/20,,,LGRB
GRB 990320B,5.708333333333332,6.7,,1999/03/20,,,LGRB
GRB 990321,42.25999999999999,0.2305555555555555,,1999/03/21,,,LGRB
GRB 990322,12.489999999999998,-68.32,,1999/03/22,,,LGRB
GRB 990323C,332.58,-76.53999999999999,,1999/03/23,,,LGRB
GRB 990328,150.07999999999998,-47.17,,1999/03/28,,,LGRB
GRB 990329,72.44,68.33999999999999,,1999/03/29,,,LGRB
GRB 990330C,160.64999999999998,34.309999999999995,,1999/03/30,,,LGRB
GRB 990401,33.27,-9.4,,1999/04/01,,,LGRB
GRB 990403A,301.4099999999999,-19.02,,1999/04/03,,,LGRB
GRB 990403B,298.86999999999995,-5.05,,1999/04/03,,,LGRB
GRB 990403C,251.2,31.18,,1999/04/03,,,LGRB
GRB 990404B,305.65,-72.19,,1999/04/04,,,LGRB
GRB 990408,258.53,4.569999999999999,,1999/04/08,,,LGRB
GRB 990411A,329.84,-83.44,,1999/04/11,,,LGRB
GRB 990412,135.82,-58.3,,1999/04/12,,,LGRB
GRB 990413,179.99999999999997,-18.44,,1999/04/13,,,LGRB
GRB 990415,71.83,-3.45,,1999/04/15,,,LGRB
GRB 990416,111.31,-38.14,,1999/04/16,,,LGRB
GRB 990420B,305.06999999999994,26.24,,1999/04/20,,,LGRB
GRB 990423,111.11,-57.49,,1999/04/23,,,LGRB
GRB 990424A,88.86999999999999,-60.330000000000005,,1999/04/24,,,LGRB
GRB 990424B,157.97,11.91,,1999/04/24,,,LGRB
GRB 990424C,83.99999999999999,36.64,,1999/04/24,,,LGRB
GRB 990425B,58.80999999999999,-42.14,,1999/04/25,,,LGRB
GRB 990426,263.04,-22.41,,1999/04/26,,,LGRB
GRB 990428,132.86,-15.07,,1999/04/28,,,LGRB
GRB 990505,227.69,-47.68,,1999/05/05,,,LGRB
GRB 990506A,178.93999999999997,-26.23,,1999/05/06,,,LGRB
GRB 990506B,140.24999999999997,2.78,,1999/05/06,,,LGRB
GRB 990507A,13.779999999999998,-24.45,,1999/05/07,,,LGRB
GRB 990507B,137.55999999999997,65.9,,1999/05/07,,,LGRB
GRB 990510A,10.97,-67.31,,1999/05/10,,,LGRB
GRB 990510B,207.51,-80.22,,1999/05/10,,,LGRB
GRB 990513A,326.72,-4.67,,1999/05/13,,,LGRB
GRB 990513B,339.44999999999993,-75.01,,1999/05/13,,,LGRB
GRB 990515,43.56,-27.81,,1999/05/15,,,LGRB
GRB 990516A,85.61999999999999,56.09,,1999/05/16,,,LGRB
GRB 990518A,235.25,19.2,,1999/05/18,,,LGRB
GRB 990518B,343.3299999999999,-38.68,,1999/05/18,,,LGRB
GRB 990519,317.78,-27.08,,1999/05/19,,,LGRB
GRB 990523A,130.95,-62.09,,1999/05/23,,,LGRB
GRB 990523B,235.95999999999995,-60.41,,1999/05/23,,,LGRB
GRB 990523C,51.84,52.98,,1999/05/23,,,LGRB
GRB 990527C,199.93,49.35,,1999/05/27,,,LGRB
GRB 990528,65.86,-15.92,,1999/05/28,,,LGRB
GRB 990604A,69.80999999999999,-63.61,,1999/06/04,,,LGRB
GRB 990604B,91.09,38.05,,1999/06/04,,,LGRB
GRB 990605,86.38999999999999,34.74,,1999/06/05,,,LGRB
GRB 990610B,306.61999999999995,20.87,,1999/06/10,,,LGRB
GRB 990611A,282.11999999999995,-65.44,,1999/06/11,,,LGRB
GRB 990611B,228.11999999999995,48.01,,1999/06/11,,,LGRB
GRB 990611C,343.19999999999993,-47.09,,1999/06/11,,,LGRB
GRB 990614,111.67999999999998,-38.91,,1999/06/14,,,LGRB
GRB 990615,173.92,-56.080000000000005,,1999/06/15,,,LGRB
GRB 990616,84.21999999999998,4.75,,1999/06/16,,,LGRB
GRB 990618,214.66,-61.31,,1999/06/18,,,LGRB
GRB 990620A,268.54,-18.14,,1999/06/20,,,LGRB
GRB 990620B,6.091666666666667,14.35,,1999/06/20,,,LGRB
GRB 990622B,79.42999999999998,-29.73,,1999/06/22,,,LGRB
GRB 990625,6.058333333333333,-30.31,,1999/06/25,,,LGRB
GRB 990701A,34.52999999999999,21.69,,1999/07/01,,,LGRB
GRB 990703,175.28,79.23,,1999/07/03,,,LGRB
GRB 990706B,278.62999999999994,-53.57,,1999/07/06,,,LGRB
GRB 990707B,72.40999999999998,21.84,,1999/07/07,,,LGRB
GRB 990709B,299.03,44.6,,1999/07/09,,,LGRB
GRB 990711,66.07000000000001,29.22,,1999/07/11,,,LGRB
GRB 990712B,281.34,11.79,,1999/07/12,,,LGRB
GRB 990715B,229.04,19.56,,1999/07/15,,,LGRB
GRB 990716A,282.78,-53.47,,1999/07/16,,,LGRB
GRB 990716B,337.26,-44.61,,1999/07/16,,,LGRB
GRB 990718,286.92,1.33,,1999/07/18,,,LGRB
GRB 990719,224.51,10.86,,1999/07/19,,,LGRB
GRB 990724,217.57,22.4,,1999/07/24,,,LGRB
GRB 990725,12.56,32.74,,1999/07/25,,,LGRB
GRB 990726,3.9083333333333328,-14.94,,1999/07/26,,,LGRB
GRB 990728,209.62,-56.84,,1999/07/28,,,LGRB
GRB 990730A,141.36,74.8,,1999/07/30,,,LGRB
GRB 990802A,34.74999999999999,40.5,,1999/08/02,,,LGRB
GRB 990803,258.63,-2.03,,1999/08/03,,,LGRB
GRB 990806,33.989999999999995,-74.03,,1999/08/06,,,LGRB
GRB 990807,338.61,20.52,,1999/08/07,,,LGRB
GRB 990809,88.86999999999999,43.4,,1999/08/09,,,LGRB
GRB 990810B,325.5799999999999,2.06,,1999/08/10,,,LGRB
GRB 990816,187.97,6.7,,1999/08/16,,,LGRB
GRB 990822A,111.57,-38.07,,1999/08/22,,,LGRB
GRB 990822B,23.3,68.77,,1999/08/22,,,LGRB
GRB 990828,249.41,-13.01,,1999/08/28,,,LGRB
GRB 990829A,338.6,-2.18,,1999/08/29,,,LGRB
GRB 990829B,259.17999999999995,-57.22,,1999/08/29,,,LGRB
GRB 990902,58.23,62.49,,1999/09/02,,,LGRB
GRB 990903,337.02,71.73,,1999/09/03,,,LGRB
GRB 990904B,301.74999999999994,-27.75,,1999/09/04,,,LGRB
GRB 990905,95.39999999999998,46.13,,1999/09/05,,,LGRB
GRB 990912,85.05999999999999,-18.27,,1999/09/12,,,LGRB
GRB 990915,97.1,71.86999999999999,,1999/09/15,,,LGRB
GRB 990917,320.29,19.09,,1999/09/17,,,LGRB
GRB 990918,262.0799999999999,1.97,,1999/09/18,,,LGRB
GRB 990925B,50.06999999999999,46.07,,1999/09/25,,,LGRB
GRB 990930,11.63,-63.25,,1999/09/30,,,LGRB
GRB 991001,6.158333333333332,36.76,,1999/10/01,,,LGRB
GRB 991004A,329.94,-15.62,,1999/10/04,,,LGRB
GRB 991004B,229.78,-20.91,,1999/10/04,,,LGRB
GRB 991004D,210.75,-19.040000000000003,,1999/10/04,,,LGRB
GRB 991005B,342.3299999999999,6.2,,1999/10/05,,,LGRB
GRB 991009,257.27,-46.92,,1999/10/09,,,LGRB
GRB 991011C,203.42,-17.87,,1999/10/11,,,LGRB
GRB 991013,123.93999999999998,8.56,,1999/10/13,,,LGRB
GRB 991014,101.61,12.55,,1999/10/14,,,LGRB
GRB 991015,11.64,8.94,,1999/10/15,,,LGRB
GRB 991018,224.03,-3.68,,1999/10/18,,,LGRB
GRB 991023,233.95,-26.52,,1999/10/23,,,LGRB
GRB 991025,257.24999999999994,44.02,,1999/10/25,,,LGRB
GRB 991027,325.9699999999999,-5.65,,1999/10/27,,,LGRB
GRB 991028,80.94,-23.77,,1999/10/28,,,LGRB
GRB 991030,122.99999999999996,-47.52,,1999/10/30,,,LGRB
GRB 991103,320.94999999999993,15.14,,1999/11/03,,,LGRB
GRB 991104,53.12999999999999,55.080000000000005,,1999/11/04,,,LGRB
GRB 991105,167.79999999999998,-64.18,,1999/11/05,,,LGRB
GRB 991107,155.79999999999998,-54.41,,1999/11/07,,,LGRB
GRB 991108,3.641666666666666,-54.89,,1999/11/08,,,LGRB
GRB 991113,3.420833333333333,32.85,,1999/11/13,,,LGRB
GRB 991115,294.22,40.44,,1999/11/15,,,LGRB
GRB 991117,207.06,-42.49,,1999/11/17,,,LGRB
GRB 991121,301.59,-61.57,,1999/11/21,,,LGRB
GRB 991122,214.84,-59.79,,1999/11/22,,,LGRB
GRB 991127,16.479999999999997,-10.44,,1999/11/27,,,LGRB
GRB 991129A,38.51999999999999,-33.7,,1999/11/29,,,LGRB
GRB 991129B,313.73,57.53,,1999/11/29,,,LGRB
GRB 991201,327.6099999999999,27.2,,1999/12/01,,,LGRB
GRB 991210C,293.01,-75.69,,1999/12/10,,,LGRB
GRB 991211B,17.349999999999994,15.45,,1999/12/11,,,LGRB
GRB 991213,107.61,42.59,,1999/12/13,,,LGRB
GRB 991216,77.94,10.88,,1999/12/16,,,LGRB
GRB 991226,276.04,-12.71,,1999/12/26,,,LGRB
GRB 991228B,167.45999999999998,34.44,,1999/12/28,,,LGRB
GRB 991229A,317.86999999999995,8.139999999999999,,1999/12/29,,,LGRB
PSN J0049478+3216400,12.449166666666663,32.27777777777778,,1999/01/01,,,
PSN J2336140+020924,354.0583333333333,2.1566666666666667,0.00647,1998/09/05,-15.0,28.78,
SN1990A,20.666625,5.389083333333334,0.041,1990/01/01,-17.4,187.0,
SN1990aa,13.225,29.01833333333333,0.017,1990/09/04,-16.4,47.0,Ic
SN1990ab,328.51658333333324,-40.071000000000005,0.034,1990/09/20,-17.9,154.0,Ia
SN1990ac,58.288125,-29.743666666666662,0.063,1990/09/23,-19.3,292.0,Ia
SN1990ad,340.6617083333333,1.3021666666666667,,1990/10/09,,,II
SN1990ae,5.712916666666666,6.818055555555556,0.0261,1990/10/15,-17.36,117.8,II
SN1990af,323.7421666666666,-62.73538888888889,0.0503,1990/10/24,-18.91,231.1,Ia
SN1990ag,113.2045375,32.89765416666667,0.054,1990/11/26,-18.0,249.0,II
SN1990ah,6.54325,13.65575,0.018,1990/12/07,-16.5,80.8,II
SN1990ai,110.04320833333333,21.905527777777777,,1990/11/26,,,Ib/c
SN1990aj,70.56375,-20.42163888888889,0.005344,1990/12/18,-13.4,19.0,Ia/c
SN1990ak,201.22879166666667,-32.42388888888889,0.021,1990/05/01,-16.9,94.4,
SN1990al,287.48599999999993,42.52825,,1990/07/19,,,
SN1990B,189.1410833333333,11.241638888888888,0.00744,1990/01/20,-14.2,24.0,Ic
SN1990D,205.857625,29.11058333333333,,1990/01/23,,,
SN1990E,39.87125,-8.137222222222222,0.00429,1990/02/15,-15.3,18.0,II
SN1990F,204.76116666666667,32.15555555555555,0.025,1990/02/24,-16.6,113.0,Ia
SN1990G,170.2549583333333,34.347611111111114,0.035781,1990/03/19,-20.43,122.0,Ia
SN1990H,159.06283333333332,37.32422222222223,0.0052,1990/04/09,-16.2,27.0,II P
SN1990I,191.20941666666664,-40.72680555555556,0.0097,1990/04/29,-16.6,46.0,Ib
SN1990J,184.08725,12.527194444444444,,1990/05/13,,,Ia
SN1990K,8.55825,-27.79608333333333,0.005284,1990/05/25,-16.0,20.0,II
SN1990L,234.1,22.501666666666665,0.014,1990/04/28,-15.0,62.6,Ia
SN1990M,212.87241666666665,-5.043583333333333,0.00904,1990/06/15,-19.4,38.0,Ia
SN1990N,190.73616666666663,13.2565,0.003399,1990/06/23,-18.69,19.7,Ia
SN1990O,258.89966666666663,16.323833333333333,0.03066,1990/06/22,-18.76,118.0,Ia
SN1990P,243.776625,-15.597083333333334,,1990/06/22,,,
SN1990Q,230.3884583333333,-7.374027777777777,0.0064,1990/06/26,-14.3,28.5,II
SN1990R,318.0870833333333,12.610277777777778,0.0162,1990/06/26,-16.8,72.58,Ia
SN1990S,181.38779166666663,-30.161166666666663,0.025,1990/07/22,-19.5,98.0,II
SN1990T,299.7595416666666,-56.25836111111112,0.040485,1990/07/21,-17.78,172.0,Ia
SN1990U,346.2289999999999,12.305583333333336,0.007935,1990/08/02,-16.5,31.0,Ib
SN1990V,348.9083333333333,7.285,0.034,1990/07/29,-17.9,154.0,II
SN1990W,253.19654166666663,-59.21527777777778,0.0049,1990/08/19,-15.2,11.0,Ib/c
SN1990X,350.6791666666667,23.203333333333333,0.028,1990/08/17,-16.0,99.0,II
SN1990Y,54.34412499999999,-33.04297222222222,0.039034,1990/08/22,-17.4204,177.857,Ia
SN1990Z,339.8666666666666,8.618333333333334,0.025,1990/08/21,-16.0,98.0,II
SN1991A,178.46666666666664,33.361666666666665,0.011,1991/01/01,-14.7,35.0,Ic
SN1991aa,191.291,-6.317305555555556,0.011,1991/05/07,-17.5,49.1,Ia
SN1991ab,209.840125,19.68508333333333,0.064,1991/05/08,-17.9,297.0,Ia
SN1991ac,195.330125,29.18327777777778,0.061,1991/01/26,-18.8,282.0,
SN1991ad,244.8508333333333,17.64611111111111,0.07,1991/05/13,-19.0,330.0,Ia
SN1991ae,237.14791666666665,68.10055555555554,0.029,1991/05/17,-17.6,131.0,II
SN1991af,261.75833333333327,29.475,0.022,1991/05/19,-16.5,99.0,Ia
SN1991ag,300.035875,-55.36752777777778,0.01422,1991/06/09,-18.8,54.0,Ia
SN1991ah,332.52916666666664,-46.321666666666665,0.037,1991/06/09,-17.6,168.0,II
SN1991ai,216.979875,16.20563888888889,0.053,1991/07/02,-18.4,244.0,Ia
SN1991aj,247.43670833333329,41.778777777777776,0.03139,1991/07/03,-17.765,142.23,Ia
SN1991ak,209.2025,37.79208333333333,0.01015,1991/07/15,-17.779,45.269,Ia
SN1991al,295.60029166666664,-55.10652777777778,0.01525,1991/07/16,-17.561,68.277,II P
SN1991am,250.44216666666665,37.74655555555556,0.061219,1991/07/24,-18.2619,283.393,Ia
SN1991an,264.7897499999999,67.70802777777779,,1991/06/08,,,
SN1991ao,6.984958333333332,32.778277777777774,0.016,1991/08/16,-16.5,71.7,II
SN1991aq,28.165041666666664,-81.63427777777778,,1991/08/18,,,
SN1991ar,10.986291666666665,1.85375,0.015,1991/09/02,-17.1,67.1,Ib
SN1991as,342.1708333333333,8.17,0.0135,1991/08/19,-15.9,60.36,Ia
SN1991at,17.666666666666664,16.608333333333334,0.041048,1991/08/19,-18.3628,187.307,Ia
SN1991au,310.27916666666664,63.495,0.0088,1991/09/01,-14.5,39.2,II
SN1991av,329.00716666666665,0.9984444444444444,0.025,1991/09/04,-17.3,113.0,II
SN1991aw,265.5562916666666,67.48666666666666,0.043,1991/09/04,-16.5,196.0,
SN1991ax,46.300916666666666,-41.76938888888889,,1991/09/15,,,II
SN1991ay,11.829083333333331,40.54111111111111,0.050999,1991/09/09,-18.3496,234.383,Ia
SN1991az,36.30833333333333,24.258333333333333,0.032,1991/09/15,-17.8,145.0,II
SN1991B,210.85166666666663,-6.0725,0.008579,1991/01/11,-16.7,35.0,Ia
SN1991ba,22.695416666666667,-42.45886111111111,0.024,1991/10/02,-16.7,108.0,II
SN1991bb,58.39583333333333,19.098333333333333,0.02656,1991/10/16,-17.394,119.92,Ia
SN1991bc,50.19025,-1.046388888888889,0.02135,1991/10/12,-18.912,96.025,Ia
SN1991bd,60.70691666666666,1.974,0.01272,1991/10/15,-16.3,46.0,Ia
SN1991be,323.30991666666665,-42.21266666666667,,1991/11/07,,,
SN1991bf,358.064,-29.44136111111111,0.03009,1991/11/13,-18.1,130.0,Ia
SN1991bg,186.26541666666665,12.871,0.003539,1991/12/03,-16.46,17.5,Ia Pec
SN1991bh,41.25833333333333,15.158333333333331,0.028,1991/12/07,-17.5,127.0,Ia
SN1991bi,200.9332083333333,31.56413888888889,0.016,1991/12/13,-15.8,71.7,Ia
SN1991bj,55.37695833333333,-4.66375,0.01815,1991/12/30,-15.4,68.0,Ia-02cx
SN1991bk,182.6755833333333,13.329305555555557,0.023,1991/04/15,-16.6,104.0,
SN1991bl,273.07291666666663,68.98555555555555,,1991/07/05,,,
SN1991C,173.16899999999995,5.342099999999999,0.02814,1991/01/15,-17.522,127.2,II
SN1991D,205.3065833333333,-14.646555555555556,0.042,1991/02/06,-18.4,192.0,Ib
SN1991E,98.59741666666666,-65.55236111111111,0.024,1991/02/07,-16.2,108.0,II
SN1991F,164.00920833333333,57.11336111111111,0.0059,1991/02/10,-14.3,29.0,Ia
SN1991G,181.37020833333327,50.53658333333333,0.002524,1991/02/10,-14.9,18.0,II P
SN1991H,194.7254583333333,-10.73397222222222,0.018,1991/02/12,-17.0,80.8,II
SN1991I,81.606625,-52.22583333333333,0.036,1991/02/14,-17.6,164.0,II
SN1991J,198.1566666666666,12.584166666666668,0.01097,1991/02/19,-16.449,48.957,II
SN1991K,140.12654166666667,-16.500527777777776,0.017,1991/12/15,-17.9,76.2,Ia
SN1991L,250.31245833333327,39.29222222222222,0.03054,1991/02/24,-17.704,138.29,Ib/c
SN1991M,239.64508333333333,17.45797222222222,0.007235,1991/03/12,-18.3,38.0,Ia
SN1991N,159.69324999999998,53.50138888888889,0.0033,1991/03/29,-15.7,19.0,Ic
SN1991O,216.1664583333333,65.76013888888889,0.0299,1991/03/18,-17.66,135.3,Ia
SN1991P,199.51666666666665,-15.303333333333333,0.037,1991/04/10,-16.1,168.0,II
SN1991Q,195.53175,27.64863888888889,0.024,1991/01/26,-17.2,108.0,
SN1991R,238.72279166666664,19.012138888888888,0.035,1991/04/09,-18.0,159.0,Ib/c
SN1991S,157.36541666666665,22.011944444444445,0.055001,1991/04/10,-18.33,237.0,Ia
SN1991T,188.5425,2.665666666666666,0.005791,1991/04/13,-18.84,12.6,Ia-91T
SN1991U,200.8416666666666,-26.10833333333333,0.031442,1991/04/18,-18.12,118.0,Ia
SN1991V,221.95041666666663,31.771944444444443,0.045,1991/04/17,-18.1,206.0,
SN1991X,195.25583333333333,-14.507777777777775,0.0088,1991/05/05,-20.3,45.0,Ia
SN1991Y,258.6375,57.31333333333333,,1991/04/17,,,Ia?
SN1991Z,163.66875,-4.208027777777778,0.022,1991/05/06,-15.0,99.0,
SN1992A,54.11420833333333,-34.95872222222223,0.00421,1992/01/11,-18.6,17.5,Ia
SN1992aa,266.4470416666667,60.89413888888889,0.033,1992/05/10,-17.9,150.0,II
SN1992ab,263.18825,16.396083333333333,0.01,1992/06/01,-16.0,45.0,II
SN1992ac,249.28916666666663,58.16694444444444,0.05,1992/05/30,-19.9,239.0,Ia
SN1992ad,186.706625,8.877416666666667,0.00424,1992/07/01,-16.1,16.0,II
SN1992ae,322.07474999999994,-61.55038888888889,0.0746,1992/06/27,-19.01,348.6,Ia
SN1992af,307.6677083333333,-42.309777777777775,0.01847,1992/06/29,-15.9,55.0,II P
SN1992ag,201.04104166666667,-23.878805555555555,0.0262,1992/06/29,-18.3,96.0,Ia
SN1992ah,264.43541666666664,12.905833333333334,0.0218,1992/06/27,-17.96,98.08,Ia
SN1992ai,22.283625,-32.27486111111111,0.061,1992/07/05,-19.8,282.0,Ia
SN1992aj,356.95729166666666,-35.198138888888884,,1992/07/05,,,II
SN1992ak,111.94758333333333,20.392138888888887,0.027,1992/01/09,-19.4,120.0,
SN1992al,311.4853749999999,-51.394416666666665,0.0141,1992/07/27,-19.1,55.0,Ia
SN1992am,21.2615,-4.650250000000001,0.04799,1992/07/26,-17.16,171.0,II P
SN1992an,204.45366666666663,-30.692222222222224,0.051,1992/07/26,-18.8,234.0,II
SN1992ao,351.720625,-81.89577777777778,0.012,1992/07/28,-16.6,53.6,II
SN1992ap,247.613875,41.48780555555555,0.02988,1992/07/29,-17.656,135.24,Ia
SN1992aq,346.1448333333333,-37.34502777777778,0.1009,1992/07/26,-19.016,479.9,Ia
SN1992ar,349.36833333333334,-44.64827777777778,0.145,1992/07/27,-18.2,709.5,Ic
SN1992as,315.988125,-44.647244444444446,0.025,1992/08/01,-16.8,113.0,II
SN1992at,321.7883333333333,-36.9995,,1992/08/02,,,Ia
SN1992au,2.6686666666666663,-49.94591666666666,0.0617,1992/07/29,-17.77,285.7,Ia
SN1992av,265.7702083333333,67.81863888888888,,1992/08/24,,,Ia
SN1992aw,286.729875,51.04863888888889,0.036,1992/08/27,-18.1,164.0,II
SN1992ax,332.6130833333333,45.04227777777778,,1992/09/03,,,I
SN1992ay,67.58179166666666,-46.40016666666666,0.062,1992/09/20,-18.8,287.0,II
SN1992az,32.19570833333333,38.772638888888885,0.014,1992/09/29,-15.5,51.0,II
SN1992B,169.04141666666666,55.49177777777778,0.0576,1992/01/14,-20.62,266.0,Ia
SN1992ba,85.44624999999999,-64.30019444444444,0.00395,1992/09/30,-15.8,14.0,II P
SN1992bb,319.561875,-7.5842777777777775,0.029,1992/09/30,-18.1,131.0,Ia
SN1992bc,46.316875,-39.55961111111111,0.0186,1992/10/04,-19.3,77.0,Ia
SN1992bd,41.57908333333332,-30.27469444444444,0.0042,1992/10/12,-17.0,25.0,II
SN1992be,60.63620833333332,27.78736111111112,,1992/09/30,,,II
SN1992bf,36.979708333333335,20.32922222222222,0.014,1992/10/02,-17.0,62.6,Ia Pec
SN1992bg,115.48562499999998,-62.519444444444446,0.0282,1992/10/21,-17.96,127.5,Ia
SN1992bh,74.86479166666666,-58.828944444444446,0.0443,1992/10/21,-18.84,202.6,Ia
SN1992bi,242.55329166666664,39.78680555555555,0.458,1992/04/21,-19.97,2628.0,Ia
SN1992bj,350.461875,25.15936111111111,0.056,1992/10/17,-19.1,258.0,II
SN1992bk,55.75791666666666,-53.632444444444445,0.0587,1992/11/19,-18.0,210.0,Ia
SN1992bl,348.8045416666666,-44.74325,0.0424,1992/11/20,-18.71,166.0,Ia
SN1992bm,113.32870833333332,50.46922222222222,0.05,1992/11/25,-19.0,230.0,II
SN1992bn,22.242541666666668,9.1485,,1992/12/13,,,
SN1992bo,20.4935,-34.21208333333334,0.01851,1992/12/20,-18.4,71.0,Ia
SN1992bp,54.158125,-18.35380555555556,0.0789,1992/12/20,-19.29,369.7,Ia
SN1992bq,154.24287499999997,-34.752694444444444,,1992/12/20,,,
SN1992br,26.436791666666664,-56.09941666666667,0.0893,1992/12/27,-18.43,421.4,Ia
SN1992bs,52.36333333333333,-37.27191666666666,0.0628,1992/12/28,-18.95,291.0,Ia
SN1992bt,174.83233333333334,56.27108333333333,0.00841,1992/12/19,-16.8,37.0,II P?
SN1992bu,172.13124999999997,58.56055555555555,0.01,1992/03/09,-17.0,45.0,Ib/c?
SN1992C,161.6509583333333,13.74461111111111,0.01,1992/01/28,-16.7,43.0,II
SN1992D,90.24941666666666,-20.36911111111111,0.05,1992/01/28,-18.0,230.0,II
SN1992E,98.82120833333332,-59.93411111111111,0.06,1992/01/27,-17.0,280.0,Ia
SN1992F,171.3495833333333,56.60077777777778,,1992/02/02,,,
SN1992G,159.077375,37.32116666666667,0.00529,1992/02/09,-16.7,27.0,Ia
SN1992H,209.09275,47.240944444444445,0.00457,1992/02/11,-18.1,31.0,II P
SN1992I,124.94291666666663,22.033277777777776,0.012,1992/02/29,-15.4,48.0,II
SN1992J,152.25124999999997,-26.64011111111111,0.0443,1992/03/03,-17.06,202.6,Ia
SN1992K,197.5175,-46.44175,0.01036,1992/03/03,-15.1,42.0,Ia
SN1992L,113.90124999999998,-47.28083333333333,,1992/03/03,,,
SN1992M,108.790125,45.43047222222222,0.051999,1992/02/25,-18.8933,239.149,Ia
SN1992N,288.739,-62.28375,0.014494,1992/03/10,-14.2,44.0,II
SN1992O,290.9262083333333,-62.82502777777778,0.037,1992/03/14,-18.3,168.0,Ia
SN1992P,190.70387499999995,10.360055555555554,0.0265,1992/04/03,-18.4,79.0,Ia
SN1992Q,182.7567083333333,-1.880805555555556,0.034,1992/04/07,-17.4,154.0,
SN1992R,249.2892083333333,58.166916666666665,0.05,1992/04/08,-18.9,239.0,Ia
SN1992S,214.426875,31.04994444444445,,1992/04/09,,,
SN1992T,205.75629166666664,-31.893194444444443,0.03898,1992/04/09,-16.427,177.6,II P
SN1992U,310.19395833333334,-70.69258333333333,0.010919,1992/04/09,-13.8489,48.7272,II P
SN1992V,188.69141666666664,14.559666666666669,0.047,1992/04/22,-18.7,215.0,Ia
SN1992Y,166.8303333333333,28.52488888888889,0.034,1992/05/02,-16.15,107.0,
SN1992Z,202.23866666666663,-30.011972222222223,,1992/05/29,,,II
SN1993A,114.82208333333332,-62.053888888888885,0.0293,1993/01/17,-15.738,134.78,II P
SN1993aa,345.84175,-6.348916666666667,0.0253,1993/09/19,-17.29,114.1,Ia
SN1993ab,45.50625,42.581388888888895,0.01393,1993/09/24,-15.973,62.305,Ia
SN1993ac,86.59825,63.36863888888889,0.0443,1993/10/13,-17.84,204.0,Ia
SN1993ad,353.67049999999995,-3.1591638888888887,0.017,1993/11/07,-17.9,66.0,II
SN1993ae,22.453791666666664,-1.9769722222222224,0.01905,1993/11/07,-18.0,70.0,Ia
SN1993af,77.00295833333332,-37.48833333333334,0.0033,1993/11/15,-13.2,11.0,Ia
SN1993ag,150.89583333333334,-35.46322222222223,0.0493,1993/11/15,-18.47,226.3,Ia
SN1993ah,357.9594583333333,-27.96305555555556,0.02936,1993/11/16,-18.09,114.0,Ia
SN1993ai,98.30416666666665,51.345,0.034,1993/12/10,-17.9,154.0,Ia
SN1993aj,181.088125,-0.7205277777777778,0.0776,1993/12/27,-20.8,363.3,Ia
