name,RA_deg,Dec_deg,redshift,datetime,maxabsmag,distance_mpc,type
GRB 930916B,280.7099999999999,65.39,,1993/09/16,,,LGRB
GRB 930922B,271.19999999999993,55.89,,1993/09/22,,,LGRB
GRB 930926,66.44,30.51,,1993/09/26,,,LGRB
GRB 930927,108.61,-9.52,,1993/09/27,,,LGRB
GRB 931003,100.46,-45.96,,1993/10/03,,,LGRB
GRB 931008A,280.11,-41.55,,1993/10/08,,,LGRB
GRB 931008B,42.98,21.37,,1993/10/08,,,LGRB
GRB 931013A,169.23,19.110000000000003,,1993/10/13,,,LGRB
GRB 931014B,272.5,9.34,,1993/10/14,,,LGRB
GRB 931016B,76.21999999999998,41.34,,1993/10/16,,,LGRB
GRB 931019B,242.92,-18.7,,1993/10/19,,,LGRB
GRB 931023,4.191666666666666,74.17,,1993/10/23,,,LGRB
GRB 931024,137.62999999999997,-8.489999999999998,,1993/10/24,,,LGRB
GRB 931026,51.35999999999999,-10.56,,1993/10/26,,,LGRB
GRB 931030C,258.58,33.47,,1993/10/30,,,LGRB
GRB 931031,325.1,62.73,,1993/10/31,,,LGRB
GRB 931106,196.75,-3.13,,1993/11/06,,,LGRB
GRB 931108,59.63999999999999,-6.35,,1993/11/08,,,LGRB
GRB 931110,217.59,-21.81,,1993/11/10,,,LGRB
GRB 931112,311.50999999999993,55.95,,1993/11/12,,,LGRB
GRB 931114,29.04,-39.97,,1993/11/14,,,LGRB
GRB 931115,64.28999999999999,25.32,,1993/11/15,,,LGRB
GRB 931117,348.98999999999995,-44.14,,1993/11/17,,,LGRB
GRB 931118,20.05,-6.16,,1993/11/18,,,LGRB
GRB 931126A,157.27999999999997,70.08,,1993/11/26,,,LGRB
GRB 931127,250.81,-23.07,,1993/11/27,,,LGRB
GRB 931128A,110.14,-50.66,,1993/11/28,,,LGRB
GRB 931128B,293.33,80.88,,1993/11/28,,,LGRB
GRB 931128C,142.64,18.21,,1993/11/28,,,LGRB
GRB 931203,6.52,24.53,,1993/12/03,,,LGRB
GRB 931204B,221.18,-72.72,,1993/12/04,,,LGRB
GRB 931206A,104.59,3.56,,1993/12/06,,,LGRB
GRB 931206B,266.6,-5.62,,1993/12/06,,,LGRB
GRB 931209B,259.56,20.83,,1993/12/09,,,LGRB
GRB 931212,247.61,28.44,,1993/12/12,,,LGRB
GRB 931217,0.7583333333333332,75.3,,1993/12/17,,,LGRB
GRB 931218,244.98,41.53,,1993/12/18,,,LGRB
GRB 931219A,20.49,-74.72,,1993/12/19,,,LGRB
GRB 931221A,91.01999999999998,-43.17,,1993/12/21,,,LGRB
GRB 931222,192.52,28.65,,1993/12/22,,,LGRB
GRB 931223,256.79,41.24,,1993/12/23,,,LGRB
GRB 931225B,4.849999999999999,9.87,,1993/12/25,,,LGRB
GRB 931226,205.95,21.63,,1993/12/26,,,LGRB
GRB 931230,239.79999999999995,63.59,,1993/12/30,,,LGRB
GRB 940101A,94.03,-6.52,,1994/01/01,,,LGRB
GRB 940101B,307.39,-14.54,,1994/01/01,,,LGRB
GRB 940102,10.9,45.11,,1994/01/02,,,LGRB
GRB 940103,267.90000000000003,7.140000000000001,,1994/01/03,,,LGRB
GRB 940110A,337.6,-10.8,,1994/01/10,,,LGRB
GRB 940110B,171.34999999999997,60.67,,1994/01/10,,,LGRB
GRB 940111,153.16999999999996,-56.330000000000005,,1994/01/11,,,LGRB
GRB 940112A,226.38,25.31,,1994/01/12,,,LGRB
GRB 940115,216.0,54.01,,1994/01/15,,,LGRB
GRB 940118,287.7,-63.94,,1994/01/18,,,LGRB
GRB 940119A,326.55999999999995,-71.63,,1994/01/19,,,LGRB
GRB 940120A,101.5,-35.5,,1994/01/20,,,LGRB
GRB 940120B,146.74999999999997,85.06,,1994/01/20,,,LGRB
GRB 940124,89.61,0.5388888888888889,,1994/01/24,,,LGRB
GRB 940126A,130.97999999999996,9.04,,1994/01/26,,,LGRB
GRB 940128B,224.02,-15.22,,1994/01/28,,,LGRB
GRB 940129,127.45999999999997,28.59,,1994/01/29,,,LGRB
GRB 940203,184.16,-40.95,,1994/02/03,,,LGRB
GRB 940206A,144.2,-59.96,,1994/02/06,,,LGRB
GRB 940206B,260.41,-46.47,,1994/02/06,,,LGRB
GRB 940210,152.29,82.13,,1994/02/10,,,LGRB
GRB 940211B,25.62,-1.4300000000000002,,1994/02/11,,,LGRB
GRB 940214D,190.35,21.290000000000003,,1994/02/14,,,LGRB
GRB 940217A,353.1,53.35,,1994/02/17,,,LGRB
GRB 940217B,29.07,4.55,,1994/02/17,,,LGRB
GRB 940222,66.0,39.17,,1994/02/22,,,LGRB
GRB 940223,18.15,15.739999999999998,,1994/02/23,,,LGRB
GRB 940226A,303.11999999999995,-21.95,,1994/02/26,,,LGRB
GRB 940228A,127.98,-12.36,,1994/02/28,,,LGRB
GRB 940228B,126.18999999999998,-11.29,,1994/02/28,,,LGRB
GRB 940301,103.51,64.35,,1994/03/01,,,LGRB
GRB 940302,12.489999999999998,-23.97,,1994/03/02,,,LGRB
GRB 940303,192.23,58.68,,1994/03/03,,,LGRB
GRB 940305C,259.69,0.4611111111111111,,1994/03/05,,,LGRB
GRB 940306,300.81999999999994,15.1,,1994/03/06,,,LGRB
GRB 940307,192.36999999999995,-28.2,,1994/03/07,,,LGRB
GRB 940312A,221.5,-56.17,,1994/03/12,,,LGRB
GRB 940313,109.45,-14.46,,1994/03/13,,,LGRB
GRB 940314,354.8599999999999,-2.14,,1994/03/14,,,LGRB
GRB 940319,68.74,-12.6,,1994/03/19,,,LGRB
GRB 940321,160.32999999999998,3.1,,1994/03/21,,,LGRB
GRB 940323,213.89,8.370000000000001,,1994/03/23,,,LGRB
GRB 940327,38.85,53.23,,1994/03/27,,,LGRB
GRB 940328,97.17999999999998,-32.35,,1994/03/28,,,LGRB
GRB 940329C,204.91,-10.33,,1994/03/29,,,LGRB
GRB 940330A,352.23,58.89,,1994/03/30,,,LGRB
GRB 940331A,157.80999999999997,57.53,,1994/03/31,,,LGRB
GRB 940331B,65.12999999999998,17.64,,1994/03/31,,,LGRB
GRB 940406,225.44,-39.1,,1994/04/06,,,LGRB
GRB 940407B,22.54,40.0,,1994/04/07,,,LGRB
GRB 940409,265.6,4.6,,1994/04/09,,,LGRB
GRB 940410B,254.89,30.8,,1994/04/10,,,LGRB
GRB 940412,217.17,-38.35,,1994/04/12,,,LGRB
GRB 940413A,206.26,-23.23,,1994/04/13,,,LGRB
GRB 940413B,216.98,63.78,,1994/04/13,,,LGRB
GRB 940413C,135.94,-8.26,,1994/04/13,,,LGRB
GRB 940414B,181.26,-26.15,,1994/04/14,,,LGRB
GRB 940414C,294.62999999999994,10.95,,1994/04/14,,,LGRB
GRB 940415A,255.16,-28.19,,1994/04/15,,,LGRB
GRB 940419A,105.34,51.43,,1994/04/19,,,LGRB
GRB 940423,7.519999999999999,-4.08,,1994/04/23,,,LGRB
GRB 940424,29.8,-45.21,,1994/04/24,,,LGRB
GRB 940425A,119.11,-22.17,,1994/04/25,,,LGRB
GRB 940425B,322.94999999999993,14.89,,1994/04/25,,,LGRB
GRB 940426,22.809999999999995,0.9,,1994/04/26,,,LGRB
GRB 940427,56.28999999999999,24.110000000000003,,1994/04/27,,,LGRB
GRB 940429A,35.1,-57.52,,1994/04/29,,,LGRB
GRB 940503,160.99999999999997,10.06,,1994/05/03,,,LGRB
GRB 940504,163.05999999999997,41.43,,1994/05/04,,,LGRB
GRB 940516,175.51999999999995,12.96,,1994/05/16,,,LGRB
GRB 940520,323.49999999999994,6.930000000000001,,1994/05/20,,,LGRB
GRB 940521A,129.18999999999997,-63.01,,1994/05/21,,,LGRB
GRB 940521B,295.75999999999993,50.61,,1994/05/21,,,LGRB
GRB 940524A,135.45999999999998,-3.93,,1994/05/24,,,LGRB
GRB 940524B,157.67999999999998,11.56,,1994/05/24,,,LGRB
GRB 940526A,313.54,53.47,,1994/05/26,,,LGRB
GRB 940526B,80.40999999999998,-30.39,,1994/05/26,,,LGRB
GRB 940526C,131.84999999999997,34.2,,1994/05/26,,,LGRB
GRB 940527B,268.78,-54.0,,1994/05/27,,,LGRB
GRB 940529A,163.64,-25.33,,1994/05/29,,,LGRB
GRB 940529B,100.92999999999998,-47.55,,1994/05/29,,,LGRB
GRB 940529D,214.84,58.93,,1994/05/29,,,LGRB
GRB 940530,111.42,-1.57,,1994/05/30,,,LGRB
GRB 940602A,18.23,58.42,,1994/06/02,,,LGRB
GRB 940602B,61.52999999999999,-8.889999999999999,,1994/06/02,,,LGRB
GRB 940604B,126.34999999999997,-13.42,,1994/06/04,,,LGRB
GRB 940605,111.75,43.52,,1994/06/05,,,LGRB
GRB 940606,311.72,47.19,,1994/06/06,,,LGRB
GRB 940611,69.04999999999998,0.1611111111111111,,1994/06/11,,,LGRB
GRB 940614,158.91,9.88,,1994/06/14,,,LGRB
GRB 940616A,165.03999999999996,-58.18,,1994/06/16,,,LGRB
GRB 940616D,216.76999999999995,-9.27,,1994/06/16,,,LGRB
GRB 940619,299.04999999999995,-29.89,,1994/06/19,,,LGRB
GRB 940621A,214.08,5.99,,1994/06/21,,,LGRB
GRB 940622,299.5799999999999,-31.24,,1994/06/22,,,LGRB
GRB 940623A,246.86999999999995,12.25,,1994/06/23,,,LGRB
GRB 940623C,108.37,75.78,,1994/06/23,,,LGRB
GRB 940701,145.17999999999998,-6.430000000000001,,1994/07/01,,,LGRB
GRB 940702,29.73,-23.53,,1994/07/02,,,LGRB
GRB 940703A,131.5,27.39,,1994/07/03,,,LGRB
GRB 940706B,265.11,26.4,,1994/07/06,,,LGRB
GRB 940708C,301.58,24.66,,1994/07/08,,,LGRB
GRB 940709,72.01999999999998,-34.16,,1994/07/09,,,LGRB
GRB 940710A,260.12999999999994,-8.620000000000001,,1994/07/10,,,LGRB
GRB 940710B,96.42,-36.59,,1994/07/10,,,LGRB
GRB 940711,110.57999999999998,-25.25,,1994/07/11,,,LGRB
GRB 940713,148.92999999999998,10.9,,1994/07/13,,,LGRB
GRB 940714A,333.58,-42.1,,1994/07/14,,,LGRB
GRB 940714B,251.35,-32.09,,1994/07/14,,,LGRB
GRB 940715A,138.08999999999995,8.4,,1994/07/15,,,LGRB
GRB 940716A,238.48999999999995,-64.83999999999999,,1994/07/16,,,LGRB
GRB 940716B,127.18999999999998,88.1,,1994/07/16,,,LGRB
GRB 940717B,102.21,-59.36,,1994/07/17,,,LGRB
GRB 940720,145.93999999999997,-62.53,,1994/07/20,,,LGRB
GRB 940722,280.34,-40.91,,1994/07/22,,,LGRB
GRB 940726,6.558333333333333,-49.89,,1994/07/26,,,LGRB
GRB 940728A,42.56999999999999,-49.080000000000005,,1994/07/28,,,LGRB
GRB 940728B,291.22,4.45,,1994/07/28,,,LGRB
GRB 940728C,85.49,-39.87,,1994/07/28,,,LGRB
GRB 940730,348.14,-62.86,,1994/07/30,,,LGRB
GRB 940731,121.34,-56.41,,1994/07/31,,,LGRB
GRB 940803B,275.85,-6.930000000000001,,1994/08/03,,,LGRB
GRB 940806C,242.38,13.65,,1994/08/06,,,LGRB
GRB 940806D,26.75,-49.85,,1994/08/06,,,LGRB
GRB 940810,212.01,-17.47,,1994/08/10,,,LGRB
GRB 940812A,340.48999999999995,-46.12,,1994/08/12,,,LGRB
GRB 940812B,89.17999999999999,45.59,,1994/08/12,,,LGRB
GRB 940814,135.45999999999998,57.95,,1994/08/14,,,LGRB
GRB 940816,198.3,-29.610000000000003,,1994/08/16,,,LGRB
GRB 940817,280.8399999999999,3.47,,1994/08/17,,,LGRB
GRB 940819,160.49999999999997,-5.51,,1994/08/19,,,LGRB
GRB 940821A,334.2399999999999,-45.2,,1994/08/21,,,LGRB
GRB 940821B,294.69,43.48,,1994/08/21,,,LGRB
GRB 940822,134.39999999999998,-8.4,,1994/08/22,,,LGRB
GRB 940823A,41.66,9.15,,1994/08/23,,,LGRB
GRB 940823B,101.08,12.23,,1994/08/23,,,LGRB
GRB 940823C,59.58999999999999,36.580000000000005,,1994/08/23,,,LGRB
GRB 940826,93.59,-34.63,,1994/08/26,,,LGRB
GRB 940827A,281.06,-4.52,,1994/08/27,,,LGRB
GRB 940829,129.39,-15.48,,1994/08/29,,,LGRB
GRB 940830A,193.66,25.66,,1994/08/30,,,LGRB
GRB 940830B,1.7599999999999998,-6.29,,1994/08/30,,,LGRB
GRB 940902C,215.42,-65.97,,1994/09/02,,,LGRB
GRB 940904,243.38,44.09,,1994/09/04,,,LGRB
GRB 940905,281.29,-0.46,,1994/09/05,,,LGRB
GRB 940907,94.87,73.47,,1994/09/07,,,LGRB
GRB 940909,55.67,4.17,,1994/09/09,,,LGRB
GRB 940910A,332.01,-34.11,,1994/09/10,,,LGRB
GRB 940910B,224.28,8.620000000000001,,1994/09/10,,,LGRB
GRB 940911,35.529999999999994,-63.03,,1994/09/11,,,LGRB
GRB 940913,166.58999999999995,33.49,,1994/09/13,,,LGRB
GRB 940915,219.42,47.7,,1994/09/15,,,LGRB
GRB 940917,91.39,1.65,,1994/09/17,,,LGRB
GRB 940919,206.54,41.43,,1994/09/19,,,LGRB
GRB 940921A,112.04999999999998,24.57,,1994/09/21,,,LGRB
GRB 940921B,204.9,-17.77,,1994/09/21,,,LGRB
GRB 940925,107.07,-20.39,,1994/09/25,,,LGRB
GRB 941003A,186.9,35.04,,1994/10/03,,,LGRB
GRB 941005A,251.48999999999995,7.01,,1994/10/05,,,LGRB
GRB 941006,208.54,-36.37,,1994/10/06,,,LGRB
GRB 941008,305.61999999999995,-52.18,,1994/10/08,,,LGRB
GRB 941009,352.23,-57.25,,1994/10/09,,,LGRB
GRB 941011,123.54999999999998,32.43,,1994/10/11,,,LGRB
GRB 941012,47.31,48.51,,1994/10/12,,,LGRB
GRB 941014A,31.66,7.430000000000001,,1994/10/14,,,LGRB
GRB 941014B,164.77999999999997,19.74,,1994/10/14,,,LGRB
GRB 941017A,301.55,9.81,,1994/10/17,,,LGRB
GRB 941017B,207.36999999999995,-0.13,,1994/10/17,,,LGRB
GRB 941018A,55.74,-16.279999999999998,,1994/10/18,,,LGRB
GRB 941018B,329.02,-1.7300000000000002,,1994/10/18,,,LGRB
GRB 941020A,158.98999999999998,-2.72,,1994/10/20,,,LGRB
GRB 941020B,49.98999999999999,-24.74,,1994/10/20,,,LGRB
GRB 941023A,212.28,-82.35,,1994/10/23,,,LGRB
GRB 941023B,354.02,56.52,,1994/10/23,,,LGRB
GRB 941026A,205.96,-6.53,,1994/10/26,,,LGRB
GRB 941026B,109.05999999999996,33.559999999999995,,1994/10/26,,,LGRB
GRB 941031B,39.66,-57.29,,1994/10/31,,,LGRB
GRB 941031C,217.26999999999995,-24.16,,1994/10/31,,,LGRB
GRB 941109,36.62,66.58999999999999,,1994/11/09,,,LGRB
GRB 941110A,123.78999999999998,-38.14,,1994/11/10,,,LGRB
GRB 941110B,303.0799999999999,13.51,,1994/11/10,,,LGRB
GRB 941111,97.53999999999998,32.65,,1994/11/11,,,LGRB
GRB 941114,98.03999999999998,35.41,,1994/11/14,,,LGRB
GRB 941115,159.95999999999998,-27.89,,1994/11/15,,,LGRB
GRB 941119,182.5,21.98,,1994/11/19,,,LGRB
GRB 941121B,35.45,-66.36999999999999,,1994/11/21,,,LGRB
GRB 941122B,158.57999999999996,32.330000000000005,,1994/11/22,,,LGRB
GRB 941126E,114.16999999999996,-32.580000000000005,,1994/11/26,,,LGRB
GRB 941128B,19.57,-33.95,,1994/11/28,,,LGRB
GRB 941202,282.98,24.37,,1994/12/02,,,LGRB
GRB 941214,220.0,-54.77,,1994/12/14,,,LGRB
GRB 941215A,134.57999999999998,23.4,,1994/12/15,,,LGRB
GRB 941215B,157.75,-18.08,,1994/12/15,,,LGRB
GRB 941217,130.16999999999996,-80.36999999999999,,1994/12/17,,,LGRB
GRB 941222,28.23,-39.16,,1994/12/22,,,LGRB
GRB 941228,353.7799999999999,-49.23,,1994/12/28,,,LGRB
GRB 941230B,172.71999999999997,-36.11,,1994/12/30,,,LGRB
GRB 950102A,39.06999999999999,-34.94,,1995/01/02,,,LGRB
GRB 950104,303.25999999999993,-15.63,,1995/01/04,,,LGRB
GRB 950105,23.31,-62.86,,1995/01/05,,,LGRB
GRB 950110,238.66,-34.730000000000004,,1995/01/10,,,LGRB
GRB 950111A,336.2399999999999,-64.78,,1995/01/11,,,LGRB
GRB 950111B,19.57,-10.22,,1995/01/11,,,LGRB
GRB 950114A,313.91,-24.15,,1995/01/14,,,LGRB
GRB 950115A,38.94,14.62,,1995/01/15,,,LGRB
GRB 950118A,102.96999999999998,58.3,,1995/01/18,,,LGRB
GRB 950119,340.31,-0.7,,1995/01/19,,,LGRB
GRB 950120,197.38,36.46,,1995/01/20,,,LGRB
GRB 950129A,254.61999999999992,5.34,,1995/01/29,,,LGRB
GRB 950206A,69.58999999999999,-14.45,,1995/02/06,,,LGRB
GRB 950206B,241.65,-49.69,,1995/02/06,,,LGRB
GRB 950207B,37.48,26.14,,1995/02/07,,,LGRB
GRB 950208,336.9599999999999,54.19,,1995/02/08,,,LGRB
GRB 950211B,64.35,-55.02,,1995/02/11,,,LGRB
GRB 950211C,256.81999999999994,47.28,,1995/02/11,,,LGRB
GRB 950221A,294.31,-32.15,,1995/02/21,,,LGRB
GRB 950223,325.55999999999995,-21.99,,1995/02/23,,,LGRB
GRB 950301,307.9599999999999,12.92,,1995/03/01,,,LGRB
GRB 950305,197.2,-11.12,,1995/03/05,,,LGRB
GRB 950311,349.31,22.69,,1995/03/11,,,LGRB
GRB 950317A,85.0,-12.96,,1995/03/17,,,LGRB
GRB 950325A,52.81,50.5,,1995/03/25,,,LGRB
GRB 950325B,66.22,-11.56,,1995/03/25,,,LGRB
GRB 950327A,54.12,38.01,,1995/03/27,,,LGRB
GRB 950327B,274.40000000000003,20.46,,1995/03/27,,,LGRB
GRB 950401A,197.93,56.95,,1995/04/01,,,LGRB
GRB 950401B,86.05999999999999,43.75,,1995/04/01,,,LGRB
GRB 950403A,36.38999999999999,10.71,,1995/04/03,,,LGRB
GRB 950405A,13.739999999999998,57.5,,1995/04/05,,,LGRB
GRB 950412,317.3599999999999,2.65,,1995/04/12,,,LGRB
GRB 950413,261.26,64.36999999999999,,1995/04/13,,,LGRB
GRB 950416A,186.32,30.2,,1995/04/16,,,LGRB
GRB 950417,136.17,-73.28999999999999,,1995/04/17,,,LGRB
GRB 950418,92.4,3.26,,1995/04/18,,,LGRB
GRB 950419,50.24,54.46,,1995/04/19,,,LGRB
GRB 950420,281.03,-46.47,,1995/04/20,,,LGRB
GRB 950421,72.00999999999999,-63.06,,1995/04/21,,,LGRB
GRB 950425,163.16,-35.25,,1995/04/25,,,LGRB
GRB 950430A,57.33999999999999,29.02,,1995/04/30,,,LGRB
GRB 950430B,125.40999999999998,61.41,,1995/04/30,,,LGRB
GRB 950506,335.79999999999995,84.33999999999999,,1995/05/06,,,LGRB
GRB 950509B,44.44,22.93,,1995/05/09,,,LGRB
GRB 950510,188.57,-65.48,,1995/05/10,,,LGRB
GRB 950517,20.82,-47.15,,1995/05/17,,,LGRB
GRB 950521,22.21,-26.860000000000003,,1995/05/21,,,LGRB
GRB 950522B,109.55999999999996,19.28,,1995/05/22,,,LGRB
GRB 950523A,85.63,43.080000000000005,,1995/05/23,,,LGRB
GRB 950530,115.39,-21.6,,1995/05/30,,,LGRB
GRB 950531,274.71,17.790000000000003,,1995/05/31,,,LGRB
GRB 950602,41.45,-58.5,,1995/06/02,,,LGRB
GRB 950608,57.56,-53.6,,1995/06/08,,,LGRB
GRB 950610,100.1,-17.65,,1995/06/10,,,LGRB
GRB 950624B,165.36999999999998,14.989999999999998,,1995/06/24,,,LGRB
GRB 950625,271.64,-21.15,,1995/06/25,,,LGRB
GRB 950629,83.12999999999998,9.47,,1995/06/29,,,LGRB
GRB 950630,174.28,21.48,,1995/06/30,,,LGRB
GRB 950701B,346.27,37.74,,1995/07/01,,,LGRB
GRB 950706,28.61,31.52,,1995/07/06,,,LGRB
GRB 950711,85.80999999999999,-24.01,,1995/07/11,,,LGRB
GRB 950713,286.67,30.040000000000003,,1995/07/13,,,LGRB
GRB 950718,200.43,31.65,,1995/07/18,,,LGRB
GRB 950726,12.54,-40.72,,1995/07/26,,,LGRB
GRB 950728,183.84,-45.56,,1995/07/28,,,LGRB
GRB 950730,251.81,25.34,,1995/07/30,,,LGRB
GRB 950803,134.7,57.63,,1995/08/03,,,LGRB
GRB 950806A,272.74999999999994,-31.35,,1995/08/06,,,LGRB
GRB 950808,149.7,80.36,,1995/08/08,,,LGRB
GRB 950818,278.65,33.87,,1995/08/18,,,LGRB
GRB 950819,339.48,-61.25,,1995/08/19,,,LGRB
GRB 950822B,125.67,-17.240000000000002,,1995/08/22,,,LGRB
GRB 950830B,330.06999999999994,-64.67,,1995/08/30,,,LGRB
GRB 950901B,316.39,13.38,,1995/09/01,,,LGRB
GRB 950904B,258.86,47.48,,1995/09/04,,,LGRB
GRB 950907,302.11999999999995,49.46,,1995/09/07,,,LGRB
GRB 950909,216.36,-0.11,,1995/09/09,,,LGRB
GRB 950911D,69.69999999999999,54.03,,1995/09/11,,,LGRB
GRB 950916A,13.18,-0.06,,1995/09/16,,,LGRB
GRB 950916B,192.72,24.17,,1995/09/16,,,LGRB
GRB 950918,39.27,53.62,,1995/09/18,,,LGRB
GRB 950919A,74.67999999999999,32.45,,1995/09/19,,,LGRB
GRB 950919B,347.29999999999995,37.97,,1995/09/19,,,LGRB
GRB 950921A,158.07,47.01,,1995/09/21,,,LGRB
GRB 950922A,244.65,39.77,,1995/09/22,,,LGRB
GRB 950922B,160.79,37.21,,1995/09/22,,,LGRB
GRB 950926,167.64999999999998,46.69,,1995/09/26,,,LGRB
GRB 951001,214.04,50.73,,1995/10/01,,,LGRB
GRB 951002,46.05,-1.88,,1995/10/02,,,LGRB
GRB 951007,204.22,8.66,,1995/10/07,,,LGRB
GRB 951011,40.86,-57.580000000000005,,1995/10/11,,,LGRB
GRB 951013,252.67999999999995,48.61,,1995/10/13,,,LGRB
GRB 951014A,167.84999999999997,-20.64,,1995/10/14,,,LGRB
GRB 951015B,2.991666666666666,-12.3,,1995/10/15,,,LGRB
GRB 951016A,35.81999999999999,-24.360000000000003,,1995/10/16,,,LGRB
GRB 951016B,118.99,-49.09,,1995/10/16,,,LGRB
GRB 951019,161.51000000000002,-87.81,,1995/10/19,,,LGRB
GRB 951020,356.42999999999995,6.64,,1995/10/20,,,LGRB
GRB 951030A,115.39,28.66,,1995/10/30,,,LGRB
GRB 951102A,337.48,-57.22,,1995/11/02,,,LGRB
GRB 951102B,138.56999999999996,46.99,,1995/11/02,,,LGRB
GRB 951102C,189.64,-35.230000000000004,,1995/11/02,,,LGRB
GRB 951104A,40.38999999999999,27.26,,1995/11/04,,,LGRB
GRB 951107A,179.99999999999997,-12.82,,1995/11/07,,,LGRB
GRB 951107B,11.989999999999998,29.34,,1995/11/07,,,LGRB
GRB 951107C,148.86999999999995,39.85,,1995/11/07,,,LGRB
GRB 951111,31.41,69.55,,1995/11/11,,,LGRB
GRB 951112B,132.51999999999998,49.080000000000005,,1995/11/12,,,LGRB
GRB 951113,355.11,-44.76,,1995/11/13,,,LGRB
GRB 951116,11.56,-27.25,,1995/11/16,,,LGRB
GRB 951117A,285.79,37.05,,1995/11/17,,,LGRB
GRB 951119A,11.15,74.96000000000001,,1995/11/19,,,LGRB
GRB 951119B,306.46,-40.71,,1995/11/19,,,LGRB
GRB 951119C,78.94999999999999,24.860000000000003,,1995/11/19,,,LGRB
GRB 951120A,136.91,-33.19,,1995/11/20,,,LGRB
GRB 951121,206.54,-21.7,,1995/11/21,,,LGRB
GRB 951123,53.74999999999999,24.5,,1995/11/23,,,LGRB
GRB 951124A,73.32,51.68,,1995/11/24,,,LGRB
GRB 951127,189.92,44.59,,1995/11/27,,,LGRB
GRB 951128A,250.64,50.31,,1995/11/28,,,LGRB
GRB 951202,328.06,-35.76,,1995/12/02,,,LGRB
GRB 951203,279.84,-19.25,,1995/12/03,,,LGRB
GRB 951207,189.67,1.15,,1995/12/07,,,LGRB
GRB 951208C,72.64999999999998,-68.48,,1995/12/08,,,LGRB
GRB 951211B,58.66,13.73,,1995/12/11,,,LGRB
GRB 951213,283.98,-6.819999999999999,,1995/12/13,,,LGRB
GRB 951219,240.79,60.51,,1995/12/19,,,LGRB
GRB 951220,104.53,23.2,,1995/12/20,,,LGRB
GRB 951224,226.35,-35.87,,1995/12/24,,,LGRB
GRB 951227,68.60999999999999,1.59,,1995/12/27,,,LGRB
GRB 951228,93.13,28.22,,1995/12/28,,,LGRB
GRB 960102,64.32,-60.97,,1996/01/02,,,LGRB
GRB 960111,138.06999999999996,48.17,,1996/01/11,,,LGRB
GRB 960113,230.26999999999995,6.2,,1996/01/13,,,LGRB
GRB 960114,216.19,-29.73,,1996/01/14,,,LGRB
GRB 960115,228.58,17.12,,1996/01/15,,,LGRB
GRB 960124A,51.03999999999999,54.05,,1996/01/24,,,LGRB
GRB 960124B,231.92,-4.23,,1996/01/24,,,LGRB
GRB 960129B,192.74,-21.17,,1996/01/29,,,LGRB
GRB 960201,358.04999999999995,14.46,,1996/02/01,,,LGRB
GRB 960202,215.04,-64.63,,1996/02/02,,,LGRB
GRB 960205B,110.11,-41.99,,1996/02/05,,,LGRB
GRB 960210,232.29999999999995,77.01,,1996/02/10,,,LGRB
GRB 960219,256.11999999999995,19.610000000000003,,1996/02/19,,,LGRB
GRB 960221,47.76999999999999,-31.24,,1996/02/21,,,LGRB
GRB 960229B,358.22,12.4,,1996/02/29,,,LGRB
GRB 960316,223.0,-70.17,,1996/03/16,,,LGRB
GRB 960322A,96.98,-54.61,,1996/03/22,,,LGRB
GRB 960322B,177.51999999999998,-29.57,,1996/03/22,,,LGRB
GRB 960330,26.11,-21.91,,1996/03/30,,,LGRB
GRB 960331A,274.81,15.19,,1996/03/31,,,LGRB
GRB 960331B,111.86,-20.39,,1996/03/31,,,LGRB
GRB 960403A,211.58,18.9,,1996/04/03,,,LGRB
GRB 960403B,106.97999999999998,19.81,,1996/04/03,,,LGRB
GRB 960405A,69.67999999999998,26.790000000000003,,1996/04/05,,,LGRB
GRB 960405B,332.04999999999995,-14.22,,1996/04/05,,,LGRB
GRB 960409A,224.62,67.28,,1996/04/09,,,LGRB
GRB 960409C,42.54,41.92,,1996/04/09,,,LGRB
GRB 960411B,147.86,-5.74,,1996/04/11,,,LGRB
GRB 960412,265.80999999999995,-1.19,,1996/04/12,,,LGRB
GRB 960414,351.0399999999999,-45.14,,1996/04/14,,,LGRB
GRB 960415A,159.09999999999997,-56.81,,1996/04/15,,,LGRB
GRB 960416,66.85,73.6,,1996/04/16,,,LGRB
GRB 960417A,50.18,-4.27,,1996/04/17,,,LGRB
GRB 960418A,170.5,0.4194444444444444,,1996/04/18,,,LGRB
GRB 960418B,91.12,7.91,,1996/04/18,,,LGRB
GRB 960420,234.25,-27.23,,1996/04/20,,,LGRB
GRB 960425B,9.791666666666666,56.51,,1996/04/25,,,LGRB
GRB 960428,304.2399999999999,35.13,,1996/04/28,,,LGRB
GRB 960430,11.799999999999995,-51.49,,1996/04/30,,,LGRB
GRB 960508A,141.96999999999997,-45.44,,1996/05/08,,,LGRB
GRB 960508B,258.31999999999994,-77.61999999999999,,1996/05/08,,,LGRB
GRB 960516B,208.76,61.88,,1996/05/16,,,LGRB
GRB 960516C,62.28,-18.07,,1996/05/16,,,LGRB
GRB 960518,130.61999999999995,1.14,,1996/05/18,,,LGRB
GRB 960521A,303.24999999999994,55.77,,1996/05/21,,,LGRB
GRB 960521B,251.54999999999995,41.07,,1996/05/21,,,LGRB
GRB 960523B,46.74999999999999,-63.32,,1996/05/23,,,LGRB
GRB 960524B,160.82,2.6,,1996/05/24,,,LGRB
