# Data for different parent isotopes separated by empty lines
# Column values are:
# [1] - neutrino energy (MeV)
# [2] - capture luminosity (1/MeV/s)
# [3] - decay luminosity (1/MeV/s)


#	h1-->neut	tau_cc (hr) = 1.6380652
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	1.50616270e+47	0.00000000e+00
0.20	5.42653782e+47	0.00000000e+00
0.30	1.07914725e+48	0.00000000e+00
0.40	1.66846189e+48	0.00000000e+00
0.50	2.23636628e+48	0.00000000e+00
0.60	2.73078678e+48	0.00000000e+00
0.70	3.12127151e+48	0.00000000e+00
0.80	3.39547177e+48	0.00000000e+00
0.90	3.55450497e+48	0.00000000e+00
1.00	3.60840412e+48	0.00000000e+00
1.10	3.57227167e+48	0.00000000e+00
1.20	3.46334680e+48	0.00000000e+00
1.30	3.29895710e+48	0.00000000e+00
1.40	3.09521479e+48	0.00000000e+00
1.50	2.86628814e+48	0.00000000e+00
1.60	2.62408478e+48	0.00000000e+00
1.70	2.37821311e+48	0.00000000e+00
1.80	2.13611677e+48	0.00000000e+00
1.90	1.90330593e+48	0.00000000e+00
2.00	1.68363225e+48	0.00000000e+00
2.10	1.47957261e+48	0.00000000e+00
2.20	1.29249883e+48	0.00000000e+00
2.30	1.12292225e+48	0.00000000e+00
2.40	9.70706264e+47	0.00000000e+00
2.50	8.35245754e+47	0.00000000e+00
2.60	7.15614476e+47	0.00000000e+00
2.70	6.10683006e+47	0.00000000e+00
2.80	5.19210800e+47	0.00000000e+00
2.90	4.39916113e+47	0.00000000e+00
3.00	3.71527403e+47	0.00000000e+00
3.10	3.12819686e+47	0.00000000e+00
3.20	2.62638837e+47	0.00000000e+00
3.30	2.19916506e+47	0.00000000e+00
3.40	1.83677894e+47	0.00000000e+00
3.50	1.53044180e+47	0.00000000e+00
3.60	1.27231133e+47	0.00000000e+00
3.70	1.05545092e+47	0.00000000e+00
3.80	8.73772303e+46	0.00000000e+00
3.90	7.21968214e+46	0.00000000e+00
4.00	5.95440360e+46	0.00000000e+00
4.10	4.90226514e+46	0.00000000e+00
4.20	4.02929440e+46	0.00000000e+00
4.30	3.30649488e+46	0.00000000e+00
4.40	2.70921933e+46	0.00000000e+00
4.50	2.21659720e+46	0.00000000e+00
4.60	1.81101780e+46	0.00000000e+00
4.70	1.47766966e+46	0.00000000e+00
4.80	1.20413320e+46	0.00000000e+00
4.90	9.80023956e+45	0.00000000e+00
5.00	7.96681928e+45	0.00000000e+00
5.10	6.46903208e+45	0.00000000e+00
5.20	5.24709024e+45	0.00000000e+00
5.30	4.25148304e+45	0.00000000e+00
