# Data for different parent isotopes separated by empty lines
# Column values are:
# [1] - neutrino energy (MeV)
# [2] - capture luminosity (1/MeV/s)
# [3] - decay luminosity (1/MeV/s)


#	h1-->neut	tau_cc (hr) = 1063.242
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	8.01600172e+35	0.00000000e+00
0.20	2.05253068e+36	0.00000000e+00
0.30	2.92382474e+36	0.00000000e+00
0.40	3.26114694e+36	0.00000000e+00
0.50	3.17258625e+36	0.00000000e+00
0.60	2.82582644e+36	0.00000000e+00
0.70	2.36546391e+36	0.00000000e+00
0.80	1.89048820e+36	0.00000000e+00
0.90	1.45742351e+36	0.00000000e+00
1.00	1.09153591e+36	0.00000000e+00
1.10	7.98286420e+35	0.00000000e+00
1.20	5.72286108e+35	0.00000000e+00
1.30	4.03349635e+35	0.00000000e+00
1.40	2.80137662e+35	0.00000000e+00
1.50	1.92083913e+35	0.00000000e+00
1.60	1.30226538e+35	0.00000000e+00
1.70	8.74062719e+34	0.00000000e+00
1.80	5.81403123e+34	0.00000000e+00
1.90	3.83610823e+34	0.00000000e+00
2.00	2.51254605e+34	0.00000000e+00
2.10	1.63467816e+34	0.00000000e+00
2.20	1.05704505e+34	0.00000000e+00
2.30	6.79695919e+33	0.00000000e+00
2.40	4.34797155e+33	0.00000000e+00
2.50	2.76807988e+33	0.00000000e+00
2.60	1.75444936e+33	0.00000000e+00
2.70	1.10740837e+33	0.00000000e+00
2.80	6.96306144e+32	0.00000000e+00
2.90	4.36241452e+32	0.00000000e+00
3.00	2.72386993e+32	0.00000000e+00
3.10	1.69538335e+32	0.00000000e+00
3.20	1.05209023e+32	0.00000000e+00
3.30	6.51052417e+31	0.00000000e+00
3.40	4.01813879e+31	0.00000000e+00
3.50	2.47367415e+31	0.00000000e+00
3.60	1.51923947e+31	0.00000000e+00
3.70	9.30956355e+30	0.00000000e+00
3.80	5.69247223e+30	0.00000000e+00
3.90	3.47365431e+30	0.00000000e+00
4.00	2.11557603e+30	0.00000000e+00
4.10	1.28607537e+30	0.00000000e+00
4.20	7.80434776e+29	0.00000000e+00
4.30	4.72795627e+29	0.00000000e+00
4.40	2.85962414e+29	0.00000000e+00
4.50	1.72692341e+29	0.00000000e+00
4.60	1.04134330e+29	0.00000000e+00
4.70	6.27043833e+28	0.00000000e+00
4.80	3.77059427e+28	0.00000000e+00
4.90	2.26439914e+28	0.00000000e+00
5.00	1.35815540e+28	0.00000000e+00
5.10	8.13617023e+27	0.00000000e+00
5.20	4.86837791e+27	0.00000000e+00
5.30	2.90978434e+27	0.00000000e+00
5.40	1.73726931e+27	0.00000000e+00
5.50	1.03614364e+27	0.00000000e+00
5.60	6.17355132e+26	0.00000000e+00
5.70	3.67474671e+26	0.00000000e+00
5.80	2.18530097e+26	0.00000000e+00
5.90	1.29837506e+26	0.00000000e+00
6.00	7.70738435e+25	0.00000000e+00
6.10	4.57134604e+25	0.00000000e+00
6.20	2.70908801e+25	0.00000000e+00
6.30	1.60418789e+25	0.00000000e+00
6.40	9.49185583e+24	0.00000000e+00
6.50	5.61204294e+24	0.00000000e+00
6.60	3.31569473e+24	0.00000000e+00
6.70	1.95758718e+24	0.00000000e+00
6.80	1.15496713e+24	0.00000000e+00
6.90	6.80970997e+23	0.00000000e+00
7.00	4.01241893e+23	0.00000000e+00
7.10	2.36271017e+23	0.00000000e+00
7.20	1.39042856e+23	0.00000000e+00
7.30	8.17764408e+22	0.00000000e+00
7.40	4.80679892e+22	0.00000000e+00
7.50	2.82383048e+22	0.00000000e+00
7.60	1.65799272e+22	0.00000000e+00
7.70	9.72958076e+21	0.00000000e+00
7.80	5.70662176e+21	0.00000000e+00
7.90	3.34536287e+21	0.00000000e+00
8.00	1.96016243e+21	0.00000000e+00
8.10	1.14797097e+21	0.00000000e+00
8.20	6.71993215e+20	0.00000000e+00
8.30	3.93186813e+20	0.00000000e+00
8.40	2.29952354e+20	0.00000000e+00
8.50	1.34426911e+20	0.00000000e+00
8.60	7.85504180e+19	0.00000000e+00
8.70	4.58805881e+19	0.00000000e+00
8.80	2.67874771e+19	0.00000000e+00
8.90	1.56336731e+19	0.00000000e+00
9.00	9.12053911e+18	0.00000000e+00
9.10	5.31880428e+18	0.00000000e+00
9.20	3.10059595e+18	0.00000000e+00
9.30	1.80683098e+18	0.00000000e+00
9.40	1.05253000e+18	0.00000000e+00
9.50	6.12913719e+17	0.00000000e+00
9.60	3.56792180e+17	0.00000000e+00
9.70	2.07627809e+17	0.00000000e+00
9.80	1.20784987e+17	0.00000000e+00
9.90	7.02425956e+16	0.00000000e+00
10.00	4.08367472e+16	0.00000000e+00
10.10	2.37338113e+16	0.00000000e+00
10.20	1.37896185e+16	0.00000000e+00
10.30	8.00954862e+15	0.00000000e+00
10.40	4.65090413e+15	0.00000000e+00
10.50	2.69986919e+15	0.00000000e+00
10.60	1.56684645e+15	0.00000000e+00
10.70	9.09056454e+14	0.00000000e+00
10.80	5.27276274e+14	0.00000000e+00
10.90	3.05753010e+14	0.00000000e+00
11.00	1.77251749e+14	0.00000000e+00
11.10	1.02730564e+14	0.00000000e+00
11.20	5.95251067e+13	0.00000000e+00
11.30	3.44821257e+13	0.00000000e+00
11.40	1.99702335e+13	0.00000000e+00
11.50	1.15629690e+13	0.00000000e+00
11.60	6.69351952e+12	0.00000000e+00
11.70	3.87382863e+12	0.00000000e+00
11.80	2.24144827e+12	0.00000000e+00
11.90	1.29664518e+12	0.00000000e+00
12.00	7.49927623e+11	0.00000000e+00
12.10	4.33635579e+11	0.00000000e+00
12.20	2.50691376e+11	0.00000000e+00
12.30	1.44898646e+11	0.00000000e+00
12.40	8.37338765e+10	0.00000000e+00
12.50	4.83783951e+10	0.00000000e+00
12.60	2.79457980e+10	0.00000000e+00
12.70	1.61397858e+10	0.00000000e+00
12.80	9.31958463e+09	0.00000000e+00
12.90	5.38039551e+09	0.00000000e+00
13.00	3.10564638e+09	0.00000000e+00
13.10	1.79230209e+09	0.00000000e+00
13.20	1.03417268e+09	0.00000000e+00
13.30	5.96621293e+08	0.00000000e+00
13.40	3.44135487e+08	0.00000000e+00
13.50	1.98466101e+08	0.00000000e+00
13.60	1.14438066e+08	0.00000000e+00
13.70	6.59755594e+07	0.00000000e+00
13.80	3.80298949e+07	0.00000000e+00
13.90	2.19178365e+07	0.00000000e+00
14.00	1.26299551e+07	0.00000000e+00
14.10	7.27676727e+06	0.00000000e+00
14.20	4.19187872e+06	0.00000000e+00
14.30	2.41442353e+06	0.00000000e+00
14.40	1.39044450e+06	0.00000000e+00
14.50	8.00627033e+05	0.00000000e+00
14.60	4.60939718e+05	0.00000000e+00
14.70	2.65336014e+05	0.00000000e+00
14.80	1.52716978e+05	0.00000000e+00
14.90	8.78857258e+04	0.00000000e+00
15.00	5.05696681e+04	0.00000000e+00
15.10	2.90939993e+04	0.00000000e+00
15.20	1.67362867e+04	0.00000000e+00
15.30	9.62626765e+03	0.00000000e+00
15.40	5.53605860e+03	0.00000000e+00
15.50	3.18337721e+03	0.00000000e+00
15.60	1.83029434e+03	0.00000000e+00
15.70	1.05220391e+03	0.00000000e+00
15.80	6.04819447e+02	0.00000000e+00
15.90	3.47615496e+02	0.00000000e+00
16.00	1.99765623e+02	0.00000000e+00
16.10	1.14786627e+02	0.00000000e+00
16.20	6.59494849e+01	0.00000000e+00
16.30	3.78862602e+01	0.00000000e+00
16.40	2.17622066e+01	0.00000000e+00
16.50	1.24990095e+01	0.00000000e+00
16.60	7.17794893e+00	0.00000000e+00
16.70	4.12171379e+00	0.00000000e+00
16.80	2.36651128e+00	0.00000000e+00
16.90	1.35860494e+00	0.00000000e+00
17.00	7.79888025e-01	0.00000000e+00
17.10	4.47637339e-01	0.00000000e+00
17.20	2.56906977e-01	0.00000000e+00
17.30	1.47428546e-01	0.00000000e+00
17.40	8.45948405e-02	0.00000000e+00
17.50	4.85359255e-02	0.00000000e+00
17.60	2.78445624e-02	0.00000000e+00
17.70	1.59726007e-02	0.00000000e+00
17.80	9.16156196e-03	0.00000000e+00
17.90	5.25439289e-03	0.00000000e+00
18.00	3.01325002e-03	0.00000000e+00
18.10	1.72785733e-03	0.00000000e+00
18.20	9.90697643e-04	0.00000000e+00
18.30	5.67983054e-04	0.00000000e+00
18.40	3.25605002e-04	0.00000000e+00
18.50	1.86641683e-04	0.00000000e+00
18.60	1.06976534e-04	0.00000000e+00
18.70	6.13099766e-05	0.00000000e+00
18.80	3.51347553e-05	0.00000000e+00
18.90	2.01328975e-05	0.00000000e+00
19.00	1.15355842e-05	0.00000000e+00
19.10	6.60902324e-06	0.00000000e+00
19.20	3.78616665e-06	0.00000000e+00
19.30	2.16883901e-06	0.00000000e+00
19.40	1.24228268e-06	0.00000000e+00
19.50	7.11507426e-07	0.00000000e+00
19.60	4.07478514e-07	0.00000000e+00
19.70	2.33343984e-07	0.00000000e+00
19.80	1.33615083e-07	0.00000000e+00
19.90	7.65035700e-08	0.00000000e+00


#	f17-->o17	tau_cc (hr) = 1.06324200e+03
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	0.00000000e+00	1.30721644e+38
0.20	0.00000000e+00	4.71244518e+38
0.30	0.00000000e+00	9.49924561e+38
0.40	0.00000000e+00	1.50287104e+39
0.50	0.00000000e+00	2.07393691e+39
0.60	0.00000000e+00	2.61470389e+39
0.70	0.00000000e+00	3.08445833e+39
0.80	0.00000000e+00	3.45015132e+39
0.90	0.00000000e+00	3.68632924e+39
1.00	0.00000000e+00	3.77500740e+39
1.10	0.00000000e+00	3.70542331e+39
1.20	0.00000000e+00	3.47351392e+39
1.30	0.00000000e+00	3.08066788e+39
1.40	0.00000000e+00	2.53016968e+39
1.50	0.00000000e+00	1.81335313e+39
1.60	0.00000000e+00	7.98447712e+38
1.70	0.00000000e+00	1.83226873e+35
1.80	0.00000000e+00	0.00000000e+00
1.90	0.00000000e+00	0.00000000e+00
2.00	0.00000000e+00	0.00000000e+00
2.10	0.00000000e+00	0.00000000e+00
2.20	0.00000000e+00	0.00000000e+00
2.30	0.00000000e+00	0.00000000e+00
2.40	0.00000000e+00	0.00000000e+00
2.50	0.00000000e+00	0.00000000e+00
2.60	0.00000000e+00	0.00000000e+00
2.70	2.07488069e+37	0.00000000e+00
2.80	2.11173383e+36	0.00000000e+00
2.90	1.52735986e+36	0.00000000e+00
3.00	1.77344168e+36	0.00000000e+00
3.10	1.75187252e+36	0.00000000e+00
3.20	1.52255397e+36	0.00000000e+00
3.30	1.21432041e+36	0.00000000e+00
3.40	9.13908582e+35	0.00000000e+00
3.50	6.60859423e+35	0.00000000e+00
3.60	4.64465509e+35	0.00000000e+00
3.70	3.19622169e+35	0.00000000e+00
3.80	2.16392849e+35	0.00000000e+00
