# Data for different parent isotopes separated by empty lines
# Column values are:
# [1] - neutrino energy (MeV)
# [2] - capture luminosity (1/MeV/s)
# [3] - decay luminosity (1/MeV/s)


#	h1-->neut	tau_cc (hr) = 0.05068
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	8.24061834e+48	0.00000000e+00
0.20	3.05686782e+49	0.00000000e+00
0.30	6.37491574e+49	0.00000000e+00
0.40	1.04963134e+50	0.00000000e+00
0.50	1.51723887e+50	0.00000000e+00
0.60	2.01803199e+50	0.00000000e+00
0.70	2.53182089e+50	0.00000000e+00
0.80	3.04028628e+50	0.00000000e+00
0.90	3.52698502e+50	0.00000000e+00
1.00	3.97750826e+50	0.00000000e+00
1.10	4.37971350e+50	0.00000000e+00
1.20	4.72395885e+50	0.00000000e+00
1.30	5.00328380e+50	0.00000000e+00
1.40	5.21349504e+50	0.00000000e+00
1.50	5.35313136e+50	0.00000000e+00
1.60	5.42329856e+50	0.00000000e+00
1.70	5.42738155e+50	0.00000000e+00
1.80	5.37065485e+50	0.00000000e+00
1.90	5.25982557e+50	0.00000000e+00
2.00	5.10254843e+50	0.00000000e+00
2.10	4.90695279e+50	0.00000000e+00
2.20	4.68121609e+50	0.00000000e+00
2.30	4.43320818e+50	0.00000000e+00
2.40	4.17022071e+50	0.00000000e+00
2.50	3.89878268e+50	0.00000000e+00
2.60	3.62455697e+50	0.00000000e+00
2.70	3.35230438e+50	0.00000000e+00
2.80	3.08590095e+50	0.00000000e+00
2.90	2.82839284e+50	0.00000000e+00
3.00	2.58207521e+50	0.00000000e+00
3.10	2.34858355e+50	0.00000000e+00
3.20	2.12898908e+50	0.00000000e+00
3.30	1.92389170e+50	0.00000000e+00
3.40	1.73350674e+50	0.00000000e+00
3.50	1.55774331e+50	0.00000000e+00
3.60	1.39627302e+50	0.00000000e+00
3.70	1.24858902e+50	0.00000000e+00
3.80	1.11405583e+50	0.00000000e+00
3.90	9.91950546e+49	0.00000000e+00
4.00	8.81496470e+49	0.00000000e+00
4.10	7.81890066e+49	0.00000000e+00
4.20	6.92322098e+49	0.00000000e+00
4.30	6.11993999e+49	0.00000000e+00
4.40	5.40130107e+49	0.00000000e+00
4.50	4.75986587e+49	0.00000000e+00
4.60	4.18857623e+49	0.00000000e+00
4.70	3.68079358e+49	0.00000000e+00
4.80	3.23032124e+49	0.00000000e+00
4.90	2.83141306e+49	0.00000000e+00
5.00	2.47877095e+49	0.00000000e+00
5.10	2.16753491e+49	0.00000000e+00
5.20	1.89326713e+49	0.00000000e+00
5.30	1.65193173e+49	0.00000000e+00
5.40	1.43987209e+49	0.00000000e+00
5.50	1.25378636e+49	0.00000000e+00
5.60	1.09070236e+49	0.00000000e+00
5.70	9.47952258e+48	0.00000000e+00
5.80	8.23147799e+48	0.00000000e+00
5.90	7.14156236e+48	0.00000000e+00
6.00	6.19077413e+48	0.00000000e+00
6.10	5.36222010e+48	0.00000000e+00
6.20	4.64091194e+48	0.00000000e+00
6.30	4.01357673e+48	0.00000000e+00
6.40	3.46848168e+48	0.00000000e+00
6.50	2.99527290e+48	0.00000000e+00
6.60	2.58482828e+48	0.00000000e+00
6.70	2.22912305e+48	0.00000000e+00
6.80	1.92110804e+48	0.00000000e+00
6.90	1.65459970e+48	0.00000000e+00
7.00	1.42418089e+48	0.00000000e+00
7.10	1.22511195e+48	0.00000000e+00
7.20	1.05325094e+48	0.00000000e+00
7.30	9.04982460e+47	0.00000000e+00
7.40	7.77154178e+47	0.00000000e+00
7.50	6.67020498e+47	0.00000000e+00
7.60	5.72192480e+47	0.00000000e+00
7.70	4.90593580e+47	0.00000000e+00
7.80	4.20420513e+47	0.00000000e+00
7.90	3.60108694e+47	0.00000000e+00
8.00	3.08301863e+47	0.00000000e+00
8.10	2.63825349e+47	0.00000000e+00
8.20	2.25662559e+47	0.00000000e+00
8.30	1.92934438e+47	0.00000000e+00
8.40	1.64881425e+47	0.00000000e+00
8.50	1.40847701e+47	0.00000000e+00
8.60	1.20267429e+47	0.00000000e+00
8.70	1.02652743e+47	0.00000000e+00
8.80	8.75832930e+46	0.00000000e+00
8.90	7.46971318e+46	0.00000000e+00
9.00	6.36828053e+46	0.00000000e+00
9.10	5.42724701e+46	0.00000000e+00
9.20	4.62359265e+46	0.00000000e+00
9.30	3.93754408e+46	0.00000000e+00
9.40	3.35212651e+46	0.00000000e+00
9.50	2.85277549e+46	0.00000000e+00
9.60	2.42700149e+46	0.00000000e+00
9.70	2.06409969e+46	0.00000000e+00
9.80	1.75489983e+46	0.00000000e+00
9.90	1.49154987e+46	0.00000000e+00
10.00	1.26732997e+46	0.00000000e+00
10.10	1.07649176e+46	0.00000000e+00
10.20	9.14120240e+45	0.00000000e+00
10.30	7.76014805e+45	0.00000000e+00
10.40	6.58586990e+45	0.00000000e+00
10.50	5.58772556e+45	0.00000000e+00
10.60	4.73956006e+45	0.00000000e+00
10.70	4.01905760e+45	0.00000000e+00
10.80	3.40718573e+45	0.00000000e+00
10.90	2.88771842e+45	0.00000000e+00
11.00	2.44682755e+45	0.00000000e+00
11.10	2.07273287e+45	0.00000000e+00
11.20	1.75540240e+45	0.00000000e+00
11.30	1.48629590e+45	0.00000000e+00
11.40	1.25814573e+45	0.00000000e+00
11.50	1.06476915e+45	0.00000000e+00
11.60	9.00908220e+44	0.00000000e+00
11.70	7.62092879e+44	0.00000000e+00
11.80	6.44524115e+44	0.00000000e+00
11.90	5.44974212e+44	0.00000000e+00
12.00	4.60701704e+44	0.00000000e+00
12.10	3.89378796e+44	0.00000000e+00
12.20	3.29029528e+44	0.00000000e+00
12.30	2.77977094e+44	0.00000000e+00
