name,ra_deg,dec_deg,redshift,lumdist_mpc,type,discover_date
MLS171117:005421+050910,13.588149999999999,5.152780555555556,,,Candidate,2017/11/17
MLS171117:232526+053941,351.35988333333336,5.661269444444445,,,Candidate,2017/11/17
MLS171118:025701+313823,44.25569583333333,31.63965,,,Candidate,2017/11/18
MLS171119:005753-023146,14.469791666666664,-2.5294805555555553,,,Candidate,2017/11/19
MLS171119:222935-062054,337.39774583333326,-6.348199999999999,,,Candidate,2017/11/19
MLS171119:224645-030651,341.68679166666664,-3.114038888888889,,,Candidate,2017/11/19
MLS171120:003727-072057,9.363179166666667,-7.349119444444444,,,Candidate,2017/11/20
MLS171120:212322-090149,320.8427541666666,-9.030269444444444,,,Candidate,2017/11/20
MLS171121:113005+262448,172.52209999999997,26.413449999999997,,,Candidate,2017/11/21
MLS171121:113142+271004,172.92689166666665,27.167769444444446,,,Candidate,2017/11/21
MLS171121:114720+225927,176.83204583333332,22.9909,,,Candidate,2017/11/21
MLS171122:095118+320418,147.82587916666665,32.07154166666667,,,Candidate,2017/11/22
MLS171122:095551+291724,148.96274999999997,29.289919444444447,,,Candidate,2017/11/22
MLS171122:101709+331201,154.28957499999999,33.200408333333336,,,Candidate,2017/11/22
MLS171124:002153+035541,5.472770833333332,3.9281194444444445,,,Candidate,2017/11/24
MLS171124:005953+053314,14.969649999999998,5.554011111111111,,,Candidate,2017/11/24
MLS171124:010627+041140,16.612979166666666,4.19435,,,Candidate,2017/11/24
MLS171124:014021+043610,25.086199999999995,4.602819444444444,,,Candidate,2017/11/24
MLS171124:024856+043133,42.23335833333333,4.525769444444444,,,Candidate,2017/11/24
MLS171124:032603+035050,51.51362916666666,3.84735,,,Candidate,2017/11/24
MLS171124:043518+052934,68.82478333333333,5.492669444444444,,,Candidate,2017/11/24
MLS171124:233140+025727,352.91793749999994,2.957538888888889,,,Candidate,2017/11/24
MLS171125:001101-013113,2.7546999999999993,-1.5201805555555554,,,Candidate,2017/11/25
MLS171125:002123-062101,5.3446083333333325,-6.35021111111111,,,Candidate,2017/11/25
MLS171125:004922-035016,12.343379166666665,-3.8377000000000003,,,Candidate,2017/11/25
MLS171125:012249-024149,20.703620833333332,-2.6970111111111112,,,Candidate,2017/11/25
MLS171125:122704-035136,186.76744999999997,-3.8599194444444445,,,Candidate,2017/11/25
MLS171125:231200-020112,347.99815,-2.0200305555555556,,,Candidate,2017/11/25
MLS171126:024812+132652,42.04797083333332,13.447880555555555,,,Candidate,2017/11/26
MLS171126:095732+171030,149.38530833333328,17.17487777777778,,,Candidate,2017/11/26
MLS171126:100311+143724,150.79649583333332,14.623358333333334,,,Candidate,2017/11/26
MLS171126:111104+172016,167.76640833333332,17.337680555555554,,,Candidate,2017/11/26
MLS171126:111751+190449,169.46223749999996,19.08035,,,Candidate,2017/11/26
MLS171126:223032+174443,337.6321791666667,17.74531111111111,,,Candidate,2017/11/26
MLS171127:105951+215309,164.96319166666663,21.885749999999998,,,Candidate,2017/11/27
MLS171128:074325+311258,115.85291249999999,31.2161,,,Candidate,2017/11/28
MLS171207:004407+442234,11.027199999999999,44.37625,,,Candidate,2017/12/07
MLS171207:100933+560819,152.38775416666664,56.138691666666666,,,Candidate,2017/12/07
MLS171208:004211+432833,10.546608333333332,43.47576111111111,,,Candidate,2017/12/08
MLS171208:021124+384942,32.850829166666664,38.828430555555556,,,Candidate,2017/12/08
MLS171208:032511+382621,51.29459166666666,38.43925833333333,,,Candidate,2017/12/08
MLS171209:005223+372747,13.096920833333332,37.463188888888894,,,Candidate,2017/12/09
MLS171209:014428+313930,26.115587499999997,31.65840833333333,,,Candidate,2017/12/09
MLS171209:015026+365057,27.60975,36.84909722222223,,,Candidate,2017/12/09
MLS171209:141807+370110,214.5287,37.01937222222222,,,Candidate,2017/12/09
MLS171209:232019+354039,350.0771708333333,35.67760833333333,,,Candidate,2017/12/09
MLS171210:235535+272654,358.8952166666666,27.448369444444445,,,Candidate,2017/12/10
MLS171213:004847+260814,12.197158333333332,26.137158333333332,,,Candidate,2017/12/13
MLS171213:010315+244948,15.81075833333333,24.830088888888888,,,Candidate,2017/12/13
MLS171213:035210+245448,58.04283749999999,24.91346944444444,,,Candidate,2017/12/13
MLS171213:103217+250121,158.0726208333333,25.022380555555554,,,Candidate,2017/12/13
MLS171214:092504+215239,141.26775833333332,21.87755,,,Candidate,2017/12/14
MLS171215:012929+135424,22.371137499999996,13.906661111111111,,,Candidate,2017/12/15
MLS171215:013657+115724,24.236879166666668,11.95665,,,Candidate,2017/12/15
MLS171215:022250+133646,35.709358333333334,13.612830555555556,,,Candidate,2017/12/15
MLS171215:022800+124938,37.001799999999996,12.8271,,,Candidate,2017/12/15
MLS171216:010759+060433,16.996983333333333,6.075938888888889,,,Candidate,2017/12/16
MLS171216:014740+093525,26.917370833333326,9.590380555555557,,,Candidate,2017/12/16
MLS171216:023838+090808,39.65705,9.135430555555555,,,Candidate,2017/12/16
MLS171216:033308+052552,53.28126249999999,5.431188888888889,,,Candidate,2017/12/16
MLS171216:072906+091910,112.27456666666666,9.319430555555556,,,Candidate,2017/12/16
MLS171216:092438+103726,141.15849583333332,10.623880555555557,,,Candidate,2017/12/16
MLS171219:043700+343716,69.24804166666665,34.62108888888889,,,Candidate,2017/12/19
MLS171219:125309+190806,193.28760416666665,19.135030555555556,,,Candidate,2017/12/19
MLS171219:125959+191937,194.99619583333327,19.326980555555554,,,,2017/12/19
MLS171219:130552+204614,196.46580416666666,20.770508333333332,,,Candidate,2017/12/19
MLS171220:051213+000922,78.05248333333333,0.15606944444444443,,,Candidate,2017/12/20
MLS171220:081733-015640,124.38739166666664,-1.9444194444444445,,,Candidate,2017/12/20
MLS171220:085041+012415,132.66949583333334,1.404161111111111,,,Candidate,2017/12/20
MLS171220:092006+035849,140.02525833333334,3.980388888888889,,,Candidate,2017/12/20
MLS171220:102238-014654,155.6602625,-1.7816805555555555,,,Candidate,2017/12/20
MLS171220:121742+034621,184.42295416666664,3.7725305555555555,,,Candidate,2017/12/20
MLS171220:121930+011029,184.87624166666666,1.174838888888889,,,Candidate,2017/12/20
MLS171221:014900-031123,27.251787499999995,-3.1896194444444443,,,Candidate,2017/12/21
MLS171221:021207-064312,33.03057916666667,-6.719930555555556,,,Candidate,2017/12/21
MLS171224:050924+082001,77.35002916666667,8.333669444444444,,,Candidate,2017/12/24
MLS171224:082459+091545,126.24594166666667,9.262511111111111,,,Candidate,2017/12/24
MLS171224:082534+052626,126.3910083333333,5.440461111111111,,,Candidate,2017/12/24
MLS171224:083919+082144,129.82945833333332,8.362280555555555,,,Candidate,2017/12/24
MLS171224:091716+082944,139.31517916666667,8.4955,,,Candidate,2017/12/24
MLS171224:092338+081940,140.90925833333333,8.327658333333334,,,Candidate,2017/12/24
MLS171224:095002+073943,147.50982083333332,7.6619,,,Candidate,2017/12/24
MLS171225:010650+172444,16.706670833333334,17.412180555555555,,,Candidate,2017/12/25
MLS171225:043537+121137,68.90376666666666,12.19373888888889,,,Candidate,2017/12/25
MLS171225:104533+131953,161.38821666666664,13.33141111111111,,,Candidate,2017/12/25
MLS171226:010808+201630,17.034499999999998,20.275038888888886,,,Candidate,2017/12/26
MLS171226:073608+234503,114.03439583333332,23.750972222222224,,,Candidate,2017/12/26
MLS171226:091238+201017,138.15971249999996,20.1715,,,Candidate,2017/12/26
MLS171226:100516+231601,151.31625833333334,23.266919444444444,,,Candidate,2017/12/26
MLS171226:111633+212842,169.13620833333334,21.47831944444444,,,Candidate,2017/12/26
MLS171226:111706+235636,169.27568333333332,23.943380555555557,,,Candidate,2017/12/26
MLS171226:131307+193218,198.2786333333333,19.53838888888889,,,Candidate,2017/12/26
MLS171227:083658+282045,129.24224999999998,28.345830555555555,,,Candidate,2017/12/27
MLS171227:085718+304248,134.32542916666665,30.713430555555554,,,Candidate,2017/12/27
MLS171228:084310+245150,130.79286666666664,24.863791666666668,,,Candidate,2017/12/28
MLS171229:103636+333254,159.14819166666663,33.54835833333333,,,Candidate,2017/12/29
MLS171229:134057+370234,205.23932916666664,37.04285833333333,,,Candidate,2017/12/29
MLS171229:152529+354146,231.3696083333333,35.696152777777776,,,Candidate,2017/12/29
MLS171230:070748+423328,106.94867916666665,42.557849999999995,,,Candidate,2017/12/30
MLS171230:071013+410716,107.55217499999999,41.12116944444445,,,Candidate,2017/12/30
MLS171230:084610+390422,131.54105,39.072700000000005,,,Candidate,2017/12/30
MLS171230:110139+403325,165.41373333333334,40.55701944444444,,,Candidate,2017/12/30
MLS171230:112726+455013,171.86041666666662,45.83693055555556,,,Candidate,2017/12/30
MLS171230:140428+414628,211.11485416666665,41.77438055555555,,,Candidate,2017/12/30
MLS171230:160606+402635,241.5231208333333,40.44318055555555,,,Candidate,2017/12/30
MLS180105:080207+524712,120.53052083333331,52.78666944444444,,,Candidate,2018/01/05
MLS180105:144546+554024,221.44327499999997,55.67335833333333,,,Candidate,2018/01/05
MLS180106:100905+452103,152.2714083333333,45.350719444444444,,,Candidate,2018/01/06
MLS180108:022112+434902,35.29856666666666,43.81729166666667,,,Candidate,2018/01/08
MLS180112:015347+303844,28.446579166666663,30.645580555555554,,,Candidate,2018/01/12
MLS180112:023607+270428,39.02723749999999,27.0745,,,Candidate,2018/01/12
MLS180112:064610+293026,101.54372083333332,29.507258333333333,,,Candidate,2018/01/12
MLS180112:130719+291231,196.82739166666664,29.20863888888889,,,Candidate,2018/01/12
MLS180112:134221+265643,205.5860583333333,26.945169444444446,,,Candidate,2018/01/12
MLS180112:143648+244259,219.20106249999998,24.71631111111111,,,Candidate,2018/01/12
MLS180113:094945+231545,147.43693749999997,23.2625,,,Candidate,2018/01/13
MLS180113:110319+233249,165.83122916666665,23.54707777777778,,,Candidate,2018/01/13
MLS180113:121206+182455,183.02480416666663,18.41518888888889,,,Candidate,2018/01/13
MLS180113:141426+222414,213.61028333333329,22.403869444444442,,,Candidate,2018/01/13
MLS180114:090416+172227,136.0648,17.374230555555556,,,Candidate,2018/01/14
MLS180114:092936+121429,142.39816249999998,12.241338888888889,,,Candidate,2018/01/14
MLS180114:093021+123603,142.58668749999998,12.60075,,,Candidate,2018/01/14
MLS180115:105721+074754,164.33694166666663,7.798411111111111,,,Candidate,2018/01/15
MLS180115:112724+063103,171.84864583333328,6.517388888888889,,,Candidate,2018/01/15
MLS180115:120428+074306,181.1155708333333,7.71835,,,Candidate,2018/01/15
MLS180115:121804+075328,184.51808333333332,7.891030555555555,,,Candidate,2018/01/15
MLS180115:130441+074931,196.17227499999998,7.8253611111111105,,,Candidate,2018/01/14
MLS180118:022714-070522,36.8097,-7.0893999999999995,,,Candidate,2018/01/18
MLS180118:134026-115325,205.11024166666664,-11.89026111111111,,,Candidate,2018/01/18
MLS180119:114612+371201,176.54902083333332,37.20015,,,Candidate,2018/01/19
MLS180120:021903+364748,34.760708333333326,36.796749999999996,,,Candidate,2018/01/20
MLS180120:024454+314357,41.22341666666666,31.732430555555553,,,Candidate,2018/01/20
MLS180120:094452+360949,146.21731249999996,36.16356944444444,,,Candidate,2018/01/20
MLS180120:120512+312602,181.30139166666666,31.433919444444445,,,Candidate,2018/01/20
MLS180122:121825+250414,184.60616249999998,25.070580555555555,,,Candidate,2018/01/22
MLS180123:101030+192930,152.62547499999997,19.491530555555556,,,Candidate,2018/01/23
MLS180123:131055+234433,197.72889999999995,23.74238888888889,,,Candidate,2018/01/23
MLS180123:131805+195837,199.5193708333333,19.977030555555555,,,Candidate,2018/01/23
MLS180124:082040+154931,125.16742083333332,15.8254,,,Candidate,2018/01/24
MLS180124:111931+145428,169.87920416666663,14.907891666666668,,,Candidate,2018/01/24
MLS180124:115428+123735,178.61495,12.626319444444444,,,Candidate,2018/01/24
MLS180124:124528+135901,191.3674458333333,13.983649999999999,,,Candidate,2018/01/24
MLS180124:130133+160518,195.387725,16.08831111111111,,,Candidate,2018/01/24
MLS180124:131955+125710,199.98041249999997,12.952669444444444,,,Candidate,2018/01/24
MLS180124:132332+133355,200.88353749999996,13.565291666666667,,,Candidate,2018/01/24
MLS180125:145219+411413,223.07945416666664,41.23695,,,Candidate,2018/01/25
MLS180125:162027+422558,245.11336249999997,42.43275833333333,,,Candidate,2018/01/25
MLS180126:070629+310227,106.61961249999999,31.0408,,,Candidate,2018/01/26
MLS180126:121925+312900,184.8527083333333,31.48335,,,Candidate,2018/01/26
MLS180126:132108+362956,200.28136249999997,36.499,,,Candidate,2018/01/26
MLS180126:153606+340448,234.0268833333333,34.07994166666667,,,Candidate,2018/01/26
MLS180126:164151+341119,250.4616458333333,34.188561111111106,,,Candidate,2018/01/26
MLS180127:090203+023138,135.513525,2.527311111111111,,,Candidate,2018/01/27
MLS180128:085656+525512,134.23463333333333,52.91993055555555,,,Candidate,2018/01/28
MLS180128:095243+453259,148.17965833333332,45.549819444444445,,,Candidate,2018/01/28
MLS180128:101459+451627,153.74564999999996,45.274169444444446,,,Candidate,2018/01/28
MLS180128:102111+481136,155.29742916666666,48.193241666666665,,,Candidate,2018/01/28
MLS180204:032730+062052,51.8735,6.3477805555555555,,,Candidate,2018/02/04
MLS180205:031942+032843,49.924916666666654,3.478730555555556,,,Candidate,2018/02/05
MLS180206:085313+570212,133.30618749999996,57.03668888888889,,,Candidate,2018/02/06
MLS180206:113213+544214,173.05336666666665,54.703950000000006,,,Candidate,2018/02/06
MLS180206:123040+541407,187.66785416666664,54.23529722222222,,,Candidate,2018/02/06
MLS180206:135612+535959,209.0516708333333,53.999611111111115,,,Candidate,2018/02/06
MLS180206:173856+562124,264.7344583333333,56.356547222222225,,,Candidate,2018/02/06
MLS180207:080609+484110,121.53868749999998,48.686191666666666,,,Candidate,2018/02/07
MLS180207:121221+491020,183.0859833333333,49.17229722222222,,,Candidate,2018/02/07
MLS180207:172606+463758,261.5250208333333,46.6328,,,Candidate,2018/02/07
MLS180208:024810+441902,42.04053333333332,44.31718888888889,,,Candidate,2018/02/08
MLS180208:100236+435947,150.65066666666664,43.996341666666666,,,Candidate,2018/02/08
MLS180208:111913+450155,169.80408749999998,45.03194166666667,,,Candidate,2018/02/08
MLS180208:170746+443056,256.94280416666663,44.51555,,,Candidate,2018/02/08
MLS180209:080436+392639,121.14941666666667,39.444222222222216,,,Candidate,2018/02/09
MLS180209:100030+344418,150.1244125,34.7383,,,Candidate,2018/02/09
MLS180209:124544+363508,191.43529583333333,36.58541944444445,,,Candidate,2018/02/09
MLS180209:145731+365703,224.38027499999995,36.95082222222222,,,Candidate,2018/02/09
MLS180209:151144+344848,227.93507916666664,34.81346111111111,,,Candidate,2018/02/09
MLS180209:162246+343048,245.69294999999997,34.51329166666667,,,Candidate,2018/02/09
MLS180210:081432+323154,123.63299999999997,32.5316,,,Candidate,2016/11/24
MLS180210:133958+264922,204.99287916666663,26.82263888888889,,,Candidate,2018/02/10
MLS180210:145923+291442,224.84657916666663,29.245108333333334,,,Candidate,2018/02/10
MLS180210:153419+303734,233.57899999999998,30.626,,,Candidate,2018/02/10
MLS180211:083620+240356,129.08288749999997,24.06555,,,Candidate,2018/02/11
MLS180211:101754+244232,154.4751833333333,24.708780555555556,,,Candidate,2018/02/11
MLS180222:095611+050121,149.04577916666665,5.022538888888889,,,Candidate,2018/02/11
MLS180222:104933+123848,162.38714166666662,12.646569444444443,,,Candidate,2018/02/22
MLS180222:110958+095735,167.49096249999997,9.9596,,,Candidate,2018/02/22
MLS180223:102838+061022,157.15803749999998,6.1729,,,Candidate,2018/02/21
MLS180225:023018+131918,37.57701666666666,13.32155,,,Candidate,2018/02/25
MLS180225:030304+175142,45.76752083333332,17.861630555555557,,,Candidate,2018/02/25
MLS180225:094145+162243,145.43734166666664,16.37855,,,Candidate,2018/02/25
MLS180225:102314+154813,155.80904999999996,15.803480555555556,,,Candidate,2018/02/25
MLS180225:104004+192556,160.01858749999997,19.432158333333334,,,Candidate,2018/02/25
MLS180225:110203+181412,165.51312499999997,18.236769444444445,,,Candidate,2018/02/25
MLS180225:131509+121324,198.7864208333333,12.22343888888889,,,Candidate,2018/02/25
MLS180226:102744+202334,156.93530416666664,20.39271111111111,,,Candidate,2018/02/26
MLS180226:112826+211932,172.1088833333333,21.325569444444444,,,Candidate,2018/02/26
MLS180226:124824-014729,192.09996666666666,-1.7912499999999998,,,Candidate,2018/02/26
MLS180226:134707-084316,206.77715833333332,-8.72103888888889,,,Candidate,2018/02/26
MLS180226:134917-070248,207.32232499999998,-7.046761111111111,,,Candidate,2018/02/26
MLS180227:120906+340420,182.27582916666665,34.072300000000006,,,Candidate,2018/02/27
MLS180227:122814+300146,187.0577583333333,30.029319444444443,,,Candidate,2018/02/27
MLS180227:123401+313430,188.5045333333333,31.574930555555554,,,Candidate,2018/02/27
MLS180306:091758+544925,139.49239166666663,54.82351944444445,,,Candidate,2018/03/06
MLS180307:061121+482926,92.83809166666666,48.49044166666667,,,Candidate,2018/03/07
MLS180307:070038+503929,105.15928749999998,50.65798888888889,,,Candidate,2018/03/07
MLS180307:082148+524444,125.44889166666664,52.745577777777775,,,Candidate,2018/03/07
MLS180307:114738+480344,176.9093208333333,48.06233888888889,,,Candidate,2018/03/07
MLS180307:163438+521642,248.65762916666662,52.2784,,,Candidate,2018/03/07
MLS180307:170042+484618,255.17615416666663,48.771591666666666,,,Candidate,2018/03/07
MLS180307:184817+465118,282.070225,46.85493888888889,,,Candidate,2018/03/07
MLS180309:114734+443953,176.89302916666665,44.664588888888886,,,Candidate,2018/03/09
MLS180309:115742+411939,179.42644999999996,41.327622222222224,,,Candidate,2018/03/09
MLS180309:132552+451322,201.46649999999997,45.222858333333335,,,Candidate,2018/03/09
MLS180310:133740+374049,204.41557083333333,37.68018055555555,,,Candidate,2018/03/10
MLS180312:102030+345714,155.12439166666664,34.95386944444445,,,Candidate,2018/03/12
MLS180312:103139+380339,157.912275,38.060761111111105,,,Candidate,2018/03/12
MLS180312:110338+350155,165.90973333333332,35.03203888888889,,,Candidate,2018/03/12
MLS180312:115454+345454,178.72336666666666,34.914969444444445,,,Candidate,2018/03/12
MLS180313:093323+325727,143.34707916666665,32.95741944444445,,,Candidate,2018/03/13
MLS180313:104606+265920,161.526275,26.988869444444447,,,Candidate,2018/03/08
MLS180313:134748+312131,206.94993333333332,31.35865,,,Candidate,2018/03/13
MLS180313:135049+320541,207.70538749999997,32.094638888888895,,,Candidate,2018/03/13
MLS180313:142145+274913,215.4388458333333,27.820169444444446,,,Candidate,2018/03/13
MLS180313:151952+280707,229.96683749999997,28.118519444444445,,,Candidate,2018/03/13
MLS180314:092605+235758,141.52087083333333,23.966119444444445,,,Candidate,2018/03/14
MLS180314:093712+225422,144.3008583333333,22.90615,,,Candidate,2018/03/14
MLS180316:092653+161513,141.7228583333333,16.25353888888889,,,Candidate,2018/03/16
MLS180316:111547+154147,168.94533749999997,15.696338888888889,,,Candidate,2018/03/10
MLS180316:120414+145415,181.05756249999996,14.904219444444445,,,Candidate,2018/03/16
MLS180316:121240+160909,183.16464999999997,16.1526,,,Candidate,2018/03/16
MLS180316:125702+185031,194.26028333333332,18.84192222222222,,,Candidate,2018/03/16
MLS180316:144439+163213,221.16346666666664,16.53688888888889,,,Candidate,2018/03/16
MLS180319:105517+031250,163.82281666666663,3.2138,,,Candidate,2018/03/19
MLS180319:114507+023351,176.2811708333333,2.5642888888888886,,,Candidate,2018/03/10
MLS180319:132913+002205,202.3036333333333,0.36806111111111106,,,Candidate,2018/03/19
MLS180319:140056+033619,210.23291666666663,3.6053,,,Candidate,2018/03/19
MLS180320:133331-004700,203.37985,-0.78335,,,Candidate,2018/03/20
MLS180321:124209-082002,190.53650416666665,-8.33388888888889,,,Candidate,2018/03/21
MLS180322:090627+121012,136.61297499999998,12.170069444444444,,,Candidate,2018/03/22
MLS180322:092307+091326,140.77976666666663,9.223769444444445,,,Candidate,2018/03/22
MLS180322:132907+212400,202.27772916666663,21.40005,,,Candidate,2018/03/22
MLS180322:151303+221236,228.26324166666663,22.21001111111111,,,Candidate,2018/03/22
MLS180324:123048+544305,187.6986708333333,54.718180555555556,,,Candidate,2018/03/24
MLS180324:134205+584709,205.51989583333332,58.785830555555556,,,Candidate,2018/03/24
MLS180328:132233+324040,200.63760416666665,32.67789722222222,,,Candidate,2018/03/28
MLS180328:134254+181032,205.72525833333327,18.17565,,,Candidate,2018/03/28
MLS180328:143221+012247,218.08606666666665,1.3798305555555557,,,Candidate,2018/03/28
MLS180328:145606+151914,224.0267958333333,15.320680555555555,,,Candidate,2018/03/28
MLS180328:155554+185445,238.97624166666662,18.91255,,,Candidate,2018/03/28
MLS180328:163721+135631,249.33789166666662,13.941869444444444,,,Candidate,2018/03/28
MLS180329:150432+124745,226.13417916666666,12.79576111111111,,,Candidate,2018/03/29
MLS180329:153642-030745,234.1736708333333,-3.1290694444444447,,,Candidate,2018/03/29
MLS180405:104328+501112,160.8673083333333,50.18677222222222,,,Candidate,2018/04/05
MLS180405:120914+500445,182.30901666666665,50.07904166666667,,,Candidate,2018/04/05
MLS180405:132639+512533,201.6615208333333,51.42570833333333,,,Candidate,2018/04/05
MLS180406:144926+410719,222.35654166666663,41.121811111111114,,,Candidate,2018/04/06
MLS180408:122953+371936,187.47160416666665,37.32678888888889,,,Candidate,2018/04/08
MLS180408:134824+351553,207.1019125,35.26470277777778,,,Candidate,2018/04/08
MLS180409:094550+312639,146.4578083333333,31.44422777777778,,,Candidate,2018/04/09
MLS180409:101330+312445,153.37315833333332,31.41245,,,Candidate,2018/04/09
MLS180409:122144+274759,185.43167916666664,27.79964166666667,,,Candidate,2018/04/09
MLS180409:141127+310211,212.86241249999998,31.036361111111113,,,Candidate,2018/04/09
MLS180410:113114+203220,172.80943333333332,20.53898888888889,,,Candidate,2018/04/10
MLS180410:135230+203050,208.12537083333333,20.514022222222223,,,Candidate,2018/04/10
MLS180410:154329+233311,235.87237499999998,23.553061111111113,,,Candidate,2018/04/10
MLS180410:171522+215329,258.84146666666663,21.891319444444445,,,Candidate,2018/04/10
MLS180411:085337+153451,133.40344999999996,15.5807,,,Candidate,2018/04/11
MLS180411:090420+170501,136.08228333333332,17.08365,,,Candidate,2018/04/11
MLS180411:124542+192050,191.42573749999997,19.34730833333333,,,Candidate,2018/04/11
MLS180411:150256+143623,225.7330958333333,14.606341666666665,,,Candidate,2018/04/11
MLS180412:092710+094429,141.79185416666664,9.741269444444443,,,Candidate,2018/04/12
MLS180412:095416+124633,148.5661833333333,12.7758,,,Candidate,2018/04/12
MLS180412:113933+115516,174.88710833333332,11.921130555555555,,,Candidate,2018/04/12
MLS180412:153710+105835,234.29038333333332,10.976511111111112,,,Candidate,2018/04/12
MLS180413:092125+381807,140.35426249999998,38.30181111111111,,,Candidate,2018/04/13
MLS180413:120535+342320,181.39714999999998,34.388819444444444,,,Candidate,2018/04/09
MLS180413:162822+335001,247.0899583333333,33.83348055555556,,,Candidate,2018/04/13
MLS180413:170623+353015,256.5969375,35.504130555555555,,,Candidate,2018/04/13
MLS180414:093544+010447,143.9313,1.0796,,,Candidate,2018/04/14
MLS180414:104241+050826,160.6701125,5.140669444444445,,,Candidate,2018/04/14
MLS180414:143141+050154,217.92241666666666,5.031661111111111,,,Candidate,2018/04/14
MLS180415:102852-020228,157.2182875,-2.0411888888888887,,,Candidate,2018/04/15
MLS180415:113400-034712,173.50142916666664,-3.7867194444444445,,,Candidate,2018/04/15
MLS180415:154244-054342,235.68507499999998,-5.728388888888889,,,Candidate,2018/04/15
MLS180416:135548-130754,208.94837499999997,-13.131680555555556,,,Candidate,2018/04/16
MLS180416:145859-092446,224.74382499999996,-9.412688888888889,,,Candidate,2018/04/16
MLS180418:102930+415145,157.37467083333328,41.86246944444444,,,Candidate,2018/04/18
MLS180418:112243+414856,170.67997499999998,41.81552222222222,,,Candidate,2018/04/18
MLS180418:125908+435955,194.78467916666665,43.9986,,,Candidate,2018/04/18
MLS180418:140339+404800,210.91044999999997,40.80009166666667,,,Candidate,2018/04/18
MLS180418:141541+433154,213.91894166666665,43.53175,,,Candidate,2018/04/18
MLS180418:164348+422253,250.95033749999993,42.38151944444444,,,Candidate,2018/04/18
MLS180421:102447+063121,156.1975625,6.522419444444444,,,Candidate,2018/04/21
MLS180421:113629+045030,174.12051249999996,4.841661111111111,,,Candidate,2018/04/21
MLS180421:134621+011017,206.5883458333333,1.171288888888889,,,Candidate,2018/04/21
MLS180421:140329+025805,210.87291249999998,2.9680305555555555,,,Candidate,2018/04/21
MLS180421:155606+061306,239.02586666666664,6.2182611111111115,,,Candidate,2018/04/21
MLS180423:144533-062758,221.3863708333333,-6.466080555555556,,,Candidate,2018/04/23
MLS180425:215650+194629,329.20718333333326,19.774819444444443,,,Candidate,2018/04/25
MLS180426:134713+524632,206.80523749999998,52.77556944444444,,,Candidate,2018/04/26
MLS180426:152129+462954,230.3711833333333,46.49832222222222,,,Candidate,2018/04/26
MLS180503:080037+535016,120.15490833333332,53.837872222222224,,,Candidate,2018/05/03
MLS180503:120945+570229,182.43574583333333,57.04138888888889,,,Candidate,2018/05/03
MLS180504:080907+464518,122.27720416666665,46.755,,,Candidate,2018/05/04
MLS180504:081652+511822,124.21795,51.30601111111111,,,Candidate,2018/05/04
MLS180504:114823+481212,177.09497499999998,48.20330833333334,,,Candidate,2018/05/04
MLS180504:150124+510640,225.3504625,51.111180555555556,,,Candidate,2018/05/04
MLS180504:184644+472414,281.68192916666663,47.40395,,,Candidate,2018/05/04
MLS180505:113843+442845,174.67763749999997,44.47906944444445,,,Candidate,2018/05/05
MLS180505:124856+444222,192.23489166666667,44.70608055555556,,,Candidate,2018/05/05
MLS180506:113344+393719,173.43407916666666,39.62200833333333,,,Candidate,2018/05/06
MLS180506:135516+365650,208.81600833333331,36.94715833333333,,,Candidate,2018/05/06
MLS180506:150352+361635,225.9671833333333,36.276519444444446,,,Candidate,2018/05/06
MLS180507:124930+320235,192.37609999999995,32.04317777777778,,,Candidate,2018/05/07
MLS180507:135113+275653,207.80419166666664,27.947961111111113,,,Candidate,2018/04/13
MLS180507:142103+290349,215.2611208333333,29.063480555555557,,,Candidate,2018/05/07
MLS180508:094646+225447,146.69036666666668,22.913080555555553,,,Candidate,2018/05/08
MLS180508:121654+252640,184.22548749999999,25.444430555555556,,,Candidate,2018/05/08
MLS180508:122450+243753,186.20825,24.6314,,,Candidate,2018/05/08
MLS180508:150008+230659,225.03510416666663,23.116408333333336,,,Candidate,2018/05/08
MLS180509:111422+191412,168.59308749999997,19.2366,,,Candidate,2018/05/09
MLS180510:085134+131058,132.89091249999998,13.182638888888889,,,Candidate,2018/05/10
MLS180510:161354+150544,243.47313749999998,15.095680555555557,,,Candidate,2018/05/10
MLS180511:122137+100816,185.4061583333333,10.137838888888888,,,Candidate,2018/05/11
MLS180512:102005+035340,155.0202958333333,3.89455,,,Candidate,2018/05/12
MLS180513:120114+004504,180.30897499999998,0.7509888888888889,,,Candidate,2018/05/13
MLS180513:120735-041859,181.89497083333333,-4.316369444444445,,,Candidate,2018/05/13
MLS180513:162301+065019,245.75368749999998,6.838661111111111,,,Candidate,2018/05/13
MLS180514:150829-090159,227.12000416666663,-9.033180555555557,,,Candidate,2018/05/14
MLS180515:220747-093803,331.94475,-9.634169444444444,,,Candidate,2018/05/15
MLS180516:115324-042010,178.35009166666666,-4.336019444444444,,,Candidate,2018/05/16
MLS180516:210050-035841,315.20971249999997,-3.9781194444444448,,,Candidate,2018/05/16
MLS180516:213747-035613,324.4448958333333,-3.9369111111111112,,,Candidate,2018/05/16
MLS180517:150929+051309,227.37121666666664,5.219261111111111,,,Candidate,2018/05/17
MLS180517:222337+033240,335.9054958333333,3.544319444444444,,,Candidate,2018/05/17
MLS180520:084516+442115,131.3177333333333,44.35430277777778,,,Candidate,2018/05/20
