name,ra_deg,dec_deg,redshift,lumdist_mpc,type,discover_date
SDSS-II SN 3283,35.2675,0.41664805555555556,,,II,2005/09/03
SDSS-II SN 3284,14.1183,1.1459,,,II,2005/09/13
SDSS-II SN 3290,37.74159999999999,0.3937930555555556,,,II,2005/09/03
SDSS-II SN 3294,22.5066,1.08554,0.122757,592.249,II,2005/09/15
SDSS-II SN 3312,22.259499999999996,0.672016111111111,,,II,2005/09/03
SDSS-II SN 3323,50.742,0.4221888888888889,0.326,1763,Ia,2005/09/15
SDSS-II SN 3341,39.609899999999996,0.7871111111111111,0.431112,2446.04,Ia,2005/09/13
SDSS-II SN 3344,39.760999999999996,0.7373938888888888,,,II,2005/09/03
SDSS-II SN 3361,38.53319999999999,1.17389,,,Ia,2005/09/22
SDSS-II SN 3368,44.4560125,1.2308611111111112,0.377482,2091.49,Ia,2005/09/03
SDSS-II SN 3370,45.58119999999999,1.15597,,,Ia,2005/09/13
SDSS-II SN 3385,317.94,0.6310319444444444,,,II,2005/09/22
SDSS-II SN 3400,332.3139999999999,0.4829038888888889,0.178468,891.212,II,2005/09/23
SDSS-II SN 3402,332.89599999999996,0.526985,0.448,2560,Ia,2005/09/12
SDSS-II SN 3405,336.26699999999994,0.5795761111111111,,,II,2005/09/09
SDSS-II SN 3409,310.097,0.7202480555555556,,,II,2005/11/03
SDSS-II SN 3417,314.27604166666663,0.9782500000000001,0.262,1371,Ia,2005/09/23
SDSS-II SN 3421,315.736,0.85048,0.263,1377,Ia,2005/09/23
SDSS-II SN 3426,341.89976666666666,0.615525,0.232672,1198.56,Ia,2005/09/21
SDSS-II SN 3429,318.2589999999999,0.6800569444444444,,,II,2005/10/11
SDSS-II SN 3453,335.93799999999993,0.784182,,,II,2005/09/03
SDSS-II SN 3475,0.5233916666666666,-0.150644,0.301106,1608.18,Ia,2005/10/11
SDSS-II SN 3488,313.55499999999995,-1.01035,0.16,790,Ia,2005/09/22
SDSS-II SN 3497,326.47999999999996,-0.9215129999999999,0.166681,826.489,II,2005/09/22
SDSS-II SN 3506,336.2507333333333,-0.9781194444444444,0.211,1074,Ia,2005/09/22
SDSS-II SN 3508,15.823791666666667,-0.179,0.4967,2895.3,Ia,2005/09/15
SDSS-II SN 3514,353.209,-1.04109,0.264211,1384.46,II,2005/09/24
SDSS-II SN 3517,356.04699999999997,-0.9589669999999999,0.11337,543.649,II,2005/09/24
SDSS-II SN 3518,27.296799999999998,-0.119432,,,II,2005/09/22
SDSS-II SN 3529,25.8183,-0.846786,,,II,2005/09/03
SDSS-II SN 3532,42.47259999999999,-0.09884,0.182169,911.693,Ia,2005/09/22
SDSS-II SN 3533,42.924,-0.134953,0.294,1565,Ia,2005/09/13
SDSS-II SN 3535,44.11720833333333,-0.13347222222222221,0.308446,1653.46,Ia,2005/09/13
SDSS-II SN 3539,47.0156,-0.12828,0.468,2697,Ia,2005/09/15
SDSS-II SN 3543,311.834,0.05344722222222222,0.191,960.9,Ia,2005/09/21
SDSS-II SN 3558,336.72099999999995,0.13965694444444443,,,II,2005/09/12
SDSS-II SN 3560,0.7686083333333333,0.7972194444444445,0.573,3438,Ia,2005/09/10
SDSS-II SN 3565,2.5876458333333328,0.709386111111111,0.289763,1538.69,Ia,2005/09/22
SDSS-II SN 3572,5.711839999999999,0.6810580555555555,0.434285,2467.39,II,2005/09/10
SDSS-II SN 3573,5.85029,0.8114769444444445,0.21595,1102.08,II,2005/09/10
SDSS-II SN 3589,16.5246,0.650576,,,II,2005/09/22
SDSS-II SN 3593,19.6166125,0.7323,0.35647,1955.92,Ia,2005/09/13
SDSS-II SN 3611,356.14099999999996,0.42235194444444446,0.092944,439.722,II,2005/09/22
SDSS-II SN 3656,342.34499999999997,-0.661108,,,II,2005/09/14
SDSS-II SN 3669,349.758,-0.83968,0.415,2338,Ia,2005/09/10
SDSS-II SN 3674,359.79162083333335,0.16297499999999998,0.0335,152,Ia,2005/09/21
SDSS-II SN 3683,352.542,-0.680425,,,II,2005/10/23
SDSS-II SN 3705,359.70899999999995,-0.654539,,,II,2005/09/14
SDSS-II SN 3709,1.0020699999999998,-0.6369199999999999,,,II,2005/09/09
SDSS-II SN 3718,3.875339999999999,-0.784278,,,II,2005/10/26
SDSS-II SN 3719,3.877919999999999,-0.765206,,,II,2005/10/21
SDSS-II SN 3738,7.8353399999999995,-0.8386800000000001,,,II,2005/09/13
SDSS-II SN 3780,5.543139999999998,0.5412330555555556,0.361973,1991.24,Ia,2005/09/25
SDSS-II SN 3798,11.392399999999999,0.5449830555555556,,,II,2005/09/21
SDSS-II SN 3805,13.136999999999999,0.467184,0.24832,1290.16,II,2005/09/25
SDSS-II SN 3808,19.885599999999997,-0.8012180000000001,,,Ia,2005/09/14
SDSS-II SN 3811,13.704583333333332,0.42964444444444444,0.419444,2367.89,Ia,2005/09/14
SDSS-II SN 3832,20.808799999999994,0.4861311111111111,,,II,2005/09/09
SDSS-II SN 3856,316.604,-0.550593,,,II,2005/09/10
SDSS-II SN 3871,351.15,-1.07088,0.537152,3180.43,II,2005/09/14
SDSS-II SN 3881,351.88171249999994,-0.44177777777777777,0.327784,1773.99,Ia,2005/09/10
SDSS-II SN 3887,10.943499999999998,0.07427777777777778,0.298629,1592.95,Ia,2005/09/14
SDSS-II SN 3888,7.483719999999999,-0.455422,0.118243,568.813,II,2005/09/26
SDSS-II SN 3889,7.688916666666666,-0.4384,0.229297,1178.97,Ia,2005/09/22
SDSS-II SN 3897,11.975299999999999,0.1578511111111111,,,II,2005/09/25
SDSS-II SN 3908,34.3041,-0.47311200000000003,,,II,2005/09/22
SDSS-II SN 3919,24.913499999999996,0.5709511111111111,,,II,2005/09/14
SDSS-II SN 3922,342.10999999999996,-0.342226,,,II,2005/09/09
SDSS-II SN 3931,29.420999999999996,0.5999011111111111,,,II,2005/09/09
SDSS-II SN 3935,31.002699999999997,0.6091980555555555,0.642542,3949.61,II,2005/09/09
SDSS-II SN 3937,32.12389999999999,0.4287194444444445,,,II,2005/09/09
SDSS-II SN 3945,346.01,-0.2831388888888889,0.262001,1371.27,Ia,2005/09/14
SDSS-II SN 3957,43.4272,0.49787305555555555,0.137,667,Ia,2005/09/21
SDSS-II SN 3959,45.09779999999999,0.5119611111111111,0.1833,917.97,Ia,2005/09/25
SDSS-II SN 3970,0.6928749999999999,-0.364291,,,Ia,2005/10/12
SDSS-II SN 3975,29.82103333333333,0.2037138888888889,0.399,2232,Ia,2005/09/22
SDSS-II SN 3983,7.275879166666665,-0.2565527777777778,0.308008,1650.76,Ia,2005/09/27
SDSS-II SN 4017,351.351,1.14283,,,II,2005/09/03
SDSS-II SN 4019,1.2619291666666665,1.1462944444444445,0.181,907.453,Ia,2005/09/26
SDSS-II SN 4028,11.01399583333333,1.242563888888889,0.345246,1884.29,Ia,2005/09/24
SDSS-II SN 4029,11.124299999999998,1.07285,,,II,2005/09/03
SDSS-II SN 4032,14.282699999999997,1.07156,,,II,2005/09/13
SDSS-II SN 4035,21.467341666666663,1.0475972222222223,0.4276,2422.5,Ia,2005/09/22
SDSS-II SN 4043,31.0256,1.15564,,,II,2005/09/26
SDSS-II SN 4044,33.4153375,1.2409555555555556,0.383,2127,Ia,2005/09/15
SDSS-II SN 4048,5.91519,0.783434,0.434924,2471.69,Ia,2005/09/24
SDSS-II SN 4054,50.0939,0.195545,0.363,1998,Ia,2005/09/14
SDSS-II SN 4059,54.65001666666666,0.1458361111111111,0.3037,1624.2,Ia,2005/09/21
SDSS-II SN 4062,43.877599999999994,1.2204300000000001,0.152414,749.191,II,2005/09/13
SDSS-II SN 4078,25.313999999999997,0.644335,0.414,2332,Ia,2005/09/15
SDSS-II SN 4079,29.2067125,0.7541194444444445,0.371731,2054.2,Ia,2005/09/22
SDSS-II SN 4086,352.65999999999997,-0.080502,,,II,2005/09/15
SDSS-II SN 4104,357.67699999999996,-1.16397,,,Ia,2005/09/09
SDSS-II SN 4110,1.6583624999999997,-1.1967666666666668,0.373667,2066.74,Ia,2005/09/14
SDSS-II SN 4117,5.499708333333332,-1.24394,0.281,1485,Ia,2005/09/25
SDSS-II SN 4118,6.130089999999999,-1.0917,,,II,2005/09/09
SDSS-II SN 4122,8.448170833333332,-1.06436,,,II,2005/09/09
SDSS-II SN 4129,12.995070833333331,-1.2180388888888891,0.441,2513,Ia,2005/09/25
SDSS-II SN 4141,18.5626,-1.1366,,,II,2005/09/09
SDSS-II SN 4145,19.6846,-1.1705400000000001,,,II,2005/09/09
SDSS-II SN 4154,23.1227,-1.08653,,,II,2005/09/09
SDSS-II SN 4175,33.173399999999994,-1.17526,0.279179,1474.42,Ia,2005/09/25
SDSS-II SN 4177,33.628299999999996,-1.0964099999999999,,,II,2005/11/13
SDSS-II SN 4181,37.817791666666665,-1.131,0.289167,1535.06,Ia,2005/09/21
SDSS-II SN 4206,354.57717499999995,-0.48647222222222225,0.290675,1544.26,Ia,2005/09/24
SDSS-II SN 4211,0.5091291666666665,-0.531317,0.250225,1301.4,Ia,2005/09/13
SDSS-II SN 4226,355.174,-0.905898,,,II,2005/09/03
SDSS-II SN 4229,5.793708333333333,0.31382499999999997,0.309,1657,Ia,2005/09/22
SDSS-II SN 4231,359.29599999999994,-0.943352,,,II,2005/09/03
SDSS-II SN 4236,1.9056666666666666,-1.0183333333333333,0.3432,1871.3,Ia,2005/09/24
SDSS-II SN 4240,10.260099999999998,-0.878967,0.467156,2690.88,Ia,2005/09/03
SDSS-II SN 4244,13.2433,-0.902759,,,II,2005/09/22
SDSS-II SN 4248,21.116899999999998,-1.01988,0.171418,852.407,II,2005/09/03
SDSS-II SN 4259,351.99699999999996,0.991986111111111,,,II,2005/09/23
SDSS-II SN 4269,27.523899999999998,-0.984116,,,II,2005/09/22
SDSS-II SN 4293,51.15019999999999,-0.883063,,,II,2005/09/03
SDSS-II SN 4307,29.9625,0.9496861111111111,0.272,1431,Ia,2005/09/21
SDSS-II SN 4311,32.13095833333333,1.019972222222222,0.2953,1572.5,Ia,2005/09/25
SDSS-II SN 4313,36.150425,1.0347416666666667,0.39189,2185.56,Ia,2005/09/25
SDSS-II SN 4316,39.192099999999996,0.951541,,,II,2005/09/25
SDSS-II SN 4322,55.17059999999999,0.8846689999999999,,,II,2005/09/25
SDSS-II SN 4324,23.556799999999996,-0.025308999999999998,,,II,2005/09/03
SDSS-II SN 4330,26.1492,-0.182603,,,II,2005/09/03
SDSS-II SN 4333,29.639499999999998,-0.120904,,,II,2005/09/03
SDSS-II SN 4338,31.189699999999995,-0.124043,,,II,2005/09/13
SDSS-II SN 4360,19.655916666666663,0.9157777777777778,0.328,1775,Ia,2005/09/14
SDSS-II SN 4361,5.338741666666666,-0.6185160000000001,,,Ia,2005/09/13
SDSS-II SN 4375,36.724000000000004,0.9373080555555555,,,II,2005/09/09
SDSS-II SN 4397,14.488499999999998,0.06285833333333334,,,II,2005/09/25
SDSS-II SN 4414,35.109399999999994,0.0026833333333333336,,,II,2005/10/23
SDSS-II SN 4417,10.198183333333331,-0.4290611111111111,0.362084,1991.95,Ia,2005/09/13
SDSS-II SN 4425,13.030499999999998,-0.485507,,,II,2005/10/11
SDSS-II SN 4426,13.185799999999999,-0.6167440000000001,,,II,2005/09/03
SDSS-II SN 4434,16.079199999999997,-0.5636070000000001,,,II,2005/09/13
SDSS-II SN 4455,52.156237499999996,-0.06046388888888889,0.345,1883,Ia,2005/09/26
SDSS-II SN 4465,20.7125,-0.615122,,,II,2005/09/03
SDSS-II SN 4466,21.4683,-0.485646,,,II,2005/09/22
SDSS-II SN 4479,10.860899999999999,0.28649305555555554,,,II,2005/09/03
SDSS-II SN 4480,24.6009,-0.497552,0.338711,1842.85,II,2005/09/22
SDSS-II SN 4482,25.010699999999996,-0.533096,0.47283,2729.89,II,2005/09/13
SDSS-II SN 4483,12.100299999999999,0.2877661111111111,,,II,2005/09/26
SDSS-II SN 4484,12.910699999999999,0.31360805555555554,,,II,2005/09/22
SDSS-II SN 4493,31.23,-0.438548,,,II,2005/09/22
SDSS-II SN 4496,31.9142,-0.493168,,,II,2005/09/03
SDSS-II SN 4500,33.2452,-0.528196,,,II,2005/09/03
SDSS-II SN 4509,36.49609999999999,-0.591176,,,II,2005/09/22
SDSS-II SN 4512,38.444599999999994,-0.501392,,,II,2005/09/22
SDSS-II SN 4523,20.127799999999997,0.383954,,,II,2005/09/15
SDSS-II SN 4534,52.53059999999999,-0.60686,0.369,2037,Ia,2005/09/03
SDSS-II SN 4540,53.9843,-0.49605,0.359,1972,Ia,2005/09/15
SDSS-II SN 4557,28.79499999999999,0.267877,0.294,1565,Ia,2005/09/26
SDSS-II SN 4558,29.885458333333332,0.2900833333333333,0.344,1876,Ia,2005/09/13
SDSS-II SN 4565,31.961099999999995,0.250591,,,II,2005/09/03
SDSS-II SN 4567,33.2067,0.29193305555555554,,,II,2005/09/03
SDSS-II SN 4572,36.26854583333333,0.3961638888888889,0.384125,2134.76,Ia,2005/09/26
SDSS-II SN 4578,38.596641666666656,0.3113694444444444,0.413618,2329.08,Ia,2005/09/26
SDSS-II SN 4579,38.67482499999999,0.36422499999999997,0.406,2279,Ia,2005/09/22
SDSS-II SN 4584,48.443999999999996,0.2731961111111111,,,II,2005/09/03
SDSS-II SN 4606,11.447099999999999,0.606215,,,II,2005/09/09
SDSS-II SN 4610,10.577699999999998,-0.796103,,,II,2005/09/09
SDSS-II SN 4612,13.507208333333333,-0.8360555555555556,0.394945,2205.62,Ia,2005/09/21
SDSS-II SN 4619,32.4467,0.500935,0.179835,898.768,II,2005/10/28
SDSS-II SN 4626,23.727599999999995,-0.716914,,,II,2005/10/12
SDSS-II SN 4627,23.7901,-0.7751800000000001,0.291,1546,II,2005/09/27
SDSS-II SN 4631,26.344099999999997,-0.694852,0.119614,575.918,II,2005/09/27
SDSS-II SN 4638,29.289099999999994,-0.7749670000000001,,,II,2005/09/09
SDSS-II SN 4639,29.357599999999994,-0.757253,0.365265,2012.43,Ia,2005/09/27
SDSS-II SN 4640,29.5765,-0.811373,,,II,2005/09/09
SDSS-II SN 4649,32.13999999999999,-0.830625,,,II,2005/09/09
SDSS-II SN 4651,37.37575833333333,-0.7472138888888888,0.151605,744.842,Ia,2005/09/27
SDSS-II SN 4652,37.456999999999994,-0.669829,,,II,2005/09/09
SDSS-II SN 4655,38.744499999999995,-0.825635,,,II,2005/09/14
SDSS-II SN 4664,56.26859999999999,-0.75349,,,Ib/c,2005/09/27
SDSS-II SN 4669,18.4082,-0.966483,0.248,1288,Ia,2005/09/22
SDSS-II SN 4676,18.823666666666664,0.7881944444444444,0.2446,1268.3,Ia,2005/09/26
SDSS-II SN 4682,21.550704166666666,0.810938888888889,0.402323,2254.23,Ia,2005/09/24
SDSS-II SN 4686,27.9068,0.8045561111111111,,,II,2005/09/13
SDSS-II SN 4695,47.1585,0.745561111111111,,,II,2005/09/03
SDSS-II SN 4704,26.2431,-0.322117,,,II,2005/09/27
SDSS-II SN 4706,26.840099999999996,-0.39386200000000005,0.591266,3570.8,II,2005/10/03
SDSS-II SN 4714,37.152375,-0.20550000000000002,0.435,2472,Ia,2005/09/22
SDSS-II SN 4733,45.308099999999996,-0.21825,0.535,3165,Ia,2005/09/27
SDSS-II SN 4737,29.245495833333333,-0.9383555555555556,0.465436,2679.08,Ia,2005/10/01
SDSS-II SN 4757,34.146699999999996,-1.015638888888889,0.436471,2482.12,Ia,2005/09/15
SDSS-II SN 4763,17.282899999999994,0.2781411111111111,,,II,2005/09/03
SDSS-II SN 4768,40.4036,-0.85252,,,II,2005/09/03
SDSS-II SN 4776,18.5921,0.27757611111111113,,,II,2005/09/03
SDSS-II SN 4779,18.9489,0.2635961111111111,0.53536,3167.67,Ia,2005/09/28
SDSS-II SN 4801,32.28119999999999,0.23751388888888889,,,II,2005/09/22
SDSS-II SN 4803,32.56405416666666,0.30213055555555557,0.398,2226,Ia,2005/09/24
SDSS-II SN 4808,35.0693875,0.4114388888888889,0.34916,1909.21,Ib/c,2005/10/01
SDSS-II SN 4814,17.685899999999997,-0.609897,,,II,2005/09/13
SDSS-II SN 4816,37.7606,0.234783,,,II,2005/09/03
SDSS-II SN 4853,19.092999999999996,-0.132753,,,II,2005/09/03
SDSS-II SN 4854,20.083699999999997,-0.194816,,,II,2005/09/13
SDSS-II SN 4857,22.879099999999998,-0.15511,0.516965,3037.4,Ia,2005/09/13
SDSS-II SN 4864,16.059299999999997,-1.06795,0.137086,667.439,II,2005/09/21
SDSS-II SN 4876,26.594199999999997,1.12221,,,II,2005/09/22
SDSS-II SN 4879,304.568,0.27227111111111113,,,II,2005/09/10
SDSS-II SN 4888,306.64099999999996,1.11784,,,II,2005/09/10
SDSS-II SN 4891,307.04599999999994,1.1106500000000001,,,II,2005/09/10
SDSS-II SN 4906,308.294,-0.01592,0.283,1498,Ia,2005/10/01
SDSS-II SN 4907,309.8589999999999,-0.114183,0.321,1732,Ia,2005/10/01
SDSS-II SN 4912,305.0799999999999,-0.994632,,,II,2005/09/22
SDSS-II SN 4914,47.53839999999999,-1.25676,,,Ia,2005/09/25
SDSS-II SN 4915,50.427099999999996,-1.13688,,,II,2005/09/09
SDSS-II SN 4924,322.126,-0.492344,,,II,2005/09/13
SDSS-II SN 4927,327.22999999999996,-0.49370200000000003,0.503608,2943.57,II,2005/11/01
SDSS-II SN 4928,330.32399999999996,-0.613785,0.126496,611.753,II,2005/10/01
SDSS-II SN 4930,332.681,-0.498736,,,II,2005/09/13
SDSS-II SN 4942,344.6619999999999,-0.589802,,,II,2005/10/11
SDSS-II SN 4950,306.2099999999999,-1.01168,,,II,2005/09/22
SDSS-II SN 4952,25.422199999999997,0.7680300000000001,,,II,2005/09/13
SDSS-II SN 4953,307.353,-0.9982629999999999,0.22,1130,Ia,2005/10/01
SDSS-II SN 4955,26.555999999999997,0.6909711111111111,,,II,2005/09/13
SDSS-II SN 4959,28.942499999999992,0.7614319444444444,,,II,2005/09/03
SDSS-II SN 4963,31.670399999999994,0.7011919999999999,,,II,2005/09/03
SDSS-II SN 4966,313.45099999999996,-1.0404600000000002,0.3128,1680.4,Ia,2005/09/22
SDSS-II SN 4978,350.66048749999993,-0.4291166666666667,0.2822,1492.7,Ia,2005/10/01
SDSS-II SN 4992,359.792,-0.465182,,,II,2005/09/03
SDSS-II SN 5001,20.4087,-0.528912,,,II,2005/09/24
SDSS-II SN 5019,38.07909999999999,-0.630907,,,II,2005/09/09
SDSS-II SN 5021,41.19069999999999,-0.4683,0.381,2114,Ia,2005/09/03
SDSS-II SN 5029,45.94089999999999,-0.515716,,,II,2005/09/03
SDSS-II SN 5031,49.74949999999999,-0.446072,,,II,2005/09/26
SDSS-II SN 5036,310.51099999999997,1.04383,,,II,2005/10/30
SDSS-II SN 5050,328.082,-0.85368,,,II,2005/10/01
SDSS-II SN 5052,352.74199999999996,-0.153058,,,II,2005/09/10
SDSS-II SN 5058,312.436,0.6416211111111111,,,II,2005/09/10
SDSS-II SN 5061,330.4919999999999,-0.908335,,,II,2005/10/11
SDSS-II SN 5072,318.45399999999995,1.1863,,,II,2005/09/10
SDSS-II SN 5121,338.7319999999999,1.12198,,,II,2005/10/01
SDSS-II SN 5122,338.91599999999994,1.1145200000000002,,,II,2005/10/01
SDSS-II SN 5126,17.366999999999997,0.6608969444444445,,,II,2005/09/26
SDSS-II SN 5134,19.444999999999993,0.6993869444444445,,,II,2005/09/13
SDSS-II SN 5141,345.23499999999996,1.20946,0.443519,2529.74,II,2005/11/24
SDSS-II SN 5142,339.19699999999995,-1.0009,0.312,1675,Ia,2005/10/01
SDSS-II SN 5147,340.8689999999999,-0.845705,,,II,2005/10/01
SDSS-II SN 5164,345.23099999999994,1.10715,,,II,2005/09/22
SDSS-II SN 5172,349.445,1.21865,0.158215,780.481,II,2005/09/22
SDSS-II SN 5178,52.27609999999999,0.7136611111111111,0.455,2608,Ia,2005/09/15
SDSS-II SN 5197,56.486799999999995,0.6738261111111111,,,Ia,2005/09/03
SDSS-II SN 5199,348.7924833333333,-0.994886111111111,0.221952,1136.54,Ia,2005/10/01
SDSS-II SN 5209,359.91299999999995,-1.01625,0.284278,1505.32,Ia,2005/09/26
SDSS-II SN 5224,7.279959999999999,-0.940636,,,II,2005/09/24
SDSS-II SN 5230,334.79299999999995,0.83875,0.322057,1738.11,Ia,2005/10/01
SDSS-II SN 5233,335.99899999999997,0.8113138888888889,0.217327,1109.97,II,2005/09/22
SDSS-II SN 5235,337.22432083333325,0.6362638888888889,0.252225,1313.22,Ia,2005/09/22
SDSS-II SN 5236,337.945,0.7663330555555555,,,II,2005/09/10
SDSS-II SN 5241,341.30099999999993,0.81792,,,II,2005/09/13
SDSS-II SN 5247,23.466025,-0.9236222222222222,0.377309,2090.37,Ib/c,2005/10/01
SDSS-II SN 5254,4.67181,1.19664,,,II,2005/10/23
SDSS-II SN 5258,15.6703,1.25379,,,II,2005/10/27
SDSS-II SN 5270,35.1089,-1.01148,,,II,2005/09/22
SDSS-II SN 5279,50.59139999999999,1.15692,,,II,2005/09/03
SDSS-II SN 5280,37.644299999999994,-1.00918,,,II,2005/09/03
SDSS-II SN 5285,40.731,-0.949042,,,II,2005/09/22
SDSS-II SN 5292,46.0145,-0.85673,,,Ia,2005/09/26
SDSS-II SN 5297,54.101499999999994,1.19809,,,II,2005/09/26
SDSS-II SN 5303,52.99419999999999,-0.877978,,,II,2005/09/03
SDSS-II SN 5314,305.324,0.684536,,,II,2005/09/10
SDSS-II SN 5320,43.63309999999999,0.5127661111111111,,,II,2005/09/09
SDSS-II SN 5323,46.610899999999994,0.49075,,,II,2005/09/09
SDSS-II SN 5338,306.15399999999994,-0.357656,,,II,2005/10/23
SDSS-II SN 5339,306.81199999999995,-0.30211499999999997,0.138,672.3,Ib/c,2005/10/02
SDSS-II SN 5340,307.0212916666666,-0.273,0.1937,975.99,Ia,2005/09/23
SDSS-II SN 5348,304.784,-0.652887,,,II,2005/09/12
SDSS-II SN 5353,311.626,-0.7935679999999999,,,II,2005/09/14
SDSS-II SN 5354,312.36799999999994,-0.716235,,,II,2005/09/09
SDSS-II SN 5358,308.87999999999994,0.6070130555555555,,,II,2005/09/09
SDSS-II SN 5359,309.105,0.5076630555555556,0.363,1998,Ia,2005/09/23
SDSS-II SN 5363,307.661,0.9467469444444445,0.234,1206,Ia,2005/09/12
SDSS-II SN 5374,33.1778,-1.11501,,,II,2005/11/13
SDSS-II SN 5378,37.73710416666666,-1.252013888888889,0.2511,1306.6,Ia,2005/10/03
SDSS-II SN 5383,50.142399999999995,0.5777694444444444,,,II,2005/09/27
SDSS-II SN 5384,52.050599999999996,0.5256369444444445,,,II,2005/09/09
SDSS-II SN 5389,50.427099999999996,-1.13688,,,II,2005/09/09
SDSS-II SN 5392,313.27799999999996,0.9398269444444445,,,II,2005/10/02
SDSS-II SN 5401,305.066,0.160495,,,II,2005/09/12
SDSS-II SN 5403,308.85799999999995,0.03446805555555556,,,II,2005/09/09
SDSS-II SN 5405,309.105,0.007472222222222222,,,II,2005/09/12
SDSS-II SN 5407,45.30779999999999,-0.21816000000000002,0.376,2082,Ia,2005/09/27
SDSS-II SN 5411,35.0493,-0.7432719999999999,,,II,2005/09/09
SDSS-II SN 5439,310.54799999999994,0.252767,0.434,2465,Ia,2005/09/22
SDSS-II SN 5443,306.03999999999996,-1.16903,,,II,2005/09/09
SDSS-II SN 5445,307.76099999999997,-1.1048900000000001,,,II,2005/09/09
SDSS-II SN 5449,309.104,-1.2480900000000001,,,II,2005/09/12
SDSS-II SN 5451,323.294,0.3927111111111111,,,II,2005/09/10
SDSS-II SN 5461,325.5319999999999,0.418194,0.115844,556.407,II,2005/09/12
SDSS-II SN 5468,342.53074999999995,0.4048611111111111,0.277,1461,Ia,2005/09/13
SDSS-II SN 5469,343.162,0.31125888888888886,,,II,2005/09/22
SDSS-II SN 5470,344.88599999999997,0.26986805555555554,0.291687,1550.44,II,2005/11/28
SDSS-II SN 5473,354.7366999999999,0.38348611111111114,0.28,1462.1,Ia,2005/10/01
SDSS-II SN 5486,333.24798749999997,-0.41200000000000003,0.2292,1178.4,Ia,2005/10/05
SDSS-II SN 5487,333.34999999999997,-0.26314,0.281,1485,Ia,2005/10/05
SDSS-II SN 5498,340.9669999999999,-0.714711,,,Ia,2005/10/05
SDSS-II SN 5508,9.248129999999998,0.36932699999999996,,,II,2005/09/13
SDSS-II SN 5524,316.5787208333333,-0.9903166666666666,0.299,1595,Ia,2005/10/11
SDSS-II SN 5535,336.34999999999997,0.40307305555555556,,,II,2005/10/01
SDSS-II SN 5536,337.2099999999999,0.267051,0.129567,627.834,II,2005/10/11
SDSS-II SN 5552,11.5948,0.35586305555555553,0.42508,2405.57,II,2005/10/11
SDSS-II SN 5571,348.715,-0.9840099999999999,,,II,2005/10/11
SDSS-II SN 5577,354.9549999999999,-0.910618,,,II,2005/09/13
SDSS-II SN 5590,356.67299999999994,-0.8727777777777778,0.447846,2559.08,Ia,2005/09/13
SDSS-II SN 5595,313.01899999999995,-0.10247,0.185,927.4,Ia,2005/10/11
SDSS-II SN 5607,19.776199999999996,1.16424,0.217736,1112.31,II,2005/10/11
SDSS-II SN 5659,352.64099999999996,-0.038533,0.490901,2854.92,Ia,2005/10/11
SDSS-II SN 5669,356.32499999999993,-0.180257,,,II,2005/09/10
SDSS-II SN 5681,3.9918,-0.015547,,,II,2005/09/03
SDSS-II SN 5690,11.787099999999999,-0.9132,0.222458,1139.45,Ia,2005/10/11
SDSS-II SN 5691,6.15236,-0.16810699999999998,0.285848,1514.86,Ia,2005/10/11
SDSS-II SN 5696,358.209,-0.632252,,,II,2005/09/10
SDSS-II SN 5702,12.583341666666666,-0.9190611111111111,0.222,1137,Ia,2005/10/01
SDSS-II SN 5707,3.5847199999999995,-0.510724,,,II,2005/09/03
SDSS-II SN 5714,15.6872,-0.195769,,,II,2005/09/13
SDSS-II SN 5723,20.2576,-0.17465799999999998,,,II,2005/09/03
SDSS-II SN 5725,22.474999999999998,-0.025914,,,II,2005/09/15
SDSS-II SN 5731,11.338583333333332,-0.5444166666666667,0.376,2082,Ia,2005/09/26
SDSS-II SN 5735,311.6588958333333,0.6506361111111111,0.229,1177,Ia,2005/10/01
SDSS-II SN 5747,5.819233333333333,0.6789555555555555,0.476,2752,Ia,2005/10/11
SDSS-II SN 5748,6.7261999999999995,0.785805,,,II,2005/09/03
SDSS-II SN 5749,9.88539,0.7326511111111111,,,II,2005/09/22
SDSS-II SN 5758,305.44399999999996,0.167877,,,II,2005/09/09
SDSS-II SN 5776,328.51399999999995,-0.3084444444444444,0.238652,1233.42,Ia,2005/10/12
SDSS-II SN 5781,313.198,-1.09228,0.169,839.2,Ia,2005/10/02
SDSS-II SN 5786,308.228,0.8913338888888889,,,II,2005/09/09
SDSS-II SN 5789,326.829,-1.19136,,,II,2005/10/12
SDSS-II SN 5802,328.14504999999997,0.8457305555555555,0.300656,1605.41,Ia,2005/09/24
SDSS-II SN 5803,335.97987499999994,0.9322222222222222,0.285,4288.68,Ia,2005/10/05
SDSS-II SN 5804,338.134,0.9869694444444443,,,Ia,2005/10/05
SDSS-II SN 5806,341.4549999999999,0.9996849999999999,0.123678,597.046,II,2005/10/12
SDSS-II SN 5809,305.553,-0.8303969999999999,,,II,2005/09/12
SDSS-II SN 5810,305.61899999999997,-0.655994,,,II,2005/09/09
SDSS-II SN 5811,306.54999999999995,-0.7391319999999999,,,II,2005/09/09
SDSS-II SN 5812,310.066,-0.7155189999999999,,,Ia,2005/10/12
SDSS-II SN 5814,311.051,-0.801181,,,II,2005/09/12
SDSS-II SN 5816,311.17199999999997,-0.821311,,,II,2005/09/12
SDSS-II SN 5819,311.67299999999994,-0.698658,,,II,2005/09/12
SDSS-II SN 5835,323.108,-0.786221,,,II,2005/09/12
