event_name,RA_deg,Dec_deg,detection_date_utc,distance_mpc,redshift,Type,fluence_j_m2,notes
AT2020oqg,207.788937,-18.136739,2020/04/27,,,Candidate,,AT2020oqg.json
AT2020oqh,209.184221,3.668092,2020/07/10,659.2,0.135527,Candidate,0.19233,AT2020oqh.json
AT2020oqi,337.332558,-2.428831,2020/06/29,,,Candidate,,AT2020oqi.json
AT2020oqj,238.100208,22.975122,2020/06/22,,,Candidate,,AT2020oqj.json
AT2020oqk,210.138708,-20.775164,2020/04/21,,,Candidate,,AT2020oqk.json
AT2020oql,249.432875,4.888911,2020/04/22,,,Candidate,,AT2020oql.json
AT2020oqm,334.889258,11.733881,2020/06/22,,,Candidate,,AT2020oqm.json
AT2020oqn,247.459742,32.795644,2020/05/02,,,Candidate,,AT2020oqn.json
AT2020oqo,234.734483,-9.565264,2020/06/11,,,Candidate,,AT2020oqo.json
AT2020oqq,228.348708,18.195719,2020/06/22,,,Candidate,,AT2020oqq.json
AT2020oqr,191.456483,48.668539,2020/04/29,,,Candidate,,AT2020oqr.json
AT2020oqs,229.720533,-22.343039,2020/06/22,,,Candidate,,AT2020oqs.json
AT2020oqt,225.162262,15.789692,2020/06/21,,,Candidate,,AT2020oqt.json
AT2020oqu,236.655783,17.14625,2020/05/17,,,Candidate,,AT2020oqu.json
AT2020oqv,324.663154,-26.559372,2020/06/16,,,Candidate,,AT2020oqv.json
AT2020oqw,322.672842,-24.828814,2020/06/16,,,Candidate,,AT2020oqw.json
AT2020oqx,176.799129,36.117264,2020/06/22,,,Candidate,,AT2020oqx.json
AT2020oqz,204.221512,-8.740978,2020/04/19,,,Candidate,,AT2020oqz.json
AT2020ora,124.409504,5.416622,2020/04/18,,,Candidate,,AT2020ora.json
AT2020orb,195.356392,-14.227086,2020/04/19,,,Candidate,,AT2020orb.json
AT2020orc,320.301633,-10.836278,2020/06/29,,,Candidate,,AT2020orc.json
AT2020ord,242.430683,31.311006,2020/07/05,,,Candidate,,AT2020ord.json
AT2020ore,234.064037,12.768706,2020/07/07,,,Candidate,,AT2020ore.json
AT2020org,208.633846,-2.850053,2020/07/13,,,Candidate,,AT2020org.json
AT2020orh,220.087496,-9.403136,2020/07/09,,,Candidate,,AT2020orh.json
AT2020ori,215.547337,-3.017431,2020/07/10,,,Candidate,,AT2020ori.json
AT2020orz,273.521983,22.288411,2020/06/12,,,Candidate,,AT2020orz.json
AT2020osa,266.777221,32.1664,2020/07/11,,,Candidate,,AT2020osa.json
AT2020osb,216.249842,26.176731,2020/07/11,,,Candidate,,AT2020osb.json
AT2020osc,209.462437,18.150014,2020/07/11,,,Candidate,,AT2020osc.json
AT2020osd,266.0725,-0.763625,2020/07/10,,,Candidate,,AT2020osd.json
AT2020ose,23.376496,-11.957836,2020/07/10,,,Candidate,,AT2020ose.json
AT2020osf,23.227042,-18.656839,2020/07/09,,,Candidate,,AT2020osf.json
AT2020osg,237.851192,33.43675,2020/07/09,,,Candidate,,AT2020osg.json
AT2020osh,291.780379,33.108292,2020/07/11,,,Candidate,,AT2020osh.json
AT2020osi,25.3176,5.230261,2020/07/10,,,Candidate,,AT2020osi.json
AT2020osj,228.866533,-14.189431,2020/07/11,,,Candidate,,AT2020osj.json
AT2020osk,174.185542,16.531511,2020/07/11,,,Candidate,,AT2020osk.json
AT2020osl,274.207433,28.559492,2020/07/12,,,Candidate,,AT2020osl.json
AT2020osm,275.55975,29.637119,2020/07/12,,,Candidate,,AT2020osm.json
AT2020osn,278.471096,27.910439,2020/07/12,,,Candidate,,AT2020osn.json
AT2020oso,255.103496,59.537656,2020/07/11,,,Candidate,,AT2020oso.json
AT2020osp,278.43805,29.748519,2020/06/29,,,Candidate,,AT2020osp.json
AT2020osq,267.1104,47.658881,2020/06/10,,,Candidate,,AT2020osq.json
AT2020osr,247.272896,26.025081,2020/05/23,,,Candidate,,AT2020osr.json
AT2020oss,235.713108,23.999853,2020/05/17,,,Candidate,,AT2020oss.json
AT2020ost,309.816021,-27.130344,2020/05/25,,,Candidate,,AT2020ost.json
AT2020osu,180.350742,56.146572,2020/05/29,,,Candidate,,AT2020osu.json
AT2020osv,185.651317,22.265514,2020/07/11,,,Candidate,,AT2020osv.json
AT2020osw,230.336346,20.41335,2020/06/22,,,Candidate,,AT2020osw.json
AT2020osx,245.275012,2.658744,2020/04/22,,,Candidate,,AT2020osx.json
AT2020osy,200.989787,6.740972,2020/04/16,,,Candidate,,AT2020osy.json
AT2020osz,250.706796,7.166636,2020/04/22,,,Candidate,,AT2020osz.json
AT2020ota,229.507558,30.643464,2020/07/11,,,Candidate,,AT2020ota.json
AT2020otb,200.036867,-26.598361,2020/07/11,,,Candidate,,AT2020otb.json
AT2020otc,213.777692,-13.122153,2020/06/24,,,Candidate,,AT2020otc.json
AT2020otd,26.463183,19.520017,2020/06/28,,,Candidate,,AT2020otd.json
AT2020ote,212.819304,22.254267,2020/04/21,,,Candidate,,AT2020ote.json
AT2020otf,160.648775,15.750903,2020/04/16,,,Candidate,,AT2020otf.json
AT2020otg,1.201692,34.778467,2020/07/07,,,Candidate,,AT2020otg.json
AT2020oth,300.277692,-2.687739,2020/07/12,,,Candidate,,AT2020oth.json
AT2020oti,213.896821,37.571714,2020/07/06,,,Candidate,,AT2020oti.json
AT2020otj,209.976558,7.3754,2020/07/12,,,Candidate,,AT2020otj.json
AT2020otk,247.166904,3.642608,2020/05/13,,,Candidate,,AT2020otk.json
AT2020otl,247.9229,5.883378,2020/04/26,,,Candidate,,AT2020otl.json
AT2020otm,307.098592,-19.216886,2020/06/17,,,Candidate,,AT2020otm.json
AT2020otn,174.445329,2.587111,2020/07/12,,,Candidate,,AT2020otn.json
AT2020oto,227.366775,-21.742408,2020/04/21,,,Candidate,,AT2020oto.json
AT2020otp,353.401962,-5.566814,2020/07/12,,,Candidate,,AT2020otp.json
AT2020otq,209.066758,11.994461,2020/04/23,,,Candidate,,AT2020otq.json
AT2020otr,329.329367,-22.304408,2020/06/15,,,Candidate,,AT2020otr.json
AT2020ots,178.327083,12.969617,2020/07/13,,,Candidate,,AT2020ots.json
AT2020ott,270.331442,28.388914,2020/05/24,,,Candidate,,AT2020ott.json
AT2020otu,237.451817,21.185258,2020/06/22,,,Candidate,,AT2020otu.json
AT2020otv,206.382558,36.555644,2020/07/06,,,Candidate,,AT2020otv.json
AT2020otw,140.567604,-5.345464,2020/04/19,,,Candidate,,AT2020otw.json
AT2020otx,243.275717,44.816233,2020/05/02,,,Candidate,,AT2020otx.json
AT2020oty,181.412558,-8.474183,2020/04/20,,,Candidate,,AT2020oty.json
AT2020otz,350.506812,31.384461,2020/06/28,,,Candidate,,AT2020otz.json
AT2020ou,140.838504,25.02495,2020/01/06,,,Candidate,,AT2020ou.json
AT2020oua,33.856121,-10.500636,2020/07/06,,,Candidate,,AT2020oua.json
AT2020oub,204.5684,-18.170314,2020/04/27,,,Candidate,,AT2020oub.json
AT2020ouc,223.651492,22.176331,2020/04/21,,,Candidate,,AT2020ouc.json
AT2020oud,314.325396,-0.480231,2020/05/18,,,Candidate,,AT2020oud.json
AT2020oue,225.155783,-2.207858,2020/04/22,,,Candidate,,AT2020oue.json
AT2020ouf,141.656642,18.893483,2020/04/18,,,Candidate,,AT2020ouf.json
AT2020oug,248.861867,17.731814,2020/05/17,,,Candidate,,AT2020oug.json
AT2020ouh,166.796646,46.813036,2020/04/29,,,Candidate,,AT2020ouh.json
AT2020oui,238.322858,13.907356,2020/05/17,,,Candidate,,AT2020oui.json
AT2020ouj,221.781062,-10.682722,2020/04/19,,,Candidate,,AT2020ouj.json
AT2020ouk,239.041425,53.022636,2020/07/12,,,Candidate,,AT2020ouk.json
AT2020oul,235.006883,17.594594,2020/05/21,,,Candidate,,AT2020oul.json
AT2020oum,320.659229,-26.800725,2020/06/16,,,Candidate,,AT2020oum.json
AT2020oun,27.985429,7.456278,2020/07/02,,,Candidate,,AT2020oun.json
AT2020ouo,251.347129,36.200106,2020/06/03,,,Candidate,,AT2020ouo.json
AT2020oup,205.313587,8.70345,2020/06/20,,,Candidate,,AT2020oup.json
AT2020ouq,234.4693,22.073331,2020/04/19,,,Candidate,,AT2020ouq.json
AT2020our,192.651258,-24.721725,2020/05/16,,,Candidate,,AT2020our.json
AT2020ous,300.841625,-14.4131,2020/05/30,,,Candidate,,AT2020ous.json
AT2020out,224.5398,-8.331844,2020/04/19,,,Candidate,,AT2020out.json
AT2020ouu,26.787825,5.970531,2020/07/02,,,Candidate,,AT2020ouu.json
AT2020ouv,165.371038,-20.875,2020/04/28,,,Candidate,,AT2020ouv.json
AT2020ouw,224.864812,-2.572019,2020/04/22,,,Candidate,,AT2020ouw.json
AT2020oux,322.695975,-13.344481,2020/06/29,,,Candidate,,AT2020oux.json
AT2020ouy,233.670708,-0.680586,2020/05/11,,,Candidate,,AT2020ouy.json
AT2020ouz,239.163087,-3.178481,2020/04/22,,,Candidate,,AT2020ouz.json
AT2020ov,147.380621,34.638831,2020/01/04,,,Candidate,,AT2020ov.json
AT2020ova,146.436875,-7.494161,2020/04/19,,,Candidate,,AT2020ova.json
AT2020ovb,256.192833,15.352158,2020/05/23,,,Candidate,,AT2020ovb.json
AT2020ovc,218.449967,-22.448761,2020/04/21,,,Candidate,,AT2020ovc.json
AT2020ovd,206.873121,12.612142,2020/06/20,,,Candidate,,AT2020ovd.json
AT2020ove,240.896004,26.018572,2020/06/24,,,Candidate,,AT2020ove.json
AT2020ovf,240.688912,50.698375,2020/06/28,,,Candidate,,AT2020ovf.json
AT2020ovg,241.772171,28.788739,2020/07/13,,,Candidate,,AT2020ovg.json
AT2020ovh,225.231371,23.833531,2020/07/07,507.616,0.106344,Candidate,0.324348,AT2020ovh.json
AT2020ovi,235.836037,20.863408,2020/07/10,,,Candidate,,AT2020ovi.json
AT2020ovj,8.029946,40.902767,2020/07/13,,,Candidate,,AT2020ovj.json
AT2020ovl,334.0702,-5.435889,2020/07/13,583.1,0.121,Candidate,0.245808,AT2020ovl.json
AT2020ovm,332.233817,-8.142931,2020/07/13,944.1,0.188,Candidate,0.093766,AT2020ovm.json
AT2020ovn,309.283804,13.924153,2020/07/13,173.0,0.038,Candidate,2.792476,AT2020ovn.json
AT2020ovo,307.137042,-25.877289,2020/07/13,182.33,0.039988,Candidate,2.514001,AT2020ovo.json
AT2020ovp,293.393912,-8.553175,2020/07/13,267.966,0.058017,Candidate,1.163918,AT2020ovp.json
AT2020ovq,219.537237,22.214931,2020/07/13,330.0,0.07,Candidate,0.767457,AT2020ovq.json
AT2020ovr,231.024975,19.189142,2020/07/13,720.471,0.147058,Candidate,0.161008,AT2020ovr.json
AT2020ovt,359.706008,1.548658,2020/07/13,36.0,0.008,Candidate,64.487675,AT2020ovt.json
AT2020ovu,216.145158,52.140808,2020/07/13,1000.0,0.2,Candidate,0.083576,AT2020ovu.json
AT2020ovv,184.051338,9.507194,2020/07/02,,,Candidate,,AT2020ovv.json
AT2020ovw,276.169012,37.378586,2020/07/11,,,Candidate,,AT2020ovw.json
AT2020ovx,294.830762,-29.084922,2020/07/13,,,Candidate,,AT2020ovx.json
AT2020ovy,215.024608,-32.547114,2020/07/13,,,Candidate,,AT2020ovy.json
AT2020ovz,343.991596,-43.261364,2020/07/13,,,Candidate,,AT2020ovz.json
AT2020owa,314.362771,-19.617297,2020/06/27,,,Candidate,,AT2020owa.json
AT2020owb,214.185483,10.058764,2020/06/16,,,Candidate,,AT2020owb.json
AT2020owc,329.276621,4.483094,2020/06/17,,,Candidate,,AT2020owc.json
AT2020owd,307.343238,-9.405722,2020/06/15,,,Candidate,,AT2020owd.json
AT2020owe,268.025517,4.292408,2020/07/10,,,Candidate,,AT2020owe.json
AT2020owf,332.916967,-11.496356,2020/06/17,,,Candidate,,AT2020owf.json
AT2020owg,235.409267,-0.560928,2020/06/11,,,Candidate,,AT2020owg.json
AT2020owh,212.542925,-4.588664,2020/06/13,,,Candidate,,AT2020owh.json
AT2020owi,228.369575,-3.595869,2020/06/14,,,Candidate,,AT2020owi.json
AT2020owj,266.142854,19.9394,2020/06/16,,,Candidate,,AT2020owj.json
AT2020owk,217.772058,22.006964,2020/06/20,,,Candidate,,AT2020owk.json
AT2020owl,253.527067,-3.761394,2020/06/15,,,Candidate,,AT2020owl.json
AT2020owm,334.379358,-12.173131,2020/06/29,,,Candidate,,AT2020owm.json
AT2020own,327.139704,0.901967,2020/06/29,,,Candidate,,AT2020own.json
AT2020owo,252.778729,16.208506,2020/06/16,,,Candidate,,AT2020owo.json
AT2020owp,207.3049,28.544303,2020/04/23,,,Candidate,,AT2020owp.json
AT2020owq,339.153792,-9.547564,2020/06/17,,,Candidate,,AT2020owq.json
AT2020owr,331.025354,-10.889428,2020/07/03,,,Candidate,,AT2020owr.json
AT2020ows,198.839196,32.991386,2020/04/23,,,Candidate,,AT2020ows.json
AT2020owt,346.074371,6.120575,2020/06/26,,,Candidate,,AT2020owt.json
AT2020owu,179.094908,-5.397044,2020/04/27,,,Candidate,,AT2020owu.json
AT2020owv,213.128383,2.73015,2020/06/14,,,Candidate,,AT2020owv.json
AT2020oww,203.798487,21.778986,2020/04/22,,,Candidate,,AT2020oww.json
AT2020owx,319.990579,7.367844,2020/06/17,,,Candidate,,AT2020owx.json
AT2020owy,174.141942,5.247983,2020/04/21,,,Candidate,,AT2020owy.json
AT2020owz,248.790558,24.319644,2020/06/17,,,Candidate,,AT2020owz.json
AT2020oxa,238.547033,-16.638183,2020/04/21,,,Candidate,,AT2020oxa.json
AT2020oxb,321.322004,3.741283,2020/06/17,,,Candidate,,AT2020oxb.json
AT2020oxc,262.930479,2.072956,2020/06/21,,,Candidate,,AT2020oxc.json
AT2020oxd,242.116908,13.150531,2020/06/16,,,Candidate,,AT2020oxd.json
AT2020oxe,283.571858,49.044514,2020/06/24,,,Candidate,,AT2020oxe.json
AT2020oxf,221.401883,-24.833203,2020/05/22,,,Candidate,,AT2020oxf.json
AT2020oxg,344.625371,1.103211,2020/06/26,,,Candidate,,AT2020oxg.json
AT2020oxh,278.486838,51.483594,2020/06/24,,,Candidate,,AT2020oxh.json
AT2020oxi,252.799917,-1.248169,2020/06/22,,,Candidate,,AT2020oxi.json
AT2020oxj,261.66075,23.787514,2020/04/18,,,Candidate,,AT2020oxj.json
AT2020oxk,265.104854,7.440428,2020/07/10,,,Candidate,,AT2020oxk.json
AT2020oxl,228.3955,6.09155,2020/06/15,,,Candidate,,AT2020oxl.json
AT2020oxm,233.854354,-0.905728,2020/06/22,,,Candidate,,AT2020oxm.json
AT2020oxn,323.01385,-2.215953,2020/06/15,,,Candidate,,AT2020oxn.json
AT2020oxo,262.202362,40.972958,2020/07/03,,,Candidate,,AT2020oxo.json
AT2020oxp,245.933642,9.369731,2020/06/22,,,Candidate,,AT2020oxp.json
AT2020oxq,121.478367,43.984403,2020/04/22,,,Candidate,,AT2020oxq.json
AT2020oxr,328.68055,1.687803,2020/06/17,,,Candidate,,AT2020oxr.json
AT2020oxs,125.309758,30.022344,2020/04/19,,,Candidate,,AT2020oxs.json
AT2020oxt,317.841321,0.278,2020/06/17,,,Candidate,,AT2020oxt.json
AT2020oxu,259.778646,39.47345,2020/04/17,,,Candidate,,AT2020oxu.json
AT2020oxv,127.950488,30.189628,2020/04/19,,,Candidate,,AT2020oxv.json
AT2020oxw,355.091158,33.477064,2020/07/03,,,Candidate,,AT2020oxw.json
AT2020oxx,277.236717,29.844269,2020/06/29,,,Candidate,,AT2020oxx.json
AT2020oxy,322.760129,-4.900278,2020/06/21,,,Candidate,,AT2020oxy.json
AT2020oxz,324.978512,-2.807608,2020/06/29,,,Candidate,,AT2020oxz.json
AT2020oy,40.174925,2.311883,2020/01/02,,,Candidate,,AT2020oy.json
AT2020oya,206.337217,28.71195,2020/07/09,495.962,0.104059,Candidate,0.33977,AT2020oya.json
AT2020oyb,218.578433,25.635794,2020/07/09,586.09,0.121573,Candidate,0.243306,AT2020oyb.json
AT2020oyc,240.916879,34.592375,2020/07/10,607.166,0.125618,Candidate,0.226708,AT2020oyc.json
AT2020oyf,258.177554,42.976422,2020/07/14,,,Candidate,,AT2020oyf.json
AT2020oyg,247.355575,58.677378,2020/07/14,,,Candidate,,AT2020oyg.json
AT2020oyj,291.07995,-21.227253,2020/07/11,,,Candidate,,AT2020oyj.json
AT2020oyk,286.918183,75.39675,2020/07/14,,,Candidate,,AT2020oyk.json
AT2020oyl,172.940404,33.967694,2020/04/16,,,Candidate,,AT2020oyl.json
AT2020oym,164.998287,32.669958,2020/04/16,,,Candidate,,AT2020oym.json
AT2020oyn,134.109092,-11.420753,2020/04/17,,,Candidate,,AT2020oyn.json
AT2020oyo,143.731333,12.847881,2020/04/17,,,Candidate,,AT2020oyo.json
AT2020oyp,172.525996,25.1686,2020/04/16,,,Candidate,,AT2020oyp.json
AT2020oyq,121.875763,2.767833,2020/04/18,,,Candidate,,AT2020oyq.json
AT2020oyr,240.097025,-1.125119,2020/04/17,,,Candidate,,AT2020oyr.json
AT2020oys,166.998646,-15.812756,2020/04/17,,,Candidate,,AT2020oys.json
AT2020oyt,180.673337,9.276436,2020/04/17,,,Candidate,,AT2020oyt.json
AT2020oyu,168.384492,30.188703,2020/04/16,,,Candidate,,AT2020oyu.json
AT2020oyv,191.719525,18.683522,2020/04/18,,,Candidate,,AT2020oyv.json
AT2020oyw,239.036329,30.201603,2020/04/18,,,Candidate,,AT2020oyw.json
AT2020oyx,186.327104,-0.060244,2020/04/19,,,Candidate,,AT2020oyx.json
AT2020oyy,246.570979,28.805825,2020/04/18,,,Candidate,,AT2020oyy.json
AT2020oyz,188.433421,20.447642,2020/04/18,,,Candidate,,AT2020oyz.json
AT2020oza,179.784683,20.927153,2020/04/18,,,Candidate,,AT2020oza.json
AT2020ozb,192.518267,23.131397,2020/04/18,,,Candidate,,AT2020ozb.json
AT2020ozc,239.178333,33.497117,2020/04/18,,,Candidate,,AT2020ozc.json
AT2020ozd,151.715908,9.042136,2020/04/18,,,Candidate,,AT2020ozd.json
AT2020oze,139.6726,20.631222,2020/04/18,,,Candidate,,AT2020oze.json
AT2020ozf,146.793358,-2.025889,2020/04/19,,,Candidate,,AT2020ozf.json
AT2020ozg,189.953275,24.882381,2020/04/18,,,Candidate,,AT2020ozg.json
AT2020ozh,180.068125,19.085744,2020/04/18,,,Candidate,,AT2020ozh.json
AT2020ozi,145.492762,-2.026953,2020/04/19,,,Candidate,,AT2020ozi.json
AT2020ozj,185.726833,18.664528,2020/04/18,,,Candidate,,AT2020ozj.json
AT2020ozk,177.265512,8.407472,2020/04/21,,,Candidate,,AT2020ozk.json
AT2020ozl,192.807379,-5.551247,2020/04/20,,,Candidate,,AT2020ozl.json
AT2020ozm,181.296396,7.449861,2020/04/21,,,Candidate,,AT2020ozm.json
AT2020ozn,231.277308,3.300889,2020/04/20,,,Candidate,,AT2020ozn.json
AT2020ozo,233.294042,3.492844,2020/04/20,,,Candidate,,AT2020ozo.json
AT2020ozp,206.504708,-12.089625,2020/04/21,,,Candidate,,AT2020ozp.json
AT2020ozq,223.9148,6.005992,2020/04/20,,,Candidate,,AT2020ozq.json
AT2020ozr,152.845304,-14.094317,2020/04/20,,,Candidate,,AT2020ozr.json
AT2020ozs,219.685608,-15.972711,2020/04/19,,,Candidate,,AT2020ozs.json
AT2020ozt,191.662696,-4.279789,2020/04/20,,,Candidate,,AT2020ozt.json
AT2020ozu,152.7006,-12.053944,2020/04/20,,,Candidate,,AT2020ozu.json
AT2020ozv,208.638533,-13.833386,2020/04/19,,,Candidate,,AT2020ozv.json
AT2020ozw,234.9139,18.863972,2020/04/19,,,Candidate,,AT2020ozw.json
AT2020ozx,192.342371,-1.872825,2020/04/20,,,Candidate,,AT2020ozx.json
AT2020ozy,213.92385,-10.557281,2020/04/19,,,Candidate,,AT2020ozy.json
AT2020ozz,217.2576,-16.388847,2020/04/21,,,Candidate,,AT2020ozz.json
AT2020P,153.552358,9.157592,2020/01/01,570.403,0.11855,Candidate,0.256873,AT2020P.json
AT2020pa,47.244779,23.346939,2020/01/05,,,Candidate,,AT2020pa.json
AT2020paa,188.93135,-10.514997,2020/04/22,,,Candidate,,AT2020paa.json
AT2020pab,224.07235,23.431028,2020/04/21,,,Candidate,,AT2020pab.json
AT2020pac,219.962962,18.658906,2020/04/21,,,Candidate,,AT2020pac.json
AT2020pad,220.495971,20.395131,2020/04/21,,,Candidate,,AT2020pad.json
AT2020pae,233.479171,15.359678,2020/04/19,,,Candidate,,AT2020pae.json
AT2020paf,228.029754,4.436983,2020/04/20,,,Candidate,,AT2020paf.json
AT2020pag,216.038142,-20.957917,2020/04/21,,,Candidate,,AT2020pag.json
AT2020pah,191.312487,-12.952742,2020/04/22,,,Candidate,,AT2020pah.json
AT2020pai,235.908783,11.029694,2020/04/21,,,Candidate,,AT2020pai.json
AT2020paj,215.619946,23.659864,2020/04/21,,,Candidate,,AT2020paj.json
AT2020pak,211.949754,18.516078,2020/04/21,,,Candidate,,AT2020pak.json
AT2020pal,179.517058,-12.688469,2020/04/27,,,Candidate,,AT2020pal.json
AT2020pam,155.241283,-9.024867,2020/04/26,,,Candidate,,AT2020pam.json
AT2020pan,238.340517,5.943642,2020/04/23,,,Candidate,,AT2020pan.json
AT2020pao,154.128246,-15.288817,2020/04/27,,,Candidate,,AT2020pao.json
AT2020pap,158.368979,-15.212844,2020/04/27,,,Candidate,,AT2020pap.json
AT2020paq,163.014208,-18.166267,2020/04/28,,,Candidate,,AT2020paq.json
AT2020par,255.468404,4.844031,2020/04/22,,,Candidate,,AT2020par.json
AT2020pas,239.999158,13.037417,2020/04/21,,,Candidate,,AT2020pas.json
AT2020pat,266.595883,4.049811,2020/04/22,,,Candidate,,AT2020pat.json
AT2020pau,237.095679,-1.744878,2020/04/22,,,Candidate,,AT2020pau.json
AT2020pav,218.341562,-21.742903,2020/04/22,,,Candidate,,AT2020pav.json
AT2020paw,173.484321,55.808114,2020/04/29,,,Candidate,,AT2020paw.json
AT2020pax,165.880646,69.657069,2020/04/29,,,Candidate,,AT2020pax.json
AT2020pay,313.118454,-5.727403,2020/04/29,,,Candidate,,AT2020pay.json
AT2020paz,213.990625,-2.489967,2020/04/29,,,Candidate,,AT2020paz.json
AT2020pba,246.999125,3.764947,2020/04/30,,,Candidate,,AT2020pba.json
AT2020pbb,169.264821,-10.302364,2020/04/28,,,Candidate,,AT2020pbb.json
AT2020pbc,214.913637,-14.689003,2020/04/27,,,Candidate,,AT2020pbc.json
AT2020pbd,210.287138,-11.9912,2020/04/27,,,Candidate,,AT2020pbd.json
AT2020pbe,167.205237,-10.882644,2020/04/28,,,Candidate,,AT2020pbe.json
AT2020pbf,192.111842,51.274617,2020/04/29,,,Candidate,,AT2020pbf.json
AT2020pbg,175.865738,48.090764,2020/04/29,,,Candidate,,AT2020pbg.json
AT2020pbh,182.499421,45.135692,2020/04/29,,,Candidate,,AT2020pbh.json
AT2020pbi,182.350012,50.945525,2020/04/29,,,Candidate,,AT2020pbi.json
AT2020pbj,240.977283,-14.715592,2020/04/28,,,Candidate,,AT2020pbj.json
AT2020pbk,233.902308,-0.017358,2020/05/12,,,Candidate,,AT2020pbk.json
AT2020pbl,218.097667,51.405772,2020/05/11,,,Candidate,,AT2020pbl.json
AT2020pbm,225.993479,1.290475,2020/05/12,,,Candidate,,AT2020pbm.json
AT2020pbn,219.23425,-10.530169,2020/05/13,,,Candidate,,AT2020pbn.json
AT2020pbo,214.318596,-9.455847,2020/05/13,,,Candidate,,AT2020pbo.json
AT2020pbp,204.515412,65.252033,2020/05/02,,,Candidate,,AT2020pbp.json
AT2020pbq,109.571658,52.542622,2020/05/03,,,Candidate,,AT2020pbq.json
AT2020pbr,254.830371,14.021742,2020/05/03,,,Candidate,,AT2020pbr.json
AT2020pbs,213.629329,84.872117,2020/05/03,,,Candidate,,AT2020pbs.json
AT2020pbt,254.157837,8.766925,2020/05/03,,,Candidate,,AT2020pbt.json
AT2020pbu,260.414583,10.577819,2020/05/16,,,Candidate,,AT2020pbu.json
AT2020pbv,230.324283,19.653292,2020/05/17,,,Candidate,,AT2020pbv.json
AT2020pbw,235.487229,22.729417,2020/05/17,,,Candidate,,AT2020pbw.json
AT2020pbx,265.089592,6.40535,2020/05/16,,,Candidate,,AT2020pbx.json
AT2020pby,262.6724,33.32135,2020/05/16,,,Candidate,,AT2020pby.json
AT2020pbz,241.979217,10.036253,2020/04/27,,,Candidate,,AT2020pbz.json
AT2020pca,188.594979,-12.556219,2020/04/22,,,Candidate,,AT2020pca.json
AT2020pcb,197.278604,-6.825472,2020/05/13,,,Candidate,,AT2020pcb.json
AT2020pcc,209.04715,-5.020747,2020/05/13,,,Candidate,,AT2020pcc.json
AT2020pcd,201.178108,-2.872672,2020/05/13,,,Candidate,,AT2020pcd.json
AT2020pce,256.211646,34.443033,2020/05/10,,,Candidate,,AT2020pce.json
AT2020pcf,249.577883,1.940708,2020/05/13,,,Candidate,,AT2020pcf.json
AT2020pcg,185.665254,-25.351672,2020/05/16,,,Candidate,,AT2020pcg.json
AT2020pch,205.578721,-23.4055,2020/04/15,,,Candidate,,AT2020pch.json
AT2020pci,179.595854,-21.493208,2020/05/18,,,Candidate,,AT2020pci.json
AT2020pcj,246.087587,13.058275,2020/04/27,,,Candidate,,AT2020pcj.json
AT2020pck,232.947575,-11.436644,2020/04/28,,,Candidate,,AT2020pck.json
AT2020pcl,227.332962,9.791917,2020/05/17,,,Candidate,,AT2020pcl.json
AT2020pcm,309.394512,-22.7744,2020/05/17,,,Candidate,,AT2020pcm.json
AT2020pcn,224.546962,-21.92865,2020/03/22,,,Candidate,,AT2020pcn.json
AT2020pco,178.502758,-20.463542,2020/05/18,,,Candidate,,AT2020pco.json
AT2020pcp,238.197267,12.909469,2020/04/27,,,Candidate,,AT2020pcp.json
AT2020pcq,202.53395,18.850922,2020/05/20,,,Candidate,,AT2020pcq.json
AT2020pcr,307.566104,0.31615,2020/05/19,,,Candidate,,AT2020pcr.json
AT2020pcs,200.097337,23.556072,2020/05/20,,,Candidate,,AT2020pcs.json
AT2020pct,306.360758,3.836472,2020/05/19,,,Candidate,,AT2020pct.json
AT2020pcu,306.164342,-8.7127,2020/05/20,,,Candidate,,AT2020pcu.json
AT2020pcv,299.9813,-2.887394,2020/05/20,,,Candidate,,AT2020pcv.json
AT2020pcw,300.163071,-13.683544,2020/05/21,,,Candidate,,AT2020pcw.json
AT2020pcx,235.431004,10.739653,2020/05/20,,,Candidate,,AT2020pcx.json
AT2020pcy,301.236404,-8.345672,2020/05/21,,,Candidate,,AT2020pcy.json
AT2020pcz,241.819758,20.396261,2020/05/17,,,Candidate,,AT2020pcz.json
AT2020pd,138.852821,22.174042,2020/01/01,,,Candidate,,AT2020pd.json
AT2020pda,243.94485,10.479928,2020/04/27,,,Candidate,,AT2020pda.json
AT2020pdb,212.570921,-22.443733,2020/04/28,,,Candidate,,AT2020pdb.json
AT2020pdc,310.677021,8.687331,2020/05/19,,,Candidate,,AT2020pdc.json
AT2020pdd,317.437837,-20.767486,2020/05/18,,,Candidate,,AT2020pdd.json
AT2020pde,312.753925,0.858772,2020/05/19,,,Candidate,,AT2020pde.json
AT2020pdf,264.673321,19.135694,2020/05/27,,,Candidate,,AT2020pdf.json
AT2020pdg,195.212683,-3.508972,2020/05/25,,,Candidate,,AT2020pdg.json
AT2020pdh,266.949971,2.172122,2020/05/16,,,Candidate,,AT2020pdh.json
AT2020pdi,184.612142,48.889836,2020/05/29,,,Candidate,,AT2020pdi.json
AT2020pdj,242.081721,10.622619,2020/05/28,,,Candidate,,AT2020pdj.json
AT2020pdk,235.385954,15.877117,2020/05/29,,,Candidate,,AT2020pdk.json
AT2020pdl,175.314171,19.566569,2020/05/22,,,Candidate,,AT2020pdl.json
