event_name,RA_deg,Dec_deg,detection_date_utc,distance_mpc,redshift,Type,fluence_j_m2,notes
AT2021llo,139.457225,-6.033014,2021/05/06,,,Candidate,,AT2021llo.json
AT2021llq,142.365342,41.6405,2021/05/04,,,Candidate,,AT2021llq.json
AT2021llr,138.939567,37.905211,2021/05/02,,,Candidate,,AT2021llr.json
AT2021lls,132.175825,40.937419,2021/05/04,,,Candidate,,AT2021lls.json
AT2021llt,126.679121,71.606767,2021/05/01,,,Candidate,,AT2021llt.json
AT2021llu,226.9712,15.883997,2021/05/01,,,Candidate,,AT2021llu.json
AT2021llw,150.169229,-1.833803,2021/05/04,,,Candidate,,AT2021llw.json
AT2021llx,185.40485,48.741044,2021/05/04,,,Candidate,,AT2021llx.json
AT2021lly,194.677287,43.472922,2021/05/04,,,Candidate,,AT2021lly.json
AT2021llz,156.143329,48.697758,2021/05/06,,,Candidate,,AT2021llz.json
AT2021lmb,325.431654,1.127208,2021/05/04,,,Candidate,,AT2021lmb.json
AT2021lmc,212.301204,74.655161,2021/05/04,,,Candidate,,AT2021lmc.json
AT2021lmd,184.258875,69.087047,2021/05/04,,,Candidate,,AT2021lmd.json
AT2021lme,192.786479,-25.801386,2021/05/04,,,Candidate,,AT2021lme.json
AT2021lmf,156.812142,8.550114,2021/05/04,206.252,0.045069,Candidate,1.964651,AT2021lmf.json
AT2021lmg,213.967725,29.458953,2021/05/04,317.384,0.068227,Candidate,0.829682,AT2021lmg.json
AT2021lmh,183.749575,48.051919,2021/05/04,432.165,0.091439,Candidate,0.447489,AT2021lmh.json
AT2021lmi,185.847833,3.083386,2021/05/04,,,Candidate,,AT2021lmi.json
AT2021lmj,171.825162,51.672561,2021/04/30,794.335,0.160772,Candidate,0.132457,AT2021lmj.json
AT2021lmk,188.16765,25.415239,2021/05/01,,,Candidate,,AT2021lmk.json
AT2021lml,215.618962,31.759314,2021/05/05,893.748,0.178927,Candidate,0.104629,AT2021lml.json
AT2021lmm,199.067508,73.202433,2021/05/01,,,Candidate,,AT2021lmm.json
AT2021lmn,155.628808,17.652903,2021/05/06,318.281,0.068411,Candidate,0.825012,AT2021lmn.json
AT2021lmo,172.598692,36.924911,2021/05/01,,,Candidate,,AT2021lmo.json
AT2021lms,225.471654,-7.146744,2021/05/04,,,Candidate,,AT2021lms.json
AT2021lmt,235.43765,-3.9103,2021/05/07,127.0,0.028,II,5.181724,AT2021lmt.json
AT2021lmu,239.499967,24.704733,2021/04/30,,,Candidate,,AT2021lmu.json
AT2021lmv,136.994021,-16.000847,2021/04/02,,,Candidate,,AT2021lmv.json
AT2021lmw,217.0619,-14.004719,2021/04/14,,,Candidate,,AT2021lmw.json
AT2021ln,36.277254,12.613722,2021/01/04,,,Candidate,,AT2021ln.json
AT2021lnd,266.496033,37.235081,2021/04/30,,,Candidate,,AT2021lnd.json
AT2021lnh,210.299071,9.851739,2021/05/05,,,Candidate,,AT2021lnh.json
AT2021lni,215.582171,2.439731,2021/05/03,,,Candidate,,AT2021lni.json
AT2021lnj,214.853733,-1.962081,2021/05/06,,,Candidate,,AT2021lnj.json
AT2021lnk,213.824508,2.032258,2021/05/03,,,Candidate,,AT2021lnk.json
AT2021lnl,215.787021,2.023814,2021/05/06,,,Candidate,,AT2021lnl.json
AT2021lnm,191.534792,-45.285389,2021/04/30,,,Candidate,,AT2021lnm.json
AT2021lnn,284.339854,44.382831,2021/05/05,,,Candidate,,AT2021lnn.json
AT2021lno,266.8137,51.616761,2021/05/05,,,Candidate,,AT2021lno.json
AT2021lnp,229.38065,54.686831,2021/05/07,,,Candidate,,AT2021lnp.json
AT2021lnq,286.384021,80.687783,2021/05/07,,,Candidate,,AT2021lnq.json
AT2021lnr,245.943917,10.561492,2021/05/05,694.793,0.142243,Candidate,0.173129,AT2021lnr.json
AT2021lns,230.557117,1.021647,2021/05/05,3019.35,0.514403,Candidate,0.009168,AT2021lns.json
AT2021lnt,236.2313,2.490944,2021/05/05,,,Candidate,,AT2021lnt.json
AT2021lnu,233.077892,-0.000203,2021/05/05,,,Candidate,,AT2021lnu.json
AT2021lnv,233.077854,-0.000219,2021/05/07,412.227,0.087455,Candidate,0.491823,AT2021lnv.json
AT2021lnw,201.780779,14.122992,2021/05/07,,,Candidate,,AT2021lnw.json
AT2021lnx,199.693425,10.978722,2021/05/07,507.887,0.106397,Candidate,0.324002,AT2021lnx.json
AT2021lnz,235.911087,52.044431,2021/05/02,,,Candidate,,AT2021lnz.json
AT2021loa,214.603329,-27.655081,2021/05/02,,,Candidate,,AT2021loa.json
AT2021lob,222.377137,-27.241111,2021/05/07,,,Candidate,,AT2021lob.json
AT2021loc,193.216292,-13.166444,2021/05/05,,,Candidate,,AT2021loc.json
AT2021lod,161.67675,70.081733,2021/05/02,,,Candidate,,AT2021lod.json
AT2021loe,230.143488,4.963428,2021/05/05,,,Candidate,,AT2021loe.json
AT2021lof,226.896467,64.635331,2021/05/02,,,Candidate,,AT2021lof.json
AT2021loh,253.647471,36.903858,2021/05/05,,,Candidate,,AT2021loh.json
AT2021loj,254.83745,56.0329,2021/05/05,,,Candidate,,AT2021loj.json
AT2021lok,221.015196,0.000342,2021/04/18,153.674,0.033854,Candidate,3.539003,AT2021lok.json
AT2021lop,274.679375,-13.022917,2021/05/08,,,Candidate,,AT2021lop.json
AT2021los,278.598458,-9.943917,2021/05/08,,,Candidate,,AT2021los.json
AT2021lox,210.00195,5.880969,2021/05/06,,,Candidate,,AT2021lox.json
AT2021loy,265.580504,33.029858,2021/05/03,,,Candidate,,AT2021loy.json
AT2021loz,182.187808,24.237281,2021/05/05,,,Candidate,,AT2021loz.json
AT2021lp,49.505758,24.609889,2021/01/04,,,Candidate,,AT2021lp.json
AT2021lpa,228.772279,24.163961,2021/05/07,,,Candidate,,AT2021lpa.json
AT2021lpb,241.934429,2.502864,2021/04/02,,,Candidate,,AT2021lpb.json
AT2021lpc,222.434087,4.194058,2021/05/02,,,Candidate,,AT2021lpc.json
AT2021lpd,237.624975,-26.126306,2021/05/01,,,Candidate,,AT2021lpd.json
AT2021lpe,249.088008,8.394722,2021/04/22,,,Candidate,,AT2021lpe.json
AT2021lpf,309.635337,7.470147,2021/04/20,,,Candidate,,AT2021lpf.json
AT2021lpg,281.050379,0.291667,2021/04/28,,,Candidate,,AT2021lpg.json
AT2021lpi,176.736092,-24.758819,2021/05/03,,,Candidate,,AT2021lpi.json
AT2021lpj,114.616967,25.61255,2021/05/03,,,Candidate,,AT2021lpj.json
AT2021lpk,176.328067,-17.368881,2021/05/03,,,Candidate,,AT2021lpk.json
AT2021lpl,178.015171,-31.341592,2021/05/03,,,Candidate,,AT2021lpl.json
AT2021lpm,182.612121,-31.375617,2021/05/03,,,Candidate,,AT2021lpm.json
AT2021lpn,209.15985,-20.212725,2021/05/03,,,Candidate,,AT2021lpn.json
AT2021lpp,239.009404,17.208606,2021/05/03,,,Candidate,,AT2021lpp.json
AT2021lpq,276.491775,24.412797,2021/05/03,,,Candidate,,AT2021lpq.json
AT2021lpr,261.778621,20.994808,2021/05/03,,,Candidate,,AT2021lpr.json
AT2021lps,147.726404,-9.911744,2021/04/07,,,Candidate,,AT2021lps.json
AT2021lpt,165.379212,3.179856,2021/04/07,,,Candidate,,AT2021lpt.json
AT2021lpu,175.0452,2.927908,2021/04/07,,,Candidate,,AT2021lpu.json
AT2021lpv,211.038496,1.132889,2021/04/07,,,Candidate,,AT2021lpv.json
AT2021lpw,226.248012,-19.883889,2021/03/24,,,Candidate,,AT2021lpw.json
AT2021lpx,132.496829,2.408286,2021/04/07,,,Candidate,,AT2021lpx.json
AT2021lpy,240.397217,-2.784908,2021/04/07,,,Candidate,,AT2021lpy.json
AT2021lpz,149.622933,-10.512536,2021/03/18,,,Candidate,,AT2021lpz.json
AT2021lq,33.559704,-5.631372,2021/01/04,495.7,0.104,Candidate,0.340129,AT2021lq.json
AT2021lqa,144.474229,-9.948975,2021/04/07,,,Candidate,,AT2021lqa.json
AT2021lqb,204.433562,-13.241492,2021/04/06,,,Candidate,,AT2021lqb.json
AT2021lqc,230.978329,-17.139431,2021/04/07,,,Candidate,,AT2021lqc.json
AT2021lqd,176.109996,0.956836,2021/04/07,,,Candidate,,AT2021lqd.json
AT2021lqe,190.615971,-1.696769,2021/04/07,,,Candidate,,AT2021lqe.json
AT2021lqf,124.748667,4.133417,2021/04/07,,,Candidate,,AT2021lqf.json
AT2021lqg,139.357021,-11.051522,2021/04/07,,,Candidate,,AT2021lqg.json
AT2021lqh,202.398021,-10.429894,2021/04/06,,,Candidate,,AT2021lqh.json
AT2021lqi,146.351537,-14.224775,2021/04/07,,,Candidate,,AT2021lqi.json
AT2021lqj,166.459462,5.825606,2021/04/07,,,Candidate,,AT2021lqj.json
AT2021lqk,176.966396,4.349272,2021/04/07,,,Candidate,,AT2021lqk.json
AT2021lql,302.467912,-15.738328,2021/04/30,,,Candidate,,AT2021lql.json
AT2021lqu,228.873817,-14.492033,2021/05/06,,,Candidate,,AT2021lqu.json
AT2021lqv,240.0312,21.828125,2021/05/02,,,Candidate,,AT2021lqv.json
AT2021lqw,195.964912,28.727897,2021/05/02,,,Candidate,,AT2021lqw.json
AT2021lqx,242.123871,20.290811,2021/04/06,,,Candidate,,AT2021lqx.json
AT2021lqz,318.594646,-8.994919,2021/04/30,,,Candidate,,AT2021lqz.json
AT2021lra,161.826579,-4.392797,2021/05/03,,,Candidate,,AT2021lra.json
AT2021lrb,179.100704,56.845636,2021/05/08,,,Candidate,,AT2021lrb.json
AT2021lrc,326.099408,86.198878,2021/05/08,,,Candidate,,AT2021lrc.json
AT2021lrd,193.00015,-7.372044,2021/05/08,,,Candidate,,AT2021lrd.json
AT2021lre,121.729762,-7.017019,2021/05/08,,,Candidate,,AT2021lre.json
AT2021lrg,201.6187,-0.291392,2021/05/08,375.968,0.080159,Candidate,0.591262,AT2021lrg.json
AT2021lrh,252.808092,14.034439,2021/05/07,,,Candidate,,AT2021lrh.json
AT2021lri,354.77725,16.502239,2021/05/02,,,Candidate,,AT2021lri.json
AT2021lrj,310.900158,-3.509283,2021/05/05,,,Candidate,,AT2021lrj.json
AT2021lrk,297.66685,11.398947,2021/05/08,,,Candidate,,AT2021lrk.json
AT2021lrl,291.608808,-7.609453,2021/05/05,,,Candidate,,AT2021lrl.json
AT2021lrm,309.261004,-7.235472,2021/05/05,,,Candidate,,AT2021lrm.json
AT2021lrn,297.429825,-10.571961,2021/05/08,,,Candidate,,AT2021lrn.json
AT2021lro,327.541771,11.240286,2021/05/08,,,Candidate,,AT2021lro.json
AT2021lrq,322.650308,26.286114,2021/05/05,,,Candidate,,AT2021lrq.json
AT2021lrr,321.5015,22.814172,2021/05/05,,,Candidate,,AT2021lrr.json
AT2021lrs,314.480392,-1.606972,2021/05/05,,,Candidate,,AT2021lrs.json
AT2021lrt,321.191137,-5.471603,2021/05/05,,,Candidate,,AT2021lrt.json
AT2021lru,317.55665,-1.839233,2021/05/05,,,Candidate,,AT2021lru.json
AT2021lrv,313.538412,-7.227747,2021/05/08,308.779,0.066459,Candidate,0.876569,AT2021lrv.json
AT2021lrw,305.757771,-6.418939,2021/05/08,,,Candidate,,AT2021lrw.json
AT2021lrx,303.246467,0.004317,2021/05/05,,,Candidate,,AT2021lrx.json
AT2021lry,306.578346,-0.872556,2021/05/05,,,Candidate,,AT2021lry.json
AT2021lrz,305.647271,-4.977478,2021/05/08,371.133,0.079181,Candidate,0.606768,AT2021lrz.json
AT2021lsa,302.225796,-9.197108,2021/05/08,,,Candidate,,AT2021lsa.json
AT2021lsb,305.387696,-15.451372,2021/05/05,,,Candidate,,AT2021lsb.json
AT2021lsc,305.9096,-16.327953,2021/05/08,,,Candidate,,AT2021lsc.json
AT2021lsd,307.523062,-19.999772,2021/05/08,,,Candidate,,AT2021lsd.json
AT2021lse,240.332012,5.652294,2021/05/08,,,Candidate,,AT2021lse.json
AT2021lsf,256.486875,70.102142,2021/05/08,,,Candidate,,AT2021lsf.json
AT2021lsg,229.246683,32.236892,2021/05/06,,,Candidate,,AT2021lsg.json
AT2021lsh,213.771587,13.424811,2021/05/08,,,Candidate,,AT2021lsh.json
AT2021lsi,235.498125,-10.682456,2021/05/04,,,Candidate,,AT2021lsi.json
AT2021lsj,219.930171,17.757672,2021/05/08,,,Candidate,,AT2021lsj.json
AT2021lsk,224.586742,41.350544,2021/05/08,880.148,0.176463,Candidate,0.107887,AT2021lsk.json
AT2021lsl,210.544887,43.888081,2021/05/08,,,Candidate,,AT2021lsl.json
AT2021lsm,214.467567,25.098569,2021/05/06,,,Candidate,,AT2021lsm.json
AT2021lsn,211.525067,1.752289,2021/05/06,,,Candidate,,AT2021lsn.json
AT2021lso,201.033175,56.059692,2021/05/08,196.307,0.042961,Candidate,2.168753,AT2021lso.json
AT2021lsp,192.738304,-14.333039,2021/05/08,113.0,0.025,Candidate,6.545229,AT2021lsp.json
AT2021lsq,203.142442,-11.879619,2021/05/06,,,Candidate,,AT2021lsq.json
AT2021lss,168.837017,0.476067,2021/05/06,,,Candidate,,AT2021lss.json
AT2021lst,175.347496,44.860314,2021/05/04,805.783,0.16288,Candidate,0.12872,AT2021lst.json
AT2021lsu,158.315658,6.943686,2021/05/06,532.062,0.111117,Candidate,0.295228,AT2021lsu.json
AT2021lsw,186.938917,26.770617,2021/05/08,,,Candidate,,AT2021lsw.json
AT2021lsx,207.110158,27.909697,2021/05/05,335.42,0.07192,Candidate,0.742855,AT2021lsx.json
AT2021lsy,147.946646,59.416306,2021/05/07,,,Candidate,,AT2021lsy.json
AT2021lsz,150.502787,30.855022,2021/05/08,665.916,0.136798,Candidate,0.18847,AT2021lsz.json
AT2021lt,31.139567,47.391456,2021/01/04,,,Candidate,,AT2021lt.json
AT2021ltb,158.855446,30.722217,2021/05/08,573.492,0.119146,Candidate,0.254113,AT2021ltb.json
AT2021ltc,212.4522,53.842889,2021/05/06,,,Candidate,,AT2021ltc.json
AT2021ltd,170.044267,30.406981,2021/05/06,387.62,0.08251,Candidate,0.556249,AT2021ltd.json
AT2021lte,312.578687,3.525547,2021/05/04,,,Candidate,,AT2021lte.json
AT2021ltf,195.124854,32.928922,2021/05/08,618.056,0.127701,Candidate,0.218789,AT2021ltf.json
AT2021ltj,238.090938,81.827967,2021/04/18,,,Candidate,,AT2021ltj.json
AT2021ltw,252.476983,28.771111,2021/05/09,,,Candidate,,AT2021ltw.json
AT2021lu,74.30815,0.952186,2021/01/04,1395.0,0.266,Candidate,0.042947,AT2021lu.json
AT2021lus,246.69305,34.96875,2021/05/03,,,Candidate,,AT2021lus.json
AT2021lut,239.822754,32.757544,2021/05/03,,,Candidate,,AT2021lut.json
AT2021luv,245.994454,25.190178,2021/05/09,,,Candidate,,AT2021luv.json
AT2021luw,227.229867,12.573644,2021/05/09,,,Candidate,,AT2021luw.json
AT2021lux,243.88465,35.276031,2021/05/09,,,Candidate,,AT2021lux.json
AT2021luz,260.631162,22.8701,2021/05/07,,,Candidate,,AT2021luz.json
AT2021lv,39.161192,-19.390972,2021/01/06,434.23,0.09185,Candidate,0.443243,AT2021lv.json
AT2021lva,256.671267,48.505594,2021/05/05,,,Candidate,,AT2021lva.json
AT2021lvd,278.901567,41.32815,2021/05/03,,,Candidate,,AT2021lvd.json
AT2021lve,299.552771,69.723575,2021/05/09,,,Candidate,,AT2021lve.json
AT2021lvf,239.874575,16.356247,2021/05/09,,,Candidate,,AT2021lvf.json
AT2021lvh,201.631321,11.552569,2021/05/09,,,Candidate,,AT2021lvh.json
AT2021lvi,197.940975,59.583308,2021/05/07,,,Candidate,,AT2021lvi.json
AT2021lvj,159.460625,69.134022,2021/05/07,,,Candidate,,AT2021lvj.json
AT2021lvl,248.838933,19.239233,2021/05/05,,,Candidate,,AT2021lvl.json
AT2021lvm,228.616575,72.078025,2021/05/05,,,Candidate,,AT2021lvm.json
AT2021lvn,262.816642,60.039392,2021/05/07,132.1,0.0292,Candidate,4.789345,AT2021lvn.json
AT2021lvo,262.745896,22.160842,2021/05/05,,,Candidate,,AT2021lvo.json
AT2021lvp,232.074354,25.405319,2021/05/07,,,Candidate,,AT2021lvp.json
AT2021lvq,171.431717,70.738586,2021/05/05,,,Candidate,,AT2021lvq.json
AT2021lvr,281.004475,54.318789,2021/05/05,,,Candidate,,AT2021lvr.json
AT2021lvs,187.1258,-0.352706,2021/05/02,763.698,0.155108,Candidate,0.143297,AT2021lvs.json
AT2021lvt,203.917825,66.587594,2021/05/02,717.659,0.146532,Candidate,0.162273,AT2021lvt.json
AT2021lvu,175.741058,22.888589,2021/05/04,522.904,0.109332,Candidate,0.305659,AT2021lvu.json
AT2021lvv,234.459537,51.2053,2021/03/19,,,Candidate,,AT2021lvv.json
AT2021lvw,180.210554,0.067686,2021/04/30,,,Candidate,,AT2021lvw.json
AT2021lvx,197.314292,54.099022,2021/04/15,,,Candidate,,AT2021lvx.json
AT2021lvy,266.107625,3.947381,2021/05/09,,,Candidate,,AT2021lvy.json
AT2021lvz,262.442217,6.188172,2021/05/09,,,Candidate,,AT2021lvz.json
AT2021lw,39.146271,39.568731,2021/01/06,,,Candidate,,AT2021lw.json
AT2021lwb,124.392804,76.917442,2021/05/08,,,Candidate,,AT2021lwb.json
AT2021lwc,184.060388,25.128958,2021/05/01,,,Candidate,,AT2021lwc.json
AT2021lwe,262.103454,-12.520753,2021/05/03,,,Candidate,,AT2021lwe.json
AT2021lwf,153.283508,12.447789,2021/04/08,,,Candidate,,AT2021lwf.json
AT2021lwg,209.116046,22.062042,2021/05/08,,,Candidate,,AT2021lwg.json
AT2021lwh,228.683333,6.9308,2021/05/09,,,Candidate,,AT2021lwh.json
AT2021lwk,332.702875,18.818419,2021/05/09,,,Candidate,,AT2021lwk.json
AT2021lwn,275.735729,24.415189,2021/05/09,,,Candidate,,AT2021lwn.json
AT2021lwo,226.314158,9.853161,2021/05/09,,,Candidate,,AT2021lwo.json
AT2021lwp,205.331767,33.296464,2021/05/09,,,Candidate,,AT2021lwp.json
AT2021lwq,204.638346,26.134578,2021/05/09,,,Candidate,,AT2021lwq.json
AT2021lwr,219.973579,18.89405,2021/05/09,,,Candidate,,AT2021lwr.json
AT2021lws,228.123675,-24.403947,2021/05/09,,,Candidate,,AT2021lws.json
AT2021lwt,201.891746,-39.337097,2021/05/03,,,Candidate,,AT2021lwt.json
AT2021lwu,195.888117,-42.706572,2021/05/03,,,Candidate,,AT2021lwu.json
AT2021lwv,324.919033,38.932353,2021/05/08,,,Candidate,,AT2021lwv.json
AT2021lww,146.312917,26.248731,2021/05/01,,,Candidate,,AT2021lww.json
AT2021lwx,318.451717,27.430658,2021/04/13,,,Candidate,,AT2021lwx.json
AT2021lwy,234.302483,-14.496808,2021/05/10,,,Candidate,,AT2021lwy.json
AT2021lxa,147.147554,78.431053,2021/05/02,,,Candidate,,AT2021lxa.json
AT2021lxc,319.743542,53.709917,2021/05/10,,,Candidate,,AT2021lxc.json
AT2021lxd,317.846833,34.542881,2021/05/10,,,Candidate,,AT2021lxd.json
AT2021lxe,328.160679,31.980772,2021/05/10,,,Candidate,,AT2021lxe.json
AT2021lxf,335.880767,46.669853,2021/05/10,,,Candidate,,AT2021lxf.json
AT2021lxh,286.944612,34.157194,2021/05/05,,,Candidate,,AT2021lxh.json
AT2021lxi,297.162708,50.307761,2021/05/05,,,Candidate,,AT2021lxi.json
AT2021lxj,277.466017,14.236792,2021/05/05,,,Candidate,,AT2021lxj.json
AT2021lxk,298.040604,3.227975,2021/05/10,,,Candidate,,AT2021lxk.json
AT2021lxl,210.155817,-7.025014,2021/05/08,,,Candidate,,AT2021lxl.json
AT2021lxm,206.815417,12.824633,2021/05/08,,,Candidate,,AT2021lxm.json
AT2021lxn,218.490417,-13.297583,2021/05/10,,,Candidate,,AT2021lxn.json
AT2021lxp,217.676092,27.165697,2021/05/06,,,Candidate,,AT2021lxp.json
AT2021lxq,222.128604,22.415964,2021/05/10,,,Candidate,,AT2021lxq.json
AT2021lxr,196.935017,22.996633,2021/05/04,,,Candidate,,AT2021lxr.json
AT2021lxs,186.754604,17.237925,2021/05/06,,,Candidate,,AT2021lxs.json
AT2021lxt,187.403396,50.020883,2021/05/08,,,Candidate,,AT2021lxt.json
AT2021lxu,202.44065,-15.565211,2021/05/08,,,Candidate,,AT2021lxu.json
AT2021lxv,166.759775,13.879358,2021/05/10,553.98,0.115374,Candidate,0.272329,AT2021lxv.json
AT2021lxw,173.173237,19.871428,2021/05/06,,,Candidate,,AT2021lxw.json
AT2021lxx,179.229992,27.018906,2021/05/10,398.935,0.084788,Candidate,0.525143,AT2021lxx.json
AT2021lxy,184.095908,21.737994,2021/05/06,,,Candidate,,AT2021lxy.json
AT2021lxz,186.201683,3.073258,2021/05/04,,,Candidate,,AT2021lxz.json
AT2021ly,77.737696,-19.814878,2021/01/06,,,Candidate,,AT2021ly.json
AT2021lya,194.400696,27.339158,2021/05/08,398.457,0.084692,Candidate,0.526404,AT2021lya.json
AT2021lyb,189.637683,-23.831906,2021/05/04,,,Candidate,,AT2021lyb.json
AT2021lyc,124.716588,71.847828,2021/05/04,,,Candidate,,AT2021lyc.json
AT2021lyd,142.5083,-0.844819,2021/05/08,,,Candidate,,AT2021lyd.json
AT2021lye,129.319529,27.197497,2021/05/06,,,Candidate,,AT2021lye.json
AT2021lyf,152.947629,29.381375,2021/05/06,611.0,0.126352,Candidate,0.223872,AT2021lyf.json
AT2021lyg,141.622258,19.150356,2021/05/06,,,Candidate,,AT2021lyg.json
AT2021lyh,156.810292,-12.211733,2021/05/04,,,Candidate,,AT2021lyh.json
AT2021lyj,187.208271,49.327086,2021/05/06,,,Candidate,,AT2021lyj.json
AT2021lyk,183.513696,26.753772,2021/05/10,,,Candidate,,AT2021lyk.json
AT2021lyl,169.142979,36.616978,2021/05/08,,,Candidate,,AT2021lyl.json
AT2021lym,301.634433,-20.375275,2021/05/06,,,Candidate,,AT2021lym.json
AT2021lyn,237.053258,31.774161,2021/05/05,,,Candidate,,AT2021lyn.json
AT2021lyo,329.291654,19.632058,2021/05/10,,,Candidate,,AT2021lyo.json
AT2021lyp,334.033671,21.436289,2021/05/10,,,Candidate,,AT2021lyp.json
AT2021lyq,181.391083,49.292589,2021/04/11,1094.25,0.214582,Candidate,0.069799,AT2021lyq.json
AT2021lyr,146.655525,35.649528,2021/05/10,,,Candidate,,AT2021lyr.json
AT2021lys,179.6365,14.960283,2021/05/04,,,Candidate,,AT2021lys.json
AT2021lyt,203.367096,-7.130706,2021/05/04,,,Candidate,,AT2021lyt.json
AT2021lyu,122.1864,68.047197,2021/05/04,,,Candidate,,AT2021lyu.json
AT2021lyv,182.053237,58.104464,2021/05/06,386.192,0.082223,Candidate,0.56037,AT2021lyv.json
AT2021lyx,233.495625,80.868914,2021/04/12,,,Candidate,,AT2021lyx.json
AT2021lyy,232.774662,45.38425,2021/05/02,725.794,0.148053,Candidate,0.158655,AT2021lyy.json
AT2021lz,127.030442,44.738397,2021/01/06,672.091,0.137965,Candidate,0.185023,AT2021lz.json
AT2021lza,222.139271,5.734781,2021/05/09,595.79,0.123437,Candidate,0.235448,AT2021lza.json
AT2021lzb,213.486471,-4.410394,2021/05/01,,,Candidate,,AT2021lzb.json
AT2021lzd,227.222221,-12.531928,2021/05/10,,,Candidate,,AT2021lzd.json
AT2021lze,186.9399,2.835589,2021/05/10,,,Candidate,,AT2021lze.json
AT2021lzf,241.039967,34.341814,2021/05/03,,,Candidate,,AT2021lzf.json
AT2021lzg,181.720121,17.986483,2021/05/09,,,Candidate,,AT2021lzg.json
AT2021lzh,198.20825,-0.458492,2021/05/09,,,Candidate,,AT2021lzh.json
AT2021lzi,262.899637,48.40965,2021/05/05,,,Candidate,,AT2021lzi.json
AT2021lzj,246.084854,37.503547,2021/05/05,,,Candidate,,AT2021lzj.json
AT2021lzk,11.246517,41.513908,2021/05/07,,,Candidate,,AT2021lzk.json
AT2021lzl,198.4771,28.127681,2021/05/11,,,Candidate,,AT2021lzl.json
AT2021lzm,121.062925,8.904144,2021/05/11,,,Candidate,,AT2021lzm.json
AT2021lzo,323.714529,0.369897,2021/05/10,,,Candidate,,AT2021lzo.json
AT2021lzq,329.136137,-4.022703,2021/05/10,,,Candidate,,AT2021lzq.json
AT2021lzr,299.308196,66.331467,2021/05/10,,,Candidate,,AT2021lzr.json
AT2021lzs,186.703242,74.231272,2021/05/10,,,Candidate,,AT2021lzs.json
AT2021lzt,153.464004,62.405594,2021/05/10,,,Candidate,,AT2021lzt.json
AT2021lzu,188.303529,67.136975,2021/05/10,,,Candidate,,AT2021lzu.json
AT2021lzv,170.162896,-6.011294,2021/05/10,,,Candidate,,AT2021lzv.json
AT2021lzw,193.288529,60.080867,2021/05/10,,,Candidate,,AT2021lzw.json
AT2021lzx,220.9436,66.801594,2021/05/10,,,Candidate,,AT2021lzx.json
AT2021lzy,210.970617,-10.613406,2021/05/10,,,Candidate,,AT2021lzy.json
AT2021lzz,277.027821,49.963606,2021/05/10,,,Candidate,,AT2021lzz.json
AT2021ma,41.656371,-17.174919,2021/01/04,,,Candidate,,AT2021ma.json
AT2021maa,257.261775,4.337914,2021/05/10,,,Candidate,,AT2021maa.json
AT2021mac,228.716754,4.387283,2021/05/08,,,Candidate,,AT2021mac.json
AT2021mae,206.636158,60.997681,2021/05/10,,,Candidate,,AT2021mae.json
AT2021maf,358.807183,17.628467,2021/05/08,,,Candidate,,AT2021maf.json
AT2021mag,281.724692,35.933242,2021/05/07,,,Candidate,,AT2021mag.json
AT2021mah,250.335775,31.856667,2021/05/07,,,Candidate,,AT2021mah.json
AT2021mai,252.167787,-21.857981,2021/05/05,,,Candidate,,AT2021mai.json
AT2021maj,254.891933,-17.842153,2021/05/02,,,Candidate,,AT2021maj.json
AT2021mal,359.639592,41.341558,2021/05/02,,,Candidate,,AT2021mal.json
AT2021mam,2.972287,50.046272,2021/04/30,,,Candidate,,AT2021mam.json
AT2021man,134.926517,4.819069,2021/05/10,,,Candidate,,AT2021man.json
AT2021mao,187.034154,-10.238978,2021/05/11,,,Candidate,,AT2021mao.json
AT2021max,135.715842,-26.931994,2021/05/03,,,Candidate,,AT2021max.json
AT2021may,181.498921,-32.108022,2021/05/09,,,Candidate,,AT2021may.json
AT2021maz,182.363492,-31.079325,2021/05/03,,,Candidate,,AT2021maz.json
AT2021mb,44.772842,7.306269,2021/01/02,,,Candidate,,AT2021mb.json
AT2021mba,314.173021,-3.008094,2021/05/08,,,Candidate,,AT2021mba.json
AT2021mbb,0.406054,23.371433,2021/05/05,,,Candidate,,AT2021mbb.json
AT2021mbc,329.306354,14.846169,2021/05/11,,,Candidate,,AT2021mbc.json
AT2021mbd,309.957471,16.196428,2021/05/06,,,Candidate,,AT2021mbd.json
AT2021mbe,326.678075,8.549475,2021/05/11,,,Candidate,,AT2021mbe.json
AT2021mbf,315.55605,-9.161542,2021/05/11,,,Candidate,,AT2021mbf.json
AT2021mbg,326.195371,6.221467,2021/05/06,,,Candidate,,AT2021mbg.json
AT2021mbh,241.156333,83.310878,2021/05/07,,,Candidate,,AT2021mbh.json
AT2021mbi,317.509075,82.974211,2021/05/05,,,Candidate,,AT2021mbi.json
AT2021mbj,252.855287,62.123256,2021/05/11,,,Candidate,,AT2021mbj.json
AT2021mbk,274.540121,42.815078,2021/05/11,,,Candidate,,AT2021mbk.json
AT2021mbl,249.928512,72.962528,2021/05/05,,,Candidate,,AT2021mbl.json
AT2021mbm,322.926637,3.883139,2021/05/11,,,Candidate,,AT2021mbm.json
AT2021mbn,274.804871,54.146272,2021/05/07,,,Candidate,,AT2021mbn.json
AT2021mbo,217.603325,80.923258,2021/05/09,,,Candidate,,AT2021mbo.json
AT2021mbp,241.765037,1.381333,2021/05/11,,,Candidate,,AT2021mbp.json
