name,ra_deg,dec_deg,redshift,lumdist_mpc,type,discover_date,fluence_j_m2,Bruno_Trigger
AT2021jud,118.01872083333332,18.884563888888888,,,Candidate,2021/04/15,,False
AT2021jue,171.28647916666662,-28.61825277777778,,,Candidate,2021/04/15,,False
AT2021juf,242.28550416666656,-4.271538888888889,,,Candidate,2021/04/12,,False
AT2021jug,256.506075,23.27661388888889,,,Candidate,2021/04/12,,False
AT2021juh,245.7769958333333,29.59253611111111,,,Candidate,2021/04/10,,False
AT2021jui,186.71364166666663,-17.77823888888889,,,Candidate,2021/04/10,,False
AT2021juj,88.64050833333333,69.56029166666666,,,Candidate,2021/04/10,,False
AT2021juk,152.96959583333333,-3.982702777777778,0.057,263.0,Candidate,2021/04/12,1.2080552458078852e-07,False
AT2021jul,153.61038333333332,45.00962777777778,0.070026,326.16,Candidate,2021/04/12,7.854831907717135e-08,False
AT2021jum,146.34681249999997,40.68962222222222,0.102263,486.824,Candidate,2021/04/15,3.525772870177017e-08,False
AT2021juo,120.40270416666668,39.964375,,,Candidate,2021/04/10,,False
AT2021juq,208.3965458333333,14.851825,0.125279,605.396,Candidate,2021/04/09,2.279917847167845e-08,False
AT2021jur,285.19165416666664,-15.486941666666668,,,Candidate,2021/04/15,,False
AT2021juz,200.8412208333333,26.26355277777778,,,Candidate,2021/03/18,,False
AT2021jv,59.64299166666666,-8.373611111111112,,,Candidate,2021/01/03,,False
AT2021jva,317.99524999999994,-21.867444444444445,,,Candidate,2021/04/15,,False
AT2021jvb,168.1571958333333,12.12526388888889,,,Candidate,2021/04/11,,False
AT2021jvc,238.75156666666663,-8.884691666666667,,,Candidate,2021/04/08,,False
AT2021jve,315.4351958333333,-20.029330555555557,,,Candidate,2021/04/15,,False
AT2021jvk,153.35194166666665,-23.435094444444445,,,Candidate,2021/04/15,,False
AT2021jvm,241.1525625,27.61123055555556,,,Candidate,2021/04/10,,False
AT2021jvo,137.58132916666665,27.568044444444443,,,Candidate,2021/04/10,,False
AT2021jvq,183.75657916666665,-21.758830555555555,,,Candidate,2021/04/15,,False
AT2021jvr,227.349675,-10.698491666666667,,,Candidate,2021/04/08,,False
AT2021jvt,222.9694,-11.360408333333332,,,Candidate,2021/04/07,,False
AT2021jvu,241.99573333333333,32.02119444444445,,,Candidate,2021/04/09,,False
AT2021jvv,303.5299166666667,-8.439947222222223,,,Candidate,2021/04/16,,False
AT2021jvw,308.44666249999995,22.60298888888889,,,Candidate,2021/04/16,,False
AT2021jvx,275.58362083333327,39.48933888888889,,,Candidate,2021/04/16,,False
AT2021jvz,210.87981666666664,34.98521111111111,,,Candidate,2021/04/13,,False
AT2021jwa,236.35531666666665,8.204797222222222,0.124306,600.319,Candidate,2021/04/16,2.3186442222694913e-08,False
AT2021jwb,227.288625,0.3072166666666666,0.096473,457.497,Candidate,2021/04/13,3.992287338603936e-08,False
AT2021jwc,229.45837916666665,3.52075,,,Candidate,2021/04/11,,False
AT2021jwe,174.63719166666664,17.938844444444445,,,Candidate,2021/04/11,,False
AT2021jwf,173.16525,17.65541111111111,,,Candidate,2021/04/11,,False
AT2021jwg,162.18191666666667,17.300872222222225,0.056794,262.091,Candidate,2021/04/13,1.2164494791519085e-07,False
AT2021jwh,257.09661666666665,4.401402777777778,,,Candidate,2021/04/12,,False
AT2021jwi,266.3272583333333,30.652605555555557,,,Candidate,2021/04/10,,False
AT2021jwj,234.2431625,43.81228611111111,0.12918,625.804,Candidate,2021/04/13,2.1336423505663574e-08,False
AT2021jwm,358.3293833333333,39.502852777777775,,,Candidate,2021/04/12,,False
AT2021jwn,281.07214166666665,40.41495555555555,,,Candidate,2021/04/13,,False
AT2021jwo,175.09012083333332,18.15794722222222,0.123951,598.468,Candidate,2021/04/11,2.3330090588846012e-08,False
AT2021jwp,234.3052333333333,37.78865277777778,,,Candidate,2021/04/13,,False
AT2021jwt,214.1851,-1.5039,,,Candidate,2021/03/24,,False
AT2021jwu,220.3648,-3.0757000000000003,,,Candidate,2021/03/28,,False
AT2021jwv,213.5343,-0.2736,,,Candidate,2021/04/03,,False
AT2021jww,217.6771,3.287,,,Candidate,2021/04/06,,False
AT2021jwx,218.0919,0.8063,,,Candidate,2021/04/06,,False
AT2021jwy,222.7301,-1.4045999999999998,,,Candidate,2021/04/06,,False
AT2021jwz,211.9443,0.1103,,,Candidate,2021/04/09,,False
AT2021jx,28.369191666666666,-8.80083888888889,,,Candidate,2021/01/03,,False
AT2021jxa,212.3949,0.7307,,,Candidate,2021/04/09,,False
AT2021jxb,215.0512,-0.9708,,,Candidate,2021/04/09,,False
AT2021jxc,215.5597,-0.0788,,,Candidate,2021/04/09,,False
AT2021jxd,218.8206,-1.3051,,,Candidate,2021/04/09,,False
AT2021jxe,220.3718,-2.3535,,,Candidate,2021/04/09,,False
AT2021jxf,220.5446,0.3071,,,Candidate,2021/04/09,,False
AT2021jxg,213.3539,0.3649,,,Candidate,2021/04/12,,False
AT2021jxh,224.0791,-1.2665,,,Candidate,2021/04/12,,False
AT2021jxi,213.7073,-2.0493,,,Candidate,2021/04/09,,False
AT2021jxj,216.3734,0.0572,,,Candidate,2021/04/09,,False
AT2021jxk,218.5278,2.0666,,,Candidate,2021/04/09,,False
AT2021jxl,219.9143,1.0393,,,Candidate,2021/04/09,,False
AT2021jxm,218.3,3.6096,,,Candidate,2021/04/12,,False
AT2021jxn,219.2655,-2.8229,,,Candidate,2021/04/12,,False
AT2021jxo,212.228,-2.0253,,,Candidate,2021/04/12,,False
AT2021jxp,217.1039,3.6588,,,Candidate,2021/04/12,,False
AT2021jxq,217.2269,3.6206,,,Candidate,2021/04/12,,False
AT2021jxr,219.0058,-2.4545000000000003,,,Candidate,2021/04/12,,False
AT2021jxs,220.217,0.0324,,,Candidate,2021/04/12,,False
AT2021jxt,220.2876,0.0289999999999999,,,Candidate,2021/04/12,,False
AT2021jxu,221.5341,1.5375,,,Candidate,2021/04/12,,False
AT2021jxv,218.6305,1.5856,,,Candidate,2021/04/15,,False
AT2021jxw,219.1026,-0.4737,,,Candidate,2021/04/15,,False
AT2021jxx,219.1058,-1.3357,,,Candidate,2021/04/15,,False
AT2021jxy,219.3574,-0.2772,,,Candidate,2021/04/15,,False
AT2021jxz,219.4665,0.9211,,,Candidate,2021/04/15,,False
AT2021jy,40.85151666666666,-9.972725,,,Candidate,2021/01/03,,False
AT2021jya,219.828,-3.644,,,Candidate,2021/04/15,,False
AT2021jyb,220.782,-0.4442,,,Candidate,2021/04/15,,False
AT2021jyc,221.2789,2.1632,,,Candidate,2021/04/15,,False
AT2021jyd,221.4841,1.5577,,,Candidate,2021/04/15,,False
AT2021jye,221.7031,-0.6309,,,Candidate,2021/04/15,,False
AT2021jyf,223.2031,-2.0734000000000004,,,Candidate,2021/04/15,,False
AT2021jyg,212.54969999999997,-3.7528,,,Candidate,2021/04/12,,False
AT2021jyi,214.4539,1.5569,,,Candidate,2021/04/15,,False
AT2021jyj,215.0899,1.7359,,,Candidate,2021/04/15,,False
AT2021jyk,221.4297,0.1244,,,Candidate,2021/04/15,,False
AT2021jyl,222.682,-2.0515,,,Candidate,2021/04/15,,False
AT2021jym,214.1451,-1.5754,,,Candidate,2021/04/15,,False
AT2021jyn,214.1659,1.578,,,Candidate,2021/04/15,,False
AT2021jyo,11.208208333333332,40.46808333333333,,,Candidate,2021/04/17,,False
AT2021jyp,186.28379166666664,-3.789213888888889,,,Candidate,2021/04/13,,False
AT2021jyq,200.5754083333333,-21.0282,,,Candidate,2021/03/19,,False
AT2021jyt,290.70857916666665,45.14911388888889,0.046365,212.381,Candidate,2021/04/17,1.8525373373417955e-07,False
AT2021jz,48.3298875,-9.60345,,,Candidate,2021/01/04,,False
AT2021jzg,313.62604583333325,-1.0812805555555556,,,Candidate,2021/04/15,,False
AT2021jzh,225.15197916666665,-4.873091666666667,,,Candidate,2021/04/12,,False
AT2021jzi,354.83182083333327,31.630694444444444,,,Candidate,2021/04/13,,False
AT2021jzj,343.8836583333333,16.34581111111111,0.038247,174.172,Candidate,2021/04/17,2.754492631042804e-07,False
AT2021jzk,230.46931666666663,80.08710555555555,,,Candidate,2021/04/17,,False
AT2021jzl,221.8719958333333,14.907486111111112,,,Candidate,2021/04/17,,False
AT2021jzm,235.02570833333328,-20.09704444444444,,,Candidate,2021/04/13,,False
AT2021jzn,225.3736625,10.117691666666667,,,Candidate,2021/04/13,,False
AT2021jzo,224.4948,10.543208333333332,,,Candidate,2021/04/13,,False
AT2021jzp,224.0284375,24.06753888888889,,,Candidate,2021/04/13,,False
AT2021jzq,236.65285,-9.949266666666666,,,Candidate,2021/04/17,,False
AT2021jzr,216.6660833333333,23.86700833333333,,,Candidate,2021/04/13,,False
AT2021jzs,215.6158125,4.411413888888889,,,Candidate,2021/04/17,,False
AT2021jzt,215.72514166666664,3.266130555555556,,,Candidate,2021/04/17,,False
AT2021jzu,202.0192625,-9.329175,,,Candidate,2021/04/13,,False
AT2021jzv,202.3819583333333,-4.679122222222222,,,Candidate,2021/04/17,,False
AT2021jzx,214.857925,48.47940277777778,,,Candidate,2021/04/13,,False
AT2021jzy,183.7687333333333,52.71517222222222,0.122018,588.404,Candidate,2021/04/13,2.4134986469471687e-08,False
AT2021jzz,188.5839,37.72231111111111,,,Candidate,2021/04/17,,False
AT2021ka,155.9217708333333,72.84089444444444,,,Candidate,2021/01/04,,False
AT2021kaa,191.82177916666663,11.486302777777777,0.083946,394.747,Candidate,2021/04/17,5.362417408089957e-08,False
AT2021kab,181.76592083333333,42.763133333333336,,,Candidate,2021/04/13,,False
AT2021kac,185.25572916666664,46.41404722222222,,,Candidate,2021/04/13,,False
AT2021kad,144.77469166666666,53.381908333333335,,,Candidate,2021/04/17,,False
AT2021kae,181.5723875,5.815411111111111,,,Candidate,2021/04/13,,False
AT2021kaf,183.4917625,15.612233333333332,,,Candidate,2021/04/13,,False
AT2021kag,179.48139999999998,7.1167083333333325,0.046261,211.889,Candidate,2021/04/17,1.8611503993513396e-07,False
AT2021kah,178.34190416666664,3.4705583333333334,,,Candidate,2021/04/13,,False
AT2021kai,188.22934583333333,-8.259958333333334,,,Candidate,2021/04/17,,False
AT2021kaj,155.69076666666666,22.521344444444445,,,Candidate,2021/04/15,,False
AT2021kak,146.72379583333333,-15.583591666666669,,,Candidate,2021/04/15,,False
AT2021kal,151.2778625,-5.482891666666667,,,Candidate,2021/04/12,,False
AT2021kam,131.1044333333333,23.05185277777778,0.175224,873.322,Candidate,2021/04/15,1.0955936114514037e-08,False
AT2021kan,125.12809583333332,39.19433055555555,0.089858,424.241,Candidate,2021/04/17,4.642725607265734e-08,False
AT2021kao,105.70166666666664,59.00026388888889,,,Candidate,2021/04/12,,False
AT2021kap,114.57870416666664,17.49673888888889,,,Candidate,2021/04/17,,False
AT2021kar,133.9466208333333,-12.984508333333332,,,Candidate,2021/04/13,,False
AT2021kas,141.7642125,-25.61243055555556,,,Candidate,2021/04/17,,False
AT2021kau,184.8645333333333,68.54254444444445,0.119523,575.446,Candidate,2021/04/13,2.523417678932871e-08,False
AT2021kav,182.9849208333333,71.15195555555556,,,Candidate,2021/04/17,,False
AT2021kaw,205.4284875,38.887655555555554,,,Candidate,2021/04/13,,False
AT2021kay,112.50802083333332,45.57967222222223,,,Candidate,2021/04/15,,False
AT2021kaz,215.91536666666664,12.736908333333332,,,Candidate,2021/04/13,,False
AT2021kb,47.81705416666666,-5.594886111111111,,,Candidate,2021/01/03,,False
AT2021kba,214.0501708333333,2.0822472222222226,0.190584,958.542,Candidate,2021/04/13,9.094440766926087e-09,False
AT2021kbb,230.5340583333333,40.25420277777778,,,Candidate,2021/04/13,,False
AT2021kbc,198.77964166666663,11.235580555555554,,,Candidate,2021/04/13,,False
AT2021kbd,176.21454166666663,57.35588055555556,,,Candidate,2021/04/13,,False
AT2021kbe,118.53244583333333,-4.038033333333333,,,Candidate,2021/04/13,,False
AT2021kbf,225.90879166666664,16.06233611111111,,,Candidate,2021/04/11,,False
AT2021kbg,178.83639166666666,1.9908416666666664,,,Candidate,2021/04/11,,False
AT2021kbh,337.9237791666666,25.550227777777778,,,Candidate,2021/04/12,,False
AT2021kbi,311.63913333333323,-4.08418611111111,,,Candidate,2021/04/15,,False
AT2021kbk,241.8576708333333,23.613894444444448,,,Candidate,2021/04/14,,False
AT2021kbl,216.5434458333333,41.50806388888889,,,Candidate,2021/04/13,,False
AT2021kbm,224.10750416666664,43.04114166666667,,,Candidate,2021/04/13,,False
AT2021kbn,224.441725,41.48374166666667,,,Candidate,2021/04/09,,False
AT2021kbo,220.9376375,41.54623611111111,,,Candidate,2021/04/17,,False
AT2021kbq,171.39125416666664,53.40004166666667,,,Candidate,2021/04/12,,False
AT2021kbr,156.32986249999996,-19.956688888888888,0.047489,217.705,Candidate,2021/04/05,1.7630372384179626e-07,False
AT2021kbt,154.86310833333332,35.64147777777778,,,Candidate,2021/03/19,,False
AT2021kbv,276.08777083333325,-62.35565277777778,,,Candidate,2021/04/15,,False
AT2021kbx,221.1877083333333,40.91535833333333,,,Candidate,2021/04/17,,False
AT2021kby,205.064025,-4.892069444444444,0.086537,407.647,Candidate,2021/03/19,5.02839969521582e-08,False
AT2021kc,31.136333333333333,-15.339825,,,Candidate,2021/01/03,,False
AT2021kca,341.5903541666666,31.702194444444444,,,Candidate,2021/04/12,,False
AT2021kcb,194.40679999999995,28.254641666666668,,,Candidate,2021/04/17,,False
AT2021kcd,239.2594541666666,15.392075,,,Candidate,2021/04/09,,False
AT2021kce,244.63875416666664,34.724336111111114,,,Candidate,2021/04/14,,False
AT2021kcg,330.6610333333333,30.157830555555552,,,Candidate,2021/04/18,,False
AT2021kch,268.45069583333327,53.52675277777778,,,Candidate,2021/04/18,,False
AT2021kci,248.3184,41.812352777777775,0.136571,664.716,Candidate,2021/04/18,1.8911502192346734e-08,False
AT2021kcj,247.1414791666666,5.410352777777778,,,Candidate,2021/04/15,,False
AT2021kck,240.44494999999995,13.230622222222223,,,Candidate,2021/04/18,,False
AT2021kcl,235.58564166666665,66.64646388888889,,,Candidate,2021/04/18,,False
AT2021kcm,230.42774166666663,29.203338888888887,0.170771,848.859,Candidate,2021/04/18,1.1596506541447024e-08,False
AT2021kcn,250.9156708333333,71.94252222222222,,,Candidate,2021/04/13,,False
AT2021kco,156.71415833333333,48.26408333333333,,,Candidate,2021/04/18,,False
AT2021kcp,160.1076833333333,36.88566111111111,,,Candidate,2021/04/12,,False
AT2021kcq,215.583925,83.39808055555557,,,Candidate,2021/04/18,,False
AT2021kcr,280.04765416666663,20.645555555555557,,,Candidate,2021/04/18,,False
AT2021kcs,278.356925,36.15418611111111,,,Candidate,2021/04/15,,False
AT2021kct,206.90611666666663,28.93437777777778,,,Candidate,2021/04/17,,False
AT2021kcv,157.0242875,54.14463333333333,0.13368,649.458,Candidate,2021/04/12,1.9810532571259128e-08,False
AT2021kcw,159.80692083333332,4.266608333333333,0.066785,310.364,Candidate,2021/04/18,8.674722915081099e-08,False
AT2021kcx,153.1151583333333,-9.438405555555557,,,Candidate,2021/04/18,,False
AT2021kcy,213.1064458333333,34.432677777777776,0.153215,753.5,Candidate,2021/04/18,1.4717423234335433e-08,False
AT2021kd,44.4149,-9.83397777777778,,,Candidate,2021/01/03,,False
AT2021kdb,129.72876666666664,-4.107633333333333,,,Candidate,2021/04/14,,False
AT2021kdc,250.00387916666665,-1.1863222222222225,,,Candidate,2021/04/07,,False
AT2021kdd,221.88525416666664,42.11190277777778,,,Candidate,2021/04/17,,False
AT2021kde,224.51101666666665,41.199666666666666,,,Candidate,2021/04/17,,False
AT2021kdf,180.2807333333333,-1.3450944444444444,,,Candidate,2021/04/10,,False
AT2021kdg,144.47800416666666,-14.563975,,,Candidate,2021/03/18,,False
AT2021kdh,147.53367083333333,-5.869108333333334,,,Candidate,2021/03/20,,False
AT2021kdi,178.70654999999996,-19.20191944444444,,,Candidate,2021/04/09,,False
AT2021kdj,134.04264166666664,27.432791666666667,,,Candidate,2021/04/14,,False
AT2021kdn,277.79043749999994,31.467263888888887,,,Candidate,2021/04/17,,False
AT2021kdt,201.32565833333328,41.169377777777775,,,Candidate,2021/03/22,,False
AT2021kdv,205.4219625,28.31073333333333,,,Candidate,2021/03/23,,False
AT2021kdx,152.4532625,-0.0089222222222222,,,Candidate,2021/04/17,,False
AT2021ke,37.994920833333325,-19.652538888888888,,,Candidate,2021/01/04,,False
AT2021kea,261.34719583333333,-21.16795833333333,,,Candidate,2021/04/17,,False
AT2021keb,144.20652916666663,57.99381111111112,,,Candidate,2021/04/14,,False
AT2021kej,95.31887916666666,52.70191111111112,,,Candidate,2021/04/10,,False
AT2021kek,162.60829583333333,-8.965399999999999,,,Candidate,2021/04/14,,False
AT2021kel,197.28167916666663,-5.660158333333333,,,Candidate,2021/04/10,,False
AT2021kem,171.91428333333332,0.4135305555555555,,,Candidate,2021/04/07,,False
AT2021ken,236.44677916666663,-7.543019444444444,,,Candidate,2021/04/09,,False
AT2021keo,344.1379833333333,17.78510277777778,0.030404,137.665,Candidate,2021/04/17,4.4091128470085485e-07,False
AT2021kep,348.02250416666664,19.882316666666668,,,Candidate,2021/04/17,,False
AT2021keq,339.1883875,18.096402777777776,,,Candidate,2021/04/19,,False
AT2021ker,303.4726666666666,-11.894338888888887,0.073027,340.844,Candidate,2021/04/19,7.192617838945569e-08,False
AT2021kes,328.3805666666666,17.486280555555556,,,Candidate,2021/04/19,,False
AT2021ket,215.03132916666664,28.934652777777774,,,Candidate,2021/04/19,,False
AT2021keu,220.0809625,11.870277777777778,,,Candidate,2021/04/19,,False
AT2021kew,242.7785125,1.8285027777777776,,,Candidate,2021/04/19,,False
AT2021kex,240.0609833333333,-15.738119444444443,,,Candidate,2021/04/19,,False
AT2021key,193.65735,-0.4605083333333333,0.096515,457.709,Candidate,2021/04/13,3.988589928644057e-08,False
AT2021kez,223.9162583333333,47.90716666666667,0.056112,258.819,Candidate,2021/04/19,1.2474006980492099e-07,False
AT2021kf,163.20952916666664,75.8934138888889,,,Candidate,2021/01/04,,False
AT2021kfa,178.42299999999997,-9.393213888888887,,,Candidate,2021/04/13,,False
AT2021kfb,213.80356666666663,26.59786111111111,,,Candidate,2021/04/19,,False
AT2021kfc,168.92581666666663,-12.283061111111111,,,Candidate,2021/04/17,,False
AT2021kfd,179.29773749999995,0.1750666666666666,0.130041,630.321,Candidate,2021/04/15,2.1031717495945952e-08,False
AT2021kfe,179.1928458333333,6.258661111111112,,,Candidate,2021/04/19,,False
AT2021kff,140.97440416666666,39.53801111111111,,,Candidate,2021/04/15,,False
AT2021kfg,136.2092458333333,13.562055555555556,0.028503,128.877,Candidate,2021/04/19,5.030920522585949e-07,False
AT2021kfh,228.54847916666665,39.22400833333334,,,Candidate,2021/04/17,,False
AT2021kfi,350.0909875,18.71048333333333,,,Candidate,2021/04/17,,False
AT2021kfj,298.08241666666663,-12.01661111111111,,,Candidate,2021/04/17,,False
AT2021kfk,224.5661333333333,22.11053888888889,,,Candidate,2021/04/17,,False
AT2021kfl,179.4388583333333,16.805994444444444,,,Candidate,2021/04/13,,False
AT2021kfm,205.9207,41.69607222222222,0.075127,351.153,Candidate,2021/04/13,6.776501306340276e-08,False
AT2021kfn,201.62819166666665,22.554294444444444,0.086548,407.702,Candidate,2021/04/19,5.027043099816278e-08,False
AT2021kfp,130.01032916666662,23.00076388888889,,,Candidate,2021/04/06,,False
AT2021kfq,121.3697,-13.997291666666666,,,Candidate,2021/04/13,,False
AT2021kfs,237.8502125,-8.942766666666667,,,Candidate,2021/04/06,,False
AT2021kft,176.04041666666663,33.82163888888889,,,Candidate,2021/04/07,,False
AT2021kfu,227.9914875,15.990613888888888,,,Candidate,2021/04/07,,False
AT2021kfv,257.666675,51.83272222222222,,,Candidate,2021/04/12,,False
AT2021kfw,173.1646875,35.64358611111111,,,Candidate,2021/04/07,,False
AT2021kfx,219.80285,37.42292222222222,,,Candidate,2021/04/13,,False
AT2021kfz,180.05895416666664,26.97157777777777,,,Candidate,2021/04/07,,False
AT2021kg,37.629775,-12.906033333333331,,,Candidate,2021/01/03,,False
AT2021kga,241.6773583333333,41.48801666666667,,,Candidate,2021/04/09,,False
AT2021kgb,220.51655833333328,-6.143030555555556,,,Candidate,2021/04/16,,False
AT2021kgc,258.0236,45.08951111111112,,,Candidate,2021/04/13,,False
AT2021kgd,74.1636875,74.84978333333333,,,Candidate,2021/04/10,,False
AT2021kge,233.3973458333333,52.750416666666666,,,Candidate,2021/04/13,,False
AT2021kgf,104.654325,60.45030833333334,,,Candidate,2021/04/10,,False
AT2021kgj,183.5315,-12.588025,,,IIn/LBV,2021/04/18,,False
AT2021kgl,227.5739375,12.972483333333331,,,Candidate,2021/03/24,,False
AT2021kgm,251.30935,47.899725,,,Candidate,2021/04/11,,False
AT2021kgn,320.7503875,8.578524999999999,,,Candidate,2021/04/18,,False
AT2021kgo,315.74080416666663,22.176275,,,Candidate,2021/04/20,,False
AT2021kgp,326.6041166666666,37.305925,,,Candidate,2021/04/20,,False
AT2021kgq,278.14842916666663,13.18595277777778,,,Candidate,2021/04/18,,False
AT2021kgr,296.4058916666666,55.240208333333335,,,Candidate,2021/04/16,,False
AT2021kgs,265.0367333333333,35.02496111111111,,,Candidate,2021/04/18,,False
AT2021kgt,231.45820416666663,37.947975,,,Candidate,2021/04/18,,False
AT2021kgv,247.60635833333333,48.753655555555554,,,Candidate,2021/04/20,,False
AT2021kgw,250.2678,48.17451111111111,,,Candidate,2021/04/18,,False
AT2021kgx,257.0941583333333,29.60626388888889,,,Candidate,2021/04/20,,False
AT2021kgy,245.02623333333327,16.7969,,,Candidate,2021/04/18,,False
AT2021kgz,229.0290708333333,69.93365,,,Candidate,2021/04/16,,False
AT2021kh,39.87331666666666,-9.924344444444444,,,Candidate,2021/01/03,,False
AT2021kha,205.92602916666664,-2.388322222222222,,,Candidate,2021/04/18,,False
AT2021khb,278.4033833333333,22.150477777777777,,,Candidate,2021/04/18,,False
AT2021khc,243.84015416666665,17.60796388888889,0.082732,388.718,Candidate,2021/04/18,5.5300491264224404e-08,False
AT2021khd,215.066875,62.43772777777777,,,Candidate,2021/04/18,,False
AT2021khf,111.005125,80.47271666666667,,,Candidate,2021/04/18,,False
AT2021khg,157.45332499999998,44.223888888888894,0.149489,733.486,Candidate,2021/04/18,1.553154412022462e-08,False
AT2021khh,266.5418041666666,65.7809861111111,,,Candidate,2021/04/16,,False
AT2021khi,279.2617875,25.294383333333336,,,Candidate,2021/04/18,,False
AT2021khj,268.65776249999993,19.53728055555556,,,Candidate,2021/04/18,,False
AT2021khk,213.91797916666664,-7.379580555555555,,,Candidate,2021/04/18,,False
AT2021kho,140.43771666666666,-32.739447222222225,,,Candidate,2021/04/19,,False
AT2021khp,212.0761,-2.0605,,,Candidate,2021/04/18,,False
AT2021khq,222.501,1.0159,,,Candidate,2021/04/15,,False
AT2021khr,222.6738,-3.3181,,,Candidate,2021/04/15,,False
AT2021khs,223.1435,2.0748,,,Candidate,2021/04/18,,False
AT2021kht,223.5462,1.0647,,,Candidate,2021/04/15,,False
AT2021khu,223.584,1.4058,,,Candidate,2021/04/15,,False
AT2021khv,223.6254,-0.1317,,,Candidate,2021/04/15,,False
AT2021khw,219.1302,0.1906999999999999,,,Candidate,2021/04/18,,False
AT2021khx,220.1766,-1.7226,,,Candidate,2021/04/18,,False
AT2021khy,221.2107,-1.9778,,,Candidate,2021/04/18,,False
AT2021khz,222.3226,-0.5121,,,Candidate,2021/04/18,,False
AT2021ki,133.86331666666663,53.50541944444444,,,Candidate,2021/01/03,,False
AT2021kia,211.534,1.1969,,,Candidate,2021/04/15,,False
AT2021kib,213.3652,1.2212,,,Candidate,2021/04/15,,False
AT2021kic,215.8381,-2.7821,,,Candidate,2021/04/15,,False
AT2021kid,219.6868,0.1079,,,Candidate,2021/04/15,,False
AT2021kie,219.9115,0.9233,,,Candidate,2021/04/15,,False
AT2021kif,221.4111,1.8773,,,Candidate,2021/04/15,,False
AT2021kig,222.9258,-4.0957,,,Candidate,2021/04/15,,False
AT2021kih,223.0098,1.7154,,,Candidate,2021/04/15,,False
AT2021kii,212.6692,-1.6926,,,Candidate,2021/04/18,,False
AT2021kij,213.5304,-2.9372000000000003,,,Candidate,2021/04/18,,False
AT2021kik,215.4203,-3.8066,,,Candidate,2021/04/18,,False
AT2021kil,183.05,-45.60916666666667,,,Candidate,2021/04/20,,False
AT2021kim,162.53849583333331,31.93601111111111,,,Candidate,2021/04/17,,False
AT2021kin,215.62817916666663,-37.46446388888889,,,Candidate,2021/04/17,,False
AT2021kio,246.14575833333328,-36.328944444444446,,,Candidate,2021/04/17,,False
AT2021kiu,192.2024208333333,-3.5740638888888885,,,Candidate,2021/04/18,,False
AT2021kiw,216.84647499999997,43.40785555555556,,,Candidate,2021/04/20,,False
AT2021kix,249.136675,-10.16402777777778,,,Candidate,2021/04/18,,False
AT2021kiy,210.8586958333333,2.8846416666666665,,,Candidate,2021/04/18,,False
AT2021kiz,342.1847541666666,17.450877777777777,,,Candidate,2021/04/20,,False
AT2021kj,127.48367916666663,67.40587500000001,,,Candidate,2021/01/02,,False
AT2021kja,285.41617083333324,-18.60593888888889,,,Candidate,2021/04/19,,False
AT2021kjb,256.79750416666667,58.09741944444445,,,Candidate,2021/04/20,,False
AT2021kjc,301.25917083333326,-19.076125,,,Candidate,2021/04/21,,False
AT2021kjd,287.7089916666667,31.688761111111116,,,Candidate,2021/04/21,,False
AT2021kje,316.7052,5.785955555555556,,,Candidate,2021/04/19,,False
AT2021kjg,243.28869999999992,-17.455469444444443,,,Candidate,2021/04/19,,False
AT2021kji,230.70212916666665,31.164305555555558,0.077508,362.875,Candidate,2021/04/19,6.345768065874434e-08,False
AT2021kjk,130.0748583333333,44.52966944444445,,,Candidate,2021/04/15,,False
AT2021kjl,126.14053333333332,38.00415,0.103075,490.953,Candidate,2021/04/17,3.4667175272859814e-08,False
AT2021kjm,222.62470833333333,45.978425,,,Candidate,2021/04/19,,False
AT2021kjo,311.2375375,7.401683333333334,,,Candidate,2021/04/20,,False
AT2021kjq,165.02534999999995,0.798561111111111,,,Candidate,2021/04/20,,False
AT2021kjr,282.7971958333333,-33.73677777777778,,,Candidate,2021/04/19,,False
AT2021kjs,283.64762499999995,19.163833333333333,,,Candidate,2021/04/20,,False
AT2021kjt,256.15062499999993,30.87552777777778,,,Candidate,2021/04/20,,False
AT2021kk,40.284975,-12.51098611111111,,,Candidate,2021/01/03,,False
AT2021kkd,165.60017499999998,18.31436666666667,,,Candidate,2021/04/11,,False
AT2021kke,192.1458375,-1.8178333333333332,,,Candidate,2021/04/13,,False
AT2021kkg,99.23473333333332,19.322108333333333,0.017719,79.4784,Candidate,2021/04/15,1.3228178945978172e-06,False
AT2021kki,313.9370333333333,-8.758027777777778,,,Candidate,2021/04/22,,False
AT2021kkk,242.2503083333333,42.64385,,,Candidate,2021/04/13,,False
AT2021kkv,238.8687875,29.06036388888889,,,Candidate,2021/04/17,,False
AT2021kkw,109.23427083333333,40.29816666666667,,,Candidate,2021/04/17,,False
AT2021kl,27.574470833333333,2.926533333333333,,,Candidate,2021/01/02,,False
AT2021kla,252.3634875,38.15666111111111,,,Candidate,2021/03/31,,False
AT2021klc,260.1144666666666,10.536133333333334,,,Candidate,2021/03/30,,False
AT2021kld,320.7060374999999,-20.11850833333333,,,Candidate,2021/04/22,,False
AT2021kle,325.9526625,33.667769444444446,,,Candidate,2021/04/02,,False
AT2021klo,6.465229166666666,45.41706388888888,,,Candidate,2021/04/24,,False
AT2021klp,342.0017583333333,13.379266666666668,,,Candidate,2021/04/24,,False
AT2021klr,308.8525583333333,22.772808333333334,,,Candidate,2021/04/24,,False
AT2021kls,273.39489166666664,48.29968333333333,,,Candidate,2021/04/20,,False
