name,ra_deg,dec_deg,redshift,lumdist_mpc,type,discover_date,fluence_j_m2,Bruno_Trigger
SDSS-II SN 20047,326.5908416666666,0.6311777777777778,0.374257,2070.56,Ia,2007/10/14,1.949048529579679e-09,False
SDSS-II SN 20065,323.2224833333333,-0.9471861111111112,0.309838,1662.08,Ia,2007/10/15,3.0247845446180124e-09,False
SDSS-II SN 20082,318.34599999999995,-0.497248,,,II,2007/09/13,,False
SDSS-II SN 20088,13.205329166666663,0.6315416666666667,0.244,1265.0,Ia,2007/10/29,5.2217640205149655e-09,False
SDSS-II SN 20090,301.9,-0.0733305555555555,0.201,1017.0,Ia,2007/10/15,8.07897727784842e-09,False
SDSS-II SN 20092,316.725,-0.181112,,,II,2007/11/17,,False
SDSS-II SN 20094,324.176,-0.195512,0.266389,1397.48,II,2007/10/20,4.278653232539733e-09,False
SDSS-II SN 20104,318.13899999999995,0.2816666666666667,0.178292,890.24,Ia,2007/10/20,1.054348257375137e-08,False
SDSS-II SN 20127,336.70399999999995,-0.373009,,,II,2007/09/05,,False
SDSS-II SN 20128,307.35,0.1878888888888888,0.196,988.9,Ia,2007/10/29,8.544635452234091e-09,False
SDSS-II SN 20133,322.494,0.070375,,,II,2007/09/05,,False
SDSS-II SN 20141,357.54208333333327,-0.5238361111111112,0.3415,1860.5,Ia,2007/10/30,2.414009327343442e-09,False
SDSS-II SN 20148,322.49499999999995,0.5890619444444445,,,II,2007/10/12,,False
SDSS-II SN 20150,337.07199999999995,0.6207550000000001,0.641724,3943.51,II,2007/10/06,5.373192496739668e-10,False
SDSS-II SN 20152,326.55499999999995,1.028,0.294849,1569.77,Ia,2007/10/31,3.390987919112534e-09,False
SDSS-II SN 20154,331.64,0.8327080555555555,,,II,2007/10/09,,False
SDSS-II SN 20169,356.63699999999994,0.3824680555555555,,,II,2007/09/05,,False
SDSS-II SN 20171,3.0099166666666664,0.21275,0.489,2842.0,Ia,2007/10/15,1.0345468086435156e-09,False
SDSS-II SN 20176,3.47622,0.2570811111111111,,,II,2007/10/20,,False
SDSS-II SN 20182,348.789,1.2366,,,II,2007/09/05,,False
SDSS-II SN 20183,354.54599999999994,1.2504,0.166,822.8,Ia,2007/10/20,1.234268730363151e-08,False
SDSS-II SN 20191,32.149899999999995,0.2243861111111111,,,Ia,2007/10/20,,False
SDSS-II SN 20214,319.2369999999999,-0.717109,,,II,2007/09/05,,False
SDSS-II SN 20216,331.331,-0.7755420000000001,,,II,2007/09/05,,False
SDSS-II SN 20217,336.9545999999999,-0.6330055555555556,0.368842,2035.51,Ia,2007/10/19,2.0167488218202926e-09,False
SDSS-II SN 20218,336.661,-1.1770200000000002,0.154405,759.909,II,2007/10/29,1.4470219409018928e-08,False
SDSS-II SN 20231,4.588979166666666,-0.0322722222222222,0.376684,2086.31,Ia,2007/10/30,1.919732039419325e-09,False
SDSS-II SN 20232,7.083191666666665,-0.0579888888888888,0.217,1112.2,Ia,2007/11/08,6.755111331261939e-09,False
SDSS-II SN 20244,342.444,-0.614238,,,II,2007/09/03,,False
SDSS-II SN 20246,342.5609999999999,0.6431111111111111,,,II,2007/09/22,,False
SDSS-II SN 20247,343.285,0.6255305555555556,,,II,2007/09/03,,False
SDSS-II SN 20251,313.88899999999995,-0.073406,,,II,2007/10/30,,False
SDSS-II SN 20257,323.61799999999994,-0.147568,0.301715,1611.93,Ia,2007/10/20,3.215925181165073e-09,False
SDSS-II SN 20262,354.063,-0.04292,0.260941,1364.95,Ia,2007/09/05,4.485024366000864e-09,False
SDSS-II SN 20264,0.3327833333333333,-0.0314959999999999,,,II,2007/09/05,,False
SDSS-II SN 20265,7.535891666666666,-0.1113944444444444,0.375684,2079.82,Ia,2007/10/31,1.9317316354911967e-09,False
SDSS-II SN 20266,7.805849999999999,-0.119081,,,II,2007/09/05,,False
SDSS-II SN 20267,8.803808333333333,-0.1191472222222222,0.401202,2246.83,Ia,2007/10/31,1.6552281533063285e-09,False
SDSS-II SN 20268,10.945929166666666,-0.0759111111111111,0.441176,2513.89,Ia,2007/10/31,1.3222261794705366e-09,False
SDSS-II SN 20271,16.845599999999997,-0.21481,,,II,2007/09/03,,False
SDSS-II SN 20272,17.218424999999996,-0.0211138888888888,0.414,2332.0,Ia,2007/10/20,1.5365305529394457e-09,False
SDSS-II SN 20273,21.054041666666663,-0.02305,0.469041,2703.83,Ia,2007/10/08,1.142982359707976e-09,False
SDSS-II SN 20276,34.56318333333333,-0.1140416666666666,0.346981,1895.33,Ia,2007/11/01,2.326101272353938e-09,False
SDSS-II SN 20278,36.89183333333334,-0.1816666666666666,0.325,1757.0,Ia,2007/10/20,2.706791285052023e-09,False
SDSS-II SN 20279,51.18259999999999,-0.13504,,,II,2007/09/03,,False
SDSS-II SN 20280,54.41069999999999,-0.211931,,,II,2007/10/12,,False
SDSS-II SN 20284,309.439,0.251117,,,II,2007/09/03,,False
SDSS-II SN 20286,314.278,0.2150369444444444,,,II,2007/09/05,,False
SDSS-II SN 20288,322.301,0.2452330555555555,,,II,2007/11/27,,False
SDSS-II SN 20291,352.258,0.3142388888888889,,,II,2007/10/20,,False
SDSS-II SN 20293,1.8304708333333333,0.2924519444444444,,,II,2007/09/15,,False
SDSS-II SN 20295,16.6337,0.3476499999999999,,,II,2007/09/05,,False
SDSS-II SN 20296,22.1368,0.4106388888888889,,,II,2007/09/22,,False
SDSS-II SN 20298,23.3438,0.2441461111111111,,,II,2007/10/20,,False
SDSS-II SN 20300,35.314899999999994,0.4245280555555555,,,Ia,2007/10/15,,False
SDSS-II SN 20301,37.7515,0.3582569444444444,,,Ib/c,2007/10/13,,False
SDSS-II SN 20302,38.2262,0.3721880555555555,,,II,2007/09/05,,False
SDSS-II SN 20306,53.72299999999999,0.283712,,,II,2007/09/22,,False
SDSS-II SN 20307,54.3526,0.3450430555555555,,,II,2007/09/03,,False
SDSS-II SN 20310,320.54299999999995,0.6541030555555556,,,II,2007/10/20,,False
SDSS-II SN 20313,1.87227,0.8325805555555555,0.344305,1878.31,II,2007/10/06,2.368447438776254e-09,False
SDSS-II SN 20316,17.926699999999997,0.8250819444444444,0.176147,878.406,Ia,2007/10/20,1.0829482537810362e-08,False
SDSS-II SN 20320,46.5188,0.7416430555555555,,,II,2007/09/03,,False
SDSS-II SN 20323,313.4289999999999,1.14497,0.111,531.5,Ia,2007/10/20,2.9579563084398112e-08,False
SDSS-II SN 20324,325.323,1.18942,,,II,2007/10/08,,False
SDSS-II SN 20326,352.626,1.06992,,,II,2007/10/08,,False
SDSS-II SN 20327,359.6959999999999,1.05664,,,II,2007/09/05,,False
SDSS-II SN 20334,23.4325,1.08396,,,II,2007/10/31,,False
SDSS-II SN 20336,36.9924,1.17623,,,Ia,2007/11/01,,False
SDSS-II SN 20337,45.8284,1.25212,,,II,2007/09/15,,False
SDSS-II SN 20338,46.1987,1.11641,,,II,2007/10/20,,False
SDSS-II SN 20351,316.289,-0.998163,,,II,2007/11/02,,False
SDSS-II SN 20352,316.4049999999999,-0.943549,,,II,2007/09/13,,False
SDSS-II SN 20356,337.465,-0.8786050000000001,,,II,2007/09/03,,False
SDSS-II SN 20357,341.3519999999999,-0.965239,,,II,2007/09/22,,False
SDSS-II SN 20360,356.59399999999994,-0.844437,,,II,2007/09/15,,False
SDSS-II SN 20362,16.5568,-0.863323,,,II,2007/10/11,,False
SDSS-II SN 20365,26.0547,-0.993185,,,II,2007/09/22,,False
SDSS-II SN 20366,30.5897,-0.90453,0.162261,802.418,II,2007/09/05,1.297767721130725e-08,False
SDSS-II SN 20367,36.4339,-0.943835,0.137,667.0,II,2007/09/03,1.8782207089248244e-08,False
SDSS-II SN 20368,41.97729999999999,-0.8886109999999999,,,II,2007/09/03,,False
SDSS-II SN 20369,42.27139999999999,-0.915553,,,II,2007/09/15,,False
SDSS-II SN 20380,349.32300000000004,-0.462674,,,II,2007/09/16,,False
SDSS-II SN 20386,55.79779583333333,-0.4896222222222222,0.307786,1649.38,Ia,2007/11/02,3.071544730779042e-09,False
SDSS-II SN 20391,311.174,-1.19876,,,Ia,2007/10/31,,False
SDSS-II SN 20394,328.97,-1.15316,0.0757,354.0,Ia,2007/10/29,6.667941308155833e-08,False
SDSS-II SN 20396,335.16799999999995,-1.20123,0.336125,1826.5,II,2007/11/04,2.5047185918023237e-09,False
SDSS-II SN 20397,335.273,-1.0613,0.312,1675.0,Ia,2007/10/29,2.9783015655080645e-09,False
SDSS-II SN 20398,335.79799999999994,-1.2266400000000002,0.266266,1396.74,II,2007/10/06,4.2831881382880595e-09,False
SDSS-II SN 20399,336.777,-1.16139,0.177108,883.705,Ia,2007/10/31,1.0699997298827413e-08,False
SDSS-II SN 20400,337.5319458333333,-1.1542083333333333,0.293582,1562.02,Ia,2007/10/31,3.4247203312311688e-09,False
SDSS-II SN 20401,337.86299999999994,-1.06371,,,II,2007/09/14,,False
SDSS-II SN 20405,343.44199999999995,-1.13783,0.254,1324.0,II,2007/09/05,4.766749419118438e-09,False
SDSS-II SN 20408,318.616,-0.7641,0.308,1651.0,Ia,2007/10/19,3.065519944313089e-09,False
SDSS-II SN 2041,320.152,-1.20907,0.209821,1067.08,Ia,2005/09/09,7.3384498775125594e-09,False
SDSS-II SN 20410,327.30499999999995,-0.6586190000000001,,,II,2007/10/06,,False
SDSS-II SN 20411,331.643,-0.7090949999999999,,,Ia,2007/10/19,,False
SDSS-II SN 20412,333.92499999999995,-0.79086,0.444671,2537.55,II,2007/09/05,1.2976843759876054e-09,False
SDSS-II SN 20415,339.824,-0.675342,,,II,2007/09/05,,False
SDSS-II SN 20416,342.013,-0.6889500000000001,,,II,2007/09/05,,False
SDSS-II SN 20417,343.012,-0.816985,,,II,2007/09/05,,False
SDSS-II SN 2042,320.182,-1.20299,,,II,2005/09/09,,False
SDSS-II SN 20431,315.45899999999995,0.485685,0.399,2232.0,Ia,2007/10/29,1.6772967751828574e-09,False
SDSS-II SN 20435,322.56590416666666,0.5586944444444445,0.340192,1852.22,Ia,2007/10/21,2.435640314499791e-09,False
SDSS-II SN 20436,324.38899999999995,0.4463580555555556,,,II,2007/09/05,,False
SDSS-II SN 20437,328.186,0.5696538888888889,,,II,2007/11/20,,False
SDSS-II SN 20438,329.571,0.4410430555555555,,,II,2007/09/05,,False
SDSS-II SN 20444,348.37499999999994,0.518321,,,II,2007/09/14,,False
SDSS-II SN 20445,350.0059999999999,0.556563888888889,,,II,2007/09/19,,False
SDSS-II SN 20446,357.939,0.468985,,,II,2007/09/14,,False
SDSS-II SN 20447,359.32673333333327,0.5709,0.419368,2367.39,Ia,2007/10/19,1.4909348795777526e-09,False
SDSS-II SN 20448,8.230649999999999,0.5778188888888889,0.334672,1817.33,II,2007/10/21,2.5300593024809058e-09,False
SDSS-II SN 20450,10.617599999999998,0.4881830555555556,0.712144,4476.73,II,2007/10/06,4.169428094189715e-10,False
SDSS-II SN 20453,15.868899999999998,0.5330161111111111,,,II,2007/09/14,,False
SDSS-II SN 20455,25.7222,0.634837,,,II,2007/09/03,,False
SDSS-II SN 20459,40.293,0.5692159999999999,,,II,2007/09/14,,False
SDSS-II SN 20460,51.8211,0.452165,,,II,2007/09/14,,False
SDSS-II SN 20467,20.019791666666663,0.9135,0.27095,1424.82,Ia,2007/10/21,4.116027685353944e-09,False
SDSS-II SN 20473,309.99299999999994,0.8664888888888889,,,II,2007/09/05,,False
SDSS-II SN 20476,325.42004166666663,0.8389722222222222,0.169122,839.829,Ia,2007/11/04,1.184722286492142e-08,False
SDSS-II SN 20482,22.7186,0.850866,,,II,2007/10/18,,False
SDSS-II SN 20489,40.51339583333333,0.8562472222222222,0.379401,2103.97,Ia,2007/10/12,1.887640151233387e-09,False
SDSS-II SN 20490,43.328,1.05001,,,II,2007/09/22,,False
SDSS-II SN 20491,350.9816041666666,-1.193261111111111,0.228,1171.0,Ia,2007/10/19,6.093748166608614e-09,False
SDSS-II SN 20496,7.118049999999999,-1.0430700000000002,,,II,2007/09/22,,False
SDSS-II SN 20497,11.458025,-1.1867611111111112,0.333,1807.0,Ia,2007/10/14,2.5590689499418153e-09,False
SDSS-II SN 20498,13.892799999999998,-1.20975,,,II,2007/09/14,,False
SDSS-II SN 2050,313.67299999999994,-0.225891,,,II,2005/09/09,,False
SDSS-II SN 20500,24.3797,-1.19071,,,II,2007/11/04,,False
SDSS-II SN 20501,27.5522,-1.20119,,,Ia,2007/10/09,,False
SDSS-II SN 20503,37.4097,-1.17309,,,II,2007/09/14,,False
SDSS-II SN 20505,50.233,-1.17616,,,II,2007/09/04,,False
SDSS-II SN 20506,53.31499999999999,-1.16751,,,II,2007/09/14,,False
SDSS-II SN 20507,55.466,-1.13942,,,II,2007/09/14,,False
SDSS-II SN 20508,351.75699999999995,-0.824745,,,II,2007/09/14,,False
SDSS-II SN 20512,11.413399999999998,-0.7692060000000001,,,II,2007/09/14,,False
SDSS-II SN 20514,23.076054166666665,-0.75525,0.404404,2267.98,Ia,2007/10/12,1.6245005085253495e-09,False
SDSS-II SN 20515,27.09,-0.78774,,,II,2007/09/14,,False
SDSS-II SN 20516,29.408399999999997,-0.639618,,,II,2007/09/14,,False
SDSS-II SN 20517,30.2474,-0.6616650000000001,,,Ia,2007/10/09,,False
SDSS-II SN 20520,32.426199999999994,-0.795589,,,II,2007/09/04,,False
SDSS-II SN 20522,37.7003,-0.652633,,,II,2007/09/14,,False
SDSS-II SN 20523,46.3148,-0.74705,,,II,2007/09/14,,False
SDSS-II SN 20524,47.2008,-0.761645,,,II,2007/10/09,,False
SDSS-II SN 20525,55.7554,-0.7737,,,II,2007/10/18,,False
SDSS-II SN 20526,56.25669999999999,-0.805007,,,II,2007/10/21,,False
SDSS-II SN 20530,0.9195416666666666,-0.2852222222222222,0.061112,282.876,II,2007/11/04,1.044253857003312e-07,False
SDSS-II SN 20536,314.141,-0.38787,0.686,4277.0,Ib/c,2007/11/04,4.5679337018159313e-10,False
SDSS-II SN 20539,320.17799999999994,-0.230845,,,II,2007/09/05,,False
SDSS-II SN 20541,321.254,-0.268245,0.333022,1806.93,Ia,2007/11/04,2.5592672291184458e-09,False
SDSS-II SN 20542,325.19,-0.25999,,,Ia,2007/10/29,,False
SDSS-II SN 20543,327.6089999999999,-0.422521,,,II,2007/09/05,,False
SDSS-II SN 20545,330.24999999999994,-0.4239861111111111,0.189457,952.245,Ia,2007/11/04,9.215117784371539e-09,False
SDSS-II SN 20546,335.8299999999999,-0.227032,,,II,2007/09/05,,False
SDSS-II SN 20548,336.20899999999995,-0.2214,0.172999,861.085,II,2007/09/14,1.1269541434178182e-08,False
SDSS-II SN 20553,355.79222083333326,-0.33105,0.348806,1906.95,Ia,2007/10/29,2.2978394455902222e-09,False
SDSS-II SN 20554,7.221679999999999,-0.313792,,,II,2007/09/14,,False
SDSS-II SN 20557,14.761666666666663,-0.30945,0.435745,2477.22,Ia,2007/10/19,1.361661433962826e-09,False
SDSS-II SN 20558,15.311899999999996,-0.422114,,,Ia,2007/10/09,,False
SDSS-II SN 20559,17.411399999999997,-0.3131569999999999,,,II,2007/09/16,,False
SDSS-II SN 20561,22.5343,-0.261632,,,II,2007/10/12,,False
SDSS-II SN 20562,23.03344166666666,-0.4203305555555556,0.337542,1835.46,Ia,2007/11/01,2.480324160590415e-09,False
SDSS-II SN 20563,23.2452,-0.276176,,,II,2007/09/14,,False
SDSS-II SN 20572,314.881,0.135619,,,Ia,2007/10/29,,False
SDSS-II SN 20576,328.15,0.0754416666666666,,,II,2007/09/05,,False
SDSS-II SN 20578,329.5849999999999,0.1831388888888888,0.290371,1542.4,Ia,2007/10/14,3.5124023528834932e-09,False
SDSS-II SN 20580,336.9813166666666,0.0272999999999999,0.375712,2080.0,Ia,2007/10/12,1.9313973117900705e-09,False
SDSS-II SN 20583,347.4789999999999,0.1296938888888889,,,II,2007/09/14,,False
SDSS-II SN 20588,3.61185,0.092025,0.28667,1519.86,Ia,2007/10/06,3.617354919097116e-09,False
SDSS-II SN 20589,6.33333,0.0031944444444444,,,II,2007/09/15,,False
SDSS-II SN 2059,328.61299999999994,-1.13789,,,II,2005/09/12,,False
SDSS-II SN 20590,6.916409999999999,0.21215,0.102,485.5,Ia,2007/10/31,3.5450292593251934e-08,False
SDSS-II SN 20591,16.4607,0.1138369444444444,0.144,704.1,Ia,2007/10/12,1.6855032873332713e-08,False
SDSS-II SN 20592,19.4882,0.1661111111111111,0.527,3108.0,Ia,2007/10/12,8.650401638947858e-10,False
SDSS-II SN 20593,21.6023,0.1092694444444444,,,II,2007/09/14,,False
SDSS-II SN 20594,22.6504,0.1579280555555555,,,II,2007/09/14,,False
SDSS-II SN 20596,26.698099999999997,0.117767,0.214973,1096.48,Ia,2007/10/29,6.95019298224125e-09,False
SDSS-II SN 20597,47.02269999999999,0.0819111111111111,,,II,2007/11/04,,False
SDSS-II SN 20598,47.1167,0.0470444444444444,,,II,2007/10/03,,False
SDSS-II SN 20599,49.57279999999999,0.0110888888888888,,,II,2007/09/14,,False
SDSS-II SN 2060,328.69999999999993,-1.24181,,,II,2005/09/12,,False
SDSS-II SN 20601,52.3421,0.1099430555555555,,,Ia,2007/10/09,,False
SDSS-II SN 20603,309.568,-0.973909,,,II,2007/09/03,,False
SDSS-II SN 20604,322.9099999999999,-0.904472,,,II,2007/09/16,,False
SDSS-II SN 20605,327.58199999999994,-0.875185,,,II,2007/09/03,,False
SDSS-II SN 20606,343.215,-0.863556,,,II,2007/11/16,,False
SDSS-II SN 20607,345.564,-0.84952,,,II,2007/09/03,,False
SDSS-II SN 20608,347.59599999999995,-1.00214,,,Ia,2007/10/08,,False
SDSS-II SN 20610,350.11299999999994,-0.959039,,,II,2007/09/15,,False
SDSS-II SN 20611,4.47061,-0.934722,,,II,2007/09/22,,False
SDSS-II SN 20612,319.4649166666666,-0.4716111111111111,0.343,1870.0,II,2007/10/30,2.3895442619830596e-09,False
SDSS-II SN 20613,320.9869999999999,-0.5628500000000001,0.375039,2075.63,Ia,2007/10/30,1.939538542350237e-09,False
SDSS-II SN 20615,326.19,-0.608658,,,II,2007/10/13,,False
SDSS-II SN 20616,328.247,-0.5905750000000001,,,II,2007/11/08,,False
SDSS-II SN 20617,334.67799999999994,-0.5684089999999999,,,II,2007/09/22,,False
SDSS-II SN 20618,334.81699999999995,-0.5983670000000001,,,II,2007/09/16,,False
SDSS-II SN 20619,335.785,-0.430145,,,Ia,2007/09/16,,False
SDSS-II SN 20620,354.106,-0.578639,,,II,2007/10/20,,False
SDSS-II SN 20621,358.23999999999995,-0.485399,,,II,2007/09/05,,False
SDSS-II SN 20622,0.7140624999999999,-0.534382,,,II,2007/10/20,,False
SDSS-II SN 20623,4.414969999999999,-0.567721,,,II,2007/11/08,,False
SDSS-II SN 20624,4.660319999999999,-0.6169800000000001,,,Ia,2007/10/31,,False
SDSS-II SN 20626,8.4758,-0.5930500000000001,0.276349,1457.33,II,2007/11/29,3.9344359721058765e-09,False
SDSS-II SN 20627,13.224899999999998,-0.629306,,,II,2007/09/05,,False
SDSS-II SN 20628,13.6659,-0.572189,,,II,2007/09/16,,False
SDSS-II SN 2063,329.849125,-1.1075000000000002,0.192931,971.677,II,2005/09/09,8.85022774581013e-09,False
SDSS-II SN 20639,307.12299999999993,0.7879930555555555,0.236,1218.0,Ia,2007/10/30,5.632532624836917e-09,False
SDSS-II SN 2064,323.031,-0.346207,0.456693,2619.28,Ia,2005/09/09,1.2179639637518918e-09,False
SDSS-II SN 20642,315.802,0.7782230555555556,,,II,2007/09/03,,False
SDSS-II SN 20644,320.59,0.7963038888888889,,,II,2007/09/03,,False
SDSS-II SN 20645,321.1359999999999,0.7821069444444445,,,II,2007/09/15,,False
SDSS-II SN 20646,326.09899999999993,0.8313530555555555,,,II,2007/09/15,,False
SDSS-II SN 20649,342.97099999999995,0.8316561111111112,,,II,2007/09/22,,False
SDSS-II SN 20656,354.492,0.7802069444444445,,,II,2007/10/08,,False
SDSS-II SN 20660,358.68699999999995,0.7747305555555556,,,II,2007/09/30,,False
SDSS-II SN 20661,1.1234299999999997,0.8028330555555556,,,II,2007/09/22,,False
SDSS-II SN 20662,6.844429999999999,0.6523570000000001,,,II,2007/09/15,,False
SDSS-II SN 20663,16.452287499999997,0.8207055555555556,0.299569,1598.73,Ia,2007/10/31,3.2692493304825778e-09,False
SDSS-II SN 20678,17.50808333333333,1.2301111111111112,0.205733,1043.85,Ia,2007/11/02,7.668706232269253e-09,False
SDSS-II SN 20682,5.360679999999999,1.14603,,,Ib/c,2007/10/31,,False
SDSS-II SN 20685,14.294254166666663,1.2401833333333334,0.42204,2385.23,Ia,2007/10/20,1.4687157986772267e-09,False
SDSS-II SN 20686,15.541900000000002,1.17325,,,II,2007/09/22,,False
SDSS-II SN 20690,329.741,1.17497,,,Ia,2007/11/02,,False
SDSS-II SN 20691,330.17,1.2026,,,II,2007/09/03,,False
SDSS-II SN 20694,341.66599999999994,1.04476,,,II,2007/09/03,,False
SDSS-II SN 20695,321.917,-0.213293,,,II,2007/09/05,,False
SDSS-II SN 20696,332.113,-0.134515,,,II,2007/10/09,,False
SDSS-II SN 20697,334.31199999999995,-0.178695,,,II,2007/09/13,,False
SDSS-II SN 2070,326.388,-0.243669,,,II,2005/10/12,,False
SDSS-II SN 20702,353.73599999999993,-0.212317,,,II,2007/10/14,,False
SDSS-II SN 20705,356.114,-0.178678,,,II,2007/10/08,,False
SDSS-II SN 20709,3.9127166666666655,-0.1667416666666666,0.390557,2176.82,Ia,2007/11/08,1.7634098185918535e-09,False
SDSS-II SN 20714,20.5489,-0.043554,,,II,2007/10/20,,False
SDSS-II SN 20719,33.87415833333333,-0.0841805555555555,0.373119,2063.18,Ia,2007/10/20,1.9630169704439115e-09,False
SDSS-II SN 20721,323.1848958333333,-0.6221166666666667,0.2118,1078.4,Ia,2007/11/02,7.185194588587595e-09,False
SDSS-II SN 20722,325.256,0.7015277777777778,0.301347,1609.66,Ia,2007/11/08,3.2250020018942185e-09,False
SDSS-II SN 20723,41.21877083333333,-0.1073666666666666,0.377305,2090.34,Ia,2007/11/02,1.912337010440046e-09,False
SDSS-II SN 20725,41.978454166666666,0.0018055555555555,0.363129,1998.67,Ia,2007/11/02,2.0917804754268373e-09,False
SDSS-II SN 20726,42.27992083333333,-0.1594611111111111,0.320204,1726.54,Ia,2007/11/02,2.8031413876432343e-09,False
SDSS-II SN 20727,43.06069999999999,-0.172035,,,Ia,2007/11/02,,False
SDSS-II SN 20728,43.46939999999999,-0.107015,,,II,2007/09/15,,False
SDSS-II SN 20740,300.709,0.337321111111111,,,II,2007/10/20,,False
SDSS-II SN 20742,320.373,0.2481419444444444,,,II,2007/09/15,,False
SDSS-II SN 20744,346.54930833333333,0.3589638888888888,0.275009,1449.25,Ia,2007/11/08,3.9784295725004125e-09,False
SDSS-II SN 20745,358.7169999999999,0.2790280555555555,0.629647,3853.57,Ia,2007/10/20,5.626933567599275e-10,False
SDSS-II SN 20746,4.746569999999999,0.2218619444444444,,,II,2007/09/05,,False
SDSS-II SN 20748,10.686099999999998,0.2915230555555556,0.421593,2382.24,II,2007/09/05,1.4724049451490631e-09,False
SDSS-II SN 20749,16.804399999999998,0.4229930555555555,,,II,2007/09/14,,False
SDSS-II SN 20750,23.140670833333328,0.4128444444444444,0.305661,1636.25,Ia,2007/11/02,3.1210374034064454e-09,False
SDSS-II SN 20752,33.93679999999999,0.2634919444444444,,,II,2007/09/12,,False
SDSS-II SN 20757,43.62170833333333,0.2215083333333333,0.365467,2013.73,Ia,2007/11/02,2.0606100436392003e-09,False
SDSS-II SN 20759,56.3328,0.3294130555555555,0.0505,232.0,Ia,2007/10/20,1.5524668047206755e-07,False
SDSS-II SN 20765,24.676199999999994,-1.0181099999999998,,,II,2007/09/03,,False
SDSS-II SN 20766,33.3456,-0.922698,,,II,2007/09/03,,False
SDSS-II SN 20767,34.901799999999994,-0.915593,,,II,2007/09/05,,False
SDSS-II SN 20771,45.90239999999999,-1.03272,,,II,2007/10/13,,False
SDSS-II SN 20772,46.41,-1.03861,,,II,2007/09/03,,False
SDSS-II SN 20776,26.2075,-0.620677,,,II,2007/09/15,,False
SDSS-II SN 20777,29.2177,-0.532748,,,II,2007/09/03,,False
SDSS-II SN 2078,336.71394166666664,-1.0797583333333334,0.323773,1748.85,Ia,2005/09/09,2.7320784758923255e-09,False
SDSS-II SN 20780,37.05649999999999,-0.627803,,,II,2007/09/12,,False
SDSS-II SN 20781,41.9802,-0.515281,,,II,2007/09/03,,False
SDSS-II SN 20785,45.8607,-0.490942,,,II,2007/10/13,,False
SDSS-II SN 20787,50.5108625,-0.4424472222222222,0.270473,1421.96,Ia,2007/10/19,4.1326015377537904e-09,False
SDSS-II SN 2079,336.8069999999999,-1.06775,0.306576,1641.9,Ia,2005/09/12,3.0995945371196285e-09,False
SDSS-II SN 20791,317.9478874999999,-0.3859111111111111,0.335856,1824.81,Ia,2007/10/29,2.5093600991914294e-09,False
SDSS-II SN 2080,337.26899999999995,-1.11871,0.103514,493.187,II,2005/09/12,3.435382125472311e-08,False
SDSS-II SN 20801,318.23299999999995,-1.23374,,,II,2007/09/05,,False
SDSS-II SN 20803,325.26699999999994,-1.10318,,,II,2007/11/04,,False
SDSS-II SN 20804,316.48,-0.821082,,,II,2007/09/14,,False
SDSS-II SN 20805,319.07899999999995,-0.683945,0.34033,1853.1,Ia,2007/10/31,2.433327590354726e-09,False
SDSS-II SN 20806,25.8377,0.6573538888888889,,,II,2007/09/03,,False
SDSS-II SN 20809,39.2824,0.6747480555555555,,,II,2007/09/15,,False
SDSS-II SN 2081,337.305125,-1.2078,0.252,1312.0,Ia,2005/09/12,4.854344819936375e-09,False
SDSS-II SN 20810,43.4589,0.7978480555555556,,,II,2007/09/05,,False
SDSS-II SN 20811,44.3156,0.7601230555555556,,,II,2007/09/03,,False
SDSS-II SN 20815,52.8288,0.7114688888888888,,,Ia,2007/11/02,,False
SDSS-II SN 20817,24.3406,1.068,,,II,2007/10/08,,False
SDSS-II SN 20818,39.0379,1.09895,,,II,2007/10/15,,False
SDSS-II SN 20819,43.20791666666666,1.219138888888889,0.318,1713.0,II,2007/10/30,2.8476300457538106e-09,False
SDSS-II SN 20820,49.25299999999999,1.21734,,,II,2007/10/08,,False
SDSS-II SN 20825,340.7879999999999,0.5657769444444445,0.135,656.4,Ia,2007/10/29,1.9393721189611983e-08,False
SDSS-II SN 20828,325.5384624999999,0.9624805555555556,0.358376,1968.13,Ia,2007/11/04,2.157201581081565e-09,False
SDSS-II SN 20830,342.909,0.9217411111111112,0.162058,801.316,Ia,2007/11/04,1.3013396538512803e-08,False
SDSS-II SN 20837,330.17999999999995,-1.15675,,,II,2007/10/12,,False
SDSS-II SN 20840,352.80299999999994,-1.21229,,,II,2007/09/14,,False
SDSS-II SN 20842,6.718866666666666,-1.1944694444444444,0.368422,2032.8,Ia,2007/10/19,2.0221296092684275e-09,False
SDSS-II SN 20844,13.008754166666666,-1.1214111111111111,0.454329,2603.17,Ia,2007/10/29,1.2330856146896428e-09,False
SDSS-II SN 20848,14.301599999999995,-1.19668,,,II,2007/09/14,,False
SDSS-II SN 20851,319.777,-0.722547,,,II,2007/09/05,,False
SDSS-II SN 20853,322.8349999999999,-0.630671,,,II,2007/10/15,,False
SDSS-II SN 20854,326.191,-0.767494,,,II,2007/10/06,,False
SDSS-II SN 20857,339.63699999999994,-0.6742849999999999,,,II,2007/11/07,,False
SDSS-II SN 20858,341.088,-0.658807,0.106605,508.95,II,2007/11/04,3.2258788646885404e-08,False
SDSS-II SN 20859,349.063,-0.790137,,,II,2007/09/14,,False
SDSS-II SN 20860,352.93299999999994,-0.717919,,,II,2007/09/14,,False
SDSS-II SN 20861,355.438,-0.633214,,,II,2007/09/05,,False
