# Data for different parent isotopes separated by empty lines
# Column values are:
# [1] - neutrino energy (MeV)
# [2] - capture luminosity (1/MeV/s)
# [3] - decay luminosity (1/MeV/s)


#	h1-->neut	tau_cc (hr) = 12.0968
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	2.22737529e+45	0.00000000e+00
0.20	8.22161119e+45	0.00000000e+00
0.30	1.64871713e+46	0.00000000e+00
0.40	2.53628588e+46	0.00000000e+00
0.50	3.34606374e+46	0.00000000e+00
0.60	3.98756660e+46	0.00000000e+00
0.70	4.41952590e+46	0.00000000e+00
0.80	4.63944314e+46	0.00000000e+00
0.90	4.66985318e+46	0.00000000e+00
1.00	4.54605798e+46	0.00000000e+00
1.10	4.30713321e+46	0.00000000e+00
1.20	3.99025143e+46	0.00000000e+00
1.30	3.62765019e+46	0.00000000e+00
1.40	3.24543034e+46	0.00000000e+00
1.50	2.86349409e+46	0.00000000e+00
1.60	2.49611254e+46	0.00000000e+00
1.70	2.15278169e+46	0.00000000e+00
1.80	1.83915504e+46	0.00000000e+00
1.90	1.55793225e+46	0.00000000e+00
2.00	1.30964283e+46	0.00000000e+00
2.10	1.09330137e+46	0.00000000e+00
2.20	9.06932702e+45	0.00000000e+00
2.30	7.47977539e+45	0.00000000e+00
2.40	6.13594533e+45	0.00000000e+00
2.50	5.00876663e+45	0.00000000e+00
2.60	4.06998826e+45	0.00000000e+00
2.70	3.29312366e+45	0.00000000e+00
2.80	2.65399594e+45	0.00000000e+00
2.90	2.13099296e+45	0.00000000e+00
3.00	1.70511884e+45	0.00000000e+00
3.10	1.35990952e+45	0.00000000e+00
3.20	1.08126376e+45	0.00000000e+00
3.30	8.57226932e+44	0.00000000e+00
3.40	6.77754325e+44	0.00000000e+00
3.50	5.34472315e+44	0.00000000e+00
3.60	4.20449204e+44	0.00000000e+00
3.70	3.29983082e+44	0.00000000e+00
3.80	2.58410390e+44	0.00000000e+00
3.90	2.01936607e+44	0.00000000e+00
4.00	1.57489007e+44	0.00000000e+00
4.10	1.22590223e+44	0.00000000e+00
4.20	9.52509636e+43	0.00000000e+00
4.30	7.38798405e+43	0.00000000e+00
4.40	5.72082049e+43	0.00000000e+00
4.50	4.42279903e+43	0.00000000e+00
4.60	3.41406204e+43	0.00000000e+00
4.70	2.63152788e+43	0.00000000e+00
4.80	2.02550042e+43	0.00000000e+00
4.90	1.55692777e+43	0.00000000e+00
5.00	1.19519543e+43	0.00000000e+00
5.10	9.16357722e+42	0.00000000e+00
5.20	7.01725020e+42	0.00000000e+00
5.30	5.36739714e+42	0.00000000e+00
5.40	4.10084528e+42	0.00000000e+00
5.50	3.12977443e+42	0.00000000e+00
5.60	2.38615641e+42	0.00000000e+00
5.70	1.81738276e+42	0.00000000e+00
5.80	1.38283435e+42	0.00000000e+00
5.90	1.05119703e+42	0.00000000e+00
6.00	7.98365100e+41	0.00000000e+00
6.10	6.05808100e+41	0.00000000e+00
6.20	4.59300321e+41	0.00000000e+00
6.30	3.47934951e+41	0.00000000e+00
6.40	2.63360120e+41	0.00000000e+00
6.50	1.99187958e+41	0.00000000e+00
6.60	1.50538405e+41	0.00000000e+00
6.70	1.13687391e+41	0.00000000e+00
6.80	8.57960420e+40	0.00000000e+00
6.90	6.47024851e+40	0.00000000e+00
7.00	4.87620415e+40	0.00000000e+00
7.10	3.67246879e+40	0.00000000e+00
7.20	2.76412338e+40	0.00000000e+00
7.30	2.07915707e+40	0.00000000e+00
7.40	1.56298532e+40	0.00000000e+00
7.50	1.17426772e+40	0.00000000e+00
7.60	8.81719821e+39	0.00000000e+00
7.70	6.61685679e+39	0.00000000e+00
7.80	4.96291273e+39	0.00000000e+00
7.90	3.72041389e+39	0.00000000e+00
8.00	2.78754122e+39	0.00000000e+00
8.10	2.08752769e+39	0.00000000e+00
8.20	1.56253376e+39	0.00000000e+00
8.30	1.16900916e+39	0.00000000e+00
8.40	8.74183687e+38	0.00000000e+00
8.50	6.53414131e+38	0.00000000e+00
8.60	4.88180038e+38	0.00000000e+00
8.70	3.64570574e+38	0.00000000e+00
8.80	2.72143299e+38	0.00000000e+00
8.90	2.03063685e+38	0.00000000e+00
9.00	1.51457052e+38	0.00000000e+00
9.10	1.12920623e+38	0.00000000e+00
9.20	8.41564356e+37	0.00000000e+00
9.30	6.26953520e+37	0.00000000e+00
9.40	4.66896785e+37	0.00000000e+00
9.50	3.47574053e+37	0.00000000e+00
9.60	2.58653342e+37	0.00000000e+00
9.70	1.92413853e+37	0.00000000e+00
9.80	1.43088662e+37	0.00000000e+00
9.90	1.06372113e+37	0.00000000e+00
10.00	7.90509290e+36	0.00000000e+00
10.10	5.87280622e+36	0.00000000e+00
10.20	4.36160805e+36	0.00000000e+00
10.30	3.23826660e+36	0.00000000e+00
10.40	2.40351132e+36	0.00000000e+00
10.50	1.78340473e+36	0.00000000e+00
10.60	1.32289784e+36	0.00000000e+00
10.70	9.81019793e+35	0.00000000e+00
10.80	7.27288397e+35	0.00000000e+00
10.90	5.39032861e+35	0.00000000e+00
11.00	3.99397877e+35	0.00000000e+00
11.10	2.95855992e+35	0.00000000e+00
11.20	2.19099400e+35	0.00000000e+00
11.30	1.62214722e+35	0.00000000e+00
11.40	1.20068645e+35	0.00000000e+00
11.50	8.88507629e+34	0.00000000e+00
11.60	6.57335099e+34	0.00000000e+00
11.70	4.86192715e+34	0.00000000e+00
11.80	3.59523960e+34	0.00000000e+00
11.90	2.65794978e+34	0.00000000e+00
12.00	1.96456748e+34	0.00000000e+00
12.10	1.45174404e+34	0.00000000e+00
12.20	1.07255043e+34	0.00000000e+00
12.30	7.92230480e+33	0.00000000e+00
12.40	5.85050140e+33	0.00000000e+00
12.50	4.31960327e+33	0.00000000e+00
12.60	3.18863903e+33	0.00000000e+00
12.70	2.35330941e+33	0.00000000e+00
12.80	1.73646604e+33	0.00000000e+00
12.90	1.28105724e+33	0.00000000e+00
13.00	9.44902740e+32	0.00000000e+00
13.10	6.96824367e+32	0.00000000e+00
13.20	5.13781543e+32	0.00000000e+00
13.30	3.78751072e+32	0.00000000e+00
13.40	2.79158397e+32	0.00000000e+00
13.50	2.05716998e+32	0.00000000e+00
13.60	1.51570084e+32	0.00000000e+00
13.70	1.11655934e+32	0.00000000e+00
13.80	8.22387022e+31	0.00000000e+00
13.90	6.05616821e+31	0.00000000e+00
14.00	4.45910734e+31	0.00000000e+00
14.10	3.28267058e+31	0.00000000e+00
14.20	2.41622350e+31	0.00000000e+00
14.30	1.77819075e+31	0.00000000e+00
14.40	1.30843462e+31	0.00000000e+00
14.50	9.62629397e+30	0.00000000e+00
14.60	7.08109770e+30	0.00000000e+00
14.70	5.20807647e+30	0.00000000e+00
14.80	3.82992567e+30	0.00000000e+00
14.90	2.81605070e+30	0.00000000e+00
15.00	2.07027768e+30	0.00000000e+00
15.10	1.52179307e+30	0.00000000e+00
15.20	1.11846481e+30	0.00000000e+00
15.30	8.21920088e+29	0.00000000e+00
15.40	6.03918373e+29	0.00000000e+00
15.50	4.43679185e+29	0.00000000e+00
15.60	3.25913847e+29	0.00000000e+00
15.70	2.39375827e+29	0.00000000e+00
15.80	1.75793271e+29	0.00000000e+00
15.90	1.29083109e+29	0.00000000e+00
16.00	9.47725426e+28	0.00000000e+00
16.10	6.95732518e+28	0.00000000e+00
16.20	5.10680681e+28	0.00000000e+00
16.30	3.74804329e+28	0.00000000e+00
16.40	2.75047997e+28	0.00000000e+00
16.50	2.01818860e+28	0.00000000e+00
16.60	1.48069310e+28	0.00000000e+00
16.70	1.08622306e+28	0.00000000e+00
16.80	7.96754063e+27	0.00000000e+00
16.90	5.84361336e+27	0.00000000e+00
17.00	4.28539804e+27	0.00000000e+00
