# Data for different parent isotopes separated by empty lines
# Column values are:
# [1] - neutrino energy (MeV)
# [2] - capture luminosity (1/MeV/s)
# [3] - decay luminosity (1/MeV/s)


#	h1-->neut	tau_cc (hr) = 0.63085
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	7.41004301e+47	0.00000000e+00
0.20	2.74971678e+48	0.00000000e+00
0.30	5.67220238e+48	0.00000000e+00
0.40	9.14841028e+48	0.00000000e+00
0.50	1.28460185e+49	0.00000000e+00
0.60	1.64808330e+49	0.00000000e+00
0.70	1.98268138e+49	0.00000000e+00
0.80	2.27187839e+49	0.00000000e+00
0.90	2.50501986e+49	0.00000000e+00
1.00	2.67675973e+49	0.00000000e+00
1.10	2.78628499e+49	0.00000000e+00
1.20	2.83640670e+49	0.00000000e+00
1.30	2.83259877e+49	0.00000000e+00
1.40	2.78206261e+49	0.00000000e+00
1.50	2.69288683e+49	0.00000000e+00
1.60	2.57335061e+49	0.00000000e+00
1.70	2.43139486e+49	0.00000000e+00
1.80	2.27426117e+49	0.00000000e+00
1.90	2.10827998e+49	0.00000000e+00
2.00	1.93877983e+49	0.00000000e+00
2.10	1.77008598e+49	0.00000000e+00
2.20	1.60557970e+49	0.00000000e+00
2.30	1.44779321e+49	0.00000000e+00
2.40	1.29852234e+49	0.00000000e+00
2.50	1.15894343e+49	0.00000000e+00
2.60	1.02972590e+49	0.00000000e+00
2.70	9.11135425e+48	0.00000000e+00
2.80	8.03125071e+48	0.00000000e+00
2.90	7.05413629e+48	0.00000000e+00
3.00	6.17551218e+48	0.00000000e+00
3.10	5.38973138e+48	0.00000000e+00
3.20	4.69043214e+48	0.00000000e+00
3.30	4.07087874e+48	0.00000000e+00
3.40	3.52422426e+48	0.00000000e+00
3.50	3.04370756e+48	0.00000000e+00
3.60	2.62279631e+48	0.00000000e+00
3.70	2.25528614e+48	0.00000000e+00
3.80	1.93536525e+48	0.00000000e+00
3.90	1.65765150e+48	0.00000000e+00
4.00	1.41720882e+48	0.00000000e+00
4.10	1.20954754e+48	0.00000000e+00
4.20	1.03061366e+48	0.00000000e+00
4.30	8.76769715e+47	0.00000000e+00
4.40	7.44770464e+47	0.00000000e+00
4.50	6.31735236e+47	0.00000000e+00
4.60	5.35118718e+47	0.00000000e+00
4.70	4.52681226e+47	0.00000000e+00
4.80	3.82459537e+47	0.00000000e+00
4.90	3.22738751e+47	0.00000000e+00
5.00	2.72025718e+47	0.00000000e+00
5.10	2.29024259e+47	0.00000000e+00
5.20	1.92612290e+47	0.00000000e+00
5.30	1.61820966e+47	0.00000000e+00
5.40	1.35815774e+47	0.00000000e+00
5.50	1.13879552e+47	0.00000000e+00
5.60	9.53972920e+46	0.00000000e+00
5.70	7.98426632e+46	0.00000000e+00
5.80	6.67660739e+46	0.00000000e+00
5.90	5.57841814e+46	0.00000000e+00
6.00	4.65706829e+46	0.00000000e+00
6.10	3.88482817e+46	0.00000000e+00
6.20	3.23816893e+46	0.00000000e+00
6.30	2.69715541e+46	0.00000000e+00
6.40	2.24492095e+46	0.00000000e+00
6.50	1.86721415e+46	0.00000000e+00
6.60	1.55200880e+46	0.00000000e+00
6.70	1.28916875e+46	0.00000000e+00
6.80	1.07016097e+46	0.00000000e+00
6.90	8.87810039e+45	0.00000000e+00
7.00	7.36088640e+45	0.00000000e+00
7.10	6.09939166e+45	0.00000000e+00
7.20	5.05121881e+45	0.00000000e+00
7.30	4.18086109e+45	0.00000000e+00
7.40	3.45860973e+45	0.00000000e+00
7.50	2.85962951e+45	0.00000000e+00
7.60	2.36317706e+45	0.00000000e+00
7.70	1.95194104e+45	0.00000000e+00
7.80	1.61148589e+45	0.00000000e+00
7.90	1.32978353e+45	0.00000000e+00
8.00	1.09681927e+45	0.00000000e+00
8.10	9.04260872e+44	0.00000000e+00
8.20	7.45180776e+44	0.00000000e+00
8.30	6.13823202e+44	0.00000000e+00
8.40	5.05409138e+44	0.00000000e+00
8.50	4.15973067e+44	0.00000000e+00
8.60	3.42226584e+44	0.00000000e+00
8.70	2.81444402e+44	0.00000000e+00
8.80	2.31369242e+44	0.00000000e+00
8.90	1.90132533e+44	0.00000000e+00
9.00	1.56188341e+44	0.00000000e+00
9.10	1.28258331e+44	0.00000000e+00
9.20	1.05286013e+44	0.00000000e+00
9.30	8.63986827e+43	0.00000000e+00
9.40	7.08758084e+43	0.00000000e+00
9.50	5.81227853e+43	0.00000000e+00
9.60	4.76491567e+43	0.00000000e+00
9.70	3.90505613e+43	0.00000000e+00
9.80	3.19937650e+43	0.00000000e+00
9.90	2.62042723e+43	0.00000000e+00
10.00	2.14560675e+43	0.00000000e+00
10.10	1.75631312e+43	0.00000000e+00
10.20	1.43724233e+43	0.00000000e+00
10.30	1.17580868e+43	0.00000000e+00
10.40	9.61665956e+42	0.00000000e+00
10.50	7.86312139e+42	0.00000000e+00
10.60	6.42763276e+42	0.00000000e+00
10.70	5.25284503e+42	0.00000000e+00
10.80	4.29168307e+42	0.00000000e+00
10.90	3.50551812e+42	0.00000000e+00
11.00	2.86266328e+42	0.00000000e+00
11.10	2.33713440e+42	0.00000000e+00
11.20	1.90763085e+42	0.00000000e+00
11.30	1.55669673e+42	0.00000000e+00
11.40	1.27003142e+42	0.00000000e+00
11.50	1.03592283e+42	0.00000000e+00
11.60	8.44781705e+41	0.00000000e+00
11.70	6.88759143e+41	0.00000000e+00
11.80	5.61432582e+41	0.00000000e+00
11.90	4.57548103e+41	0.00000000e+00
12.00	3.72808936e+41	0.00000000e+00
12.10	3.03702069e+41	0.00000000e+00
12.20	2.47356029e+41	0.00000000e+00
12.30	2.01424349e+41	0.00000000e+00
12.40	1.63990057e+41	0.00000000e+00
12.50	1.33487464e+41	0.00000000e+00
12.60	1.08638099e+41	0.00000000e+00
12.70	8.83982837e+40	0.00000000e+00
12.80	7.19162007e+40	0.00000000e+00
12.90	5.84967971e+40	0.00000000e+00
13.00	4.75730590e+40	0.00000000e+00
13.10	3.86825287e+40	0.00000000e+00
13.20	3.14481114e+40	0.00000000e+00
13.30	2.55623823e+40	0.00000000e+00
13.40	2.07747689e+40	0.00000000e+00
13.50	1.68810815e+40	0.00000000e+00
13.60	1.37149604e+40	0.00000000e+00
13.70	1.11408951e+40	0.00000000e+00
13.80	9.04852622e+39	0.00000000e+00
13.90	7.34799453e+39	0.00000000e+00
14.00	5.96614715e+39	0.00000000e+00
14.10	4.84344300e+39	0.00000000e+00
14.20	3.93142893e+39	0.00000000e+00
14.30	3.19068234e+39	0.00000000e+00
14.40	2.58913376e+39	0.00000000e+00
14.50	2.10070005e+39	0.00000000e+00
14.60	1.70417066e+39	0.00000000e+00
14.70	1.38230038e+39	0.00000000e+00
14.80	1.12107036e+39	0.00000000e+00
14.90	9.09086550e+38	0.00000000e+00
15.00	7.37089572e+38	0.00000000e+00
15.10	5.97556187e+38	0.00000000e+00
15.20	4.84374654e+38	0.00000000e+00
15.30	3.92580753e+38	0.00000000e+00
15.40	3.18142897e+38	0.00000000e+00
15.50	2.57787470e+38	0.00000000e+00
15.60	2.08856700e+38	0.00000000e+00
15.70	1.69193133e+38	0.00000000e+00
15.80	1.37045707e+38	0.00000000e+00
15.90	1.10993404e+38	0.00000000e+00
16.00	8.98832116e+37	0.00000000e+00
16.10	7.27797057e+37	0.00000000e+00
16.20	5.89240965e+37	0.00000000e+00
16.30	4.77009573e+37	0.00000000e+00
16.40	3.86112077e+37	0.00000000e+00
16.50	3.12501705e+37	0.00000000e+00
16.60	2.52897581e+37	0.00000000e+00
16.70	2.04640138e+37	0.00000000e+00
16.80	1.65573702e+37	0.00000000e+00
16.90	1.33951278e+37	0.00000000e+00
17.00	1.08357216e+37	0.00000000e+00
17.10	8.76445343e+36	0.00000000e+00
17.20	7.08840243e+36	0.00000000e+00
17.30	5.73230030e+36	0.00000000e+00
17.40	4.63518473e+36	0.00000000e+00
17.50	3.74768591e+36	0.00000000e+00
17.60	3.02982709e+36	0.00000000e+00
17.70	2.44924083e+36	0.00000000e+00
17.80	1.97972378e+36	0.00000000e+00
17.90	1.60006500e+36	0.00000000e+00
18.00	1.29309675e+36	0.00000000e+00
18.10	1.04492526e+36	0.00000000e+00
18.20	8.44307595e+35	0.00000000e+00
18.30	6.82146802e+35	0.00000000e+00
18.40	5.51083112e+35	0.00000000e+00
18.50	4.45162817e+35	0.00000000e+00
18.60	3.59570118e+35	0.00000000e+00
18.70	2.90410056e+35	0.00000000e+00
18.80	2.34532717e+35	0.00000000e+00
18.90	1.89391007e+35	0.00000000e+00
19.00	1.52925454e+35	0.00000000e+00
19.10	1.23471038e+35	0.00000000e+00
19.20	9.96817571e+34	0.00000000e+00
19.30	8.04696101e+34	0.00000000e+00
19.40	6.49552276e+34	0.00000000e+00
19.50	5.24279247e+34	0.00000000e+00
19.60	4.23134006e+34	0.00000000e+00
19.70	3.41476042e+34	0.00000000e+00
19.80	2.75556039e+34	0.00000000e+00
19.90	2.22344992e+34	0.00000000e+00


#	f17-->o17	tau_cc (hr) = 6.30850000e-01
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	0.00000000e+00	1.86637724e+41
0.20	0.00000000e+00	6.72799425e+41
0.30	0.00000000e+00	1.35616451e+42
0.40	0.00000000e+00	2.14547939e+42
0.50	0.00000000e+00	2.96054318e+42
0.60	0.00000000e+00	3.73218663e+42
0.70	0.00000000e+00	4.40224008e+42
0.80	0.00000000e+00	4.92348138e+42
0.90	0.00000000e+00	5.25954601e+42
1.00	0.00000000e+00	5.38475974e+42
1.10	0.00000000e+00	5.28380319e+42
1.20	0.00000000e+00	4.95098075e+42
1.30	0.00000000e+00	4.38844231e+42
1.40	0.00000000e+00	3.60105846e+42
1.50	0.00000000e+00	2.57639080e+42
1.60	0.00000000e+00	1.12333465e+42
1.70	0.00000000e+00	9.18957920e+39
1.80	0.00000000e+00	2.80782438e+39
1.90	0.00000000e+00	0.00000000e+00
2.00	0.00000000e+00	0.00000000e+00
2.10	0.00000000e+00	0.00000000e+00
2.20	0.00000000e+00	0.00000000e+00
2.30	0.00000000e+00	0.00000000e+00
2.40	0.00000000e+00	0.00000000e+00
2.50	0.00000000e+00	0.00000000e+00
2.60	0.00000000e+00	0.00000000e+00
2.70	2.46615894e+40	0.00000000e+00
2.80	8.72112362e+39	0.00000000e+00
2.90	3.01832946e+40	0.00000000e+00
3.00	5.01233704e+40	0.00000000e+00
3.10	6.49489322e+40	0.00000000e+00
3.20	7.52668516e+40	0.00000000e+00
3.30	8.10838116e+40	0.00000000e+00
3.40	8.27476008e+40	0.00000000e+00
3.50	8.09447498e+40	0.00000000e+00
3.60	7.65413871e+40	0.00000000e+00
3.70	7.04172337e+40	0.00000000e+00
3.80	6.33488565e+40	0.00000000e+00
3.90	5.59527507e+40	0.00000000e+00
4.00	4.86755278e+40	0.00000000e+00
4.10	4.18120446e+40	0.00000000e+00
4.20	3.55352788e+40	0.00000000e+00
4.30	2.99276139e+40	0.00000000e+00
4.40	2.50083568e+40	0.00000000e+00
4.50	2.07557030e+40	0.00000000e+00
4.60	1.71231648e+40	0.00000000e+00
4.70	1.40512710e+40	0.00000000e+00
4.80	1.14755371e+40	0.00000000e+00
4.90	9.33164875e+39	0.00000000e+00
5.00	7.55863627e+39	0.00000000e+00
5.10	6.10064829e+39	0.00000000e+00
5.20	4.90777489e+39	0.00000000e+00
5.30	3.93624917e+39	0.00000000e+00
5.40	3.14825893e+39	0.00000000e+00
5.50	2.51153067e+39	0.00000000e+00
5.60	1.99879549e+39	0.00000000e+00
5.70	1.58721042e+39	0.00000000e+00
5.80	1.25778171e+39	0.00000000e+00
5.90	9.94818475e+38	0.00000000e+00
6.00	7.85432675e+38	0.00000000e+00
6.10	6.19092589e+38	0.00000000e+00
6.20	4.87231627e+38	0.00000000e+00
6.30	3.82910662e+38	0.00000000e+00
6.40	3.00530143e+38	0.00000000e+00
6.50	2.35587152e+38	0.00000000e+00
6.60	1.84472120e+38	0.00000000e+00
6.70	1.44300053e+38	0.00000000e+00
6.80	1.12771299e+38	0.00000000e+00
6.90	8.80573497e+37	0.00000000e+00
7.00	6.87076685e+37	0.00000000e+00
7.10	5.35740164e+37	0.00000000e+00
7.20	4.17492568e+37	0.00000000e+00
7.30	3.25180437e+37	0.00000000e+00
7.40	2.53172354e+37	0.00000000e+00
7.50	1.97042109e+37	0.00000000e+00
7.60	1.53315851e+37	0.00000000e+00
7.70	1.19270857e+37	0.00000000e+00
7.80	9.27757882e+36	0.00000000e+00
7.90	7.21641440e+36	0.00000000e+00
8.00	5.61342579e+36	0.00000000e+00
8.10	4.36703936e+36	0.00000000e+00
8.20	3.39806253e+36	0.00000000e+00
8.30	2.64480046e+36	0.00000000e+00
8.40	2.05922308e+36	0.00000000e+00
8.50	1.60396144e+36	0.00000000e+00
8.60	1.24995654e+36	0.00000000e+00
8.70	9.74621544e+35	0.00000000e+00
8.80	7.60406714e+35	0.00000000e+00
8.90	5.93679984e+35	0.00000000e+00
9.00	4.63854634e+35	0.00000000e+00
9.10	3.62710052e+35	0.00000000e+00
9.20	2.83863252e+35	0.00000000e+00
9.30	2.22357979e+35	0.00000000e+00
9.40	1.74345415e+35	0.00000000e+00
9.50	1.36836208e+35	0.00000000e+00
9.60	1.07507963e+35	0.00000000e+00
9.70	8.45558456e+34	0.00000000e+00
9.80	6.65766838e+34	0.00000000e+00
9.90	5.24790613e+34	0.00000000e+00
10.00	4.14135920e+34	0.00000000e+00
10.10	3.27188443e+34	0.00000000e+00
10.20	2.58793986e+34	0.00000000e+00
10.30	2.04933186e+34	0.00000000e+00
10.40	1.62469105e+34	0.00000000e+00
10.50	1.28951402e+34	0.00000000e+00
10.60	1.02464283e+34	0.00000000e+00
10.70	8.15084410e+33	0.00000000e+00
10.80	6.49093190e+33	0.00000000e+00
10.90	5.17457928e+33	0.00000000e+00
11.00	4.12946967e+33	0.00000000e+00
11.10	3.29876359e+33	0.00000000e+00
11.20	2.63773490e+33	0.00000000e+00
11.30	2.11114747e+33	0.00000000e+00
11.40	1.69120850e+33	0.00000000e+00
11.50	1.35596977e+33	0.00000000e+00
11.60	1.08807745e+33	0.00000000e+00
11.70	8.73793835e+32	0.00000000e+00
11.80	7.02230648e+32	0.00000000e+00
11.90	5.64747722e+32	0.00000000e+00
12.00	4.54480739e+32	0.00000000e+00
12.10	3.65969888e+32	0.00000000e+00
12.20	2.94867557e+32	0.00000000e+00
12.30	2.37707929e+32	0.00000000e+00
12.40	1.91725162e+32	0.00000000e+00
12.50	1.54709699e+32	0.00000000e+00
12.60	1.24894618e+32	0.00000000e+00
12.70	1.00865583e+32	0.00000000e+00
12.80	8.14894418e+31	0.00000000e+00
12.90	6.58575107e+31	0.00000000e+00
13.00	5.32404994e+31	0.00000000e+00
13.10	4.30526229e+31	0.00000000e+00
13.20	3.48230073e+31	0.00000000e+00
13.30	2.81728769e+31	0.00000000e+00
13.40	2.27973364e+31	0.00000000e+00
13.50	1.84508052e+31	0.00000000e+00
13.60	1.49353620e+31	0.00000000e+00
13.70	1.20914078e+31	0.00000000e+00
13.80	9.79018008e+30	0.00000000e+00
13.90	7.92774608e+30	0.00000000e+00
14.00	6.42017787e+30	0.00000000e+00
14.10	5.19967479e+30	0.00000000e+00
14.20	4.21144431e+30	0.00000000e+00
14.30	3.41119148e+30	0.00000000e+00
14.40	2.76309676e+30	0.00000000e+00
14.50	2.23818637e+30	0.00000000e+00
14.60	1.81301794e+30	0.00000000e+00
14.70	1.46862037e+30	0.00000000e+00
14.80	1.18963793e+30	0.00000000e+00
14.90	9.63639015e+29	0.00000000e+00
15.00	7.80557782e+29	0.00000000e+00
15.10	6.32242812e+29	0.00000000e+00
15.20	5.12092266e+29	0.00000000e+00
15.30	4.14758713e+29	0.00000000e+00
15.40	3.35910487e+29	0.00000000e+00
15.50	2.72038442e+29	0.00000000e+00
15.60	2.20299647e+29	0.00000000e+00
15.70	1.78390787e+29	0.00000000e+00
15.80	1.44445691e+29	0.00000000e+00
15.90	1.16952342e+29	0.00000000e+00
16.00	9.46856480e+28	0.00000000e+00
16.10	7.66529999e+28	0.00000000e+00
16.20	6.20501601e+28	0.00000000e+00
16.30	5.02255273e+28	0.00000000e+00
16.40	4.06511784e+28	0.00000000e+00
16.50	3.28994091e+28	0.00000000e+00
16.60	2.66237213e+28	0.00000000e+00
16.70	2.15434159e+28	0.00000000e+00
16.80	1.74311103e+28	0.00000000e+00
16.90	1.41026198e+28	0.00000000e+00
17.00	1.14087606e+28	0.00000000e+00
17.10	9.22870492e+27	0.00000000e+00
17.20	7.46459836e+27	0.00000000e+00
17.30	6.03719675e+27	0.00000000e+00
17.40	4.88233155e+27	0.00000000e+00
17.50	3.94804553e+27	0.00000000e+00
17.60	3.19227225e+27	0.00000000e+00
17.70	2.58095561e+27	0.00000000e+00
17.80	2.08652692e+27	0.00000000e+00
17.90	1.68667073e+27	0.00000000e+00
18.00	1.36332548e+27	0.00000000e+00
18.10	1.10187362e+27	0.00000000e+00
18.20	8.90486023e+26	0.00000000e+00
18.30	7.19590850e+26	0.00000000e+00
18.40	5.81443464e+26	0.00000000e+00
18.50	4.69778181e+26	0.00000000e+00
18.60	3.79526269e+26	0.00000000e+00
18.70	3.06587655e+26	0.00000000e+00
18.80	2.47646109e+26	0.00000000e+00
18.90	2.00019608e+26	0.00000000e+00
19.00	1.61539247e+26	0.00000000e+00
19.10	1.30451232e+26	0.00000000e+00
19.20	1.05337542e+26	0.00000000e+00
19.30	8.50517552e+25	0.00000000e+00
19.40	6.86671021e+25	0.00000000e+00
19.50	5.54344500e+25	0.00000000e+00
19.60	4.47483055e+25	0.00000000e+00
19.70	3.61193174e+25	0.00000000e+00
19.80	2.91520301e+25	0.00000000e+00
19.90	2.35268981e+25	0.00000000e+00


#	f18-->o18	tau_cc (hr) = 6.30850000e-01
#	energy (MeV)	capture (MeV^-1 s^-1)	decay (MeV^-1 s^-1)
0.00	0.00000000e+00	0.00000000e+00
0.10	0.00000000e+00	1.25783075e+45
0.20	0.00000000e+00	3.85053506e+45
0.30	0.00000000e+00	6.26400289e+45
0.40	0.00000000e+00	7.26832987e+45
0.50	0.00000000e+00	5.55395827e+45
0.60	0.00000000e+00	6.50497534e+43
0.70	0.00000000e+00	0.00000000e+00
0.80	0.00000000e+00	0.00000000e+00
0.90	0.00000000e+00	0.00000000e+00
1.00	0.00000000e+00	0.00000000e+00
1.10	0.00000000e+00	0.00000000e+00
1.20	0.00000000e+00	0.00000000e+00
1.30	0.00000000e+00	0.00000000e+00
1.40	0.00000000e+00	0.00000000e+00
1.50	0.00000000e+00	0.00000000e+00
1.60	1.88201565e+44	0.00000000e+00
1.70	9.26567465e+43	0.00000000e+00
1.80	8.35658486e+43	0.00000000e+00
1.90	5.95275110e+43	0.00000000e+00
2.00	3.89845886e+43	0.00000000e+00
2.10	2.45479634e+43	0.00000000e+00
2.20	1.51330830e+43	0.00000000e+00
2.30	9.20871854e+42	0.00000000e+00
2.40	5.55442236e+42	0.00000000e+00
2.50	3.32846092e+42	0.00000000e+00
2.60	1.98428410e+42	0.00000000e+00
2.70	1.17786497e+42	0.00000000e+00
2.80	6.96586243e+41	0.00000000e+00
2.90	4.10611877e+41	0.00000000e+00
3.00	2.41333613e+41	0.00000000e+00
3.10	1.41471213e+41	0.00000000e+00
3.20	8.27393953e+40	0.00000000e+00
3.30	4.82935695e+40	0.00000000e+00
3.40	2.81423872e+40	0.00000000e+00
3.50	1.63806718e+40	0.00000000e+00
3.60	9.52961870e+39	0.00000000e+00
3.70	5.54592645e+39	0.00000000e+00
3.80	3.23274330e+39	0.00000000e+00
3.90	1.89080462e+39	0.00000000e+00
4.00	1.11252752e+39	0.00000000e+00
4.10	6.60863177e+38	0.00000000e+00
4.20	3.98223671e+38	0.00000000e+00
4.30	2.44897938e+38	0.00000000e+00
4.40	1.54782154e+38	0.00000000e+00
4.50	1.01248361e+38	0.00000000e+00
4.60	6.89342410e+37	0.00000000e+00
4.70	4.89828492e+37	0.00000000e+00
4.80	3.62879388e+37	0.00000000e+00
4.90	2.79028215e+37	0.00000000e+00
5.00	2.21228812e+37	0.00000000e+00
5.10	1.79573930e+37	0.00000000e+00
5.20	1.48259202e+37	0.00000000e+00
5.30	1.23840393e+37	0.00000000e+00
5.40	1.04234172e+37	0.00000000e+00
5.50	8.81456755e+36	0.00000000e+00
5.60	7.47406580e+36	0.00000000e+00
5.70	6.34576098e+36	0.00000000e+00
5.80	5.38998635e+36	0.00000000e+00
5.90	4.57733562e+36	0.00000000e+00
6.00	3.88504360e+36	0.00000000e+00
6.10	3.29485232e+36	0.00000000e+00
6.20	2.79172535e+36	0.00000000e+00
6.30	2.36304855e+36	0.00000000e+00
6.40	1.99811169e+36	0.00000000e+00
6.50	1.68775394e+36	0.00000000e+00
6.60	1.42410800e+36	0.00000000e+00
6.70	1.20040476e+36	0.00000000e+00
6.80	1.01081733e+36	0.00000000e+00
6.90	8.50332000e+35	0.00000000e+00
7.00	7.14638989e+35	0.00000000e+00
7.10	6.00038291e+35	0.00000000e+00
